
[00:00:00.000 --> 00:00:02.000]  撒加利亞書不難找的
[00:00:02.000 --> 00:00:04.000]  就是舊約差不多最尾的那一章
[00:00:04.000 --> 00:00:07.000]  舊約最尾那一章
[00:00:07.000 --> 00:00:09.000]  因為撒加利亞書有很多章
[00:00:09.000 --> 00:00:11.000]  所以中間一揭的時候
[00:00:11.000 --> 00:00:12.000]  不會很快就過了
[00:00:12.000 --> 00:00:13.000]  有些只有兩章
[00:00:13.000 --> 00:00:14.000]  一下就過了
[00:00:14.000 --> 00:00:15.000]  你找不到
[00:00:15.000 --> 00:00:17.000]  撒加利亞書是尾二那一卷聖經
[00:00:17.000 --> 00:00:19.000]  在舊約裡面
[00:00:19.000 --> 00:00:21.000]  最後那個就是馬拉基書
[00:00:21.000 --> 00:00:22.000]  之前的撒加利亞書
[00:00:22.000 --> 00:00:23.000]  找到了嗎
[00:00:23.000 --> 00:00:24.000]  好 我們大家一起打開
[00:00:24.000 --> 00:00:26.000]  撒加利亞書第一章
[00:00:26.000 --> 00:00:28.000]  我們試一下做一點點
[00:00:28.000 --> 00:00:29.000]  研究的功課
[00:00:29.000 --> 00:00:32.000]  然後我們才看看
[00:00:32.000 --> 00:00:35.000]  這些說話對於今天你和我
[00:00:35.000 --> 00:00:36.000]  尤其是2014年
[00:00:36.000 --> 00:00:38.000]  我們每一個人的靈明
[00:00:38.000 --> 00:00:39.000]  有什麼意思
[00:00:39.000 --> 00:00:42.000]  好 我們開始
[00:00:42.000 --> 00:00:44.000]  我們在一月的時候
[00:00:44.000 --> 00:00:46.000]  已經和大家說過
[00:00:46.000 --> 00:00:49.000]  撒加利亞書第一個議章
[00:00:49.000 --> 00:00:51.000]  你會說我上一次沒有來
[00:00:51.000 --> 00:00:52.000]  或者我今天才新來
[00:00:52.000 --> 00:00:53.000]  不要緊
[00:00:53.000 --> 00:00:54.000]  不一定需要
[00:00:54.000 --> 00:00:56.000]  我會交代一點點
[00:00:56.000 --> 00:00:58.000]  然後我們才繼續說下去
[00:00:58.000 --> 00:00:59.000]  所以你不要擔心
[00:00:59.000 --> 00:01:01.000]  如果你來聽過
[00:01:01.000 --> 00:01:03.000]  你就會更加深刻印象了
[00:01:03.000 --> 00:01:06.000]  好 你看到我畫了一個圖給大家
[00:01:06.000 --> 00:01:07.000]  看到嗎
[00:01:07.000 --> 00:01:09.000]  那個大綱裡面就是這個圖
[00:01:09.000 --> 00:01:11.000]  畫得不是很漂亮
[00:01:11.000 --> 00:01:12.000]  不過不要緊
[00:01:12.000 --> 00:01:14.000]  夠用就可以了
[00:01:14.000 --> 00:01:18.000]  你看到這八個的議章
[00:01:18.000 --> 00:01:19.000]  八個的議章
[00:01:19.000 --> 00:01:21.000]  就有一個對稱性的
[00:01:21.000 --> 00:01:23.000]  1 2 3
[00:01:23.000 --> 00:01:26.000]  4 5 就是最核心的
[00:01:26.000 --> 00:01:28.000]  有6 7 8
[00:01:28.000 --> 00:01:32.000]  所以我將它畫成一個U形
[00:01:32.000 --> 00:01:34.000]  一個對稱的U形
[00:01:34.000 --> 00:01:39.000]  第一和第二個比較短一點
[00:01:39.000 --> 00:01:41.000]  第一章裡面有兩個
[00:01:41.000 --> 00:01:43.000]  然後第三個議章
[00:01:43.000 --> 00:01:44.000]  我括著二字
[00:01:44.000 --> 00:01:45.000]  就是第二章
[00:01:45.000 --> 00:01:46.000]  整章我懶得寫第幾節
[00:01:46.000 --> 00:01:48.000]  到第幾節大家明白了嗎
[00:01:48.000 --> 00:01:50.000]  然後第四個議章就是第三章
[00:01:50.000 --> 00:01:52.000]  第五個議章就是第四章
[00:01:52.000 --> 00:01:54.000]  第六第七比較短一點
[00:01:54.000 --> 00:01:56.000]  加起來一章就是第五章
[00:01:56.000 --> 00:01:58.000]  第六章前面的八節
[00:01:58.000 --> 00:02:00.000]  就是我剛才讀的那八節
[00:02:00.000 --> 00:02:01.000]  就是第八個議章
[00:02:01.000 --> 00:02:02.000]  就是最後一個議章
[00:02:02.000 --> 00:02:03.000]  明白了嗎
[00:02:03.000 --> 00:02:04.000]  要分配很簡單
[00:02:04.000 --> 00:02:06.000]  不過首先有些人心裡面
[00:02:06.000 --> 00:02:07.000]  可能都會問
[00:02:07.000 --> 00:02:08.000]  弄這些議章來幹嘛呢
[00:02:08.000 --> 00:02:10.000]  找來搞什麼
[00:02:10.000 --> 00:02:12.000]  要我們解密碼這麼辛苦
[00:02:12.000 --> 00:02:15.000]  正正式式說一下就行了
[00:02:15.000 --> 00:02:16.000]  你說我就明白了
[00:02:16.000 --> 00:02:17.000]  為什麼要搞這些東西
[00:02:17.000 --> 00:02:19.000]  又碼又什麼的
[00:02:19.000 --> 00:02:21.000]  又顏色啊
[00:02:21.000 --> 00:02:22.000]  要在那裡猜
[00:02:22.000 --> 00:02:23.000]  不是
[00:02:23.000 --> 00:02:25.000]  不是沒什麼事找來做
[00:02:25.000 --> 00:02:28.000]  是讓我們解一下密碼
[00:02:28.000 --> 00:02:30.000]  於是神秘
[00:02:30.000 --> 00:02:31.000]  不是的
[00:02:31.000 --> 00:02:33.000]  我和大家都提過
[00:02:33.000 --> 00:02:34.000]  神用議章呢
[00:02:34.000 --> 00:02:36.000]  是提醒我們
[00:02:36.000 --> 00:02:38.000]  特別給我們很深刻的印象
[00:02:38.000 --> 00:02:39.000]  知道一回事
[00:02:39.000 --> 00:02:41.000]  就是我們眼看到的
[00:02:41.000 --> 00:02:43.000]  用人的角度去看到的那幅圖畫
[00:02:43.000 --> 00:02:45.000]  和人生的際遇
[00:02:45.000 --> 00:02:47.000]  和神看到的圖畫
[00:02:47.000 --> 00:02:49.000]  和人生的際遇
[00:02:49.000 --> 00:02:50.000]  是不同的意思
[00:02:50.000 --> 00:02:52.000]  也有不同的體見
[00:02:52.000 --> 00:02:53.000]  這個我們稱為一個
[00:02:53.000 --> 00:02:55.000]  屬靈的透視力
[00:02:55.000 --> 00:02:57.000]  這個不容易的
[00:02:57.000 --> 00:02:59.000]  因為我們從小到大
[00:02:59.000 --> 00:03:00.000]  教育也好
[00:03:00.000 --> 00:03:01.000]  我們的工作
[00:03:01.000 --> 00:03:02.000]  我們的訓練都教我們
[00:03:02.000 --> 00:03:04.000]  用我們的經驗
[00:03:04.000 --> 00:03:05.000]  用我們的觀察
[00:03:05.000 --> 00:03:07.000]  用我們的思考
[00:03:07.000 --> 00:03:08.000]  用我們的學問
[00:03:08.000 --> 00:03:10.000]  來處理我們人生的問題
[00:03:10.000 --> 00:03:11.000]  這個沒有錯的
[00:03:11.000 --> 00:03:12.000]  因為我們不是這樣
[00:03:12.000 --> 00:03:13.000]  我們怎麼找工作啊
[00:03:13.000 --> 00:03:15.000]  不是這樣我們怎麼生活啊
[00:03:15.000 --> 00:03:17.000]  不過神要提醒我們
[00:03:17.000 --> 00:03:18.000]  作為一個基督徒
[00:03:18.000 --> 00:03:20.000]  一個相信神的人
[00:03:20.000 --> 00:03:22.000]  我們應該有更多層次的
[00:03:22.000 --> 00:03:24.000]  屬靈的眼睛
[00:03:24.000 --> 00:03:26.000]  看到我們肉眼看不到的東西
[00:03:26.000 --> 00:03:28.000]  神是我們肉眼看不到
[00:03:28.000 --> 00:03:30.000]  但我們相信祂在這裡
[00:03:30.000 --> 00:03:32.000]  並且我們不單單相信祂在這裡
[00:03:32.000 --> 00:03:34.000]  我們相信祂的能力
[00:03:34.000 --> 00:03:36.000]  遠超過我們能夠了解
[00:03:36.000 --> 00:03:38.000]  還有神採取的行動
[00:03:38.000 --> 00:03:40.000]  我們可能在我們現在
[00:03:40.000 --> 00:03:42.000]  所分析的形勢裡
[00:03:42.000 --> 00:03:43.000]  我們還沒看到
[00:03:43.000 --> 00:03:44.000]  或者看不到
[00:03:44.000 --> 00:03:46.000]  但是神在做事
[00:03:46.000 --> 00:03:48.000]  已經遠在這裡在做事
[00:03:48.000 --> 00:03:51.000]  但這種是需要一種屬靈的透視力
[00:03:51.000 --> 00:03:53.000]  頂姐妹我們看這個異象的時候
[00:03:53.000 --> 00:03:55.000]  經常提醒我們
[00:03:55.000 --> 00:03:57.000]  我們要學習屬靈的透視力
[00:03:57.000 --> 00:03:59.000]  如果你說我有什麼訊息帶給大家
[00:03:59.000 --> 00:04:01.000]  2014年我想帶給大家就是
[00:04:01.000 --> 00:04:03.000]  操練這種屬靈的透視力
[00:04:03.000 --> 00:04:05.000]  不單停留在你的雙眼
[00:04:05.000 --> 00:04:07.000]  不單看著他們的觀察
[00:04:07.000 --> 00:04:09.000]  你還有一個屬靈的透視力
[00:04:09.000 --> 00:04:12.000]  透過神的眼光來看你的人生的時候
[00:04:12.000 --> 00:04:14.000]  你可能看到很不同的東西
[00:04:14.000 --> 00:04:17.000]  很悲哀的可能
[00:04:17.000 --> 00:04:19.000]  成為很安慰的
[00:04:19.000 --> 00:04:21.000]  很恐懼的可能成為很有勇氣的
[00:04:21.000 --> 00:04:23.000]  這個就是屬靈的透視力
[00:04:23.000 --> 00:04:25.000]  這個就是基督徒有信任
[00:04:25.000 --> 00:04:27.000]  有信心
[00:04:27.000 --> 00:04:29.000]  和沒有信仰的人不同的地方
[00:04:29.000 --> 00:04:31.000]  我覺得如果你學不到這個
[00:04:31.000 --> 00:04:33.000]  你會失去一個很大的福分
[00:04:33.000 --> 00:04:35.000]  還是像普通人那樣
[00:04:35.000 --> 00:04:37.000]  按照我們的成敗得失
[00:04:37.000 --> 00:04:39.000]  人生起起伏伏
[00:04:39.000 --> 00:04:41.000]  有時快樂有時恐懼
[00:04:41.000 --> 00:04:43.000]  有時難過有時歡喜
[00:04:43.000 --> 00:04:45.000]  這樣的話我們就不配
[00:04:45.000 --> 00:04:47.000]  做一個屬神的人
[00:04:47.000 --> 00:04:49.000]  真正屬神的人
[00:04:49.000 --> 00:04:51.000]  我們有這種特權
[00:04:51.000 --> 00:04:53.000]  我們是看到一般人看不到
[00:04:53.000 --> 00:04:55.000]  甚至你自己用肉眼都看不到
[00:04:55.000 --> 00:04:57.000]  這個就是異象的意思
[00:04:57.000 --> 00:04:59.000]  你還記得
[00:04:59.000 --> 00:05:01.000]  我們說這八個異象特別有意思
[00:05:01.000 --> 00:05:03.000]  這八個異象都是在
[00:05:03.000 --> 00:05:05.000]  先知撒加利亞
[00:05:05.000 --> 00:05:07.000]  在黑暗當中
[00:05:07.000 --> 00:05:09.000]  晚上看的
[00:05:09.000 --> 00:05:11.000]  我們和大家說過
[00:05:11.000 --> 00:05:13.000]  晚上是以往的晚上
[00:05:13.000 --> 00:05:15.000]  以前的晚上
[00:05:15.000 --> 00:05:17.000]  即是二千多年前的晚上
[00:05:17.000 --> 00:05:19.000]  是完全黑的
[00:05:19.000 --> 00:05:21.000]  在人的肉眼看不到的時候
[00:05:21.000 --> 00:05:23.000]  神就把異象給他們看
[00:05:23.000 --> 00:05:25.000]  所以這個光的光源
[00:05:25.000 --> 00:05:27.000]  是神自己的光
[00:05:27.000 --> 00:05:29.000]  我和大家說過
[00:05:29.000 --> 00:05:31.000]  我們沒有什麼資料
[00:05:31.000 --> 00:05:33.000]  不知道當時撒加利亞是怎樣看
[00:05:33.000 --> 00:05:35.000]  總之有一樣東西
[00:05:35.000 --> 00:05:37.000]  他們看到一個一個的異象
[00:05:37.000 --> 00:05:39.000]  打在牆上
[00:05:39.000 --> 00:05:41.000]  打在螢光幕上
[00:05:41.000 --> 00:05:43.000]  我們不知道
[00:05:43.000 --> 00:05:45.000]  總之有一個肯定
[00:05:45.000 --> 00:05:47.000]  本來看不到的黑暗突然間出現
[00:05:47.000 --> 00:05:49.000]  光就有一幕一幕一幕
[00:05:49.000 --> 00:05:51.000]  這個光是來自神自己的光
[00:05:51.000 --> 00:05:53.000]  不是神給你看見
[00:05:53.000 --> 00:05:55.000]  是看不見的
[00:05:55.000 --> 00:05:57.000]  而是本來看不見的
[00:05:57.000 --> 00:05:59.000]  大家明白了嗎
[00:05:59.000 --> 00:06:01.000]  看見什麼呢
[00:06:01.000 --> 00:06:03.000]  我們很簡單的作一個很快的
[00:06:03.000 --> 00:06:05.000]  一個一個溫習
[00:06:05.000 --> 00:06:07.000]  很感謝司徒弟兄
[00:06:07.000 --> 00:06:09.000]  他send了他的note給我
[00:06:09.000 --> 00:06:11.000]  我又可以大家來參考
[00:06:11.000 --> 00:06:13.000]  大家可以一起學習
[00:06:13.000 --> 00:06:15.000]  很好
[00:06:15.000 --> 00:06:17.000]  大家查過這個經了嗎
[00:06:17.000 --> 00:06:19.000]  沒有啊
[00:06:19.000 --> 00:06:21.000]  總之我用我自己所了解的
[00:06:21.000 --> 00:06:23.000]  和大家一起分享
[00:06:23.000 --> 00:06:25.000]  這個第一個異象
[00:06:25.000 --> 00:06:27.000]  大家稍微都記得的
[00:06:27.000 --> 00:06:29.000]  我們詳細再重覆
[00:06:29.000 --> 00:06:31.000]  那個異象就是在一些石榴樹林的中間
[00:06:31.000 --> 00:06:33.000]  低窪的地方
[00:06:33.000 --> 00:06:35.000]  有一個馬隊
