
[00:00:00.000 --> 00:00:02.000]  丙姐妹今天在我們的崇拜裏面
[00:00:02.000 --> 00:00:05.000]  一起思想一個喜樂的課題
[00:00:05.000 --> 00:00:08.000]  不過今天喜樂的課題是特別困難的
[00:00:08.000 --> 00:00:10.000]  因為我們要思想怎樣
[00:00:10.000 --> 00:00:15.000]  可以在苦難當中仍然有喜樂
[00:00:15.000 --> 00:00:17.000]  這個是非常之困難
[00:00:17.000 --> 00:00:19.000]  因為你和我都明白
[00:00:19.000 --> 00:00:22.000]  苦難怎會帶來喜樂呢
[00:00:22.000 --> 00:00:25.000]  希望今天我們從彼得前書
[00:00:25.000 --> 00:00:27.000]  一起來思想神自己的真理
[00:00:27.000 --> 00:00:29.000]  所以請大家一起打開
[00:00:29.000 --> 00:00:31.000]  剛才我們所讀的聖經
[00:00:31.000 --> 00:00:33.000]  彼得前書
[00:00:33.000 --> 00:00:35.000]  新約的彼得前書的第一章
[00:00:35.000 --> 00:00:37.000]  不過我們不只是看第一章
[00:00:37.000 --> 00:00:39.000]  我們會有時間看第四章
[00:00:39.000 --> 00:00:41.000]  彼得前書是講苦難
[00:00:41.000 --> 00:00:44.000]  是最多的其中一卷的書
[00:00:44.000 --> 00:00:47.000]  但亦都裏面充滿了喜樂的字眼
[00:00:47.000 --> 00:00:49.000]  究竟秘訣在哪裏
[00:00:49.000 --> 00:00:51.000]  如果在唐用聖經
[00:00:51.000 --> 00:00:54.000]  大家打開1839頁
[00:00:54.000 --> 00:00:56.000]  或者1838頁
[00:00:58.000 --> 00:01:00.000]  我們彼得前書一會兒
[00:01:00.000 --> 00:01:02.000]  一起來看神自己的說話
[00:01:02.000 --> 00:01:04.000]  今天我們時間很有限
[00:01:04.000 --> 00:01:06.000]  但我希望和大家
[00:01:06.000 --> 00:01:08.000]  在整個彼得前書裏
[00:01:08.000 --> 00:01:10.000]  關於在苦難當中
[00:01:10.000 --> 00:01:12.000]  為何仍然
[00:01:12.000 --> 00:01:15.000]  或者如何仍然可以有喜樂
[00:01:15.000 --> 00:01:18.000]  這個真實又挑戰性的題目
[00:01:18.000 --> 00:01:19.000]  好不好?
[00:01:19.000 --> 00:01:21.000]  好,我們就開始思想
[00:01:21.000 --> 00:01:24.000]  今天其實我想和大家看兩方面
[00:01:24.000 --> 00:01:27.000]  希望大家離開時可以記得
[00:01:27.000 --> 00:01:28.000]  兩個重點
[00:01:28.000 --> 00:01:31.000]  第一,關於聖經的彼得前書
[00:01:31.000 --> 00:01:35.000]  提醒我們關於喜樂的事實
[00:01:35.000 --> 00:01:38.000]  喜樂有三個事實
[00:01:38.000 --> 00:01:45.000]  第二,在苦難有三個事實
[00:01:45.000 --> 00:01:47.000]  我覺得好像不對勁
[00:01:47.000 --> 00:01:50.000]  苦難有三個事實
[00:01:50.000 --> 00:01:55.000]  第二,在苦難當中仍然有喜樂的秘訣
[00:01:55.000 --> 00:01:58.000]  我們要轉眼望耶穌
[00:01:58.000 --> 00:01:59.000]  有首詩歌
[00:01:59.000 --> 00:02:00.000]  我們詩班一定會唱
[00:02:00.000 --> 00:02:02.000]  大家可能都會唱
[00:02:02.000 --> 00:02:05.000]  這兩個很重要的關鍵地方
[00:02:05.000 --> 00:02:07.000]  究竟想說些甚麼呢?
[00:02:07.000 --> 00:02:13.000]  首先我們說在彼得前書裏提醒我們苦難的事實
[00:02:13.000 --> 00:02:15.000]  三個事實
[00:02:15.000 --> 00:02:16.000]  有這個字眼
[00:02:16.000 --> 00:02:19.000]  想大家特別留意
[00:02:19.000 --> 00:02:21.000]  記得的獨特字眼
[00:02:21.000 --> 00:02:24.000]  不如我們先用剛才我們讀過的聖經
[00:02:24.000 --> 00:02:25.000]  彼得前書第一章
[00:02:25.000 --> 00:02:27.000]  第三至第九節
[00:02:27.000 --> 00:02:28.000]  一直讀的時候
[00:02:28.000 --> 00:02:30.000]  有一個字眼想大家特別留意
[00:02:30.000 --> 00:02:32.000]  就是第六節
[00:02:32.000 --> 00:02:35.000]  它說你們要喜樂
[00:02:35.000 --> 00:02:41.000]  然而在各樣的試煉中或許暫時會難過
[00:02:41.000 --> 00:02:44.000]  為甚麼可以喜樂又在試煉當中呢?
[00:02:44.000 --> 00:02:50.000]  因為其中一個我們要肯定的事實就是
[00:02:50.000 --> 00:02:54.000]  試煉或是苦難是暫時的
[00:02:54.000 --> 00:02:55.000]  這是第一個真理
[00:02:55.000 --> 00:02:57.000]  聖經告訴我們是暫時的
[00:02:57.000 --> 00:03:00.000]  暫時的意思在聖經裏面
[00:03:00.000 --> 00:03:02.000]  不是單單像我們今天說
[00:03:02.000 --> 00:03:03.000]  現在很慘
[00:03:03.000 --> 00:03:04.000]  現在我病
[00:03:04.000 --> 00:03:05.000]  過兩年就會康復
[00:03:05.000 --> 00:03:07.000]  不一定的
[00:03:07.000 --> 00:03:13.000]  這個苦難不一定會暫時在我們人生當中短暫的
[00:03:13.000 --> 00:03:18.000]  有時候我們會苦難就會過去
[00:03:18.000 --> 00:03:20.000]  這是我們很開心的
[00:03:20.000 --> 00:03:22.000]  是很罕有的
[00:03:22.000 --> 00:03:27.000]  我在寫的書和與弟兄姐妹分享的裏面都提過
[00:03:27.000 --> 00:03:30.000]  明天會更好是騙你的
[00:03:30.000 --> 00:03:33.000]  通常有苦難明天會更差的
[00:03:33.000 --> 00:03:34.000]  是不是?
[00:03:34.000 --> 00:03:36.000]  因為一個苦難無論你的病
[00:03:36.000 --> 00:03:39.000]  無論你碰見人生的挫敗
[00:03:39.000 --> 00:03:43.000]  無論你在人際關係裏面所受到的傷害
[00:03:43.000 --> 00:03:44.000]  會有長遠的影響
[00:03:44.000 --> 00:03:49.000]  加上累累其他痛苦會繼續多一點
[00:03:49.000 --> 00:03:50.000]  你會明白
[00:03:50.000 --> 00:03:54.000]  所以苦難是不會暫時的
[00:03:54.000 --> 00:03:56.000]  不過在信仰裏面說的暫時
[00:03:56.000 --> 00:03:58.000]  不是我們過幾年之後就沒有了
[00:03:58.000 --> 00:04:00.000]  如果天清了
[00:04:00.000 --> 00:04:02.000]  我們不是帶著這樣的盼望
[00:04:02.000 --> 00:04:03.000]  如果有當然好
[00:04:03.000 --> 00:04:07.000]  這個盼望是你看第三節到第九節
[00:04:07.000 --> 00:04:10.000]  這個暫時是當我們將這個苦難
[00:04:10.000 --> 00:04:14.000]  對比起我們有永恆的生命
[00:04:14.000 --> 00:04:17.000]  在耶穌基督顯現的時候
[00:04:17.000 --> 00:04:19.000]  我們所得到的榮耀稱讚
[00:04:19.000 --> 00:04:21.000]  這樣的角度來看
[00:04:21.000 --> 00:04:25.000]  我們今生的苦難是短暫的
[00:04:25.000 --> 00:04:27.000]  是會有一個結束的
[00:04:27.000 --> 00:04:31.000]  苦難裏面最難的挑戰就是我們以為不會結束
[00:04:31.000 --> 00:04:32.000]  是
[00:04:32.000 --> 00:04:34.000]  有時到我們死那天都不一定結束
[00:04:34.000 --> 00:04:37.000]  不過我們從永恆裏面看的時候
[00:04:37.000 --> 00:04:40.000]  它將會成為一個很短暫的
[00:04:40.000 --> 00:04:43.000]  在永恆裏面我們最多只有八十年
[00:04:43.000 --> 00:04:44.000]  九十年
[00:04:44.000 --> 00:04:46.000]  一百年
[00:04:46.000 --> 00:04:48.000]  但苦難都會結束的
[00:04:48.000 --> 00:04:51.000]  苦難是短暫的
[00:04:51.000 --> 00:04:52.000]  是暫時的
[00:04:52.000 --> 00:04:54.000]  這是第一個真理
[00:04:54.000 --> 00:04:57.000]  我們從一個永恆的眼光來看今生
[00:04:57.000 --> 00:04:59.000]  所以我們有盼望的
[00:04:59.000 --> 00:05:02.000]  有這個盼望的角度去看苦難
[00:05:02.000 --> 00:05:05.000]  因為我們基督徒在彼得前書裏面提醒我們
[00:05:05.000 --> 00:05:08.000]  一個很重要的真理
[00:05:08.000 --> 00:05:10.000]  第二
[00:05:10.000 --> 00:05:12.000]  關於苦難的態度
[00:05:12.000 --> 00:05:14.000]  你揭去第四章
[00:05:14.000 --> 00:05:17.000]  請大家揭去第四章
[00:05:17.000 --> 00:05:21.000]  整章主要都是講到受苦
[00:05:21.000 --> 00:05:24.000]  苦難第四章裏面有一節
[00:05:24.000 --> 00:05:26.000]  我想將兩個字送給大家
[00:05:26.000 --> 00:05:29.000]  就是第十三節
[00:05:29.000 --> 00:05:33.000]  那裏說苦難當中都要歡喜
[00:05:33.000 --> 00:05:34.000]  又說了
[00:05:34.000 --> 00:05:35.000]  為甚麼?
[00:05:35.000 --> 00:05:36.000]  接著我們問他的秘訣
[00:05:36.000 --> 00:05:40.000]  因為你既然在基督耶穌的受苦上有份
[00:05:40.000 --> 00:05:43.000]  在榮耀的顯現的時候就可以快樂
[00:05:43.000 --> 00:05:44.000]  因為第十二節
[00:05:44.000 --> 00:05:47.000]  上一節提醒我們一件事
[00:05:47.000 --> 00:05:52.000]  有火煉的試煉能令你不要以為奇怪
[00:05:52.000 --> 00:05:54.000]  好像遇見非常的事
[00:05:54.000 --> 00:05:56.000]  我想送這個字給大家
