
[00:00:00.000 --> 00:00:04.800]  我們今天一齊思想一段內容很豐富的經文
[00:00:04.800 --> 00:00:06.800]  就是剛才我們所讀的那段聖經
[00:00:06.800 --> 00:00:09.400]  我希望我們每一個弟兄姊妹都打開
[00:00:09.400 --> 00:00:12.000]  肥勒比書的第三章和第四章
[00:00:12.000 --> 00:00:14.200]  如果你是用唐用聖經的話
[00:00:14.200 --> 00:00:19.200]  你可以打開唐用聖經的第1766頁
[00:00:19.200 --> 00:00:22.200]  我們一起看第三章的三節聖經
[00:00:22.200 --> 00:00:23.800]  17至19
[00:00:23.800 --> 00:00:25.800]  然後我們看肥勒比書的第四章
[00:00:25.800 --> 00:00:27.800]  第一至第九節
[00:00:27.800 --> 00:00:30.800]  剛才我們說這段聖經很豐富的內容
[00:00:30.800 --> 00:00:32.800]  不可能在十多分鐘內可以說完
[00:00:32.800 --> 00:00:35.800]  我盡量將裡面一些很重要的
[00:00:35.800 --> 00:00:37.800]  我認為可以跟大家分享的
[00:00:37.800 --> 00:00:40.800]  是真的跟大家一齊思想
[00:00:40.800 --> 00:00:43.800]  究竟這段聖經想說些什麼呢?
[00:00:43.800 --> 00:00:46.800]  如果你知道保羅在肥勒比書說下去
[00:00:46.800 --> 00:00:48.800]  剛剛這段聖經之前
[00:00:48.800 --> 00:00:50.800]  他說了一段很多人都很熟悉的
[00:00:50.800 --> 00:00:52.800]  就說我們要向著標竿直跑
[00:00:52.800 --> 00:00:55.800]  要得到神從上頭而來給我們的掌上
[00:00:55.800 --> 00:00:57.800]  這是屬靈的掌上
[00:00:57.800 --> 00:01:00.800]  於是向著標竿的時候
[00:01:00.800 --> 00:01:03.800]  真正的表現應該是怎樣呢?
[00:01:03.800 --> 00:01:05.800]  就是跟著我們剛才所讀的那段聖經
[00:01:05.800 --> 00:01:08.800]  17節一直到第四章所說的
[00:01:08.800 --> 00:01:12.800]  當中當然不是特別有邏輯性
[00:01:12.800 --> 00:01:15.800]  來討論一個什麼課題
[00:01:15.800 --> 00:01:19.800]  但是表現了保羅在神的心目中
[00:01:19.800 --> 00:01:23.800]  我稱之為一個健康的基督徒的生活
[00:01:23.800 --> 00:01:25.800]  一個健康的基督徒的生活
[00:01:25.800 --> 00:01:28.800]  究竟有什麼指標是怎樣的一回事
[00:01:28.800 --> 00:01:30.800]  大家都知道健康
[00:01:30.800 --> 00:01:33.800]  我們指的不只是肉身的健康
[00:01:33.800 --> 00:01:36.800]  我們指的是屬靈上的健康
[00:01:36.800 --> 00:01:39.800]  究竟一個屬靈上健康的基督徒是怎樣的呢?
[00:01:39.800 --> 00:01:41.800]  我首先想跟大家來看看
[00:01:41.800 --> 00:01:44.800]  這裡用什麼字眼來描述
[00:01:44.800 --> 00:01:45.800]  或者我們可以用一個角度
[00:01:45.800 --> 00:01:50.800]  就是說一個健康的基督徒的屬靈指標
[00:01:50.800 --> 00:01:51.800]  是應該怎樣的
[00:01:51.800 --> 00:01:53.800]  我剛剛所讀的聖經
[00:01:53.800 --> 00:01:54.800]  我看到有四方面
[00:01:54.800 --> 00:01:56.800]  我跟大家一起看一看和分享
[00:01:56.800 --> 00:01:59.800]  我們先從第四章第七節開始看
[00:01:59.800 --> 00:02:00.800]  看回第六節第五節
[00:02:00.800 --> 00:02:01.800]  再看回頭
[00:02:01.800 --> 00:02:05.800]  第七節用了一個描述就是平安
[00:02:05.800 --> 00:02:09.800]  一個在屬靈上健康的基督徒
[00:02:09.800 --> 00:02:12.800]  他第一個指標是有平安
[00:02:12.800 --> 00:02:16.800]  而且這種平安是超過人能夠所了解的平安
[00:02:16.800 --> 00:02:22.800]  也就是說不是普通我們在人能夠製造出來的平安
[00:02:22.800 --> 00:02:23.800]  這些都不是壞的
[00:02:23.800 --> 00:02:25.800]  我們有足夠的錢我們平安
[00:02:25.800 --> 00:02:27.800]  我們找到一份好工作我們平安
[00:02:27.800 --> 00:02:29.800]  我們身體健康我們平安
[00:02:29.800 --> 00:02:31.800]  這些都是完全沒有錯的
[00:02:31.800 --> 00:02:33.800]  但是我們基督徒應該要再上一層
[00:02:33.800 --> 00:02:34.800]  除了這些之外
[00:02:34.800 --> 00:02:38.800]  我們還有一種是人都沒有辦法能夠給的
[00:02:38.800 --> 00:02:40.800]  甚至超過你能夠了解
[00:02:40.800 --> 00:02:41.800]  為什麼你不能夠了解的平安
[00:02:41.800 --> 00:02:43.800]  什麼叫不能夠了解平安
[00:02:43.800 --> 00:02:45.800]  就是當你沒有這些條件的時候
[00:02:45.800 --> 00:02:46.800]  你仍然有個平安
[00:02:46.800 --> 00:02:48.800]  那些就是你了解不了的
[00:02:48.800 --> 00:02:49.800]  就是屬靈的平安
[00:02:49.800 --> 00:02:52.800]  就好像在大海上面奔騰的風浪
[00:02:52.800 --> 00:02:56.800]  但是在水底裏面仍然有那種很靜很深的把握
[00:02:56.800 --> 00:02:59.800]  沒有搖動那種的平安
[00:02:59.800 --> 00:03:01.800]  這是第一個屬靈的指標
[00:03:01.800 --> 00:03:02.800]  第二個我們看第六節
[00:03:02.800 --> 00:03:07.800]  他說毫無憂慮
[00:03:07.800 --> 00:03:08.800]  就是說放得開
[00:03:08.800 --> 00:03:11.800]  心裏面不會被一些東西困擾著
[00:03:11.800 --> 00:03:15.800]  不會事實上還好像在他人生的路上走的時候
[00:03:15.800 --> 00:03:17.800]  雖然有困難
[00:03:17.800 --> 00:03:19.800]  世界上永遠都有困難
[00:03:19.800 --> 00:03:22.800]  但竟然可以在困難的日子裏面
[00:03:22.800 --> 00:03:23.800]  心裏面放得低
[00:03:23.800 --> 00:03:25.800]  因為他對神有信心
[00:03:25.800 --> 00:03:28.800]  因為他信得過神在那裏看著他
[00:03:28.800 --> 00:03:30.800]  他人生的路不是自己孤單去走
[00:03:30.800 --> 00:03:33.800]  他所面對的問題不是沒有人知道
[00:03:33.800 --> 00:03:34.800]  甚至沒有一個人知道
[00:03:34.800 --> 00:03:36.800]  神都知道
[00:03:36.800 --> 00:03:41.800]  所以心裏面有這種沒有憂慮的把握
[00:03:41.800 --> 00:03:43.800]  第三個指標
[00:03:43.800 --> 00:03:44.800]  再上一節
[00:03:44.800 --> 00:03:47.800]  第五節那裏說到謙和的心
[00:03:47.800 --> 00:03:50.800]  謙和的心的意思不是單單就是說
[00:03:50.800 --> 00:03:53.800]  好像很有禮貌那樣謙謙虛虛的說話
[00:03:53.800 --> 00:03:54.800]  不是
[00:03:54.800 --> 00:03:56.800]  謙和的心就是一種溫柔
[00:03:56.800 --> 00:03:58.800]  聖經所說的溫柔
[00:03:58.800 --> 00:04:03.800]  是指著他對神的標準
[00:04:03.800 --> 00:04:05.800]  有一種很肯定的把握
[00:04:05.800 --> 00:04:09.800]  所以他不需要隨著人的看法而變動
[00:04:09.800 --> 00:04:11.800]  甚至周圍的刺激
[00:04:11.800 --> 00:04:15.800]  都不會影響到他做事的標準
[00:04:15.800 --> 00:04:18.800]  這個就叫做謙和的心
[00:04:18.800 --> 00:04:20.800]  這個謙和的心面對我們今天
[00:04:20.800 --> 00:04:23.800]  其實真的很多的挑戰
[00:04:23.800 --> 00:04:24.800]  大家知道
[00:04:24.800 --> 00:04:26.800]  剛才我在讀講的時候
[00:04:26.800 --> 00:04:30.800]  你說和我們今天所面對的世界是剛剛相反的
[00:04:30.800 --> 00:04:33.800]  今天這個世界是一個變動的世界
[00:04:33.800 --> 00:04:35.800]  令我們很沒有安全感的世界
[00:04:35.800 --> 00:04:38.800]  你身邊所發生的事情
[00:04:38.800 --> 00:04:41.800]  今天這個世界是一個很牢燥的世界
[00:04:41.800 --> 00:04:43.800]  很燥的
[00:04:43.800 --> 00:04:46.800]  但聖經說我們一個屬靈的指標
[00:04:46.800 --> 00:04:48.800]  健康的基督徒生命
[00:04:48.800 --> 00:04:50.800]  有一種謙和
[00:04:50.800 --> 00:04:54.800]  去面對這個牢燥的很燥的世界
[00:04:54.800 --> 00:04:56.800]  有這種平安和沒有憂慮
[00:04:56.800 --> 00:04:58.800]  去面對這個變幻
[00:04:58.800 --> 00:05:01.800]  沒有把握和永遠都不給我們安全感的世界
[00:05:01.800 --> 00:05:03.800]  這個就是基督徒不同的地方
[00:05:03.800 --> 00:05:04.800]  還有一個
[00:05:04.800 --> 00:05:07.800]  我相信大家讀的時候不會漏到的
[00:05:07.800 --> 00:05:09.800]  或者你沒有留意到
[00:05:09.800 --> 00:05:12.800]  就是短短的聖經裏面
[00:05:12.800 --> 00:05:13.800]  說了三次
[00:05:13.800 --> 00:05:15.800]  喜樂喜樂喜樂
[00:05:15.800 --> 00:05:16.800]  有沒有留意
[00:05:16.800 --> 00:05:17.800]  四章第一節那裏說
[00:05:17.800 --> 00:05:19.800]  你們就是我的喜樂
[00:05:19.800 --> 00:05:21.800]  然後第四節那裏說
[00:05:21.800 --> 00:05:23.800]  常常喜樂
[00:05:23.800 --> 00:05:25.800]  我再說你們要喜樂
[00:05:25.800 --> 00:05:27.800]  喜樂其實是一個結果
[00:05:27.800 --> 00:05:31.800]  當我們其實在心裏面有這種平安
[00:05:31.800 --> 00:05:33.800]  有這種沒有憂慮
[00:05:33.800 --> 00:05:35.800]  有一種謙和的心
[00:05:35.800 --> 00:05:38.800]  去面對在我們身邊所發生的事的時候
[00:05:38.800 --> 00:05:41.800]  我們就帶有這種的喜樂
[00:05:41.800 --> 00:05:43.800]  因為喜樂不是表面的開心
[00:05:43.800 --> 00:05:45.800]  而是從心底裏面
[00:05:45.800 --> 00:05:47.800]  對人生對生命
[00:05:47.800 --> 00:05:50.800]  縱然並沒有任何的條件
[00:05:50.800 --> 00:05:52.800]  出現令到你快樂
[00:05:52.800 --> 00:05:53.800]  你仍然有這種樂觀
[00:05:53.800 --> 00:05:55.800]  這種樂觀是從神而來的樂觀
[00:05:55.800 --> 00:05:57.800]  所以我們說希望
[00:05:57.800 --> 00:06:00.800]  你和我在今天這個變動的日子裏面
[00:06:00.800 --> 00:06:01.800]  按照聖經的標準
[00:06:01.800 --> 00:06:03.800]  我按照聖經來說
[00:06:03.800 --> 00:06:05.800]  一個健康的基督徒
[00:06:05.800 --> 00:06:07.800]  他的屬靈的指標
[00:06:07.800 --> 00:06:09.800]  就是這四樣東西
[00:06:09.800 --> 00:06:10.800]  就是這四樣東西
[00:06:10.800 --> 00:06:11.800]  我相信弟兄姊妹說
[00:06:11.800 --> 00:06:13.800]  是的,我也知道,我也想
[00:06:13.800 --> 00:06:15.800]  但我怎麼可以得到呢
[00:06:15.800 --> 00:06:17.800]  聖經從來都沒有唱高調
[00:06:17.800 --> 00:06:19.800]  他一定會告訴你怎樣才可以
[00:06:19.800 --> 00:06:21.800]  不是只是說做呀做呀
[00:06:21.800 --> 00:06:22.800]  不是的
[00:06:22.800 --> 00:06:23.800]  聖經說了些什麼
[00:06:23.800 --> 00:06:25.800]  我們有些什麼的操練
[00:06:25.800 --> 00:06:27.800]  有些什麼能夠令到我們達到
[00:06:27.800 --> 00:06:30.800]  這些健康的屬靈指標呢
[00:06:30.800 --> 00:06:33.800]  剛才我們說了幾樣的特質
[00:06:33.800 --> 00:06:34.800]  那幾節聖經
[00:06:34.800 --> 00:06:37.800]  第四,第五,第六,第七節裏面
[00:06:37.800 --> 00:06:40.800]  就包含了一個很重要的
[00:06:40.800 --> 00:06:43.800]  基本的操練
[00:06:43.800 --> 00:06:45.800]  就是禱告
[00:06:45.800 --> 00:06:46.800]  第六節那裏
[00:06:46.800 --> 00:06:47.800]  他說
[00:06:47.800 --> 00:06:50.800]  只要凡事藉著禱告祈求
[00:06:50.800 --> 00:06:52.800]  帶著感恩的心
[00:06:52.800 --> 00:06:55.800]  把你們所要的告掃上
[00:06:55.800 --> 00:06:56.800]  我知道弟兄姊妹說
[00:06:56.800 --> 00:06:58.800]  講祈禱的那些鬼子
[00:06:58.800 --> 00:07:00.800]  也有很多人說的
[00:07:00.800 --> 00:07:01.800]  不是的
[00:07:01.800 --> 00:07:03.800]  這個不是三幅被而說的
[00:07:03.800 --> 00:07:05.800]  這裏是真是一個很核心的
[00:07:05.800 --> 00:07:06.800]  我們事實上說
[00:07:06.800 --> 00:07:08.800]  怎樣才能夠達到這種屬靈的氣質
[00:07:08.800 --> 00:07:10.800]  因為我們有不住的禱告
[00:07:10.800 --> 00:07:12.800]  這個禱告我想和大家弟兄姊妹說
[00:07:12.800 --> 00:07:14.800]  不是那些很表面的
[00:07:14.800 --> 00:07:15.800]  不是一天祈一次
[00:07:15.800 --> 00:07:16.800]  臨睡前祈
[00:07:16.800 --> 00:07:17.800]  祈到半天就睡著了
[00:07:17.800 --> 00:07:18.800]  第二天早上都不知道做什麼
[00:07:18.800 --> 00:07:20.800]  不是那種
[00:07:20.800 --> 00:07:21.800]  聖經很有意思的
[00:07:21.800 --> 00:07:22.800]  很親切的
[00:07:22.800 --> 00:07:24.800]  告掃神
[00:07:24.800 --> 00:07:25.800]  在每天的生活裏面
[00:07:25.800 --> 00:07:26.800]  隨時隨地的
[00:07:26.800 --> 00:07:29.800]  就好像和神一起走這條人生的路
[00:07:29.800 --> 00:07:32.800]  碰見什麼事都告訴他
[00:07:32.800 --> 00:07:33.800]  傾訴給他聽
[00:07:33.800 --> 00:07:34.800]  祈求
[00:07:34.800 --> 00:07:35.800]  感謝
[00:07:35.800 --> 00:07:37.800]  這兩個是我們禱告裏面事實上有的
[00:07:37.800 --> 00:07:39.800]  祈求是代表了我們
[00:07:39.800 --> 00:07:41.800]  不會隱藏任何東西
[00:07:41.800 --> 00:07:43.800]  不用等到今晚才祈
