
[00:00:00.000 --> 00:00:06.300]  在這一兩天裡面
[00:00:06.300 --> 00:00:15.020]  世界各國千千萬萬的基督徒聚集在一起
[00:00:15.020 --> 00:00:24.600]  來紀念我們的主為我們付上最大的代價
[00:00:24.600 --> 00:00:30.840]  主的愛何等的長闊高深
[00:00:30.840 --> 00:00:40.040]  我們的口舌永遠難以述說
[00:00:40.040 --> 00:00:45.960]  今天晚上我們要做兩件事
[00:00:45.960 --> 00:00:48.560]  第一件事
[00:00:48.560 --> 00:00:54.640]  就是從舊約的預言裡面
[00:00:54.640 --> 00:00:59.940]  來看受苦的彌賽亞
[00:00:59.940 --> 00:01:04.740]  這些預言很奇妙
[00:01:04.740 --> 00:01:14.520]  是按處境來講很難很難應驗的
[00:01:14.520 --> 00:01:20.320]  但是都很奇妙地應驗了
[00:01:20.320 --> 00:01:23.660]  讓我們覺得很稀奇
[00:01:23.660 --> 00:01:26.500]  讓我們清楚地看見
[00:01:26.500 --> 00:01:36.040]  耶穌基督受苦實在是父神的計劃
[00:01:36.040 --> 00:01:40.920]  而這個計劃在舊約裡面已經很清楚地預言了
[00:01:40.920 --> 00:01:44.720]  我們這樣認識的時候
[00:01:44.720 --> 00:01:51.060]  我們對主的信心就加強了
[00:01:51.060 --> 00:01:54.760]  我們可以和保羅一同說
[00:01:54.760 --> 00:02:01.300]  我深知所信的是誰
[00:02:01.300 --> 00:02:03.680]  我們就可以和保羅一起說
[00:02:03.680 --> 00:02:06.080]  我深知所信的是誰
[00:02:06.080 --> 00:02:16.120]  耶穌基督實在是父神為我們預備的救主
[00:02:16.120 --> 00:02:19.720]  另外一件事要做
[00:02:19.720 --> 00:02:24.360]  就是我們面對這樣的愛
[00:02:24.360 --> 00:02:29.200]  我們每一個人都要做回應
[00:02:29.200 --> 00:02:35.900]  我們都願意做一個回答主愛的人
[00:02:35.900 --> 00:02:43.480]  我們要投入在愛主的行列當中
[00:02:43.480 --> 00:02:47.880]  我們現在要開始看舊約中
[00:02:47.880 --> 00:02:54.060]  彌賽亞受苦的預言
[00:02:54.060 --> 00:03:00.100]  我們低頭祈禱
[00:03:00.100 --> 00:03:02.600]  天父我們渾身失口
[00:03:02.600 --> 00:03:08.840]  也不能夠感謝讚美的完你的恩愛
[00:03:08.840 --> 00:03:13.080]  我們在你的面前領受你的話語
[00:03:13.080 --> 00:03:19.020]  求聖靈將你的愛再次地交換在我們的心中
[00:03:19.020 --> 00:03:21.900]  引發我們愛主的心
[00:03:21.900 --> 00:03:26.700]  激勵我們一生一世走在愛主的路上
[00:03:26.700 --> 00:03:28.760]  永不改變
[00:03:28.760 --> 00:03:30.900]  求主追聽我們的禱告
[00:03:30.900 --> 00:03:33.100]  賜福這個時間
[00:03:33.100 --> 00:03:35.540]  幫助你的兩個孩子
[00:03:35.540 --> 00:03:38.640]  將你的話語傳達得清楚
[00:03:38.640 --> 00:03:41.440]  奉主耶穌基督的名禱告
[00:03:41.440 --> 00:03:43.740]  阿們
[00:03:43.740 --> 00:03:49.960]  請大家回到彌賽亞書第十一章第一節
[00:03:49.960 --> 00:03:56.460]  請大家回到彌賽亞書的第十一章第一節
[00:03:56.460 --> 00:03:58.300]  十一章一節
[00:03:58.300 --> 00:04:01.500]  從耶西的本必發一條
[00:04:01.500 --> 00:04:07.000]  從他根生的枝子必結果實
[00:04:07.000 --> 00:04:14.740]  這裡提到有一棵樹被斬掉
[00:04:14.740 --> 00:04:22.320]  只留下地面上的根
[00:04:22.320 --> 00:04:27.620]  這裡所說的本就是一棵樹被斬掉以後
[00:04:27.620 --> 00:04:32.160]  留下的地面上的一點點的部分
[00:04:32.160 --> 00:04:35.960]  這裡所說的本就是一棵樹被斬掉以後
[00:04:35.960 --> 00:04:38.400]  留在地上的剩下的一點點
[00:04:38.400 --> 00:04:41.600]  這一棵樹是指什麼呢?
[00:04:41.600 --> 00:04:43.900]  這一棵樹是指什麼樹呢?
[00:04:43.900 --> 00:04:47.280]  是指大衛的國度
[00:04:47.280 --> 00:04:49.340]  是指大衛的國度
[00:04:49.340 --> 00:04:53.380]  這裡提到耶西就是大衛的父親的名字
[00:04:53.380 --> 00:04:56.960]  這裡提到的耶西就是大衛父親的名字
[00:04:56.960 --> 00:04:58.960]  大衛建立了國度
[00:04:58.960 --> 00:05:01.320]  大衛建立了國度
[00:05:01.320 --> 00:05:04.660]  但是這裡預言說
[00:05:04.660 --> 00:05:11.100]  將來彌賽亞降臨的時候
[00:05:11.100 --> 00:05:14.200]  這個國度要被除去
[00:05:14.200 --> 00:05:15.740]  這個國度要被除去
[00:05:15.740 --> 00:05:19.240]  要滅亡
[00:05:19.240 --> 00:05:22.280]  在那樣的處境裏頭
[00:05:22.280 --> 00:05:25.040]  在這樣的處境底下
[00:05:25.040 --> 00:05:28.820]  就顯出來一位救主
[00:05:28.820 --> 00:05:37.020]  他就是這棵樹根上新生的枝子
[00:05:37.020 --> 00:05:43.200]  這個枝子要結果實
[00:05:43.200 --> 00:05:47.880]  這個預言很特別
[00:05:47.880 --> 00:05:53.680]  如果是彌賽亞按他自己的意思預言將來的救主
[00:05:53.680 --> 00:05:58.600]  如果是按他自己的意思預言將來的救主
[00:05:58.600 --> 00:06:03.120]  他一定會描寫這位救主多麼的榮耀
[00:06:03.120 --> 00:06:06.240]  他一定會描寫這位救主多麼的榮耀
[00:06:06.240 --> 00:06:07.840]  多麼的有權勢
[00:06:07.840 --> 00:06:09.400]  多麼的有權勢
[00:06:09.400 --> 00:06:11.400]  他的國度多麼的成功
[00:06:11.400 --> 00:06:14.040]  他的國度多麼的成功
[00:06:14.040 --> 00:06:17.340]  但是彌賽亞竟然這樣說
[00:06:17.340 --> 00:06:20.320]  但是彌賽亞竟然這樣說
[00:06:20.320 --> 00:06:25.400]  等於說彌賽亞生下來做亡國奴
[00:06:25.400 --> 00:06:30.160]  等於說彌賽亞生下來做亡國奴
[00:06:30.160 --> 00:06:33.840]  任何的先知絕對不想說這話
[00:06:33.840 --> 00:06:37.440]  任何的先知絕對不想說這話
[00:06:37.440 --> 00:06:41.600]  但是聖靈感動彌賽亞就是這樣說
[00:06:41.600 --> 00:06:44.880]  但是聖靈感動彌賽亞就是這樣說
[00:06:44.880 --> 00:06:50.080]  我們的主真是降生的時候是亡國奴
[00:06:50.080 --> 00:06:54.120]  我們的主降生的時候真是亡國奴
[00:06:54.120 --> 00:06:57.320]  這是他受的第一種的痛苦
[00:06:57.320 --> 00:07:00.520]  這是他受的第一種的痛苦
[00:07:00.520 --> 00:07:04.240]  亡國奴的味道真是很難忍受
[00:07:04.240 --> 00:07:07.080]  亡國奴的痛苦真是很難忍受
[00:07:07.080 --> 00:07:12.200]  在歷史裡記載羅馬的兵丁軍隊
[00:07:12.200 --> 00:07:16.160]  在以色列橫行霸道
[00:07:16.160 --> 00:07:19.320]  在羅馬帝國的時候
[00:07:19.320 --> 00:07:25.240]  羅馬的軍隊在以色列的角度是橫行霸道的
[00:07:25.240 --> 00:07:27.560]  在羅馬帝國的時候是橫行霸道的
[00:07:27.560 --> 00:07:30.240]  在羅馬帝國的時候是橫行霸道的
[00:07:30.240 --> 00:07:33.640]  在羅馬帝國的時候是橫行霸道的
[00:07:33.640 --> 00:07:35.800]  在羅馬帝國的時候是橫行霸道的
[00:07:35.800 --> 00:07:39.160]  在羅馬帝國的時候是橫行霸道的
[00:07:39.160 --> 00:07:42.840]  在羅馬帝國的時候是橫行霸道的
[00:07:42.840 --> 00:07:47.160]  在羅馬帝國的時候是橫行霸道的
[00:07:47.160 --> 00:07:51.960]  主耶穌是深受亡國的痛苦
[00:07:51.960 --> 00:07:55.800]  主耶穌是深受亡國的痛苦
[00:07:55.800 --> 00:07:57.040]  我們又想到
[00:07:57.040 --> 00:07:58.000]  我們又想到
[00:07:58.000 --> 00:08:00.040]  以色列書五十三章
[00:08:00.040 --> 00:08:01.840]  以色列書五十三章
[00:08:01.840 --> 00:08:04.160]  第二節
[00:08:04.160 --> 00:08:10.520]  那裡提到以色列好像根出於乾地
[00:08:10.520 --> 00:08:13.880]  以色列好像根出於乾地
[00:08:13.880 --> 00:08:17.480]  如果樹根從乾地長出來
[00:08:17.480 --> 00:08:20.320]  一定是又黃又弱
[00:08:20.320 --> 00:08:23.640]  如果根是從乾地長出來
[00:08:23.640 --> 00:08:25.960]  一定會很黃很乾
[00:08:25.960 --> 00:08:30.960]  這就是預言彌賽亞出生的卑微
[00:08:30.960 --> 00:08:34.920]  這就是預言彌賽亞出生的卑微
[00:08:34.920 --> 00:08:37.120]  耶穌基督真是如此
[00:08:37.120 --> 00:08:38.840]  耶穌基督真是這樣
[00:08:38.840 --> 00:08:42.600]  祂生在馬槽裡
[00:08:42.600 --> 00:08:46.200]  那是無以負加的卑微
[00:08:46.200 --> 00:08:48.600]  是無以賠加的卑微
[00:08:48.600 --> 00:08:53.440]  馬槽不是人出生的地方
[00:08:53.440 --> 00:08:57.280]  那是生出的地方
[00:08:57.280 --> 00:09:02.880]  而神的兒子救世主竟然生在這樣的地方
[00:09:02.880 --> 00:09:07.280]  而神的兒子救世主竟然生在這樣的地方
[00:09:07.280 --> 00:09:10.000]  而且進一步
[00:09:10.000 --> 00:09:11.760]  主出世不久
[00:09:11.760 --> 00:09:13.760]  主出世不久
[00:09:13.760 --> 00:09:16.360]  要逃難
[00:09:16.360 --> 00:09:22.240]  要逃避希律王的追殺
[00:09:22.240 --> 00:09:27.600]  祂的父母帶著嬰孩要逃到埃及去
[00:09:27.600 --> 00:09:31.120]  父母帶著嬰孩逃到埃及去
[00:09:31.120 --> 00:09:33.640]  到埃及去要經過曠野
[00:09:33.640 --> 00:09:36.440]  到埃及去要經過曠野
[00:09:36.440 --> 00:09:42.120]  你看父母帶著嬰孩在曠野的路上走
[00:09:42.120 --> 00:09:44.800]  那個情況多麼困苦
[00:09:44.800 --> 00:09:45.600]  妳想像像
[00:09:45.600 --> 00:09:50.800]  父母帶著嬰孩在曠野走是多麼困苦
[00:09:50.800 --> 00:09:52.920]  他們到了埃及
[00:09:52.920 --> 00:09:57.080]  一直到希律王死了他們才能回來
[00:09:57.080 --> 00:10:01.600]  他們在埃及一直到希律王死了才敢回來
[00:10:01.600 --> 00:10:07.480]  這件事好像沒有什麼屬靈的意義
[00:10:07.480 --> 00:10:10.400]  這件事看來好像沒有什麼屬靈的意義
[00:10:10.400 --> 00:10:14.280]  但是有一個很奇妙的意義在裡頭
[00:10:14.280 --> 00:10:17.920]  但是有一個很奇妙的意義在其中
[00:10:17.920 --> 00:10:20.560]  以色列人從埃及出來
[00:10:20.560 --> 00:10:22.520]  以色列人從埃及出來
[00:10:22.520 --> 00:10:26.200]  基督徒要從屬靈的埃及出來
[00:10:26.200 --> 00:10:28.720]  基督徒要從屬靈的埃及出來
[00:10:28.720 --> 00:10:34.760]  神安排了他的兒子基督別從埃及出來
[00:10:34.760 --> 00:10:36.960]  神安排了他的兒子耶穌基督
[00:10:36.960 --> 00:10:38.880]  也都是從埃及出來
[00:10:38.880 --> 00:10:41.600]  這是什麼意思呢?
[00:10:41.600 --> 00:10:51.240]  神的兒子耶穌基督與我們認同
[00:10:51.240 --> 00:10:53.360]  我們的路是祂的路
[00:10:53.360 --> 00:10:55.120]  我們的路也是祂的路
[00:10:55.120 --> 00:10:57.040]  祂的路是我們的路
[00:10:57.040 --> 00:10:59.440]  祂的路是我們的路
[00:10:59.440 --> 00:11:01.800]  我們的主從埃及出來
[00:11:01.800 --> 00:11:03.800]  我們的主從埃及出來
[00:11:03.800 --> 00:11:06.280]  好像以色列人從埃及出來
[00:11:06.280 --> 00:11:08.840]  好像以色列人從埃及出來
[00:11:08.840 --> 00:11:13.040]  我們基督徒也從屬靈的埃及
[00:11:13.040 --> 00:11:15.360]  就是世俗裡面出來
[00:11:15.360 --> 00:11:18.400]  基督徒也是從屬靈的埃及裡面
[00:11:18.400 --> 00:11:20.120]  就是世俗出來
[00:11:20.120 --> 00:11:22.680]  我們看見神的愛子
[00:11:22.680 --> 00:11:25.680]  凡是與我們認同
[00:11:25.680 --> 00:11:27.560]  我們看見神的愛子
[00:11:27.560 --> 00:11:30.560]  凡是與我們認同
[00:11:30.560 --> 00:11:32.560]  祂為我們走了這條路
[00:11:32.560 --> 00:11:34.560]  祂為我們走上了這條路
[00:11:34.560 --> 00:11:38.240]  也要我們跟著祂走祂的路
[00:11:38.240 --> 00:11:41.640]  祂也要我們跟著祂走這條路
[00:11:41.640 --> 00:11:44.520]  我們又想到
[00:11:44.520 --> 00:11:47.680]  在以色列書52章
[00:11:47.680 --> 00:11:52.160]  在以色列書52章14節
[00:11:52.160 --> 00:11:58.640]  那裡預言彌賽亞的面貌憔悴
[00:11:58.640 --> 00:12:02.160]  姑:這裡形容到彌賽亞的面容憔悴
[00:12:02.160 --> 00:12:04.520]  這是什麼意思呢?
[00:12:04.520 --> 00:12:08.000]  我們可以從新約裡面找一個解釋
[00:12:08.000 --> 00:12:10.760]  我們可以從新約裡面找到一個解釋
[00:12:10.760 --> 00:12:13.640]  在《原恩福音》第八章末了一段
[00:12:13.640 --> 00:12:16.120]  在《原恩福音》第八章末了一段
[00:12:16.120 --> 00:12:23.640]  有人表示他感覺耶穌差不多五十歲
[00:12:23.640 --> 00:12:23.640]  有人表示他感覺耶穌差不多五十歲
[00:12:23.640 --> 00:12:27.480]  有人表示他感覺耶穌差不多五十歲
[00:12:27.480 --> 00:12:29.640]  那時候耶穌才三十歲
[00:12:29.640 --> 00:12:31.800]  其實那時候耶穌才三十歲
[00:12:31.800 --> 00:12:35.320]  但是有人感覺祂差不多五十歲
[00:12:35.320 --> 00:12:35.320]  但是有人感覺祂差不多五十歲
[00:12:35.320 --> 00:12:38.600]  但是有人感覺祂差不多五十歲
[00:12:38.600 --> 00:12:41.000]  八章五十四節
[00:12:41.000 --> 00:12:42.800]  八章的五十四節
[00:12:42.800 --> 00:12:46.080]  是這樣的記載
[00:12:46.080 --> 00:12:48.560]  你看主耶穌
[00:12:48.560 --> 00:12:52.400]  因為祂生活很勞苦
[00:12:52.400 --> 00:12:55.600]  所以主耶穌我們知道祂的生活很勞苦
[00:12:55.600 --> 00:12:57.520]  到處奔波
[00:12:57.520 --> 00:12:58.640]  到處奔波
[00:12:58.640 --> 00:13:00.600]  尋找失散的人
[00:13:00.600 --> 00:13:02.600]  尋找失散的人
[00:13:02.600 --> 00:13:05.280]  所以祂的面貌很蒼老
[00:13:05.280 --> 00:13:07.400]  所以祂的面貌很蒼老
[00:13:07.400 --> 00:13:12.280]  我們記得《原恩福音》第四章第二節記載
[00:13:12.280 --> 00:13:12.320]  我們記得《原恩福音》第四章第二節記載
[00:13:12.320 --> 00:13:15.160]  我們記得《原恩福音》第四章第二節記載
[00:13:15.160 --> 00:13:18.640]  那裡說耶穌行路困乏
[00:13:18.640 --> 00:13:18.680]  那裡說耶穌行路困乏
[00:13:18.680 --> 00:13:21.080]  那裡說耶穌行路困乏
[00:13:21.080 --> 00:13:23.640]  坐在井的旁邊
[00:13:23.640 --> 00:13:23.680]  坐在井的旁邊
[00:13:23.680 --> 00:13:25.320]  坐在井的旁邊
[00:13:25.320 --> 00:13:27.320]  那是在撒瑪利亞的地方
[00:13:27.320 --> 00:13:27.360]  那是在撒瑪利亞的地方
[00:13:27.360 --> 00:13:30.160]  那是在撒瑪利亞的地方
[00:13:30.160 --> 00:13:32.080]  那個是無症的時候
[00:13:32.080 --> 00:13:32.120]  那個是無症的時候
[00:13:32.120 --> 00:13:34.080]  那時是五症
[00:13:34.080 --> 00:13:34.120]  那時是五症
[00:13:34.120 --> 00:13:37.280]  那個撒瑪利亞的婦人來打水
[00:13:37.280 --> 00:13:37.320]  那個撒瑪利亞的婦人來打水
[00:13:37.320 --> 00:13:37.320]  那個撒瑪利亞的婦人來打水
[00:13:37.320 --> 00:13:40.320]  那個撒瑪利亞的婦人來打水
[00:13:40.320 --> 00:13:44.040]  無症太熱了沒有人出來
[00:13:44.040 --> 00:13:47.000]  都在陰涼裡歇息
[00:13:47.000 --> 00:13:49.240]  所以那個婦人
[00:13:49.240 --> 00:13:55.160]  她就找了這個沒有人的時間來打水
[00:13:55.160 --> 00:13:57.720]  通常在五症很熱的時候
[00:13:57.720 --> 00:14:00.000]  人人都躲在陰涼的地方
[00:14:00.000 --> 00:14:02.000]  但撒瑪利亞的婦人
[00:14:02.000 --> 00:14:03.440]  她是找了這個時間
[00:14:03.440 --> 00:14:05.320]  很熱的時候出來打水
[00:14:05.320 --> 00:14:07.640]  因為她是一個人看不起的
[00:14:07.640 --> 00:14:09.480]  一個墮落的女人
[00:14:09.480 --> 00:14:11.320]  因為她是一個人看不起的
[00:14:11.320 --> 00:14:12.560]  墮落的女人
[00:14:12.560 --> 00:14:13.960]  只有她一個人
[00:14:13.960 --> 00:14:14.840]  在打水
[00:14:14.840 --> 00:14:14.840]  只有她一個人在打水
[00:14:14.840 --> 00:14:17.160]  只有她一個人在打水
[00:14:17.160 --> 00:14:22.800]  耶穌也在那個炎熱的無症
[00:14:22.800 --> 00:14:25.440]  還在走路困乏
[00:14:25.440 --> 00:14:29.400]  耶穌仍然在那個很炎熱的五症的時候
[00:14:29.400 --> 00:14:30.760]  走路困乏
[00:14:30.760 --> 00:14:33.080]  但是主到那裡去
[00:14:33.080 --> 00:14:37.040]  要向這個墮落的女人傳福音
[00:14:37.040 --> 00:14:38.560]  而主是要在那裡
[00:14:38.560 --> 00:14:41.040]  向這個墮落的女人傳福音
[00:14:41.040 --> 00:14:48.040]  這樣的四處的奔波
[00:14:48.040 --> 00:14:55.240]  當然她的面容覺得蒼老
[00:14:55.240 --> 00:15:00.040]  所以有人覺得她差不多五十歲
[00:15:00.040 --> 00:15:02.600]  你看舊約的預言
[00:15:02.600 --> 00:15:08.880]  是這樣的一次一次一樣樣的應驗
[00:15:08.880 --> 00:15:12.840]  所以舊約的預言在這裡一次一次的應驗
[00:15:12.840 --> 00:15:17.720]  我們再想另外一方面
[00:15:17.720 --> 00:15:33.640]  在《生命紀》二十一章二十三節
[00:15:33.640 --> 00:15:37.840]  她的屍首不可留在木頭上過夜
[00:15:37.840 --> 00:15:39.960]  必要當日將她葬埋
[00:15:39.960 --> 00:15:41.800]  免得玷污了耶和華
[00:15:41.800 --> 00:15:44.840]  「你神所賜你為地為業之地
[00:15:44.840 --> 00:15:49.680]  因為被掛的人是在神面前受咒咒的」
[00:15:49.680 --> 00:15:56.920]  被掛起來的人是受咒咒的
[00:15:56.920 --> 00:16:01.280]  這個在柑子上掛起來
[00:16:01.280 --> 00:16:06.640]  就是預言耶穌基督要受的痛苦
[00:16:06.640 --> 00:16:09.080]  這個在柑子上被掛起來
[00:16:09.080 --> 00:16:11.960]  就是預言主耶穌要受的痛苦
[00:16:11.960 --> 00:16:16.400]  祂替我們受咒咒
[00:16:16.400 --> 00:16:21.320]  這個預言怎麼應驗呢?
[00:16:21.320 --> 00:16:26.240]  要將耶穌掛起來
[00:16:26.240 --> 00:16:30.880]  羅馬帝國沒有這個刑罰
[00:16:30.880 --> 00:16:35.800]  但是有一個相似的刑罰
[00:16:35.800 --> 00:16:41.680]  就是把犯人釘十字架
[00:16:41.680 --> 00:16:44.120]  這個十字架的死刑
[00:16:44.120 --> 00:16:46.680]  是在耶穌一天不久
[00:16:46.680 --> 00:16:49.240]  羅馬帝國才開始用的
[00:16:49.240 --> 00:16:51.120]  這個釘十字架的死刑
[00:16:51.120 --> 00:16:53.360]  乃是在耶穌基督釘死之前
[00:16:53.360 --> 00:16:56.320]  羅馬帝國才用的
[00:16:56.320 --> 00:17:01.400]  釘死之前不久的事
[00:17:01.400 --> 00:17:07.000]  在歷史裡面突然出現十字架的死刑
[00:17:07.000 --> 00:17:11.040]  在歷史裡面突然出現十字架的死刑
[00:17:11.040 --> 00:17:16.080]  剛好是在耶穌之前
