
[00:00:00.000 --> 00:00:06.000]  今天我們繼續的領授《聖經》裏面關於侍奉的教導
[00:00:06.000 --> 00:00:09.000]  我們願意好好的學習侍奉
[00:00:09.000 --> 00:00:11.000]  能夠滿足主的心
[00:00:11.000 --> 00:00:14.000]  使弟兄姊妹們得到真正的幫助
[00:00:14.000 --> 00:00:17.000]  使人可以悔改信主
[00:00:17.000 --> 00:00:21.000]  而且也和我們一樣的投入在侍奉當中
[00:00:21.000 --> 00:00:25.000]  這樣侍奉的人就能夠從少數慢慢變多
[00:00:25.000 --> 00:00:28.000]  最後成爲大羣大隊
[00:00:28.000 --> 00:00:32.000]  我們能夠完成主的旨意和計劃
[00:00:32.000 --> 00:00:36.000]  今天我們要從羅馬書十二章裏面看
[00:00:36.000 --> 00:00:39.000]  侍奉裏面的平衡
[00:00:39.000 --> 00:00:42.000]  平衡的對面就是偏差
[00:00:42.000 --> 00:00:44.000]  我們不願意偏差
[00:00:44.000 --> 00:00:45.000]  我們願意平衡
[00:00:45.000 --> 00:00:47.000]  什麼樣平衡呢?
[00:00:47.000 --> 00:00:50.000]  我們從這一章裏面來領授
[00:00:50.000 --> 00:00:53.000]  首先我們看見
[00:00:53.000 --> 00:00:59.000]  我們的侍奉是被動而又是主動的
[00:00:59.000 --> 00:01:03.000]  你看羅馬書十二章第一節提到
[00:01:03.000 --> 00:01:05.000]  神的慈悲
[00:01:05.000 --> 00:01:08.000]  也就是祂的大愛激勵我們
[00:01:08.000 --> 00:01:10.000]  所以我們是被動的
[00:01:10.000 --> 00:01:12.000]  是被愛激動的
[00:01:12.000 --> 00:01:15.000]  我們原來不曉得愛神
[00:01:15.000 --> 00:01:18.000]  當然也不曉得去侍奉神
[00:01:18.000 --> 00:01:20.000]  但是主的愛感動我們
[00:01:20.000 --> 00:01:21.000]  激勵我們
[00:01:21.000 --> 00:01:24.000]  就把我們推動去侍奉
[00:01:24.000 --> 00:01:26.000]  所以我們是被動的
[00:01:26.000 --> 00:01:31.000]  但是我們主動地來回應主的愛
[00:01:31.000 --> 00:01:35.000]  所以我們把自己獻上
[00:01:35.000 --> 00:01:38.000]  我們的奉獻就是一個主動地回應
[00:01:38.000 --> 00:01:40.000]  對着神的慈愛
[00:01:40.000 --> 00:01:44.000]  這樣一來我們就不是傀儡
[00:01:44.000 --> 00:01:47.000]  我們不是一個木偶
[00:01:47.000 --> 00:01:48.000]  如果我們只是一個木偶
[00:01:48.000 --> 00:01:52.000]  主的手在我們的裏面
[00:01:52.000 --> 00:01:53.000]  在我們的後面
[00:01:53.000 --> 00:01:54.000]  在那裏工作
[00:01:54.000 --> 00:01:57.000]  而我們完全是被動的
[00:01:57.000 --> 00:02:00.000]  那樣就缺少真正的價值
[00:02:00.000 --> 00:02:03.000]  不能夠滿足主的心
[00:02:03.000 --> 00:02:08.000]  我們來是主動地與主合作
[00:02:08.000 --> 00:02:12.000]  正如師徒保羅在菲利比書
[00:02:12.000 --> 00:02:13.000]  他這樣說
[00:02:13.000 --> 00:02:15.000]  你們行事爲人
[00:02:15.000 --> 00:02:19.000]  都是神在你們裏面運行
[00:02:19.000 --> 00:02:22.000]  爲要成就祂的美意
[00:02:22.000 --> 00:02:24.000]  我們立志行事
[00:02:24.000 --> 00:02:26.000]  這是主動的
[00:02:26.000 --> 00:02:28.000]  我們主動地立志
[00:02:28.000 --> 00:02:30.000]  我們主動地行事
[00:02:30.000 --> 00:02:32.000]  但是事實上保羅說
[00:02:32.000 --> 00:02:35.000]  是神在你們裏面運行
[00:02:35.000 --> 00:02:40.000]  所以是真正的主動者
[00:02:40.000 --> 00:02:44.000]  我們來回應祂的推動
[00:02:44.000 --> 00:02:46.000]  但是我們的回應
[00:02:46.000 --> 00:02:49.000]  也是用我們的意志來做成的
[00:02:49.000 --> 00:02:53.000]  所以我們是被動而主動
[00:02:53.000 --> 00:02:55.000]  主動而被動
[00:02:55.000 --> 00:02:57.000]  這兩樣合在一起
[00:02:57.000 --> 00:03:00.000]  一個愛主的人
[00:03:00.000 --> 00:03:04.000]  不單單是被主的愛激勵
[00:03:04.000 --> 00:03:08.000]  他也是很積極地去回應主的愛
[00:03:08.000 --> 00:03:12.000]  這樣的配合才能夠滿足主的心
[00:03:12.000 --> 00:03:14.000]  可以讓我們覺得
[00:03:14.000 --> 00:03:17.000]  我們的愛是非常的真實的
[00:03:17.000 --> 00:03:19.000]  而主看爲寶貴的
[00:03:19.000 --> 00:03:22.000]  那麼第二方面就是
[00:03:22.000 --> 00:03:25.000]  我們謙卑地侍奉
[00:03:25.000 --> 00:03:28.000]  卻又用信心的態度
[00:03:28.000 --> 00:03:31.000]  來看我們的侍奉
[00:03:31.000 --> 00:03:33.000]  第三節
[00:03:33.000 --> 00:03:34.000]  保羅說
[00:03:34.000 --> 00:03:36.000]  我憑着所賜我的恩
[00:03:36.000 --> 00:03:37.000]  對你們個人說
[00:03:37.000 --> 00:03:41.000]  不要看自己過於所當看的
[00:03:41.000 --> 00:03:43.000]  我們是謙卑
[00:03:43.000 --> 00:03:46.000]  不看自己過於所當看的
[00:03:46.000 --> 00:03:49.000]  我們覺得自己不配
[00:03:49.000 --> 00:03:51.000]  我們覺得自己軟弱
[00:03:51.000 --> 00:03:52.000]  但是另外一方面
[00:03:52.000 --> 00:03:55.000]  保羅繼續地講下去
[00:03:55.000 --> 00:03:57.000]  說要照着神
[00:03:57.000 --> 00:04:00.000]  所分給個人信心的大小
[00:04:00.000 --> 00:04:02.000]  看得合乎忠道
[00:04:02.000 --> 00:04:04.000]  在這裏告訴我們
[00:04:04.000 --> 00:04:07.000]  要用信心來看自己和自己的侍奉
[00:04:07.000 --> 00:04:08.000]  這樣一來
[00:04:08.000 --> 00:04:11.000]  我們的重點就不是自己能做什麼了
[00:04:11.000 --> 00:04:17.000]  而是相信神能夠藉助我做什麼
[00:04:17.000 --> 00:04:19.000]  我們一方面謙卑
[00:04:19.000 --> 00:04:21.000]  知道自己一無所能
[00:04:21.000 --> 00:04:22.000]  一無所有
[00:04:22.000 --> 00:04:24.000]  一無所事
[00:04:24.000 --> 00:04:26.000]  但是我們同時
[00:04:26.000 --> 00:04:29.000]  要用信心的眼睛仰望神
[00:04:29.000 --> 00:04:30.000]  用信心的眼睛
[00:04:30.000 --> 00:04:32.000]  看自己和自己的工作
[00:04:32.000 --> 00:04:34.000]  我們就得到鼓勵
[00:04:34.000 --> 00:04:36.000]  我們就不敢輕看自己
[00:04:36.000 --> 00:04:39.000]  因爲主可以用我們
[00:04:39.000 --> 00:04:40.000]  所以我們知道
[00:04:40.000 --> 00:04:43.000]  信心的意義是什麼
[00:04:43.000 --> 00:04:44.000]  用一個字表達
[00:04:44.000 --> 00:04:45.000]  就是能
[00:04:45.000 --> 00:04:48.000]  信心就是說能
[00:04:48.000 --> 00:04:49.000]  不是我能
[00:04:49.000 --> 00:04:51.000]  那是神能
[00:04:51.000 --> 00:04:53.000]  當我們看神的時候
[00:04:53.000 --> 00:04:56.000]  我們雖然知道自己的軟弱無用
[00:04:56.000 --> 00:04:58.000]  我們也能夠說
[00:04:58.000 --> 00:05:01.000]  能是神能
[00:05:01.000 --> 00:05:05.000]  我藉着神能夠做成這件工作
[00:05:05.000 --> 00:05:07.000]  所以神所用的人
[00:05:07.000 --> 00:05:10.000]  都是這樣說能的人
[00:05:10.000 --> 00:05:13.000]  神不能夠用一個不能的人
[00:05:13.000 --> 00:05:15.000]  如果一個人看什麼
[00:05:15.000 --> 00:05:18.000]  都只看自己說能夠做的
[00:05:18.000 --> 00:05:20.000]  他的結論就是
[00:05:20.000 --> 00:05:21.000]  怕不成了
[00:05:21.000 --> 00:05:23.000]  怕沒有用了
[00:05:23.000 --> 00:05:25.000]  他就退後
[00:05:25.000 --> 00:05:26.000]  消極
[00:05:26.000 --> 00:05:28.000]  不肯爲主進取了
[00:05:28.000 --> 00:05:32.000]  所以我們必須又謙卑又有信心
[00:05:32.000 --> 00:05:34.000]  這樣的配合又有信心
[00:05:34.000 --> 00:05:38.000]  這樣的配合纔是非常的美滿的
[00:05:38.000 --> 00:05:41.000]  另外我們又看見
[00:05:41.000 --> 00:05:44.000]  第三方面的平衡
[00:05:44.000 --> 00:05:46.000]  那就是一方面
[00:05:46.000 --> 00:05:50.000]  我們要專一神託付我們做的工作
[00:05:50.000 --> 00:05:52.000]  同時我們要顧到
[00:05:52.000 --> 00:05:55.000]  神託付別人要做的工作
[00:05:55.000 --> 00:05:56.000]  互相的配搭
[00:05:56.000 --> 00:05:58.000]  不是專顧自己的侍奉
[00:05:58.000 --> 00:06:01.000]  也能夠關心別人的侍奉
[00:06:01.000 --> 00:06:03.000]  互相的成全
[00:06:03.000 --> 00:06:08.000]  我們在第五節看見這一個平衡
[00:06:08.000 --> 00:06:10.000]  我讀給大家聽
[00:06:10.000 --> 00:06:11.000]  第五節
[00:06:11.000 --> 00:06:16.000]  我們這許多人在基督律成爲一身
[00:06:16.000 --> 00:06:19.000]  互相聯絡做智體
[00:06:19.000 --> 00:06:22.000]  也是如此
[00:06:22.000 --> 00:06:25.000]  我們互相聯絡做智體
[00:06:25.000 --> 00:06:29.000]  你看下面跟着就提到
[00:06:29.000 --> 00:06:32.000]  各樣不同的恩賜的崗位
[00:06:32.000 --> 00:06:34.000]  第七節
[00:06:34.000 --> 00:06:37.000]  做知識的就當專一知識
[00:06:37.000 --> 00:06:40.000]  做教導的就當專一教導
[00:06:40.000 --> 00:06:43.000]  做勸話的就當專一勸話
[00:06:43.000 --> 00:06:46.000]  這裏三次提到專一專一專一
[00:06:46.000 --> 00:06:48.000]  那就是每一個人
[00:06:48.000 --> 00:06:52.000]  要非常的注意自己的責任
[00:06:52.000 --> 00:06:54.000]  站在自己的崗位上
[00:06:54.000 --> 00:06:57.000]  專心一意的去侍奉
[00:06:57.000 --> 00:06:59.000]  把工作做好
[00:06:59.000 --> 00:07:02.000]  但這是一方面
[00:07:02.000 --> 00:07:03.000]  另外一方面
[00:07:03.000 --> 00:07:06.000]  還要互相聯絡做智體
[00:07:06.000 --> 00:07:09.000]  也顧別人的侍奉
[00:07:09.000 --> 00:07:11.000]  有的時候幫助他們
[00:07:11.000 --> 00:07:13.000]  也常常爲他們帶導
[00:07:13.000 --> 00:07:15.000]  這樣彼此的幫助
[00:07:15.000 --> 00:07:17.000]  彼此的成全
[00:07:17.000 --> 00:07:18.000]  彼此的支持
[00:07:18.000 --> 00:07:19.000]  彼此的帶導
[00:07:19.000 --> 00:07:21.000]  我們就能夠完成
[00:07:21.000 --> 00:07:26.000]  足妥給整個教會的工作
[00:07:26.000 --> 00:07:28.000]  第四方面的平衡
[00:07:28.000 --> 00:07:33.000]  就是瑪麗婭和瑪達的配合
[00:07:33.000 --> 00:07:35.000]  而產生的平衡
[00:07:35.000 --> 00:07:39.000]  你看剛纔我們讀的那段經文裏面
[00:07:39.000 --> 00:07:43.000]  第七節提到知識
[00:07:43.000 --> 00:07:45.000]  又提到教導
[00:07:45.000 --> 00:07:46.000]  那麼平常呢
[00:07:46.000 --> 00:07:48.000]  我們認爲做教導的
[00:07:48.000 --> 00:07:49.000]  換句話說
[00:07:49.000 --> 00:07:52.000]  講道的人
[00:07:52.000 --> 00:07:56.000]  他們的工作纔是殊靈的工作
[00:07:56.000 --> 00:08:01.000]  而知識主要是事物方面的照顧
[00:08:01.000 --> 00:08:03.000]  打理
[00:08:03.000 --> 00:08:05.000]  因此有人認爲
[00:08:05.000 --> 00:08:09.000]  這個講道纔是好的
[00:08:09.000 --> 00:08:10.000]  重要的
[00:08:10.000 --> 00:08:11.000]  人注意的
[00:08:11.000 --> 00:08:12.000]  不可缺少的
[00:08:12.000 --> 00:08:16.000]  而知識只是事物的工作而已
[00:08:16.000 --> 00:08:18.000]  它的地位比較低
[00:08:18.000 --> 00:08:21.000]  它的重要性比較小
[00:08:21.000 --> 00:08:24.000]  這種看法是偏差的
[00:08:24.000 --> 00:08:26.000]  不是平衡的
[00:08:26.000 --> 00:08:27.000]  在這裏
[00:08:27.000 --> 00:08:29.000]  保羅被聖靈感動
[00:08:29.000 --> 00:08:35.000]  用同樣的字眼來說到這兩種的侍奉
[00:08:35.000 --> 00:08:37.000]  做知識的就當專一知識
[00:08:37.000 --> 00:08:41.000]  做教導的就當專一教導
[00:08:41.000 --> 00:08:42.000]  和在一起講
[00:08:42.000 --> 00:08:44.000]  沒有高低之分
[00:08:44.000 --> 00:08:46.000]  沒有輕重之別
[00:08:46.000 --> 00:08:48.000]  這就是告訴我們
[00:08:48.000 --> 00:08:50.000]  在基督的教會里面
[00:08:50.000 --> 00:08:53.000]  你無論被主差派安排
[00:08:53.000 --> 00:08:56.000]  在哪一個工作上
[00:08:56.000 --> 00:08:57.000]  崗位上
[00:08:57.000 --> 00:09:00.000]  你都要覺得那是神的旨意
[00:09:00.000 --> 00:09:02.000]  神的旨意就是最重要的
[00:09:02.000 --> 00:09:04.000]  神的旨意要我們做的
[00:09:04.000 --> 00:09:06.000]  沒有異樣式是不重要的
[00:09:06.000 --> 00:09:08.000]  沒有異樣式是沒有意義的
[00:09:08.000 --> 00:09:11.000]  沒有異樣式是它輕視的
[00:09:11.000 --> 00:09:12.000]  忽略的
