
[00:00:00.000 --> 00:00:01.560]  看前書第二章
[00:00:01.560 --> 00:00:04.520]  大家會看到我們剛才讀的經文
[00:00:04.520 --> 00:00:07.800]  是提及到如何能夠作主的見證
[00:00:07.800 --> 00:00:10.840]  我記得當我預備這段訊息之前
[00:00:10.840 --> 00:00:12.560]  很快就想起一件事情
[00:00:12.560 --> 00:00:14.960]  大家會記得我們這段時間
[00:00:14.960 --> 00:00:17.560]  看到泰國常常有水浸的事情
[00:00:17.560 --> 00:00:20.880]  另一方面會立刻想起日本海嘯
[00:00:20.880 --> 00:00:23.680]  海嘯期間有一個新聞的報導
[00:00:23.680 --> 00:00:25.160]  是我自己很深刻的
[00:00:25.160 --> 00:00:27.600]  就是當時有一群在中國
[00:00:27.600 --> 00:00:31.560]  去當地一間廠房做實習生的中國人
[00:00:31.560 --> 00:00:34.240]  在當時水浸的時候
[00:00:34.240 --> 00:00:37.120]  洪水淹蓋這個地方的時候
[00:00:37.120 --> 00:00:41.040]  當時的老闆就立刻帶領很多員工
[00:00:41.040 --> 00:00:43.440]  去到高地避難
[00:00:43.440 --> 00:00:45.400]  後來他突然間發現
[00:00:45.400 --> 00:00:47.400]  中國人人生路不熟
[00:00:47.400 --> 00:00:49.120]  他們還未逃出來
[00:00:49.120 --> 00:00:51.440]  他就走回頭
[00:00:51.440 --> 00:00:55.520]  就回去帶他們去到高地避難
[00:00:56.400 --> 00:00:57.880]  回去之後他又發現
[00:00:57.880 --> 00:00:59.880]  可能有些人還未走出來
[00:00:59.880 --> 00:01:01.560]  他又再回去
[00:01:01.560 --> 00:01:03.160]  然後到處找
[00:01:03.160 --> 00:01:05.200]  有新聞記者拍到他
[00:01:05.200 --> 00:01:08.920]  站在一些廠房的房頂上
[00:01:08.920 --> 00:01:11.640]  但是下面已經浸了水
[00:01:11.640 --> 00:01:13.760]  但是後來再拍的時候
[00:01:13.760 --> 00:01:15.840]  已經發現不見了他的蹤影
[00:01:15.840 --> 00:01:19.200]  後來就知道他已經被洪水淹沒了
[00:01:19.200 --> 00:01:24.480]  當記者訪問一些中國來的勞工的時候
[00:01:24.800 --> 00:01:26.800]  他們就很激動地說
[00:01:26.800 --> 00:01:29.080]  我們想不到有這樣的人
[00:01:29.080 --> 00:01:30.880]  願意為我們犧牲
[00:01:30.880 --> 00:01:33.760]  竟然願意走去救我們出來
[00:01:33.760 --> 00:01:36.040]  而且不顧自己的生死
[00:01:36.040 --> 00:01:38.280]  一路說很激動
[00:01:38.280 --> 00:01:41.240]  很大的感恩之情就表達出來
[00:01:41.240 --> 00:01:42.880]  各位聽眾
[00:01:42.880 --> 00:01:46.520]  我相信我們做基督徒的更深刻體會到
[00:01:46.520 --> 00:01:49.840]  我們的主耶穌豈不是更大的犧牲
[00:01:49.840 --> 00:01:52.480]  樂意捨棄自己的生命
[00:01:52.480 --> 00:01:54.160]  將我們救出來
[00:01:54.920 --> 00:01:57.000]  當我們說到作見證
[00:01:57.000 --> 00:01:59.360]  承傳使命的時候
[00:01:59.360 --> 00:02:01.360]  絕對不是一些工作
[00:02:01.360 --> 00:02:03.800]  好像要加在我們身上
[00:02:03.800 --> 00:02:08.040]  而是自然當你感到神給你的恩惠
[00:02:08.040 --> 00:02:09.760]  在感恩當中
[00:02:09.760 --> 00:02:11.760]  很自然地想講述出來
[00:02:11.760 --> 00:02:15.280]  很想講述這位主對我們的恩惠
[00:02:15.280 --> 00:02:17.560]  很想作出見證
[00:02:17.560 --> 00:02:20.240]  我們基督徒在地上
[00:02:20.240 --> 00:02:21.640]  有一個很重要
[00:02:21.640 --> 00:02:25.280]  或者說首要的生存的目的
[00:02:25.280 --> 00:02:28.600]  就是作主的見證
[00:02:28.600 --> 00:02:34.000]  作主的見證是我們生存的目的
[00:02:34.000 --> 00:02:36.320]  因此我們從這個角度思想
[00:02:36.320 --> 00:02:39.560]  就明白多一些彼得前書所講的
[00:02:39.560 --> 00:02:41.560]  其中重要的真理
[00:02:41.560 --> 00:02:44.200]  我們先看第二章第一節
[00:02:44.200 --> 00:02:49.000]  「所以要除去一切的惡毒
[00:02:49.000 --> 00:02:51.520]  一切的詭詐、虛偽、嫉妒
[00:02:51.520 --> 00:02:53.840]  和一切誹謗的話」
[00:02:53.840 --> 00:02:55.640]  你留心開始的時候說到
[00:02:55.640 --> 00:02:58.680]  「所以」好像是在說某些事情
[00:02:58.680 --> 00:03:01.280]  結論就是下面這一句
[00:03:01.280 --> 00:03:02.760]  在說什麼呢?
[00:03:02.760 --> 00:03:07.360]  在說人在神的道裡得著重生
[00:03:07.360 --> 00:03:09.600]  你看前面一章二十三節
[00:03:09.600 --> 00:03:12.720]  「你們得了重生
[00:03:12.720 --> 00:03:15.080]  並不是由於能壞的種子
[00:03:15.080 --> 00:03:16.880]  卻是由於不能扭壞的
[00:03:16.880 --> 00:03:20.720]  就是藉著神永活長存的道」
[00:03:21.480 --> 00:03:25.120]  很多教徒經歷過自己生命的重生
[00:03:25.120 --> 00:03:27.880]  有些弟兄姐妹信主之後說
[00:03:27.880 --> 00:03:31.400]  他說永遠想不到自己以前的臭脾氣
[00:03:31.400 --> 00:03:34.200]  沒有人知道我可以改得到
[00:03:34.200 --> 00:03:36.160]  但竟然現在有些人說我
[00:03:36.160 --> 00:03:37.880]  怎麼你這麼溫柔呢?
[00:03:37.880 --> 00:03:40.520]  有些弟兄他們說
[00:03:40.520 --> 00:03:43.480]  信主之前自己常常很掛心錢
[00:03:43.480 --> 00:03:45.720]  經常都想賺多點錢
[00:03:45.720 --> 00:03:47.800]  但經過信耶穌之後
[00:03:47.800 --> 00:03:51.120]  不再計較有沒有很多的財富
[00:03:51.120 --> 00:03:52.600]  心可以很安穩
[00:03:52.600 --> 00:03:54.520]  面對著自己的生活
[00:03:54.520 --> 00:03:59.360]  當人經歷過神自己的恩典在他身上
[00:03:59.360 --> 00:04:01.760]  他經歷過生命的改變
[00:04:01.760 --> 00:04:05.000]  正如在後來的第三節說
[00:04:05.000 --> 00:04:09.200]  「因為你們已經體驗過主是美善的
[00:04:09.200 --> 00:04:11.320]  經歷他的美善
[00:04:11.320 --> 00:04:13.960]  嘗過主恩的滋味
[00:04:13.960 --> 00:04:15.960]  經歷過重生
[00:04:15.960 --> 00:04:21.960]  所以就感受應該按照主的心意來生活
[00:04:21.960 --> 00:04:24.960]  應該除去一切的惡毒
[00:04:24.960 --> 00:04:25.960]  詭詐
[00:04:25.960 --> 00:04:27.520]  虛偽的事
[00:04:27.520 --> 00:04:29.160]  質到別人的事
[00:04:29.160 --> 00:04:31.760]  和一切惡意批評
[00:04:31.760 --> 00:04:33.160]  毀謗的說話」
[00:04:33.160 --> 00:04:36.120]  這些事情在信主之前
[00:04:36.120 --> 00:04:37.680]  可能我們都會有
[00:04:37.680 --> 00:04:39.720]  但今天有沒有呢?
[00:04:39.720 --> 00:04:44.240]  仍然有一些凝聚下來的惡的習慣
[00:04:44.240 --> 00:04:45.520]  惡的品行
[00:04:45.840 --> 00:04:46.920]  但聖經說
[00:04:46.920 --> 00:04:52.320]  「所以要除去正如一切的邪惡
[00:04:52.320 --> 00:04:53.880]  在感恩之餘
[00:04:53.880 --> 00:04:56.200]  將這一切也要除去
[00:04:56.200 --> 00:04:58.320]  正是神對我們的吩咐」
[00:04:58.320 --> 00:04:59.680]  因為「除去」這個字
[00:04:59.680 --> 00:05:01.960]  原來就是一個吩咐的詞句
[00:05:01.960 --> 00:05:04.480]  不單止在反面上
[00:05:04.480 --> 00:05:06.080]  我們除去這些惡毒
[00:05:06.080 --> 00:05:07.920]  正面要怎麼做呢?
[00:05:07.920 --> 00:05:08.960]  第二節說
[00:05:08.960 --> 00:05:10.960]  「將初生的英孩
[00:05:10.960 --> 00:05:13.600]  愛慕那純正的靈奶
[00:05:13.800 --> 00:05:15.640]  好讓你們靠它長大
[00:05:15.640 --> 00:05:17.320]  進入舊恩
[00:05:17.320 --> 00:05:20.120]  將初生的英孩
[00:05:20.120 --> 00:05:21.600]  好愛慕奶」
[00:05:21.600 --> 00:05:23.320]  一般初生的英孩
[00:05:23.320 --> 00:05:25.560]  是很想吃奶的
[00:05:25.560 --> 00:05:26.920]  得到滿足
[00:05:26.920 --> 00:05:28.240]  得到飽足的
[00:05:28.240 --> 00:05:30.520]  我在一些場合都有提及過
[00:05:30.520 --> 00:05:32.920]  我自己很深刻的經歷
[00:05:32.920 --> 00:05:34.000]  就是我的兒子
[00:05:34.000 --> 00:05:35.520]  在很小的時候
[00:05:35.520 --> 00:05:36.640]  現在他長大了
[00:05:36.640 --> 00:05:37.920]  在他嬰兒的時候
[00:05:37.920 --> 00:05:39.560]  有機會餵他喝奶
[00:05:39.560 --> 00:05:41.360]  有一次
[00:05:41.360 --> 00:05:41.920]  很記得
[00:05:41.920 --> 00:05:44.320]  用奶瓶餵他喝奶的時候
[00:05:44.320 --> 00:05:46.080]  他很開心
[00:05:46.080 --> 00:05:47.880]  我兒子吃得很快樂
[00:05:47.880 --> 00:05:49.880]  在那一次
[00:05:49.880 --> 00:05:50.360]  不知為何
[00:05:50.360 --> 00:05:52.960]  突然間奶瓶是移開了
[00:05:52.960 --> 00:05:55.600]  我就看到他突然間
[00:05:55.600 --> 00:05:57.880]  很焦慮的樣子
[00:05:57.880 --> 00:05:59.800]  頭兩邊搖
[00:05:59.800 --> 00:06:02.960]  口不斷尋找奶瓶頭
[00:06:02.960 --> 00:06:05.880]  那個情景我很記得
[00:06:05.880 --> 00:06:08.360]  當時我就不敢怠慢
[00:06:08.360 --> 00:06:11.840]  馬上就插回去給他喝
[00:06:12.840 --> 00:06:15.200]  英孩在自然的情況
[00:06:15.200 --> 00:06:17.040]  是會很想喝奶
[00:06:17.040 --> 00:06:18.080]  得到滿足
[00:06:18.080 --> 00:06:19.280]  得到飽足
[00:06:19.280 --> 00:06:21.800]  一個基督徒信主之後
[00:06:21.800 --> 00:06:22.920]  會很自然
[00:06:22.920 --> 00:06:24.880]  很想讀聖經
[00:06:24.880 --> 00:06:27.160]  很想明白神的真道
[00:06:27.160 --> 00:06:29.080]  但你說
[00:06:29.080 --> 00:06:30.280]  不是的
[00:06:30.280 --> 00:06:32.160]  我不是很想讀聖經
[00:06:32.160 --> 00:06:34.640]  或者你也會經歷過
[00:06:34.640 --> 00:06:35.840]  如果你很忙碌
[00:06:35.840 --> 00:06:37.360]  在工作的時候
[00:06:37.360 --> 00:06:40.120]  忙到忘記自己要吃飯
[00:06:40.600 --> 00:06:42.360]  到下午三、四時
[00:06:42.360 --> 00:06:44.240]  哇!還沒吃飯
[00:06:44.240 --> 00:06:46.000]  剛才也沒有感覺
[00:06:46.000 --> 00:06:48.120]  但在休息的時候
[00:06:48.120 --> 00:06:49.840]  就感覺肚餓
[00:06:49.840 --> 00:06:51.360]  就想吃東西
[00:06:51.360 --> 00:06:53.960]  當你的心思被很多事情
[00:06:53.960 --> 00:06:55.120]  沖塞著的時候
[00:06:55.120 --> 00:06:55.720]  有些時候
[00:06:55.720 --> 00:06:58.320]  失去了一種渴慕真道的感覺
[00:06:58.320 --> 00:07:00.360]  不是你不需要
[00:07:00.360 --> 00:07:03.400]  而是你已經忘記了
[00:07:03.400 --> 00:07:06.600]  因此當你安靜下來的時候
[00:07:06.600 --> 00:07:08.400]  你就體會其實自己內心
[00:07:08.400 --> 00:07:10.480]  有一種自然的渴慕
[00:07:10.480 --> 00:07:12.960]  因為你有一個屬靈的生命
[00:07:12.960 --> 00:07:15.320]  你會渴慕靈來
[00:07:15.320 --> 00:07:19.160]  而聖經說要將財生的嬰孩
[00:07:19.160 --> 00:07:21.760]  怎樣將財生的嬰孩呢?
[00:07:21.760 --> 00:07:25.480]  幫助自己去培養屬靈的胃口
[00:07:25.480 --> 00:07:27.520]  也要找機會
[00:07:27.520 --> 00:07:31.520]  讓自己可以更多去領受神的道
[00:07:31.520 --> 00:07:34.240]  有一次我在一個地方
[00:07:34.240 --> 00:07:36.800]  講培靈會一年十天
[00:07:36.800 --> 00:07:39.480]  我看到一群弟兄姊妹
[00:07:39.480 --> 00:07:41.640]  他們每次都坐在那個地區
[00:07:41.640 --> 00:07:44.200]  所以有一次我走過去跟他們聊天
[00:07:44.200 --> 00:07:45.880]  我就告訴他們
[00:07:45.880 --> 00:07:48.400]  很欣賞你們能夠這麼積極
[00:07:48.400 --> 00:07:49.400]  這麼有心
[00:07:49.400 --> 00:07:51.400]  每一次都來聽道
[00:07:51.400 --> 00:07:54.760]  其中一個弟兄就馬上回答我
[00:07:54.760 --> 00:07:58.200]  他說「施牧師,不是我們有心」
[00:07:58.200 --> 00:08:00.200]  「是我自己知道不太好」
[00:08:00.200 --> 00:08:01.880]  「要多聽一些訊息」
[00:08:01.880 --> 00:08:04.600]  我聽的時候就體會
[00:08:04.600 --> 00:08:06.920]  他的內心很清楚自己需要
[00:08:07.600 --> 00:08:10.920]  所以他會盡量在騰空時間
[00:08:10.920 --> 00:08:12.720]  去明白、去認識
[00:08:12.720 --> 00:08:14.880]  當然不單單去聽
[00:08:14.880 --> 00:08:18.800]  而是去研習、去默想神的話
[00:08:18.800 --> 00:08:21.480]  以致我們能夠佔長
[00:08:21.480 --> 00:08:22.880]  你看看聖經所說
[00:08:22.880 --> 00:08:25.800]  當我們能夠領受的時候
[00:08:25.800 --> 00:08:26.800]  聖經就說
[00:08:26.800 --> 00:08:31.280]  「叫我們靠祂長大,進入舊因」
[00:08:31.280 --> 00:08:33.280]  當我們信耶穌的時候
[00:08:33.280 --> 00:08:36.320]  只是屬靈的、初生的嬰孩
[00:08:37.040 --> 00:08:40.960]  我想沒有誰想自己永遠是嬰孩
[00:08:40.960 --> 00:08:44.120]  你會希望自己能夠長大
[00:08:44.120 --> 00:08:47.160]  神的話讓你能夠長大
[00:08:47.160 --> 00:08:49.280]  進入舊因
[00:08:49.280 --> 00:08:51.720]  不是說你現在還未得救
[00:08:51.720 --> 00:08:54.240]  而是當你領受神的道
[00:08:54.240 --> 00:08:55.320]  長大之後
[00:08:55.320 --> 00:08:59.320]  能夠進入神給我們完全的舊因裡面
[00:08:59.320 --> 00:09:03.440]  領受神給我們完全豐盛的生命
[00:09:04.720 --> 00:09:08.000]  弟兄姊妹不要停留在嬰孩的地步
[00:09:08.000 --> 00:09:09.800]  要讓自己成長
[00:09:09.800 --> 00:09:12.120]  當我們說到使命的時候
[00:09:12.120 --> 00:09:14.040]  大家記得教會上說到
[00:09:14.040 --> 00:09:16.680]  使命教會的幾個元素
[00:09:16.680 --> 00:09:20.400]  第一個元素是甚麼?
[00:09:20.400 --> 00:09:23.760]  是明道、行道
[00:09:23.760 --> 00:09:26.280]  如果不能夠明白真道
[00:09:26.280 --> 00:09:28.280]  就談不上使命
[00:09:28.280 --> 00:09:31.040]  除非我們真的能夠在其中
[00:09:31.040 --> 00:09:33.440]  上上幫助自己領受神的道
[00:09:33.680 --> 00:09:36.680]  就能夠活出使命的人生
[00:09:36.680 --> 00:09:38.520]  我們再看下面
[00:09:38.520 --> 00:09:42.320]  在下面的第四節到第六節一直說
[00:09:42.320 --> 00:09:46.320]  主使活石雖然被人棄絕
[00:09:46.320 --> 00:09:49.320]  卻是神所揀選所珍貴的
