
[00:00:00.000 --> 00:00:02.000]  我們一起同心祈禱
[00:00:02.000 --> 00:00:06.000]  我們親愛的天父上帝
[00:00:06.000 --> 00:00:09.000]  我們今天來到你的面前去敬拜你
[00:00:09.000 --> 00:00:13.000]  我們的心是要常常想起你的恩典
[00:00:13.000 --> 00:00:19.000]  也想起我們要靠著你才可以明白這個世界
[00:00:19.000 --> 00:00:24.000]  也明白我們怎樣在當中去自處
[00:00:24.000 --> 00:00:26.000]  怎樣去回應
[00:00:26.000 --> 00:00:32.000]  我們更加求主幫助我們在這個變化的環境裏面
[00:00:32.000 --> 00:00:34.000]  明白你的心意
[00:00:34.000 --> 00:00:41.000]  能夠去關心有很多找不到自己生存目標的人
[00:00:41.000 --> 00:00:45.000]  或者很多人他們感覺到生活都很大擔子
[00:00:45.000 --> 00:00:47.000]  很大壓力
[00:00:47.000 --> 00:00:50.000]  或者他們失去了喜樂
[00:00:50.000 --> 00:00:52.000]  失去了盼望
[00:00:52.000 --> 00:00:55.000]  求你的說話來成為我們的力量
[00:00:55.000 --> 00:00:58.000]  你的靈在我們當中運行
[00:00:58.000 --> 00:01:04.000]  幫助我們看到神給我們看到的異象
[00:01:04.000 --> 00:01:07.000]  我們這樣的祈禱是奉耶穌基督的名
[00:01:07.000 --> 00:01:08.000]  阿們
[00:01:08.000 --> 00:01:10.000]  很感謝神的恩典
[00:01:10.000 --> 00:01:14.000]  讓我來到嘉欣樓和大家分享聖經的說話
[00:01:14.000 --> 00:01:17.000]  是很開心的事情
[00:01:17.000 --> 00:01:20.000]  有一次港道
[00:01:20.000 --> 00:01:22.000]  講完就提起
[00:01:22.000 --> 00:01:27.000]  在2015年有一套美國的電影
[00:01:27.000 --> 00:01:30.000]  名字叫The Big Shot
[00:01:30.000 --> 00:01:34.000]  在台灣翻譯成大賣兇
[00:01:34.000 --> 00:01:39.000]  在香港翻譯成孤主一擇
[00:01:39.000 --> 00:01:47.000]  這套電影得到第88屆奧斯卡金像獎最佳電影
[00:01:47.000 --> 00:01:50.000]  最佳導演等五個獎項提名
[00:01:50.000 --> 00:01:54.000]  就贏得最佳改編劇本獎
[00:01:54.000 --> 00:01:57.000]  我不是說跟隨今屆奧斯卡
[00:01:57.000 --> 00:02:01.000]  是說過去2015年的事情
[00:02:01.000 --> 00:02:05.000]  這個故事是改編自真人真事
[00:02:05.000 --> 00:02:12.000]  在2007至2008年環球金融海嘯期間
[00:02:12.000 --> 00:02:19.000]  有四位用專業手法去投資金融的財進
[00:02:19.000 --> 00:02:25.000]  去進行孤主一擇獲得利潤的事情
[00:02:25.000 --> 00:02:31.000]  當時在美國還未暴露次按危機的時候
[00:02:31.000 --> 00:02:34.000]  有一個基金經理叫Michael
[00:02:34.000 --> 00:02:37.000]  他通過大量數據來分析
[00:02:37.000 --> 00:02:42.000]  就想當時雖然好像很興旺的地產市場
[00:02:42.000 --> 00:02:45.000]  其實是隱伏了很多的危機
[00:02:45.000 --> 00:02:48.000]  那些人過度借貸
[00:02:48.000 --> 00:02:53.000]  所以隨時都會出現爆破的泡沫的情況
[00:02:53.000 --> 00:02:58.000]  由於他不顧其他金主的反對
[00:02:58.000 --> 00:03:00.000]  他就孤主一擇
[00:03:00.000 --> 00:03:06.000]  向多間投資銀行作出了一個信貸違約的對賭
[00:03:06.000 --> 00:03:11.000]  結果那些的行行家就說這個傻子
[00:03:11.000 --> 00:03:14.000]  有一個行行家叫Jarrett
[00:03:14.000 --> 00:03:16.000]  他知道這個消息之後
[00:03:16.000 --> 00:03:18.000]  那些做生意的人很聰明
[00:03:18.000 --> 00:03:20.000]  他就說我都不要怕吃虧了
[00:03:20.000 --> 00:03:23.000]  但他為了要減低風險
[00:03:23.000 --> 00:03:25.000]  在機緣巧合之下
[00:03:25.000 --> 00:03:29.000]  他就哄到另一個保險經理叫Mark
[00:03:29.000 --> 00:03:31.000]  來跟他合作
[00:03:31.000 --> 00:03:37.000]  另外有兩個年青人就做房地產的投資
[00:03:37.000 --> 00:03:42.000]  他在當時處處碰壁的情況下
[00:03:42.000 --> 00:03:46.000]  很意外的發現了一份內容
