
[00:00:00.000 --> 00:00:09.200]  我們今天繼續思想聖經啟示錄的經文
[00:00:09.200 --> 00:00:11.200]  聖經啟示錄第四章
[00:00:11.200 --> 00:00:15.200]  在敬拜當中的一段經文
[00:00:15.200 --> 00:00:17.200]  我想分享一件事情
[00:00:17.200 --> 00:00:20.200]  就是幾年之前有一次坐飛機
[00:00:20.200 --> 00:00:24.200]  上飛機的時候發現天氣很惡劣
[00:00:24.200 --> 00:00:27.200]  有黑雲 有暴雨
[00:00:27.200 --> 00:00:32.200]  所以有一種低沉的狀況
[00:00:32.200 --> 00:00:34.200]  就上了飛機
[00:00:34.200 --> 00:00:36.200]  上了飛機稍微安定了一下
[00:00:36.200 --> 00:00:38.200]  但接著我坐在窗口位置
[00:00:38.200 --> 00:00:42.200]  就有機會留意窗外的情況
[00:00:42.200 --> 00:00:46.200]  飛機一起飛的時候一直向上飛
[00:00:46.200 --> 00:00:48.200]  突然意想不到
[00:00:48.200 --> 00:00:51.200]  突然衝出雲層
[00:00:51.200 --> 00:00:55.200]  那個情景是完全不同的
[00:00:55.200 --> 00:01:00.200]  那個雲層上面原來是陽光普照
[00:01:00.200 --> 00:01:03.200]  一片藍天
[00:01:03.200 --> 00:01:09.200]  再看飛機下面一大片白色的雲層
[00:01:09.200 --> 00:01:13.200]  好像雲海一樣在飛機下面
[00:01:13.200 --> 00:01:15.200]  突然間那種感覺好像是
[00:01:15.200 --> 00:01:20.200]  突然間看見天堂
[00:01:20.200 --> 00:01:24.200]  也感受到那種心靈的情緒
[00:01:24.200 --> 00:01:26.200]  一種不同的情況
[00:01:26.200 --> 00:01:29.200]  就是從剛才那種灰暗的感覺
[00:01:29.200 --> 00:01:31.200]  突然間感受到一種讚美
[00:01:31.200 --> 00:01:34.200]  一種很欣喜
[00:01:34.200 --> 00:01:38.200]  讚美上帝的一種心情
[00:01:38.200 --> 00:01:40.200]  據點節目你會發覺在人生的路上
[00:01:40.200 --> 00:01:44.200]  我們都會缺乏很多灰暗的時刻
[00:01:44.200 --> 00:01:50.200]  或者都不會沒有一些黑雲暴雨
[00:01:50.200 --> 00:01:52.200]  但你留心在很多不同的經歷裏面
[00:01:52.200 --> 00:01:54.200]  或者你讀聖經的時候
[00:01:54.200 --> 00:01:55.200]  你祈禱的時候
[00:01:55.200 --> 00:02:00.200]  有時候好像神突然間讓你瞥見天堂
[00:02:00.200 --> 00:02:02.200]  突然間感受到
[00:02:02.200 --> 00:02:06.200]  這位主仍然掌管著一切
[00:02:06.200 --> 00:02:09.200]  在這個時候你會心中讚美
[00:02:09.200 --> 00:02:14.200]  也會將整個人帶進另一個境況裏
[00:02:14.200 --> 00:02:16.200]  當你讀到聖經啟示錄的時候
[00:02:16.200 --> 00:02:18.200]  你發覺聖經啟示錄講述了很多
[00:02:18.200 --> 00:02:21.200]  在末世裏面有的各種的患難
[00:02:21.200 --> 00:02:23.200]  各種的災禍
[00:02:23.200 --> 00:02:25.200]  神的審判等等
[00:02:25.200 --> 00:02:28.200]  但你發覺聖經裏面一直講的時候
[00:02:28.200 --> 00:02:33.200]  是不斷指向耶穌基督最終的得勝
[00:02:33.200 --> 00:02:37.200]  羔羊要被尊崇
[00:02:37.200 --> 00:02:40.200]  神的寶座立定在天上
[00:02:40.200 --> 00:02:44.200]  因此你發覺啟示錄最終寫作的目的
[00:02:44.200 --> 00:02:48.200]  是要我們更加知道在一切的處境當中
[00:02:48.200 --> 00:02:51.200]  我們要去重讚上帝
[00:02:51.200 --> 00:02:53.200]  帶著盼望
[00:02:53.200 --> 00:02:55.200]  在你所身處的處境裏面
[00:02:55.200 --> 00:02:59.200]  你都要去嘗試去讚美去感恩
[00:02:59.200 --> 00:03:05.200]  因為知道終極是永恆的天家
[00:03:05.200 --> 00:03:09.200]  是神賜給我們美善的天地
[00:03:09.200 --> 00:03:12.200]  當你今天讀到聖經啟示第四章的時候
[00:03:12.200 --> 00:03:14.200]  你發覺第四章到十六章
[00:03:14.200 --> 00:03:19.200]  其實是約翰看到的第二個大的意象
[00:03:19.200 --> 00:03:22.200]  當他一路講述到他會見到的
[00:03:22.200 --> 00:03:26.200]  關於七印、七號、七碗
[00:03:26.200 --> 00:03:30.200]  大家知道有關很多災難的時候
[00:03:30.200 --> 00:03:32.200]  你發覺一開始第四章
[00:03:32.200 --> 00:03:37.200]  他就會先講述到天上的敬拜
[00:03:37.200 --> 00:03:39.200]  講述到天家敬拜的情況
[00:03:39.200 --> 00:03:43.200]  因此第四、五章是關於敬拜的經文
[00:03:43.200 --> 00:03:47.200]  你發覺在我們自己個人的敬拜
[00:03:47.200 --> 00:03:49.200]  或者是教會的敬拜裏面
[00:03:49.200 --> 00:03:51.200]  你要留心
[00:03:51.200 --> 00:03:53.200]  在你敬拜上帝的時候
[00:03:53.200 --> 00:03:59.200]  讓你的心靈眼睛可以透視到天上的敬拜
[00:03:59.200 --> 00:04:04.200]  去留心這位上帝是怎樣的上帝
[00:04:04.200 --> 00:04:08.200]  在過程裏面去體會他的威榮、他的榮耀
[00:04:08.200 --> 00:04:12.200]  去體會他怎樣統管萬有
[00:04:12.200 --> 00:04:15.200]  你會發覺當你這樣去明白的時候
[00:04:15.200 --> 00:04:18.200]  你會有更大的膽量
[00:04:18.200 --> 00:04:20.200]  面對今天各樣的挑戰
[00:04:20.200 --> 00:04:26.200]  仍然可以很放膽、很坦然地活在今天
[00:04:26.200 --> 00:04:29.200]  所以今天當我們讀完經文的時候
[00:04:29.200 --> 00:04:32.200]  我們祈求上帝讓我們心靈眼睛
[00:04:32.200 --> 00:04:37.200]  都可以看見天上榮耀的敬拜
[00:04:37.200 --> 00:04:39.200]  我們讀聖經
[00:04:39.200 --> 00:04:41.200]  大家留意到在開始的時候
[00:04:41.200 --> 00:04:43.200]  聖經裏面一直在說
[00:04:43.200 --> 00:04:45.200]  無論在什麼情況之下
[00:04:45.200 --> 00:04:49.200]  天上的寶座仍然立定
[00:04:49.200 --> 00:04:51.200]  我也會常常問自己
[00:04:51.200 --> 00:04:53.200]  在洪水氾濫的時候
[00:04:53.200 --> 00:04:59.200]  你是否也繼續看到天上立定的寶座
[00:04:59.200 --> 00:05:01.200]  四章一開始的時候就提到
[00:05:01.200 --> 00:05:04.200]  「這些時以後我觀看」
[00:05:04.200 --> 00:05:06.200]  你看見什麼呢?
[00:05:06.200 --> 00:05:09.200]  天上有一道門開了
[00:05:09.200 --> 00:05:14.200]  我初次聽見有如浩同一樣的那聲音對我說
[00:05:14.200 --> 00:05:16.200]  「你想到這裡來
[00:05:16.200 --> 00:05:20.200]  我要把以後必定發生的事指給你看」
[00:05:20.200 --> 00:05:26.200]  那時約翰在靈裏面看見了什麼?
[00:05:26.200 --> 00:05:30.200]  「一個寶座安置在天上
[00:05:30.200 --> 00:05:34.200]  又有一位坐在寶座上」
[00:05:34.200 --> 00:05:38.200]  你會發覺約翰看見那道門開了
[00:05:38.200 --> 00:05:43.200]  他可以看見可以進入天間
[00:05:43.200 --> 00:05:45.200]  然後他聽見聲音
[00:05:45.200 --> 00:05:49.200]  這個聲音正如啟示錄第一章所講述的
[00:05:49.200 --> 00:05:54.200]  在七個燈台當中行走的基督所說的話
[00:05:54.200 --> 00:05:56.200]  他曾經聽過聲音
[00:05:56.200 --> 00:05:59.200]  吩咐他上到天上
[00:05:59.200 --> 00:06:02.200]  然後聖經就說
[00:06:02.200 --> 00:06:05.200]  他立時就在靈裏
[00:06:05.200 --> 00:06:11.200]  這裡好像是保羅被聖靈引導上到三重天
[00:06:11.200 --> 00:06:15.200]  他看見天上奧秘的事情
