
[00:00:00.000 --> 00:00:05.480]  宣讀《創世紀》第28章18到22節
[00:00:05.480 --> 00:00:13.080]  雅各清早起來,把所長的石頭立作柱子,交由在上面。
[00:00:13.080 --> 00:00:20.680]  他就給那地方起名叫伯特利,就是神殿的意思,
[00:00:20.680 --> 00:00:24.980]  但那地方起先名叫路斯。
[00:00:24.980 --> 00:00:32.980]  雅各許願說:「神若與我同在,在我所行的路上保佑我,
[00:00:32.980 --> 00:00:40.980]  又給我食物吃,衣服穿,使我平平安安地回到我父親的家,
[00:00:40.980 --> 00:00:44.980]  我就必以耶和華為我的神。
[00:00:44.980 --> 00:00:49.980]  我所立為柱子的石頭,也必做神的殿。
[00:00:49.980 --> 00:00:56.980]  凡你所賜給我的,我必將十分之一獻給你。」
[00:00:56.980 --> 00:01:00.980]  這是上主的話。
[00:01:00.980 --> 00:01:06.980]  禱告應該是我們基督徒的一些基本的活動。
[00:01:06.980 --> 00:01:18.980]  禱告按一般的意思就是向神說話的意思。
[00:01:18.980 --> 00:01:22.980]  但是其實我們做過一個調查,
[00:01:22.980 --> 00:01:24.980]  就是當年美國做過一個調查,
[00:01:24.980 --> 00:01:30.980]  發現參加禱告會的人數一般是最少的。
[00:01:30.980 --> 00:01:37.980]  崇拜、團祭或者其他的活動人數都很多,
[00:01:37.980 --> 00:01:42.980]  但是參加禱告會的人一般是最少的。
[00:01:42.980 --> 00:01:52.980]  而且禱告的時間對於很多信徒來講也是最少的。
[00:01:52.980 --> 00:01:54.980]  那麼為什麼呢?
[00:01:54.980 --> 00:01:59.980]  我們今天來看看為什麼要禱告,
[00:01:59.980 --> 00:02:02.980]  禱告到底是什麼?
[00:02:02.980 --> 00:02:06.980]  在講禱告之前,我來講一個故事。
[00:02:06.980 --> 00:02:14.980]  很多年前,美國華盛頓州的聖火輪海山,
[00:02:14.980 --> 00:02:16.980]  火山就爆發過一次。
[00:02:16.980 --> 00:02:19.980]  當時就有記者去拍攝,
[00:02:19.980 --> 00:02:23.980]  突然間火山就開始噴發了,
[00:02:23.980 --> 00:02:29.980]  爆出來很多的濃煙、岩漿,很恐怖的。
[00:02:29.980 --> 00:02:32.980]  記者一般開始是膽大的,
[00:02:32.980 --> 00:02:34.980]  一般真有事的時候也開始膽小了。
[00:02:34.980 --> 00:02:37.980]  然後這個記者就狂奔。
[00:02:37.980 --> 00:02:44.980]  狂奔的時候,他忘記把他的錄像機關掉了。
[00:02:44.980 --> 00:02:49.980]  所以他逃跑的過程全部都記錄下來了。
[00:02:49.980 --> 00:02:55.980]  每一句話在錄像機裡面後來都聽得清清楚楚。
[00:02:55.980 --> 00:02:59.980]  起初的時候聽見他跑得喘氣了,
[00:02:59.980 --> 00:03:01.980]  沒過多久他就說,
[00:03:01.980 --> 00:03:08.980]  "哎呀,上帝呀,上帝呀,Jesus,Jesus呀,求你拯救我,求你救救我。
[00:03:08.980 --> 00:03:11.980]  周圍好熱啊,好黑啊。"
[00:03:11.980 --> 00:03:13.980]  跑到最後就說,
[00:03:13.980 --> 00:03:17.980]  "哎呀,上帝呀,我要死了,上帝呀,你救救我吧。"
[00:03:17.980 --> 00:03:20.980]  就全部都錄下來了。
[00:03:20.980 --> 00:03:26.980]  後來這個資料作為一個紀錄片的時候就播出來了。
[00:03:26.980 --> 00:03:31.980]  這個紀錄片讓我們看到了一個事實。
[00:03:31.980 --> 00:03:34.980]  就是當人在很危險的時候,
[00:03:34.980 --> 00:03:37.980]  當人在很無助的時候,
[00:03:37.980 --> 00:03:44.980]  一切的這種保護,一切的安全都沒有的時候,
[00:03:44.980 --> 00:03:49.980]  人的盡頭就開始懷念上帝了。
[00:03:49.980 --> 00:03:52.980]  就開始向上帝說話了,
[00:03:52.980 --> 00:03:56.980]  就開始禱告了。
[00:03:56.980 --> 00:03:58.980]  換句話說,
[00:03:58.980 --> 00:04:05.980]  為什麼很多人平時不會想到宗教信仰或者禱告呢?
[00:04:05.980 --> 00:04:10.980]  很簡單,因為覺得沒有這個需要。
[00:04:10.980 --> 00:04:15.980]  當一切的保障、安全感仍然在我們自己手裡的時候,
[00:04:15.980 --> 00:04:19.980]  當我們覺得一切我們都搞得定的時候,
[00:04:19.980 --> 00:04:24.980]  我們為什麼要求一個看不見摸不著,
[00:04:24.980 --> 00:04:29.980]  我們也不知道到底有多遙遠的上帝呢?
[00:04:29.980 --> 00:04:35.980]  但是呢,當我們發覺這些保障都不管用,
[00:04:35.980 --> 00:04:39.980]  這些安全感都是肥皂泡的時候呢,
[00:04:39.980 --> 00:04:48.980]  我們或許會想,冥冥中或者有個上帝可以幫我吧。
[00:04:48.980 --> 00:04:55.980]  我猜呢,這就是禱告的開始。
[00:04:55.980 --> 00:05:00.980]  人的盡頭,禱告的開始。
[00:05:00.980 --> 00:05:05.980]  但是呢,現在我們基督徒又有兩種態度。
[00:05:05.980 --> 00:05:07.980]  就是如果我們發現呢,
[00:05:07.980 --> 00:05:11.980]  有的人真的因為是無助啊,有需要啊,
[00:05:11.980 --> 00:05:13.980]  才去禱告的時候的話呢,
[00:05:13.980 --> 00:05:16.980]  我們很可能心底裡面會講,
[00:05:16.980 --> 00:05:20.980]  我們覺得呢,我們會輕視他。
[00:05:20.980 --> 00:05:23.980]  我們會譏笑這種禱告是,
[00:05:23.980 --> 00:05:30.980]  靈吉報佛腳,南各普法格。
[00:05:30.980 --> 00:05:32.980]  這種做法呢,我們認為,
[00:05:32.980 --> 00:05:35.980]  這好像不是一個近前的人應該做的。
[00:05:35.980 --> 00:05:39.980]  你有事就求,沒事呢你就不禱告,
[00:05:39.980 --> 00:05:43.980]  這好像絕對不是一個近前人的作為。
[00:05:43.980 --> 00:05:46.980]  你都是要求自己的事情嗎?
[00:05:46.980 --> 00:05:49.980]  這樣的禱告呢,太自私了。
[00:05:49.980 --> 00:05:52.980]  所以的話呢,太自我中心,太功利了。
[00:05:52.980 --> 00:05:55.980]  利用上帝一樣的。
[00:05:55.980 --> 00:05:56.980]  我們會覺得這樣的禱告呢,
[00:05:56.980 --> 00:06:01.980]  就像去黃大仙廟呢,去抽籤一樣,燒香一樣的。
[00:06:01.980 --> 00:06:05.980]  我們覺得這不是禱告的好榜樣。
[00:06:05.980 --> 00:06:09.980]  但是呢,有另外一種看法。
[00:06:09.980 --> 00:06:14.980]  當他認為這種禱告呢,很自私很功利,
[00:06:14.980 --> 00:06:19.980]  然後呢,向神求東西,去採取禱告的時候呢,
[00:06:19.980 --> 00:06:21.980]  他認為很不近前。
[00:06:21.980 --> 00:06:25.980]  那麼呢,你邀請他來禱告的時候呢,
[00:06:25.980 --> 00:06:26.980]  他又會怎麼覺得呢?
[00:06:26.980 --> 00:06:32.980]  他會覺得,哎呀,我不配,我怕禱告得不好。
[00:06:32.980 --> 00:06:33.980]  有的時候真的這樣,
[00:06:33.980 --> 00:06:35.980]  我有時候邀請弟兄姊妹,
[00:06:35.980 --> 00:06:38.980]  我說,要不然請你這個結束禱告一下,
[00:06:38.980 --> 00:06:41.980]  哎呀,賀傳道,我禱告得不好,
[00:06:41.980 --> 00:06:44.980]  你還是換一個人吧,那樣子的。
[00:06:44.980 --> 00:06:48.980]  哎呀,我不太會禱告,我不配,那樣子的。
[00:06:48.980 --> 00:06:51.980]  是不是有這兩種現象呢?
[00:06:51.980 --> 00:06:55.980]  一種現象是,我有求了,我當然要去禱告啦。
[00:06:55.980 --> 00:06:59.980]  另外一種現象是,哎呀,這種禱告太自我中心,太功利了,
[00:06:59.980 --> 00:07:04.980]  不行,不近前,所以我不隨便禱告。
[00:07:04.980 --> 00:07:06.980]  人家請我禱告,我都說,嗯,我不配,
[00:07:06.980 --> 00:07:09.980]  哎呀,我禱告得不好。
[00:07:09.980 --> 00:07:15.980]  表面上看起來呢,這兩種態度是相反的。
[00:07:15.980 --> 00:07:19.980]  但是我想講,在骨子裡面,
[00:07:19.980 --> 00:07:22.980]  這兩種完全不同的表現呢,
[00:07:22.980 --> 00:07:26.980]  裡面都包含著同一種態度。
[00:07:26.980 --> 00:07:32.980]  什麼態度啊?驕傲。
[00:07:32.980 --> 00:07:39.980]  第一,當一個人覺得自己夠好,夠厲害,夠安全,
[00:07:39.980 --> 00:07:42.980]  所以呢,不需要禱告。
[00:07:42.980 --> 00:07:45.980]  這不用我說,那當然是驕傲了,是吧?
[00:07:45.980 --> 00:07:49.980]  因為我覺得我搞得定嘛,我就不需要禱告嘛。
[00:07:49.980 --> 00:07:51.980]  何必這麼麻煩神呢,是吧?
[00:07:51.980 --> 00:07:54.980]  這麼點小事,何必麻煩神呢?
[00:07:54.980 --> 00:07:58.980]  凡事禱告,哎呀,那是弱者的作為。
[00:07:58.980 --> 00:08:01.980]  好,這是一種態度了。
[00:08:01.980 --> 00:08:04.980]  但是第二種態度呢,
[00:08:04.980 --> 00:08:07.980]  當我們以為有事情才禱告,
[00:08:07.980 --> 00:08:11.980]  這樣的禱告呢,不夠好,動機不夠純正,
[00:08:11.980 --> 00:08:15.980]  不夠盡錢,沒資格禱告呢,
[00:08:15.980 --> 00:08:19.980]  所以不去禱告呢,
[00:08:19.980 --> 00:08:24.980]  其實裡面呢,同樣包含著驕傲的問題。
[00:08:24.980 --> 00:08:26.980]  你說為什麼?
[00:08:26.980 --> 00:08:33.980]  因為,說實話,人有什麼時候夠好,夠資格呢?
[00:08:33.980 --> 00:08:39.980]  你如果夠好,夠資格,你還需要主耶穌乾嘛呢?
[00:08:39.980 --> 00:08:43.980]  所以呢,你發現這兩種態度的,
[00:08:43.980 --> 00:08:49.980]  其實隱含在裡面的骨子裡頭呢,都是驕傲。
[00:08:49.980 --> 00:08:52.980]  好了,今天呢,我不分析第一種態度了。
