
[00:00:00.000 --> 00:00:09.000]  非常歡迎各位弟兄姊妹來參加這個過程
[00:00:09.000 --> 00:00:16.000]  我估計有超過二百人同樣參加這個過程
[00:00:16.000 --> 00:00:24.000]  表示大家對於侍奉主很有熱心
[00:00:24.000 --> 00:00:36.000]  我們願意在這方面學習如何更加合主心意地侍奉他
[00:00:36.000 --> 00:00:44.000]  這一門功課是很多弟兄姊妹已經很熟悉的內容
[00:00:44.000 --> 00:00:50.000]  因為很多弟兄姊妹是熟讀《琴瑞太前後書》
[00:00:50.000 --> 00:00:58.000]  而且我們中間有相當多位已經在教會裏面有侍奉的崗位
[00:00:58.000 --> 00:01:08.000]  所以或者你們教材裏面有一部分是大家很熟悉的
[00:01:08.000 --> 00:01:10.000]  在這樣形勢之下
[00:01:10.000 --> 00:01:15.000]  我們的重點在於知識
[00:01:15.000 --> 00:01:19.000]  我相信大家關於侍奉已經有很多的知識
[00:01:19.000 --> 00:01:26.000]  但是我們試一下將重點放在侍奉主的心事
[00:01:26.000 --> 00:01:33.000]  和合主心意的侍奉那兩方面
[00:01:33.000 --> 00:01:40.000]  將我們的知識來配合我們侍奉的實際工作
[00:01:40.000 --> 00:01:45.000]  來追求令到我們的侍奉更加討主的喜悅
[00:01:45.000 --> 00:01:52.000]  更加符合他的真理的藍圖
[00:01:52.000 --> 00:02:03.000]  一個老人家最大的心事就是要有好的後起之心
[00:02:03.000 --> 00:02:07.000]  我已經是步入老年
[00:02:07.000 --> 00:02:11.000]  中間有人知道我的年齡
[00:02:11.000 --> 00:02:13.000]  或者有人不知道
[00:02:13.000 --> 00:02:17.000]  但是你不知道就好一點
[00:02:17.000 --> 00:02:20.000]  像我這樣的年齡
[00:02:20.000 --> 00:02:24.000]  在這裏有後起之仇
[00:02:24.000 --> 00:02:28.000]  有後起的侍奉主的接棒人
[00:02:28.000 --> 00:02:31.000]  我心中就很得到安慰
[00:02:31.000 --> 00:02:35.000]  得到鼓勵、歡喜、感謝主
[00:02:35.000 --> 00:02:38.000]  我看到各位弟兄姊妹
[00:02:38.000 --> 00:02:41.000]  有很好的教育
[00:02:41.000 --> 00:02:46.000]  有很好的素念的學習
[00:02:46.000 --> 00:02:51.000]  自己教會這邊也有侍奉的崗位
[00:02:51.000 --> 00:02:58.000]  我相信在過去中間大多數已經開始了侍奉
[00:02:58.000 --> 00:03:04.000]  所以我的內心看到各位弟兄姊妹來參加
[00:03:04.000 --> 00:03:08.000]  在這個過程中表示很重視、有心追求
[00:03:08.000 --> 00:03:11.000]  更加合心意地侍奉
[00:03:11.000 --> 00:03:13.000]  我得到很大的鼓勵
[00:03:13.000 --> 00:03:18.000]  我非常感謝主
[00:03:18.000 --> 00:03:20.000]  在世界很多地方
[00:03:20.000 --> 00:03:24.000]  真的是青年的一代
[00:03:24.000 --> 00:03:27.000]  或者壯年的一代
[00:03:27.000 --> 00:03:30.000]  甚至中年的一代
[00:03:30.000 --> 00:03:36.000]  我希望在這裏有興起、有依賴的弟兄姊妹
[00:03:36.000 --> 00:03:38.000]  來投入侍奉
[00:03:38.000 --> 00:03:46.000]  來奉獻自己的恩慈、心血、時間、金錢、力量
[00:03:46.000 --> 00:03:48.000]  來侍奉主
[00:03:48.000 --> 00:03:53.000]  全副恩同時在教會裏面維持工作
[00:03:53.000 --> 00:03:57.000]  不只是任何一處的地方有這樣的現象
[00:03:57.000 --> 00:04:00.000]  無論在哪裏
[00:04:00.000 --> 00:04:03.000]  到處看到這樣的作為
[00:04:03.000 --> 00:04:07.000]  不斷興起愛著弟兄姊妹
[00:04:07.000 --> 00:04:13.000]  從各行業裏面站起來
[00:04:13.000 --> 00:04:17.000]  維持呼音、美好的正能量
[00:04:17.000 --> 00:04:22.000]  在聖功上奉獻自己的才智
[00:04:22.000 --> 00:04:24.000]  被主所用
[00:04:24.000 --> 00:04:31.000]  這樣的情況實在令我們得到鼓勵、感謝、讚美主
[00:04:31.000 --> 00:04:35.000]  侍奉主的心智是基礎
[00:04:35.000 --> 00:04:38.000]  但是有了基礎之後
[00:04:38.000 --> 00:04:43.000]  還要加上合主心意的時候
[00:04:43.000 --> 00:04:46.000]  有一節經文
[00:04:46.000 --> 00:04:49.000]  我願意當作開場白
[00:04:49.000 --> 00:04:51.000]  和大家一起看一看
[00:04:51.000 --> 00:05:01.000]  就是《詩篇》123篇第二節
[00:05:01.000 --> 00:05:11.000]  我相信大家都很熟悉這一節的經文
[00:05:11.000 --> 00:05:17.000]  看那仆人的眼睛怎樣望主人的手
[00:05:17.000 --> 00:05:22.000]  善女的眼睛怎樣望主母的手
[00:05:22.000 --> 00:05:27.000]  我們的眼睛也照樣望著我們的神
[00:05:27.000 --> 00:05:30.000]  直到祂憐憫我們
[00:05:30.000 --> 00:05:33.000]  在這次詩人告訴我們
[00:05:33.000 --> 00:05:37.000]  一個僕人、富士主人
[00:05:37.000 --> 00:05:40.000]  一個善女、富士主母
[00:05:40.000 --> 00:05:44.000]  在他們的富士工作中間
[00:05:44.000 --> 00:05:47.000]  很重要的一個因素
[00:05:47.000 --> 00:05:53.000]  就是他們望實主人或者主母的手
[00:05:53.000 --> 00:05:54.000]  為什麼呢?
[00:05:54.000 --> 00:05:57.000]  因為手是指揮
[00:05:57.000 --> 00:05:58.000]  意思就是說
[00:05:58.000 --> 00:06:07.000]  富士者要按照主人或者主母指揮的手的動作
[00:06:07.000 --> 00:06:10.000]  意思就是說不是照自己的意思
[00:06:10.000 --> 00:06:14.000]  而是他們想我喜歡怎樣做就怎樣做
[00:06:14.000 --> 00:06:17.000]  我歡喜做什麼就做什麼
[00:06:17.000 --> 00:06:19.000]  不是這樣
[00:06:19.000 --> 00:06:24.000]  而是試試望著主人、主母的手來指揮他們
[00:06:24.000 --> 00:06:26.000]  從那邊做,做那邊
[00:06:26.000 --> 00:06:28.000]  從這邊做,做這邊
[00:06:28.000 --> 00:06:32.000]  他們馬上按照指揮去做
[00:06:32.000 --> 00:06:35.000]  如果他們不按照指揮去做
[00:06:35.000 --> 00:06:44.000]  或者他們很勇心、很盡力、很努力
[00:06:44.000 --> 00:06:45.000]  做完之後
[00:06:45.000 --> 00:06:57.000]  得不到主人和主母的欣賞、欲能或者獎賞
[00:06:57.000 --> 00:07:00.000]  所以我們要學這個功課
[00:07:00.000 --> 00:07:01.000]  我們一面侍奉
[00:07:01.000 --> 00:07:07.000]  一面我們雙眼注定在我們主的指揮上面
[00:07:07.000 --> 00:07:12.000]  按照他的心意來侍奉
[00:07:12.000 --> 00:07:14.000]  如果不是這樣
[00:07:14.000 --> 00:07:18.000]  我們就霸佔、拓延工作
[00:07:18.000 --> 00:07:22.000]  最後得不到主人的欣賞
[00:07:22.000 --> 00:07:30.000]  而且我們是一個不合他心意的僕人
[00:07:30.000 --> 00:07:35.000]  這一點是很重要的
[00:07:35.000 --> 00:07:39.000]  另外一節經文我都要提一提
[00:07:39.000 --> 00:07:47.000]  在侍奉者的心中和侍奉眾很重要的一件事
[00:07:47.000 --> 00:07:56.000]  就是約翰福音十二章二十六節
[00:07:56.000 --> 00:08:00.000]  耶穌這樣說:我在那裡
[00:08:00.000 --> 00:08:05.000]  服侍我的人也要在那裡
[00:08:05.000 --> 00:08:08.000]  這是很明顯的一個道理
[00:08:08.000 --> 00:08:11.000]  如果我們想服侍主
[00:08:11.000 --> 00:08:16.000]  我們必須在主的所在的地方才能夠服侍他
[00:08:16.000 --> 00:08:19.000]  如果他在這裡,我在那裡
[00:08:19.000 --> 00:08:22.000]  我怎麼能夠侍奉在這裡的主人呢?
[00:08:22.000 --> 00:08:24.000]  如果我真的想服侍他
[00:08:24.000 --> 00:08:27.000]  我必須離開我自己的道路
[00:08:27.000 --> 00:08:32.000]  來就此與他同行、與他同在
[00:08:32.000 --> 00:08:36.000]  然後才可以跟從他、侍奉他
[00:08:36.000 --> 00:08:41.000]  這是顯而易見的道理
[00:08:41.000 --> 00:08:44.000]  所以主耶穌說:他所行的路
[00:08:44.000 --> 00:08:50.000]  是好像一顆麻子落在地上死了
[00:08:50.000 --> 00:08:54.000]  然後結出很多子粒來
[00:08:54.000 --> 00:08:59.000]  那顆死了的子粒就是主耶穌自己
[00:08:59.000 --> 00:09:06.000]  也是主用來形容那些跟從主、侍奉主的人
[00:09:06.000 --> 00:09:09.000]  主和我們,侍奉主的人
[00:09:09.000 --> 00:09:13.000]  全部都是像那顆子粒
[00:09:13.000 --> 00:09:15.000]  我們必須向自己死
[00:09:15.000 --> 00:09:17.000]  在這裡寫記
[00:09:17.000 --> 00:09:18.000]  在這裡否定自己
[00:09:18.000 --> 00:09:20.000]  肯定主耶穌
[00:09:20.000 --> 00:09:23.000]  然後我們才可以實實在在的
[00:09:23.000 --> 00:09:26.000]  名副其實的來侍奉他
[00:09:26.000 --> 00:09:30.000]  在他所在的地方跟從他
[00:09:30.000 --> 00:09:32.000]  同時侍奉他
[00:09:32.000 --> 00:09:34.000]  所以主的意思就是說
[00:09:34.000 --> 00:09:38.000]  跟從主是侍奉主的技巧
[00:09:38.000 --> 00:09:44.000]  如果一個人心裡面不想跟從主
[00:09:44.000 --> 00:09:50.000]  事實上他就不能夠侍奉主
[00:09:50.000 --> 00:09:54.000]  不跟從主就不能夠侍奉主
[00:09:54.000 --> 00:09:58.000]  這是很基本的一件事
[00:09:58.000 --> 00:10:00.000]  所以我們的侍奉當中
[00:10:00.000 --> 00:10:03.000]  不只是學習如何工作
[00:10:03.000 --> 00:10:04.000]  如何工作
[00:10:04.000 --> 00:10:07.000]  工作的戰略
[00:10:07.000 --> 00:10:12.000]  或者是工作的策略
[00:10:12.000 --> 00:10:15.000]  工作的智慧、方法等等
[00:10:15.000 --> 00:10:17.000]  我們最基本的學習
[00:10:17.000 --> 00:10:19.000]  跟從主與同行
[00:10:19.000 --> 00:10:24.000]  是其中來學習侍奉他
[00:10:24.000 --> 00:10:28.000]  好,這兩個意思是我的開場白
[00:10:28.000 --> 00:10:31.000]  向大家先定位
[00:10:31.000 --> 00:10:34.000]  我們的注意力定位
[00:10:34.000 --> 00:10:37.000]  我們的思想、思路定位
[00:10:37.000 --> 00:10:41.000]  這個是很重要的
[00:10:41.000 --> 00:10:46.000]  我們本著這樣的目的、目標、焦點
[00:10:46.000 --> 00:10:54.000]  來學習保羅如何來教導提摩提
[00:10:54.000 --> 00:10:56.000]  提摩提比較年輕
[00:10:56.000 --> 00:10:59.000]  可以代表這個時代的
[00:10:59.000 --> 00:11:04.000]  比較年輕的弟兄姊妹
[00:11:04.000 --> 00:11:06.000]  保羅年長
[00:11:06.000 --> 00:11:10.000]  他寫提摩提前後書的時候
[00:11:10.000 --> 00:11:15.000]  已經跟他離開世界的時候
[00:11:15.000 --> 00:11:17.000]  面對宣道
[00:11:17.000 --> 00:11:19.000]  為之寫明
[00:11:19.000 --> 00:11:20.000]  所以在那個時候
[00:11:20.000 --> 00:11:24.000]  他的心情可想而知
[00:11:24.000 --> 00:11:28.000]  他在太后四章六字
[00:11:28.000 --> 00:11:29.000]  他這樣說
[00:11:29.000 --> 00:11:34.000]  他被囂顛的時候倒流
[00:11:34.000 --> 00:11:36.000]  他所說的囂顛
[00:11:36.000 --> 00:11:40.000]  就是他犧牲他的生命
[00:11:40.000 --> 00:11:43.000]  他的生命好像水、好像酒一樣
[00:11:43.000 --> 00:11:47.000]  傾倒在一團石
[00:11:47.000 --> 00:11:50.000]  所以他知道他要面對
[00:11:50.000 --> 00:11:54.000]  他人生路程的末站
[00:11:54.000 --> 00:11:55.000]  在這個時候
[00:11:55.000 --> 00:11:59.000]  他的內心特別注意提摩提
[00:11:59.000 --> 00:12:01.000]  如何可以興起來
[00:12:01.000 --> 00:12:03.000]  合乎自己的生意
[00:12:03.000 --> 00:12:07.000]  來達上這個師奉的道路
[00:12:07.000 --> 00:12:08.000]  合乎自己的生意
[00:12:08.000 --> 00:12:12.000]  來繼續他師奉的成功
[00:12:12.000 --> 00:12:15.000]  而且做得好
[00:12:15.000 --> 00:12:18.000]  我們可以體會保羅
[00:12:18.000 --> 00:12:19.000]  寫這兩封書
[00:12:19.000 --> 00:12:20.000]  心的時候
[00:12:20.000 --> 00:12:22.000]  書信的時候
[00:12:22.000 --> 00:12:24.000]  那個感受
[00:12:24.000 --> 00:12:27.000]  所以我們今晚開始看
[00:12:27.000 --> 00:12:30.000]  這兩篇書
[00:12:30.000 --> 00:12:33.000]  我們都是用這樣的體會
[00:12:33.000 --> 00:12:36.000]  來學習
[00:12:36.000 --> 00:12:38.000]  所以對於這一代
[00:12:38.000 --> 00:12:42.000]  新的一代的師奉者
[00:12:42.000 --> 00:12:44.000]  很重視
[00:12:44.000 --> 00:12:47.000]  你們是接棒人
[00:12:47.000 --> 00:12:52.000]  是先戒孝
[00:12:52.000 --> 00:12:54.000]  這樣來師奉
[00:12:54.000 --> 00:12:56.000]  來工作
[00:12:56.000 --> 00:13:04.000]  所以保羅他真的
