
[00:00:00.000 --> 00:00:06.000]  請大家翻到加勒太書二章二十節
[00:00:06.000 --> 00:00:10.000]  加勒太書二章二十節
[00:00:10.000 --> 00:00:15.000]  這是我自己的金句
[00:00:15.000 --> 00:00:17.000]  My Life Verse
[00:00:17.000 --> 00:00:22.000]  找到以後想請大家一起錄出來
[00:00:22.000 --> 00:00:24.000]  二章二十節
[00:00:24.000 --> 00:00:29.000]  我已經與基督同定十字架
[00:00:29.000 --> 00:00:32.000]  現在活著的不再是我
[00:00:32.000 --> 00:00:35.000]  乃是基督在我裡面活著
[00:00:35.000 --> 00:00:38.000]  並且我如今在入身活著
[00:00:38.000 --> 00:00:41.000]  是因信神的兒子而活
[00:00:41.000 --> 00:00:45.000]  他是愛我 為我捨己
[00:00:45.000 --> 00:00:49.000]  在這節誦經里的"我"字
[00:00:49.000 --> 00:00:52.000]  你有沒有數一數多少次啊
[00:00:52.000 --> 00:00:55.000]  七次
[00:00:55.000 --> 00:00:58.000]  這麼多的"我"
[00:00:58.000 --> 00:01:00.000]  但是感謝神
[00:01:00.000 --> 00:01:02.000]  最後
[00:01:02.000 --> 00:01:04.000]  沒有"我"
[00:01:04.000 --> 00:01:06.000]  不再是我
[00:01:06.000 --> 00:01:07.000]  不再是我
[00:01:07.000 --> 00:01:10.000]  "我"被保定
[00:01:10.000 --> 00:01:14.000]  不再是我 乃是基督
[00:01:14.000 --> 00:01:19.000]  保定自我中心 確定基督中心
[00:01:19.000 --> 00:01:23.000]  這個時候我們就短話了
[00:01:25.000 --> 00:01:29.000]  我們沒有學會這節誦經的信息的時候
[00:01:29.000 --> 00:01:31.000]  我們很難變
[00:01:31.000 --> 00:01:34.000]  很難轉化
[00:01:34.000 --> 00:01:38.000]  老自己一個 老我一個
[00:01:38.000 --> 00:01:41.000]  誰也退不倒
[00:01:41.000 --> 00:01:44.000]  誰也變不了
[00:01:44.000 --> 00:01:46.000]  但是
[00:01:46.000 --> 00:01:49.000]  當這節誦經
[00:01:49.000 --> 00:01:54.000]  成為我們生命的功課的時候
[00:01:55.000 --> 00:01:56.000]  成了
[00:01:56.000 --> 00:01:59.000]  最大的問題
[00:01:59.000 --> 00:02:01.000]  最大的攔阻
[00:02:01.000 --> 00:02:04.000]  就是"我"
[00:02:04.000 --> 00:02:07.000]  不是你 不是他
[00:02:07.000 --> 00:02:11.000]  也不是我們 是我
[00:02:11.000 --> 00:02:15.000]  當我們面對這個事實
[00:02:15.000 --> 00:02:17.000]  承認這個事實
[00:02:17.000 --> 00:02:20.000]  然後寂寞 仰望
[00:02:20.000 --> 00:02:24.000]  看見丁十字架的"主"
[00:02:24.000 --> 00:02:27.000]  我看見了"主"
[00:02:27.000 --> 00:02:29.000]  看見了"他"
[00:02:29.000 --> 00:02:32.000]  把他確定
[00:02:32.000 --> 00:02:34.000]  讓他作為人生的中心
[00:02:34.000 --> 00:02:38.000]  把自己推開
[00:02:38.000 --> 00:02:40.000]  對付他
[00:02:40.000 --> 00:02:45.000]  有個他最厲害的處罰
[00:02:45.000 --> 00:02:48.000]  丁十字架
[00:02:48.000 --> 00:02:50.000]  這樣
[00:02:50.000 --> 00:02:51.000]  這樣
[00:02:51.000 --> 00:02:54.000]  我們立刻開始轉化
[00:02:54.000 --> 00:02:57.000]  新的人生
[00:02:57.000 --> 00:02:59.000]  新的道路
[00:02:59.000 --> 00:03:01.000]  新的前途
[00:03:01.000 --> 00:03:03.000]  新的結果
[00:03:03.000 --> 00:03:05.000]  感謝咱們
[00:03:05.000 --> 00:03:07.000]  這節誦經
[00:03:07.000 --> 00:03:11.000]  是我們每一個追求四方主的人
[00:03:11.000 --> 00:03:14.000]  為之而活的人
[00:03:14.000 --> 00:03:18.000]  所必須很透徹的
[00:03:18.000 --> 00:03:19.000]  很清楚的
[00:03:19.000 --> 00:03:22.000]  瞭解的一節誦經
[00:03:22.000 --> 00:03:23.000]  不再是我
[00:03:23.000 --> 00:03:26.000]  乃是基督
[00:03:26.000 --> 00:03:30.000]  這節誦經的第一句
[00:03:30.000 --> 00:03:35.000]  我已經與基督同丁十字架
[00:03:35.000 --> 00:03:37.000]  在這句話裡面
[00:03:37.000 --> 00:03:41.000]  有兩方面的認同
[00:03:42.000 --> 00:03:45.000]  基督與我認同
[00:03:45.000 --> 00:03:48.000]  我與基督認同
[00:03:48.000 --> 00:03:51.000]  基督向我認同
[00:03:51.000 --> 00:03:54.000]  他站在我的地位上
[00:03:54.000 --> 00:03:57.000]  擔當我的罪
[00:03:57.000 --> 00:04:01.000]  他為我丁十字架
[00:04:01.000 --> 00:04:05.000]  他為我受神的審判
[00:04:05.000 --> 00:04:08.000]  他不得代價
[00:04:08.000 --> 00:04:11.000]  他放下他的地位
[00:04:11.000 --> 00:04:13.000]  取了我的地位
[00:04:13.000 --> 00:04:16.000]  向我認同
[00:04:16.000 --> 00:04:19.000]  站在我的地位上
[00:04:19.000 --> 00:04:24.000]  來負上審判的代價
[00:04:24.000 --> 00:04:27.000]  那麼在我這方面呢
[00:04:27.000 --> 00:04:31.000]  我與他認同
[00:04:31.000 --> 00:04:36.000]  我與基督同丁十字架
[00:04:36.000 --> 00:04:39.000]  他為我丁十字架
[00:04:39.000 --> 00:04:43.000]  我與他同丁十字架
[00:04:43.000 --> 00:04:46.000]  第一種的認同
[00:04:46.000 --> 00:04:49.000]  是主與我認同
[00:04:49.000 --> 00:04:54.000]  可以把它叫做Transplantation
[00:04:54.000 --> 00:04:58.000]  我的罪歸到他的身上
[00:04:58.000 --> 00:05:02.000]  這個罪的審判翻了架
[00:05:02.000 --> 00:05:07.000]  從我的身上翻到他的身上
[00:05:08.000 --> 00:05:09.000]  然後呢
[00:05:09.000 --> 00:05:11.000]  在我這方面
[00:05:11.000 --> 00:05:14.000]  我與基督認同
[00:05:14.000 --> 00:05:18.000]  那就是Transformation
[00:05:18.000 --> 00:05:21.000]  我的人生就改變了
[00:05:21.000 --> 00:05:23.000]  轉化了
[00:05:23.000 --> 00:05:26.000]  不再是我
[00:05:26.000 --> 00:05:28.000]  那是基督
[00:05:28.000 --> 00:05:32.000]  保定自己肯定基督
[00:05:32.000 --> 00:05:36.000]  這樣我的人生開始改變
[00:05:37.000 --> 00:05:40.000]  所以這個交互的關係
[00:05:40.000 --> 00:05:44.000]  雙歸的認同
[00:05:44.000 --> 00:05:47.000]  完成了神的旨意
[00:05:47.000 --> 00:05:50.000]  如果單單主向我認同
[00:05:50.000 --> 00:05:52.000]  單單我的罪
[00:05:52.000 --> 00:05:54.000]  我蒙了救恩
[00:05:54.000 --> 00:05:57.000]  不肯與主認同
[00:05:57.000 --> 00:05:59.000]  不肯與他同死
[00:05:59.000 --> 00:06:01.000]  不肯與他合一
[00:06:01.000 --> 00:06:04.000]  還是一半的救恩
[00:06:05.000 --> 00:06:07.000]  一半的救恩
[00:06:07.000 --> 00:06:10.000]  那不是神的旨意
[00:06:10.000 --> 00:06:14.000]  神從來沒有一半的計劃
[00:06:14.000 --> 00:06:16.000]  一半的旨意
[00:06:16.000 --> 00:06:18.000]  一半的工作
[00:06:18.000 --> 00:06:20.000]  他是完全的神
[00:06:20.000 --> 00:06:22.000]  完整的神
[00:06:22.000 --> 00:06:24.000]  他要做就做得完整
[00:06:24.000 --> 00:06:26.000]  做得徹底
[00:06:26.000 --> 00:06:28.000]  但是
[00:06:28.000 --> 00:06:31.000]  神的全能
[00:06:31.000 --> 00:06:33.000]  在這件事上
[00:06:33.000 --> 00:06:36.000]  受我們的限制
[00:06:36.000 --> 00:06:39.000]  我們不與他合作
[00:06:39.000 --> 00:06:41.000]  不順服
[00:06:41.000 --> 00:06:43.000]  不聽話
[00:06:43.000 --> 00:06:46.000]  神的計劃在你我身上
[00:06:46.000 --> 00:06:48.000]  不能完成
[00:06:48.000 --> 00:06:51.000]  你我自己是大攔阻
[00:06:51.000 --> 00:06:56.000]  我不肯與基督同定死在家
[00:06:56.000 --> 00:06:58.000]  神沒有辦法
[00:06:58.000 --> 00:07:00.000]  全能的神
[00:07:00.000 --> 00:07:04.000]  一點能力也沒有了
[00:07:04.000 --> 00:07:07.000]  他的能力變成了審判的能力
[00:07:07.000 --> 00:07:09.000]  定罪的能力
[00:07:09.000 --> 00:07:11.000]  那是何等可怕
[00:07:11.000 --> 00:07:14.000]  我們是何等可憐
[00:07:14.000 --> 00:07:18.000]  那是最大最大的悲劇
[00:07:18.000 --> 00:07:21.000]  面對無限的恩憐慈愛
[00:07:21.000 --> 00:07:23.000]  我們將他推出去
[00:07:23.000 --> 00:07:24.000]  拒絕了
[00:07:24.000 --> 00:07:26.000]  否定了
[00:07:26.000 --> 00:07:28.000]  出於我們的無知
[00:07:28.000 --> 00:07:30.000]  我們的愚蠢
[00:07:30.000 --> 00:07:33.000]  但感謝神恩待我們
[00:07:33.000 --> 00:07:35.000]  顧念我們
[00:07:35.000 --> 00:07:38.000]  常常的在那裡叮囑
[00:07:38.000 --> 00:07:39.000]  叮囑
[00:07:39.000 --> 00:07:41.000]  讓我們記得
[00:07:41.000 --> 00:07:43.000]  記得繼續地記得
[00:07:43.000 --> 00:07:45.000]  這一節金句
[00:07:45.000 --> 00:07:48.000]  我已經與基督同定死在家
[00:07:48.000 --> 00:07:52.000]  現在活著的不再是我
[00:07:52.000 --> 00:07:55.000]  那時基督在我裡面活著
[00:07:55.000 --> 00:07:58.000]  我如今在入聖活著
[00:07:58.000 --> 00:08:01.000]  是因信神的兒子而活
[00:08:01.000 --> 00:08:03.000]  他是愛我
[00:08:03.000 --> 00:08:05.000]  為我捨己
[00:08:05.000 --> 00:08:08.000]  每一個字都是珍珠
[00:08:08.000 --> 00:08:11.000]  少一個字都不行
[00:08:11.000 --> 00:08:14.000]  每句話帶著寶貴的
[00:08:14.000 --> 00:08:17.000]  很深刻的意義
[00:08:17.000 --> 00:08:19.000]  很實際的意義
[00:08:19.000 --> 00:08:23.000]  都是我們的靈城的重點
