
[00:00:00.000 --> 00:00:03.000]  其實我這次回來講這個公開講座
[00:00:03.000 --> 00:00:04.000]  如果你留意的話
[00:00:04.000 --> 00:00:08.000]  是跟我以前是有點不同的
[00:00:08.000 --> 00:00:10.000]  第一
[00:00:10.000 --> 00:00:12.000]  以前我公開講座
[00:00:12.000 --> 00:00:14.000]  多數剛才許牧師都說得對
[00:00:14.000 --> 00:00:20.000]  是非常理性和系統神學方式的研讀
[00:00:20.000 --> 00:00:22.000]  這次講這個傳道書
[00:00:22.000 --> 00:00:25.000]  對我來說是一個新的嘗試
[00:00:25.000 --> 00:00:27.000]  這個新的嘗試就是
[00:00:27.000 --> 00:00:29.000]  如果你記得的話
[00:00:29.000 --> 00:00:30.000]  我自己當然記得
[00:00:30.000 --> 00:00:34.000]  公開講座我沒有試過講一卷聖經
[00:00:34.000 --> 00:00:36.000]  不是我不重視聖經
[00:00:36.000 --> 00:00:39.000]  我在很多場合很多崇拜都有講聖經
[00:00:39.000 --> 00:00:41.000]  但我只是覺得
[00:00:41.000 --> 00:00:43.000]  我總應該給自己一個挑戰
[00:00:43.000 --> 00:00:45.000]  一個突破
[00:00:45.000 --> 00:00:47.000]  我應該透過聖經的真理
[00:00:47.000 --> 00:00:50.000]  我可以來講出我心裏
[00:00:50.000 --> 00:00:52.000]  或者我自己所研究的一些
[00:00:52.000 --> 00:00:53.000]  自己個人的體會
[00:00:53.000 --> 00:00:55.000]  這是第一個不同
[00:00:55.000 --> 00:00:56.000]  第二
[00:00:56.000 --> 00:00:57.000]  你有沒有留意
[00:00:57.000 --> 00:01:01.000]  我講座很少有福音性的成份
[00:01:01.000 --> 00:01:03.000]  又不是等於我不重視福音
[00:01:03.000 --> 00:01:05.000]  而是只是覺得
[00:01:05.000 --> 00:01:07.000]  很多時候我特別集中在
[00:01:07.000 --> 00:01:09.000]  信徒的那種靈性
[00:01:09.000 --> 00:01:12.000]  或者是神學的培訓方面
[00:01:12.000 --> 00:01:14.000]  這次也是我的一個突破
[00:01:14.000 --> 00:01:15.000]  你要留意我說的裏面
[00:01:15.000 --> 00:01:17.000]  其實有多強的福音性
[00:01:17.000 --> 00:01:19.000]  不是我想將這個變成一個報道會
[00:01:19.000 --> 00:01:21.000]  不是說你信了耶穌
[00:01:21.000 --> 00:01:22.000]  那你就不用聽
[00:01:22.000 --> 00:01:24.000]  我希望講一些福音
[00:01:24.000 --> 00:01:25.000]  和在聖經裏面的信仰
[00:01:25.000 --> 00:01:27.000]  無論你是否有信仰
[00:01:27.000 --> 00:01:29.000]  無論你未有信仰
[00:01:29.000 --> 00:01:30.000]  也不要緊
[00:01:30.000 --> 00:01:33.000]  我希望在你自己的
[00:01:33.000 --> 00:01:36.000]  個人的反省裏面
[00:01:36.000 --> 00:01:38.000]  能夠直根永恆
[00:01:38.000 --> 00:01:42.000]  這是第二個不同的突破
[00:01:42.000 --> 00:01:44.000]  第三樣
[00:01:44.000 --> 00:01:49.000]  是有一點點不同的地方
[00:01:49.000 --> 00:01:52.000]  就是因為我不是講一些
[00:01:52.000 --> 00:01:54.000]  信理性和系統
[00:01:54.000 --> 00:01:56.000]  我也稍微交代一下
[00:01:56.000 --> 00:01:58.000]  聖經裏面某一本書
[00:01:58.000 --> 00:02:01.000]  如果我們要忠於這本聖經的話
[00:02:01.000 --> 00:02:04.000]  我們就要能夠講聖經所講的東西
[00:02:04.000 --> 00:02:06.000]  大家都明白
[00:02:06.000 --> 00:02:10.000]  所以聖經傳道書雖然是很精彩
[00:02:10.000 --> 00:02:13.000]  是牽涉了四個我認為
[00:02:13.000 --> 00:02:16.000]  人生裏面很重要的荒謬
[00:02:16.000 --> 00:02:20.000]  然後帶我們怎樣從永恆的生命和國度
[00:02:20.000 --> 00:02:22.000]  去有一個新的體會
[00:02:22.000 --> 00:02:23.000]  雖然是這樣
[00:02:23.000 --> 00:02:25.000]  但是我們不能將傳道書
[00:02:25.000 --> 00:02:28.000]  當成一個面對人生荒謬的
[00:02:28.000 --> 00:02:31.000]  系統性的答案
[00:02:31.000 --> 00:02:33.000]  所以有些答案應該講
[00:02:33.000 --> 00:02:35.000]  但傳道書沒有的
[00:02:35.000 --> 00:02:36.000]  我就沒有講
[00:02:36.000 --> 00:02:37.000]  你明白我的意思嗎
[00:02:37.000 --> 00:02:40.000]  所以難怪有很多題目問我的時候
[00:02:40.000 --> 00:02:43.000]  傳道書沒有講我就不回答你
[00:02:43.000 --> 00:02:45.000]  因為我不是講系統神學
[00:02:45.000 --> 00:02:48.000]  譬如昨天收到一大疊的問題
[00:02:48.000 --> 00:02:50.000]  其中很多條都是講到
[00:02:50.000 --> 00:02:52.000]  神如果預定了的時候
[00:02:52.000 --> 00:02:54.000]  我們還需要努力嗎
[00:02:54.000 --> 00:02:55.000]  之類的
[00:02:55.000 --> 00:02:58.000]  你就不要在這個講座期望我講
[00:02:58.000 --> 00:03:00.000]  你去聽人神之際
[00:03:00.000 --> 00:03:02.000]  你就會有得聽
[00:03:02.000 --> 00:03:04.000]  那裡講那裡講
[00:03:04.000 --> 00:03:05.000]  我這裡就不講
[00:03:05.000 --> 00:03:06.000]  因為傳道書沒有答
[00:03:06.000 --> 00:03:08.000]  傳道書要問的問題
[00:03:08.000 --> 00:03:10.000]  要答的問題是什麼呢
[00:03:10.000 --> 00:03:12.000]  傳道書要問的問題就是說
[00:03:12.000 --> 00:03:15.000]  如果人生有這麼多東西是不可以改
[00:03:15.000 --> 00:03:17.000]  它不是一定說每樣東西都不可以改
[00:03:17.000 --> 00:03:21.000]  人生有很多我們不喜歡的東西都會發生
[00:03:21.000 --> 00:03:23.000]  我們喜歡的東西又會消逝的話
[00:03:23.000 --> 00:03:28.000]  既然人生是禁不住我們個人生命裡的理想的話
[00:03:28.000 --> 00:03:32.000]  究竟我們怎樣去面對這個這麼荒謬的人生
[00:03:32.000 --> 00:03:34.000]  然後傳道書告訴我們
[00:03:34.000 --> 00:03:36.000]  我們應該怎樣去面對
[00:03:36.000 --> 00:03:43.000]  重點是聖經說如何how to而不是why
[00:03:43.000 --> 00:03:45.000]  如果你問why為什麼
[00:03:45.000 --> 00:03:47.000]  傳道書沒有給一個問題
[00:03:47.000 --> 00:03:49.000]  沒有給我們這個理性的答案
[00:03:49.000 --> 00:03:51.000]  所以很抱歉
[00:03:51.000 --> 00:03:56.000]  我也不在今晚回答這些系統神學的問題
[00:03:56.000 --> 00:04:00.000]  當然有些很多弟兄姊妹或者朋友
[00:04:00.000 --> 00:04:02.000]  他們提出來的問題都不是系統性的
[00:04:02.000 --> 00:04:03.000]  或者不是
[00:04:03.000 --> 00:04:07.000]  傳道書裡面都可以提過可以講到的
[00:04:07.000 --> 00:04:08.000]  我答一兩條
[00:04:08.000 --> 00:04:11.000]  因為我不想一開始答答答完問題
[00:04:11.000 --> 00:04:12.000]  就不用講
[00:04:12.000 --> 00:04:13.000]  然後第三第四講
[00:04:13.000 --> 00:04:15.000]  拖到時間遲了
[00:04:15.000 --> 00:04:19.000]  不過我也想作為回應上一次
[00:04:19.000 --> 00:04:21.000]  我們剛剛講完
[00:04:21.000 --> 00:04:22.000]  還新鮮熱辣
[00:04:22.000 --> 00:04:25.000]  無謂讓第三第四講所發出來的新問題
[00:04:25.000 --> 00:04:27.000]  影響你之前
[00:04:27.000 --> 00:04:29.000]  我回答一兩條
[00:04:29.000 --> 00:04:31.000]  我為什麼這樣選擇
[00:04:31.000 --> 00:04:32.000]  你不要問我
[00:04:32.000 --> 00:04:34.000]  有很多原因
[00:04:34.000 --> 00:04:36.000]  有些問題你問了
[00:04:36.000 --> 00:04:38.000]  我沒有在這裡回答
[00:04:38.000 --> 00:04:39.000]  就很抱歉
[00:04:39.000 --> 00:04:41.000]  因為一個基本的限制
[00:04:41.000 --> 00:04:43.000]  時間是不夠的
[00:04:44.000 --> 00:04:47.000]  昨天有一條
[00:04:47.000 --> 00:04:49.000]  黃家駒死掉那條
[00:04:49.000 --> 00:04:51.000]  等我講到第四講
[00:04:51.000 --> 00:04:53.000]  我才稍微回答
