
[00:00:00.000 --> 00:00:05.520]  作少少的引言,都是《出埃及記》第一、第二章的引言
[00:00:05.520 --> 00:00:16.280]  約瑟帶領著他的七十個家人在埃及地居住了一段長時間
[00:00:16.280 --> 00:00:22.040]  不經不覺過了四百年,以色列就再不是七十個人了
[00:00:22.040 --> 00:00:26.040]  根據我們知道,《出埃及記》男的都有六十萬
[00:00:26.040 --> 00:00:36.040]  加上女的肯定有過百萬,是一個國家,一個很大的民族
[00:00:36.040 --> 00:00:43.240]  這個民族雖然很大,但他們卻面對著新發老王的壓迫
[00:00:43.240 --> 00:00:49.040]  因為新發老王不認識神,也不認識耶和華的子民
[00:00:49.040 --> 00:00:57.040]  在壓迫當中,在這個過程中,他下了一個召命令
[00:00:57.040 --> 00:01:04.040]  因為怕以色列太強大,所以要將所有男嬰殺了
[00:01:04.040 --> 00:01:12.040]  這個命令導致以色列子民落在一個困境當中
[00:01:12.040 --> 00:01:16.040]  在第二章,我們知道有一個李美人的家庭
[00:01:16.040 --> 00:01:20.040]  這個家庭生了一個嬰兒,本來應該很開心的
[00:01:20.040 --> 00:01:25.040]  但她是一個男嬰,收藏了這個男嬰三個月
[00:01:25.040 --> 00:01:32.040]  三個月之後收不到,所以媽媽就做了一個蒲草箱
[00:01:32.040 --> 00:01:37.040]  將嬰兒放在河流當中,隨著河水的漂流
[00:01:37.040 --> 00:01:46.040]  去到發老的女公主的庚前,這個公主一看就知道是希伯來的男嬰
[00:01:46.040 --> 00:01:51.040]  應該要被殺的,但她動了慈心,可憐他
[00:01:51.040 --> 00:01:56.040]  所以就將嬰兒送給一個,或是交給一個
[00:01:56.040 --> 00:02:01.040]  原來是她的親生母親,去照顧她長大
[00:02:01.040 --> 00:02:10.040]  很多時候,小朋友就回到發老的王宮當中受不同的教學
[00:02:10.040 --> 00:02:15.040]  這個男孩的成長原來叫摩西
[00:02:15.040 --> 00:02:20.040]  因為發老的女兒將他從水中拉出來
[00:02:20.040 --> 00:02:24.040]  摩西的名字是從水中拉出來
[00:02:24.040 --> 00:02:30.040]  很危險的,面對困境的,但卻是被拯救
[00:02:30.040 --> 00:02:35.040]  這也是出埃及的主線,被拯救
[00:02:35.040 --> 00:02:38.040]  到經文的第二章尾,你會看到
[00:02:38.040 --> 00:02:43.040]  以色列人會說到,他們在一個困境當中
[00:02:43.040 --> 00:02:51.040]  在困境當中的時候,原來摩西已經不在埃及地,去了別的地方
[00:02:51.040 --> 00:02:58.040]  去了哪裡呢?原來根據史坦尊第七章,描述出埃及第二章的故事
[00:02:58.040 --> 00:03:02.040]  摩西有一天,他成長的時候,四十歲
[00:03:02.040 --> 00:03:09.040]  年輕力壯的時候,見到一個埃及人欺負他的族裔希伯來人
[00:03:09.040 --> 00:03:12.040]  所以他打死了這個埃及人
[00:03:12.040 --> 00:03:18.040]  摩西以為自己人知道,是神差派他來拯救以色列子民
[00:03:18.040 --> 00:03:20.040]  但是以色列子民不知道
[00:03:20.040 --> 00:03:26.040]  所以這件事被發老知道之後,發老就追殺摩西
[00:03:26.040 --> 00:03:34.040]  逃到米甸這個地方,住了四十年,到八十歲為止
[00:03:34.040 --> 00:03:38.040]  所以在第二章尾,講述一個故事
[00:03:38.040 --> 00:03:45.040]  已經沒有摩西的存在,但以色列子民仍然在困苦流離當中
[00:03:45.040 --> 00:03:52.040]  作者用了四個動詞來形容耶和華神,是一個怎樣的神
[00:03:52.040 --> 00:04:00.040]  他說這個神是聽見、紀念、看顧和知道
[00:04:00.040 --> 00:04:05.040]  耶和華神從來沒有忘記他與阿伯拉罕所立的約
[00:04:05.040 --> 00:04:09.040]  我們知道阿伯拉罕的約有三個重要元素
[00:04:09.040 --> 00:04:19.040]  第一,有地,第二,人多,第三,要透過這個民族使萬國得福
[00:04:19.040 --> 00:04:24.040]  人就有,因為第一章出現了,人有,但地就沒有
[00:04:24.040 --> 00:04:32.040]  所以要去迦南才有美地,但更加還沒有使萬國得福
[00:04:32.040 --> 00:04:38.040]  所以在困苦當中,耶和華神說,我從來沒有忘記阿伯拉罕之約
[00:04:38.040 --> 00:04:45.040]  並且他特意拯救以色列子民離開圍爐之地
[00:04:45.040 --> 00:04:51.040]  透過誰呢?就是遠方的魔勢
[00:04:51.040 --> 00:04:59.040]  所以今天的經文是說神如何呼召魔勢和呼召裡面的內容
[00:04:59.040 --> 00:05:02.040]  這是第三章的經文
[00:05:02.040 --> 00:05:09.040]  三章一開始的時候,有一個天使的使者或神自己
[00:05:09.040 --> 00:05:16.040]  藉著一個很特別的異象,一個火,驚激的火
[00:05:16.040 --> 00:05:22.040]  但這個驚激是燒不盡的,來呼召魔勢
[00:05:22.040 --> 00:05:30.040]  說到這裡就停一停,我們每個月一次都有聖餐,今天也有
[00:05:30.040 --> 00:05:39.040]  如果你留意我身上所戴的牧師帶,就正是出埃及的第三章
[00:05:39.040 --> 00:05:43.040]  我脫下來給大家看看
[00:05:43.040 --> 00:05:51.040]  牧師帶有兩樣,一個是左邊的四重福音,當然是宣道會,我們知道的
[00:05:51.040 --> 00:05:56.040]  第二個就是右邊,驚激的火
[00:05:56.040 --> 00:06:02.040]  就是神如何呼召魔勢進入他的侍奉
[00:06:02.040 --> 00:06:07.040]  同樣宣道會很明白我們作為牧師的領受聖職的時候
[00:06:07.040 --> 00:06:15.040]  不是因為我們有什麼恩賜財綱能力,而是神呼召我們進入聖職當中
[00:06:15.040 --> 00:06:18.040]  所以每一次的按摩典禮,我也參加了好幾次
[00:06:18.040 --> 00:06:23.040]  也是把牧師帶掛在牧師的頸上
[00:06:23.040 --> 00:06:32.040]  不單是代表著我們蒙神去呼召,更加是與主同符一額
[00:06:32.040 --> 00:06:40.040]  與主同功,不是我們有什麼能力,而是神呼召我們,讓我們去作成神的功
[00:06:40.040 --> 00:06:50.040]  這是神自己很特別的呼召
[00:06:50.040 --> 00:06:59.040]  不過在這個呼召當中,燒不盡的火吸引著魔勢去見,去看看牧師是什麼場景
[00:06:59.040 --> 00:07:04.040]  很特別,不過這個呼召卻是在發生什麼時候呢?
[00:07:04.040 --> 00:07:10.040]  一日領羊群往野外去
[00:07:10.040 --> 00:07:14.040]  大家要知道魔勢在米甸已經40年了
[00:07:14.040 --> 00:07:19.040]  一日復一日,每個月都復一個月,一年復一年,40年了
[00:07:19.040 --> 00:07:24.040]  其實這一天神呼召魔勢是怎樣的呢?
[00:07:24.040 --> 00:07:30.040]  就是在牧師很平凡的日子
[00:07:30.040 --> 00:07:37.040]  根本沒有什麼特別的日子,每天都放羊,每天都牧羊
[00:07:37.040 --> 00:07:44.040]  神呼召我們不是因為我們經常見到異象,可以是
[00:07:44.040 --> 00:07:52.040]  神在我們日常生活當中呼召著我們
[00:07:52.040 --> 00:08:00.040]  保羅說自己是奉神旨意,夢照做耶穌基督的使徒
[00:08:00.040 --> 00:08:04.040]  保羅在大馬色號上遇見耶穌基督
[00:08:04.040 --> 00:08:12.040]  神呼召他進入向外邦人傳福音的使徒
[00:08:12.040 --> 00:08:20.040]  所以他在《光陰多情書》說是奉神旨意,夢照做基督使徒的保羅
[00:08:20.040 --> 00:08:26.040]  不過這節經文可以引用在我們身上,我們可以做一些填充題
[00:08:26.040 --> 00:08:33.040]  我們說我們是奉神旨意,夢照做家庭主婦的Mary
[00:08:33.040 --> 00:08:41.040]  為什麼不可以?我們是夢照做學生的Peter
[00:08:41.040 --> 00:08:47.040]  我們是夢照做在公司裡IT staff的John
[00:08:47.040 --> 00:08:57.040]  其實我們每一個人都是夢照,神選擇我們,呼召我們進入我們的場景
[00:08:57.040 --> 00:09:03.040]  而這個場景是每天都會發生的,是很平凡的
[00:09:03.040 --> 00:09:08.040]  但我們不太為意,不過我們已經不同了
[00:09:08.040 --> 00:09:16.040]  我們再不是像未信耶穌的光景,像打工賺錢,做家務
[00:09:16.040 --> 00:09:20.040]  其實我們是聖徒,你明白嗎?
[00:09:20.040 --> 00:09:26.040]  神呼召我們是分別出來的,有聖跡的
[00:09:26.040 --> 00:09:34.040]  帶著神的能力,智慧去處理我們手上平凡的事務
[00:09:34.040 --> 00:09:38.040]  好像很平凡,不過因為我們的身份不同了
[00:09:38.040 --> 00:09:45.040]  我們是奉神旨意,夢照做現在神要我們做的事
[00:09:45.040 --> 00:09:52.040]  人生是很不同的,走著很不同的方向
[00:09:52.040 --> 00:10:02.040]  在經文裡說,在燒不盡的荊棘火中,聖潔的神向摩西顯現
[00:10:02.040 --> 00:10:10.040]  如何顯現呢?透過他的話語,透過他的話語向摩西顯現
[00:10:10.040 --> 00:10:16.040]  他說摩西,摩西,很特別,在荊棘的火中出現了他的名字
[00:10:16.040 --> 00:10:20.040]  摩西聽到,摩西聽到自己的名字
[00:10:20.040 --> 00:10:23.040]  其實在聖經當中是多處都說到的
[00:10:23.040 --> 00:10:29.040]  當耶和華神向人呼召的時候,都是說他的名字
[00:10:29.040 --> 00:10:35.040]  創世紀22章,阿伯拉罕,阿伯拉罕
[00:10:35.040 --> 00:10:41.040]  撒姆爾紀第三章,撒姆爾,撒姆爾
[00:10:41.040 --> 00:10:46.040]  玉皇紀上第十九章,伊利亞,伊利亞
[00:10:46.040 --> 00:10:51.040]  當然在大馬適路上,史唐尊第九章,蘇羅,蘇羅
[00:10:51.040 --> 00:11:00.040]  每一次神用他的話語來呼召我們,去明白上主的心意
[00:11:00.040 --> 00:11:05.040]  摩西聽到耶和華的聲音,他苦服境敗
[00:11:05.040 --> 00:11:09.040]  今天不知道大家有沒有用以道自見的apps
[00:11:09.040 --> 00:11:12.040]  有沒有用的?有些有的
[00:11:12.040 --> 00:11:20.040]  見到神學院出了一個以道自見的靈修apps,應用程式
[00:11:20.040 --> 00:11:26.040]  這個應用程式裡面,今天說到神的啟示
[00:11:26.040 --> 00:11:30.040]  不知道大家有沒有留意,神有兩個啟示向我們
[00:11:30.040 --> 00:11:35.040]  一個是普通的,或普遍的啟示
[00:11:35.040 --> 00:11:40.040]  這個普遍啟示就是,譬如說,諸天述說神的榮耀
[00:11:40.040 --> 00:11:42.040]  窮滄全陽他的手段
[00:11:42.040 --> 00:11:46.040]  又或者按著保羅所說,自從造天地以來
[00:11:46.040 --> 00:11:49.040]  神的永能和神性都是明明可見的
[00:11:49.040 --> 00:11:54.040]  雖是眼不能見,但藉著所造之物,可以曉得叫無可推諉
[00:11:54.040 --> 00:11:58.040]  見到繁星,日月星辰,見到大自然
[00:11:58.040 --> 00:12:01.040]  見到一些很美麗的風景的時候
[00:12:01.040 --> 00:12:04.040]  你就會知道有一個神在創造中
[00:12:04.040 --> 00:12:06.040]  這個就是普遍的啟示
[00:12:06.040 --> 00:12:10.040]  每個人都能見到
[00:12:10.040 --> 00:12:16.040]  不過神的啟示有另外一個特殊的,或者特別的啟示
[00:12:16.040 --> 00:12:23.040]  是透過耶穌基督祂自己向世人啟示
[00:12:23.040 --> 00:12:25.040]  這個神是一個怎樣的神
[00:12:25.040 --> 00:12:28.040]  道成了肉身,住在我們中間
[00:12:28.040 --> 00:12:30.040]  充充滿滿的有恩典和真理
[00:12:30.040 --> 00:12:34.040]  我們也見過,他的榮光就是附獨生子的榮光
[00:12:34.040 --> 00:12:39.040]  我們知道道,道成肉身,道就是耶穌基督
[00:12:39.040 --> 00:12:43.040]  但道這個字也是話語,大家都知道
[00:12:43.040 --> 00:12:48.040]  耶穌基督說我有永生之道,我有永恆的話語
[00:12:48.040 --> 00:12:53.040]  你要聽我的話,明白從我身上,從耶穌基督身上
[00:12:53.040 --> 00:12:56.040]  你知道我的一言一行,我所說的話
[00:12:56.040 --> 00:12:59.040]  你就能夠領受主的心意
[00:12:59.040 --> 00:13:04.040]  你明白你應當怎樣行事為人,與蒙召的恩相稱
[00:13:04.040 --> 00:13:09.040]  上個星期有新命日期的第一堂
[00:13:09.040 --> 00:13:14.040]  我們現在逢這個暑假,今天下午也有
[00:13:14.040 --> 00:13:16.040]  差不多八個星期日的下午
[00:13:16.040 --> 00:13:21.040]  有十位兄弟的青少年跟我們一起上堂
[00:13:21.040 --> 00:13:26.040]  新命日期的第一堂,他也說到神的啟示
[00:13:26.040 --> 00:13:30.040]  那個講員,我記得是貞貞姑娘
[00:13:30.040 --> 00:13:33.040]  跟我在區議會合作了多年
[00:13:33.040 --> 00:13:40.040]  她用了一個例子,當然她用了已故的皇后
[00:13:40.040 --> 00:13:47.040]  不如我又轉一轉,不過也是相同的意思
[00:13:47.040 --> 00:13:53.040]  今天有阿輝一家人在,湯山湯太的一家人
[00:13:53.040 --> 00:13:56.040]  從美國回來探親
[00:13:56.040 --> 00:14:02.040]  如果我們說想見美國總統拜登
[00:14:02.040 --> 00:14:06.040]  我們怎樣可以見到拜登呢?
[00:14:06.040 --> 00:14:10.040]  打電話給他,喂喂,是否白金漢宮?
[00:14:10.040 --> 00:14:12.040]  不是白金漢宮,是白宮
[00:14:12.040 --> 00:14:14.040]  我想見阿Joe,可以嗎?
[00:14:14.040 --> 00:14:19.040]  又或者在白金漢宮的圍欄外面舉著大字報
[00:14:19.040 --> 00:14:22.040]  喂喂,我想見你,可以嗎?
[00:14:22.040 --> 00:14:24.040]  或者寫一封信
[00:14:24.040 --> 00:14:28.040]  Joe,我很仰慕你,我想見你,可以嗎?
[00:14:29.040 --> 00:14:33.040]  貞貞姑娘說其實一切都沒用
[00:14:33.040 --> 00:14:37.040]  一切都沒用,因為我,我是誰?
[00:14:37.040 --> 00:14:40.040]  他怎樣可以見你?Joe Biden怎樣可以見你?
[00:14:40.040 --> 00:14:45.040]  除非他親自去見你
[00:14:45.040 --> 00:14:49.040]  他親自見你,你才有機會見到
[00:14:49.040 --> 00:14:54.040]  親身面對面,不是透過電視機,不是透過手機
[00:14:54.040 --> 00:14:58.040]  親身面對面,唯有他親自去見你
[00:14:58.040 --> 00:15:01.040]  你才有機會見到拜登總統
