
[00:00:00.000 --> 00:00:03.780]  各位族內的弟兄姊妹,你們好。
[00:00:03.780 --> 00:00:11.280]  我們繼續地要從《聖經》裏面領受關於侍奉的比喻。
[00:00:11.280 --> 00:00:18.580]  我們今天按照時間許可地從《聖經》裏來看幾個關於侍奉的比喻,
[00:00:18.580 --> 00:00:28.680]  從其中來學習我們如何地侍奉蒙主悅納,完成主對我們的託付。
[00:00:28.680 --> 00:00:38.180]  侍奉族的比喻當中有一個很有意思,就是侍奉如同賽跑。
[00:00:38.180 --> 00:00:45.180]  正如《師徒保羅》在《格林多前書》九章二十四節所說的,
[00:00:45.180 --> 00:00:51.680]  "豈不知在場上賽跑的都跑,但得獎賞的只有一人,
[00:00:51.680 --> 00:00:57.680]  你們也當這樣跑,好叫你們得得獎賞。"
[00:00:57.680 --> 00:01:01.680]  這裏說的重點就是得獎賞。
[00:01:01.680 --> 00:01:06.680]  我們侍奉族要侍奉得好,不是及格主義,
[00:01:06.680 --> 00:01:10.180]  不應該以六十分爲滿足。
[00:01:10.180 --> 00:01:19.680]  我們應該追求有很高的成績,滿足主的心,有美好的果孝。
[00:01:19.680 --> 00:01:26.180]  有一次我跟一個朋友談話,他在省學院裏讀書,讀得很好,
[00:01:26.180 --> 00:01:32.180]  但是他在進入省學院之前,在普通學校讀書的時候,
[00:01:32.180 --> 00:01:39.680]  考試都是低分的,是在六十分到七十分之間的。
[00:01:39.680 --> 00:01:48.180]  但是後來他奉獻自己給主了,他的心態改變得很大。
[00:01:48.180 --> 00:01:53.680]  現在他在省學院讀書,分數很好。
[00:01:53.680 --> 00:02:00.180]  這是奉獻的果孝,他的奉獻不是馬馬虎虎的奉獻,
[00:02:00.180 --> 00:02:06.180]  他是把自己完全奉獻,把最好的奉獻給神,
[00:02:06.180 --> 00:02:10.180]  神配得我們最好的一切。
[00:02:10.180 --> 00:02:14.680]  奉獻以前馬馬虎虎無所謂,奉獻以後,
[00:02:14.680 --> 00:02:23.180]  凡是爲主來寄教,要做得最好,不能再馬虎,不能再無所謂。
[00:02:23.180 --> 00:02:29.180]  要把主的工作做得最好,成功最大。
[00:02:29.180 --> 00:02:38.180]  這是爲主求成功,不是爲自己的榮耀,是爲主的榮耀。
[00:02:38.180 --> 00:02:46.180]  有的人在奉獻以前,在世上做事,有一個大志,
[00:02:46.180 --> 00:02:54.180]  要出人頭地,但是奉獻以後,卻是隨隨便便的,
[00:02:54.180 --> 00:03:00.180]  怎麼樣都好,這是謙卑,這是一個錯誤的謙卑。
[00:03:00.180 --> 00:03:07.180]  我們應該爲了主求最好,把我們最好的獻給主,
[00:03:07.180 --> 00:03:13.180]  不是把次好的,不好的獻給主,主配得我們最好的。
[00:03:13.180 --> 00:03:21.180]  所以我們奉獻以前,侍奉以前有大志,侍奉以後應該有更大的心志。
[00:03:21.180 --> 00:03:28.180]  如果奉獻以前沒有高的心志,奉獻以後就有一個新的追求,
[00:03:28.180 --> 00:03:36.180]  把最好的獻給主,主配得我們最好的最好的一切的一切。
[00:03:38.180 --> 00:03:48.180]  另外一個侍奉的比喻,就是保羅在格林多前書9章25-27節所說的,
[00:03:48.180 --> 00:03:52.180]  與剛纔所說的賽跑的比喻有一點相似。
[00:03:52.180 --> 00:03:59.180]  保羅說:凡較力爭勝的,諸事都有節制。
[00:03:59.180 --> 00:04:05.180]  他們不過是要得能壞的冠冕,我們卻是要得不能壞的冠冕。
[00:04:05.180 --> 00:04:11.180]  所以我奔跑不像無定向的,我鬥拳不像打空氣的,
[00:04:11.180 --> 00:04:21.180]  我是功課即身,教生扶我,恐怕我喘不應給別人,自己犯被欺訣了。
[00:04:21.180 --> 00:04:31.180]  侍奉就好像較力,這是一個常常見的場面。
[00:04:31.180 --> 00:04:36.180]  那麼這樣的較力爭勝有什麼得勝的條件呢?
[00:04:36.180 --> 00:04:44.180]  第一個條件,保羅在這裏說得很清楚,凡事要有節制。
[00:04:44.180 --> 00:04:53.180]  節制是每一個運動員在出賽以前生活裏面必須有的規律的狀態。
[00:04:53.180 --> 00:05:01.180]  教練限制他們的自由,這個限制的目的是爲了他們出賽的時候,
[00:05:01.180 --> 00:05:10.180]  他的體力精神都是在最巔峯的狀態,這樣纔可以得勝的獎。
[00:05:10.180 --> 00:05:21.180]  這是參加比賽的唯一目的,一切都是爲了配合這個主要的目的而進行的。
[00:05:21.180 --> 00:05:25.180]  我們侍奉主也是一樣。
[00:05:25.180 --> 00:05:33.180]  在這裏二十七節說,被欺訣,怕被欺訣。
[00:05:33.180 --> 00:05:40.180]  這個聖經的新一本就把它翻譯作落懸,我覺得很好。
[00:05:40.180 --> 00:05:46.180]  落懸了,懸不中了,失敗了,名落孫山了。
[00:05:46.180 --> 00:05:53.180]  船不應給別人,自己犯而落懸了,也就是個悲劇。
[00:05:53.180 --> 00:05:59.180]  我們不能得到優勝的獎賞,這是很可喜的事。
[00:05:59.180 --> 00:06:04.180]  我們自己失望,別人失望,神更失望。
[00:06:04.180 --> 00:06:13.180]  爲了要得勝,我們的精神、體力、時間、健康一切的一切都要安排好,
[00:06:13.180 --> 00:06:17.180]  保持一個最佳的狀態。
[00:06:17.180 --> 00:06:26.180]  很多人用疲倦的身體和疲倦的精神來侍奉主,他們怎麼能夠侍奉得好呢?
[00:06:26.180 --> 00:06:35.180]  有的朱瑞學老師在禮拜六把所有的精神和力量都用在他所喜歡做的別的事情上,
[00:06:35.180 --> 00:06:39.180]  沒有準備朱瑞學要教的功課。
[00:06:39.180 --> 00:06:44.180]  到了禮拜天,他怎麼能夠把朱瑞學教得好呢?
[00:06:44.180 --> 00:06:47.180]  傳道人也是一樣。
[00:06:47.180 --> 00:06:52.180]  這樣的侍奉,不是有節制的侍奉,
[00:06:52.180 --> 00:06:58.180]  我們要養精蓄銳,集中力量來侍奉,
[00:06:58.180 --> 00:07:06.180]  正如迎敵作戰一樣,不然我們就可能打敗仗。
[00:07:06.180 --> 00:07:11.180]  那麼第二個條件,就是要有戰略。
[00:07:11.180 --> 00:07:14.180]  格林多前書記九章告訴我們,
[00:07:14.180 --> 00:07:21.180]  所以我奔跑不像無定向的,我鬥拳不像打空氣的。
[00:07:21.180 --> 00:07:25.180]  這裏說的打空氣給我們一個重要的啓發,
[00:07:25.180 --> 00:07:29.180]  打空氣是在不重要的地方打來打去,
[00:07:29.180 --> 00:07:35.180]  保羅的意思就是說,應該等待機會打在重要的地方,
[00:07:35.180 --> 00:07:39.180]  這是戰略,侍奉要有熟練的戰略。
[00:07:39.180 --> 00:07:45.180]  一個朱瑞學的老師,一個團體的職員,一個教會的童工,
[00:07:45.180 --> 00:07:48.180]  都應該有這樣的侍奉。
[00:07:48.180 --> 00:07:55.180]  那麼他說打出去的拳,一拳就是一拳,不浪費時間和力量。
[00:07:55.180 --> 00:08:01.180]  所以詩徒們說,我們要專心,以祈禱傳道爲事,
[00:08:01.180 --> 00:08:04.180]  專心專心去侍奉主。
[00:08:04.180 --> 00:08:09.180]  我們的侍奉要打中敵人的要害。
[00:08:09.180 --> 00:08:17.180]  一拳打出去就有熟練的果效,這也是熟練的經濟學。
[00:08:17.180 --> 00:08:20.180]  第三個關於侍奉的比喻,
[00:08:20.180 --> 00:08:25.180]  就是一個侍奉者是好像一個農夫一樣。
[00:08:25.180 --> 00:08:30.180]  雅各說五章七節。
[00:08:30.180 --> 00:08:34.180]  弟兄們,你們要忍耐,直到竹來。
[00:08:34.180 --> 00:08:42.180]  看啊,農夫忍耐等候地理寶貴的出產,直到得了秋雨、春雨。
[00:08:42.180 --> 00:08:47.180]  農夫有忍耐,有盼望,有堅固的信心,
[00:08:47.180 --> 00:08:54.180]  等候地理的出產,直到得到春雨、秋雨。
[00:08:54.180 --> 00:08:58.180]  農夫的工作需要得到春雨、秋雨。
[00:08:58.180 --> 00:09:04.180]  他知道雨一來,種下來就能夠生長出來了,就有收成。
[00:09:04.180 --> 00:09:08.180]  他有這個盼望,照樣每一個侍奉的人,
[00:09:08.180 --> 00:09:12.180]  要期待熟練結實的果效。
[00:09:12.180 --> 00:09:16.180]  有一位傳道人在昨日講完道以後,
[00:09:16.180 --> 00:09:19.180]  就問在座中間有人信得嗎?
[00:09:19.180 --> 00:09:23.180]  他是昨日講道,陪領講道,
[00:09:23.180 --> 00:09:28.180]  但是他在預備講道之前,他要向神求,
[00:09:28.180 --> 00:09:32.180]  來感動聚會當中如果有沒有信主的人,
[00:09:32.180 --> 00:09:36.180]  可以打開新信主、結受主的舊恩得救。
[00:09:36.180 --> 00:09:40.180]  那麼他這樣的憑着信心地禱告仰望,
[00:09:40.180 --> 00:09:43.180]  所以在講完一篇陪領的信息以後,
[00:09:43.180 --> 00:09:47.180]  他竟然問有沒有人結知信主?
[00:09:47.180 --> 00:09:54.180]  結果二十多個人舉手,表示願意接受耶穌基督做救主。
[00:09:54.180 --> 00:09:58.180]  不是佈道會,卻有佈道的果效,
[00:09:58.180 --> 00:10:01.180]  因爲他期待果效。
[00:10:01.180 --> 00:10:07.180]  他用信心來期待神做他自己的工作,
[00:10:07.180 --> 00:10:10.180]  超過人所做的。
[00:10:10.180 --> 00:10:18.180]  這樣的仰望祈求就能夠得到好的收成。
[00:10:18.180 --> 00:10:22.180]  那麼這種信心很自然地表達在
[00:10:22.180 --> 00:10:26.180]  講道以前的懇切的禱告裏面。
[00:10:26.180 --> 00:10:33.180]  主吹聽他的懇切的禱告,將他所祈求的賜給他。
[00:10:33.180 --> 00:10:39.180]  所以我們侍奉主要期待神在我們侍奉的崗位上給我們果效。
[00:10:39.180 --> 00:10:45.180]  聖靈與我們統共的時候,我們的工作就有果效。
[00:10:45.180 --> 00:10:49.180]  聖靈的工作的果效不是在這件事上顯露,
[00:10:49.180 --> 00:10:54.180]  就是在那件事上顯露,總有所顯露。
[00:10:54.180 --> 00:10:57.180]  所以我們看見這個功效的時候,
[00:10:57.180 --> 00:10:59.180]  我們的心裏又說不出來的喜樂,
[00:10:59.180 --> 00:11:01.180]  神吹聽了我們的禱告,
[00:11:01.180 --> 00:11:03.180]  不是我們自己做成的,
[00:11:03.180 --> 00:11:08.180]  是神界的聖靈用我們做成的。
[00:11:08.180 --> 00:11:11.180]  這樣我們可以得到主的喜悅,
[00:11:11.180 --> 00:11:14.180]  可以得到侍奉的賞、獎賞,
[00:11:14.180 --> 00:11:19.180]  而且將來永世裏面還有獎賞。
[00:11:19.180 --> 00:11:24.180]  第四個關於侍奉的比喻,
[00:11:24.180 --> 00:11:35.180]  就是1世節書19章12節到14節所說的一首哀哭的歌。
[00:11:35.180 --> 00:11:38.180]  在這裏說是耶和華的哀歌,
[00:11:38.180 --> 00:11:41.180]  就是神的哀歌,
[00:11:41.180 --> 00:11:46.180]  真是一件值得感覺悲哀的事。
[00:11:46.180 --> 00:11:49.180]  神爲什麼悲哀呢?
[00:11:49.180 --> 00:11:51.180]  這裏說得很清楚,
[00:11:51.180 --> 00:12:00.180]  因爲神找不到一支夠堅固的樹枝來做他手中的權杖。
[00:12:00.180 --> 00:12:04.180]  那麼這個哀歌的主要的信息,
[00:12:04.180 --> 00:12:10.180]  就是主在尋找一些堅固的器皿,
[00:12:10.180 --> 00:12:15.180]  來彰顯他的權柄和能力。
[00:12:15.180 --> 00:12:19.180]  我們從這些功課得到勉勵提醒,
[00:12:19.180 --> 00:12:24.180]  我們在侍奉上要學習堅強。
[00:12:24.180 --> 00:12:30.180]  雅各術五章第七節提到農夫的忍耐。
[00:12:32.180 --> 00:12:38.180]  這個忍耐兩個字的原來的意思是大有勇氣,
[00:12:38.180 --> 00:12:41.180]  也就是很有意思的。
[00:12:41.180 --> 00:12:44.180]  不單單是人受的忍耐,
[00:12:44.180 --> 00:12:46.180]  我們還要有勇氣,
[00:12:46.180 --> 00:12:51.180]  擔得起神給我們的侍奉大有果效。
[00:12:51.180 --> 00:12:53.180]  受得起壓力,
