
[00:00:00.000 --> 00:00:20.000]  (國語)
[00:00:26.000 --> 00:00:34.000]  (閩南語)
[00:00:34.000 --> 00:00:44.000]  (閩南語)
[00:00:44.000 --> 00:00:54.000]  (閩南語)
[00:00:54.000 --> 00:01:06.000]  (閩南語)
[00:01:06.000 --> 00:01:14.000]  (閩南語)
[00:01:14.000 --> 00:01:24.000]  (閩南語)
[00:01:24.000 --> 00:01:34.000]  (閩南語)
[00:01:34.000 --> 00:01:42.000]  (閩南語)
[00:01:42.000 --> 00:01:52.000]  (閩南語)
[00:01:52.000 --> 00:02:02.000]  (閩南語)
[00:02:02.000 --> 00:02:10.000]  (閩南語)
[00:02:10.000 --> 00:02:20.000]  (閩南語)
[00:02:20.000 --> 00:02:30.000]  (閩南語)
[00:02:30.000 --> 00:02:40.000]  (閩南語)
[00:02:40.000 --> 00:02:50.000]  (閩南語)
[00:02:50.000 --> 00:03:00.000]  (閩南語)
[00:03:00.000 --> 00:03:10.000]  (閩南語)
[00:03:10.000 --> 00:03:20.000]  (閩南語)
[00:03:20.000 --> 00:03:30.000]  (閩南語)
[00:03:30.000 --> 00:03:40.000]  (閩南語)
[00:03:40.000 --> 00:03:50.000]  (閩南語)
[00:03:50.000 --> 00:04:00.000]  (閩南語)
[00:04:00.000 --> 00:04:10.000]  (閩南語)
[00:04:10.000 --> 00:04:20.000]  (閩南語)
[00:04:20.000 --> 00:04:30.000]  (閩南語)
[00:04:30.000 --> 00:04:40.000]  (閩南語)
[00:04:40.000 --> 00:04:50.000]  (閩南語)
[00:04:50.000 --> 00:05:00.000]  (閩南語)
[00:05:00.000 --> 00:05:10.000]  (閩南語)
[00:05:10.000 --> 00:05:20.000]  (閩南語)
[00:05:20.000 --> 00:05:30.000]  (閩南語)
[00:05:30.000 --> 00:05:40.000]  (閩南語)
[00:05:40.000 --> 00:05:50.000]  (閩南語)
[00:05:50.000 --> 00:06:00.000]  (閩南語)
[00:06:00.000 --> 00:06:10.000]  (閩南語)
[00:06:10.000 --> 00:06:20.000]  (閩南語)
[00:06:20.000 --> 00:06:30.000]  (閩南語)
[00:06:30.000 --> 00:06:40.000]  (閩南語)
[00:06:40.000 --> 00:06:50.000]  (閩南語)
[00:06:50.000 --> 00:07:00.000]  (閩南語)
[00:07:00.000 --> 00:07:10.000]  (閩南語)
[00:07:10.000 --> 00:07:20.000]  (閩南語)
[00:07:20.000 --> 00:07:30.000]  (閩南語)
[00:07:30.000 --> 00:07:40.000]  (閩南語)
[00:07:40.000 --> 00:07:50.000]  (閩南語)
[00:07:50.000 --> 00:08:00.000]  (閩南語)
[00:08:00.000 --> 00:08:10.000]  (閩南語)
[00:08:10.000 --> 00:08:20.000]  (閩南語)
[00:08:20.000 --> 00:08:30.000]  (閩南語)
[00:08:30.000 --> 00:08:40.000]  (閩南語)
[00:08:40.000 --> 00:08:50.000]  (閩南語)
[00:08:50.000 --> 00:09:00.000]  (閩南語)
[00:09:00.000 --> 00:09:10.000]  (閩南語)
[00:09:10.000 --> 00:09:20.000]  (閩南語)
[00:09:20.000 --> 00:09:30.000]  (閩南語)
[00:09:30.000 --> 00:09:40.000]  (閩南語)
[00:09:40.000 --> 00:09:50.000]  (閩南語)
[00:09:50.000 --> 00:10:00.000]  (閩南語)
[00:10:00.000 --> 00:10:10.000]  (閩南語)
[00:10:10.000 --> 00:10:20.000]  (閩南語)
[00:10:20.000 --> 00:10:30.000]  (閩南語)
[00:10:30.000 --> 00:10:40.000]  (閩南語)
[00:10:40.000 --> 00:10:50.000]  (閩南語)
[00:10:50.000 --> 00:11:00.000]  (閩南語)
[00:11:00.000 --> 00:11:10.000]  (閩南語)
[00:11:10.000 --> 00:11:18.000]  (閩南語)
[00:11:18.000 --> 00:11:28.000]  (閩南語)
[00:11:28.000 --> 00:11:38.000]  (閩南語)
[00:11:38.000 --> 00:11:58.000]  (閩南語)
[00:11:58.000 --> 00:12:08.000]  (閩南語)
[00:12:08.000 --> 00:12:18.000]  (閩南語)
[00:12:18.000 --> 00:12:28.000]  (閩南語)
[00:12:28.000 --> 00:12:38.000]  (閩南語)
