
[00:00:00.000 --> 00:00:03.000]  我們來到約書亞記第七章
[00:00:03.000 --> 00:00:05.720]  亦都提到一個很重要的課題
[00:00:05.720 --> 00:00:10.720]  就是阿剛這個人犯罪的事情
[00:00:10.720 --> 00:00:15.800]  一個人的犯罪帶來了整個以色列民的敗落
[00:00:15.800 --> 00:00:18.800]  他們在艾成面前退後
[00:00:18.800 --> 00:00:21.520]  完全不能夠打倒聖像
[00:00:21.520 --> 00:00:23.200]  過程當中神光照他們
[00:00:23.200 --> 00:00:25.800]  讓他們知道罪的根源在哪裡
[00:00:25.800 --> 00:00:28.320]  當他們去滅絕這些罪的時候
[00:00:28.320 --> 00:00:33.520]  神再次將德性、將恩惠賜予在他們中間
[00:00:33.520 --> 00:00:36.120]  一人犯罪牽連整個群體
[00:00:36.120 --> 00:00:39.720]  今天的教會都有類似的情況
[00:00:39.720 --> 00:00:41.720]  我記得有一次我自己請了一班弟兄姊妹
[00:00:41.720 --> 00:00:43.720]  來我家裡吃飯
[00:00:43.720 --> 00:00:49.120]  其中就拿了一盒酥餅出來新買的
[00:00:49.120 --> 00:00:50.720]  我拿出來的時候
[00:00:50.720 --> 00:00:53.120]  將一個遞給其中一位弟兄
[00:00:53.120 --> 00:00:56.720]  他看見師父燒字有點發霉
[00:00:56.720 --> 00:00:59.720]  很不好意思,立即拿走
[00:00:59.720 --> 00:01:02.120]  其他拿另一個
[00:01:02.120 --> 00:01:07.120]  一看的時候發覺每一個餅都發霉了
[00:01:07.120 --> 00:01:11.320]  新的、未開的竟然裡面都發霉了
[00:01:11.320 --> 00:01:16.720]  而且一個、兩個全部都發霉了
[00:01:16.720 --> 00:01:18.520]  聖經裡面提及
[00:01:18.520 --> 00:01:20.720]  在基督的身體裡面
[00:01:20.720 --> 00:01:23.320]  其中有一個身體的肢體
[00:01:23.320 --> 00:01:26.520]  有一點的皺或是敲
[00:01:26.520 --> 00:01:28.320]  如果不小心去處理
[00:01:28.320 --> 00:01:30.320]  自高自大以為沒問題的
[00:01:30.320 --> 00:01:32.320]  沒問題我們可以搞定的
[00:01:32.320 --> 00:01:33.320]  在這個情況之下
[00:01:33.320 --> 00:01:35.720]  這一點的教可以發起來
[00:01:35.720 --> 00:01:38.920]  令到全團都發覺
[00:01:38.920 --> 00:01:42.320]  帶來了全團的一個影響
[00:01:42.320 --> 00:01:44.920]  是我們需要常常去警覺著
[00:01:44.920 --> 00:01:47.320]  在教會當中互相守望著
[00:01:47.320 --> 00:01:48.520]  互相去輔助
[00:01:48.520 --> 00:01:51.720]  也都自己作深刻的心靈的警醒
[00:01:51.720 --> 00:01:52.920]  我記得有一次
[00:01:52.920 --> 00:01:55.320]  一間教會的一位弟兄跟我分享
[00:01:55.320 --> 00:01:57.320]  他們自己教會的情況
[00:01:57.320 --> 00:01:59.320]  他說他們自己教會裡面
[00:01:59.320 --> 00:02:00.320]  有一位叫執事
[00:02:00.320 --> 00:02:01.720]  大家都認識他
[00:02:01.720 --> 00:02:03.520]  這位執事和他太太分居了
[00:02:03.520 --> 00:02:05.520]  大家都暗中知道
[00:02:05.520 --> 00:02:06.720]  雖然沒有明明的說
[00:02:06.720 --> 00:02:09.520]  大家都知道他們夫妻之間出了問題
[00:02:09.520 --> 00:02:10.720]  但後來大家慢慢發覺
[00:02:10.720 --> 00:02:11.720]  不單出問題
[00:02:11.720 --> 00:02:14.320]  這個執事竟然和另一位姐妹
[00:02:14.320 --> 00:02:17.120]  來往得非常密切
[00:02:17.120 --> 00:02:18.720]  有人見到他們拍拖
[00:02:18.720 --> 00:02:22.320]  有人見到親熱的表達
[00:02:22.320 --> 00:02:24.120]  但沒有人出聲
[00:02:24.120 --> 00:02:28.520]  牧師好像不是太好意思去處理這些問題
[00:02:28.520 --> 00:02:30.120]  後來有另一位弟兄
[00:02:30.120 --> 00:02:32.520]  有些類似婚外情的事情
[00:02:32.520 --> 00:02:37.320]  有另一位弟兄來去規勸這位弟兄
[00:02:37.320 --> 00:02:39.120]  就說你這樣做是不對的
[00:02:39.120 --> 00:02:41.320]  得罪神了
[00:02:41.320 --> 00:02:43.920]  這位弟兄竟然說
[00:02:43.920 --> 00:02:46.120]  陳執事都可以了
[00:02:46.120 --> 00:02:48.920]  為什麼我不行
[00:02:48.920 --> 00:02:51.720]  因此這個弟兄就完全啞口無言
[00:02:51.720 --> 00:02:54.320]  不知道該說什麼
[00:02:54.320 --> 00:02:55.720]  當我聽見這件事情的時候
[00:02:55.720 --> 00:02:57.120]  我心裡很難受
[00:02:57.120 --> 00:02:58.920]  因為一個弟兄的問題
[00:02:58.920 --> 00:02:59.920]  一個領袖的問題
[00:02:59.920 --> 00:03:01.720]  如果不適當去處理
[00:03:01.720 --> 00:03:05.320]  其他人就會暗中學校
[00:03:05.320 --> 00:03:08.720]  而那個影響是很深遠的
[00:03:08.720 --> 00:03:10.720]  在今天的教會裡面
[00:03:10.720 --> 00:03:13.520]  我相信我們的神心中傷痛
[00:03:13.520 --> 00:03:15.720]  因為面對著教會有很多
[00:03:15.720 --> 00:03:17.720]  叫祂傷患的地方
[00:03:17.720 --> 00:03:18.720]  但我們仍然有盼望
[00:03:18.720 --> 00:03:21.320]  不知道這位神是死人有盼望的上帝
[00:03:21.320 --> 00:03:22.720]  祂能夠承受罪
[00:03:22.720 --> 00:03:25.720]  能夠讓這些事情得到處理
[00:03:25.720 --> 00:03:28.320]  在當中我們每個人都自己留心
[00:03:28.320 --> 00:03:29.920]  我們不是說我的事
[00:03:29.920 --> 00:03:31.120]  關別人什麼事
[00:03:31.120 --> 00:03:32.320]  不是,在教會當中
[00:03:32.320 --> 00:03:34.720]  我們之間是息息相關的
[00:03:34.720 --> 00:03:37.320]  聖經強調教會是基督的什麼
[00:03:37.320 --> 00:03:38.320]  身體來的
[00:03:38.320 --> 00:03:40.320]  我們互為肢體
[00:03:40.320 --> 00:03:43.720]  因此肢體之間是互相幫助
[00:03:43.720 --> 00:03:45.920]  亦都互相影響
[00:03:45.920 --> 00:03:48.920]  在其中警覺著自己那種角色
[00:03:48.920 --> 00:03:52.920]  而留心去回應這些挑戰
[00:03:52.920 --> 00:03:55.920]  今天看的《約書亞記》第七章
[00:03:55.920 --> 00:03:57.920]  聖經提到在迦南地一個叫做
[00:03:57.920 --> 00:04:00.920]  「阿葛谷」或者叫做「連壘谷」
[00:04:00.920 --> 00:04:03.920]  在一個地方裡面堆了大堆的石頭
[00:04:03.920 --> 00:04:06.920]  這些石頭做什麼的呢
[00:04:06.920 --> 00:04:10.920]  這些石頭藏著埋藏著阿竿的屍體
[00:04:10.920 --> 00:04:13.920]  當時他被眾人用石頭打死
[00:04:13.920 --> 00:04:16.520]  然後用石頭堆在他身上
[00:04:16.520 --> 00:04:18.920]  他們定義讓這件事情
[00:04:18.920 --> 00:04:22.920]  成為後來歷世歷代的尷尬
[00:04:22.920 --> 00:04:23.920]  或者今天我們見不到
[00:04:23.920 --> 00:04:25.920]  不能親眼見到這堆石頭
[00:04:25.920 --> 00:04:28.920]  但是願意在你的心靈裡面
[00:04:28.920 --> 00:04:30.920]  你常常記得
[00:04:30.920 --> 00:04:33.920]  一堆在阿葛谷的石頭
[00:04:33.920 --> 00:04:35.920]  這堆石頭告訴我們
[00:04:35.920 --> 00:04:38.920]  新在監察犯罪的人
[00:04:38.920 --> 00:04:40.920]  要我們去處理
[00:04:40.920 --> 00:04:44.920]  以至教會能夠可以繼續蒙恩
[00:04:44.920 --> 00:04:47.320]  我們今天試一下從幾方面思想這段經文
[00:04:47.320 --> 00:04:48.320]  首先我們看的就是
[00:04:48.320 --> 00:04:50.320]  他們得勝了之後
[00:04:50.320 --> 00:04:52.320]  為什麼會失敗呢
[00:04:52.320 --> 00:04:55.320]  在聖經約書亞記
[00:04:55.320 --> 00:04:58.320]  我們一起去見約書亞記今天的第七章
[00:04:58.320 --> 00:05:01.320]  我們看其中的第三節
[00:05:01.320 --> 00:05:06.320]  約書亞記第七章第三節
[00:05:06.320 --> 00:05:10.320]  聖經就說到
[00:05:10.320 --> 00:05:11.320]  或者我們讀第二節
[00:05:11.320 --> 00:05:15.320]  當下約書亞從耶利哥達發人往伯特利東邊
[00:05:15.320 --> 00:05:18.320]  靠近伯雅文的艾城去
[00:05:18.320 --> 00:05:19.320]  吩咐他們說
[00:05:19.320 --> 00:05:21.320]  你們想去窺探那地
[00:05:21.320 --> 00:05:23.320]  他們就上去窺探艾城
[00:05:23.320 --> 00:05:25.320]  他們回到約書亞那裡對他說
[00:05:25.320 --> 00:05:27.320]  眾民不必都上去
[00:05:27.320 --> 00:05:30.320]  只要二三千人上去就能攻取艾城
[00:05:30.320 --> 00:05:32.320]  不必勞累眾民都去
[00:05:32.320 --> 00:05:35.320]  因為那裡的人少
[00:05:35.320 --> 00:05:39.320]  當時他們剛剛戰勝完耶利哥城
[00:05:39.320 --> 00:05:41.320]  他們覺得很興奮
[00:05:41.320 --> 00:05:45.320]  面對著艾城是一個山區的小城邑
[00:05:45.320 --> 00:05:48.320]  他們耶利哥城向西大概十里路
[00:05:48.320 --> 00:05:50.320]  在他們的感覺上就覺得
[00:05:50.320 --> 00:05:53.320]  區區艾城很快速就攻陷
[00:05:53.320 --> 00:05:54.320]  絕對沒問題
[00:05:54.320 --> 00:05:57.320]  因此他們派探子去看看情況
[00:05:57.320 --> 00:05:59.320]  可能探子都不太小心
[00:05:59.320 --> 00:06:03.320]  去周圍看情況
[00:06:03.320 --> 00:06:05.320]  這些探子回來就說沒問題
[00:06:05.320 --> 00:06:07.320]  兩三千人就搞定他們了
[00:06:07.320 --> 00:06:09.320]  我們大概一定沒問題
[00:06:09.320 --> 00:06:11.320]  後來他們才明白
[00:06:11.320 --> 00:06:15.320]  原來德勝不在乎敵人的強勢
[00:06:15.320 --> 00:06:17.320]  還是弱勢
[00:06:17.320 --> 00:06:20.320]  德勝是完全在乎神的同在
[00:06:20.320 --> 00:06:22.320]  和神的關係
[00:06:22.320 --> 00:06:27.320]  就算一個小的艾城都可以潰然退去
[00:06:27.320 --> 00:06:30.320]  他們是得不到幫助
[00:06:30.320 --> 00:06:32.320]  而且當時這些探子
[00:06:32.320 --> 00:06:35.320]  可能他們已經被勝利沖昏頭腦
[00:06:35.320 --> 00:06:38.320]  他們沒有小心看清楚情況
[00:06:38.320 --> 00:06:41.320]  大家看看第八章第25節
[00:06:41.320 --> 00:06:46.320]  你就知道其實艾城是有一萬二千人最少
[00:06:46.320 --> 00:06:48.320]  在第八章第25節提及
[00:06:48.320 --> 00:06:51.320]  他們殺了其中一萬二千人
[00:06:51.320 --> 00:06:55.320]  一萬二千人絕對不是二三千人就可以戰勝
[00:06:55.320 --> 00:06:57.320]  另外在八章第十七節
[00:06:57.320 --> 00:07:01.320]  你會留意到艾城的旁邊
[00:07:01.320 --> 00:07:03.320]  是有一個叫伯特利城
[00:07:03.320 --> 00:07:06.320]  兩個城是非常之接近
[00:07:06.320 --> 00:07:08.320]  他們之間其實有一個叫做
[00:07:08.320 --> 00:07:11.320]  軍事上的彼此防衛的協議
[00:07:11.320 --> 00:07:13.320]  其中一個城受到攻擊
[00:07:13.320 --> 00:07:15.320]  另一個城出來立即會協助
[00:07:15.320 --> 00:07:17.320]  當時他們攻打艾城的時候
[00:07:17.320 --> 00:07:21.320]  兩個城一起出來要去追趕以色列人
[00:07:21.320 --> 00:07:24.320]  這些事情探子是完全不知道
[00:07:24.320 --> 00:07:29.320]  他們在一種興旺當中
[00:07:29.320 --> 00:07:35.320]  忘記謹慎來窺探整個營地的情況
[00:07:35.320 --> 00:07:37.320]  以至輕敵
[00:07:37.320 --> 00:07:40.320]  這是一個失敗的基礎
[00:07:40.320 --> 00:07:43.320]  其實當他們進攻耶利哥城的時候
[00:07:43.320 --> 00:07:46.320]  當時耶利哥城裡面有很多很多的物品
[00:07:46.320 --> 00:07:49.320]  其中阿該除了當滅的物品
[00:07:49.320 --> 00:07:50.320]  大家知道
[00:07:50.320 --> 00:07:53.320]  在其中要隱藏著那種罪
[00:07:53.320 --> 00:07:57.320]  在勝利的時候罪已經出現了
[00:07:57.320 --> 00:08:02.320]  而整個以色列人包括約書亞是不知道的
[00:08:02.320 --> 00:08:07.320]  在勝利的時候已經藏著神的怒氣
[00:08:07.320 --> 00:08:09.320]  暫時沒有發出來
[00:08:09.320 --> 00:08:14.320]  但好像暴風雨將臨
[00:08:14.320 --> 00:08:17.320]  怒氣將要發作一樣
[00:08:17.320 --> 00:08:19.320]  而當時他們是不察覺
[00:08:19.320 --> 00:08:21.320]  當時約書亞知道他們敗在艾城面前
[00:08:21.320 --> 00:08:24.320]  約書亞就很傷心極度之哀傷
[00:08:24.320 --> 00:08:30.320]  你看看第七章第六節
[00:08:30.320 --> 00:08:32.320]  約書亞很難受
[00:08:32.320 --> 00:08:42.320]  約書亞說:愛在子曰:
[00:08:42.320 --> 00:08:46.320]  「你為什麼警領這百姓過約旦河
[00:08:46.320 --> 00:08:49.320]  將我們交在阿摩利人的手中呢?
[00:08:49.320 --> 00:08:51.320]  使我們滅亡呢?
[00:08:51.320 --> 00:08:56.320]  我們不如住在約旦河那邊都好」
[00:08:56.320 --> 00:09:00.320]  主啊,以色列人既在仇敵面前轉背逃跑
[00:09:00.320 --> 00:09:02.320]  我們還有什麼可說的呢?
[00:09:02.320 --> 00:09:05.320]  迦南人和姐弟一切的居民聽見了
[00:09:05.320 --> 00:09:09.320]  就必圍困我們,將我們的民眾地上除滅
[00:09:09.320 --> 00:09:15.320]  那時你為你的大名要怎樣行呢?
[00:09:15.320 --> 00:09:17.320]  當時約書亞很傷心
[00:09:17.320 --> 00:09:20.320]  但他不明白背後的原因
[00:09:20.320 --> 00:09:22.320]  他就說:倒不如去約旦河東
[00:09:22.320 --> 00:09:24.320]  回到之前的地方
[00:09:24.320 --> 00:09:27.320]  在他內心憂愁的時候
[00:09:27.320 --> 00:09:29.320]  好像對神產生了一些埋怨
[00:09:29.320 --> 00:09:32.320]  當然背後反映出約書亞極度的憂愁
[00:09:32.320 --> 00:09:34.320]  也就是為將來擔心
[00:09:34.320 --> 00:09:36.320]  他知道別人知道我們的情況之後
[00:09:36.320 --> 00:09:40.320]  一定會圍困我們,我們一定會滅絕
[00:09:40.320 --> 00:09:43.320]  但最後他心裡所關注的
[00:09:43.320 --> 00:09:47.320]  就是神的命受到虧損
[00:09:47.320 --> 00:09:51.320]  剛才所讀的第七章第九節就說
[00:09:51.320 --> 00:09:56.320]  那時你為你的大名要怎樣行呢?
[00:09:56.320 --> 00:09:58.320]  約書亞不明白神的旨意
[00:09:58.320 --> 00:10:02.320]  以為是一些不合理的事情
[00:10:02.320 --> 00:10:05.320]  其實他不明白背後是罪的緣故
[00:10:05.320 --> 00:10:07.320]  引致他們的失敗
[00:10:07.320 --> 00:10:10.320]  他們不斷在神面前苦服,不斷哀求
[00:10:10.320 --> 00:10:12.320]  但神後來就說:你起身吧
[00:10:12.320 --> 00:10:14.320]  你苦服做什麼呢?
[00:10:14.320 --> 00:10:17.320]  然後指出問題在哪裡
[00:10:17.320 --> 00:10:18.320]  各位弟兄姊妹
[00:10:18.320 --> 00:10:20.320]  有些時候在我們蒙恩的時候
[00:10:20.320 --> 00:10:22.320]  靈明興旺的時候
[00:10:22.320 --> 00:10:26.320]  仍然要保持著心靈那種警醒
[00:10:26.320 --> 00:10:32.320]  留心罪在不經覺的情況之下
[00:10:32.320 --> 00:10:35.320]  慢慢地進來了
[00:10:35.320 --> 00:10:37.320]  有一本書是講到關於C.S. Lewis
[00:10:37.320 --> 00:10:40.320]  魯易錫先生他的一些名句
[00:10:40.320 --> 00:10:45.320]  這本書的書名叫做《清醒的心》
[00:10:45.320 --> 00:10:48.320]  A Mind Awake
[00:10:48.320 --> 00:10:49.320]  清醒的心
[00:10:49.320 --> 00:10:51.320]  相信在神的面前禱告
[00:10:51.320 --> 00:10:52.320]  讓你的靈清醒
[00:10:52.320 --> 00:10:54.320]  察覺當中有什麼罪
[00:10:54.320 --> 00:10:57.320]  以至你能夠去勝過
[00:10:57.320 --> 00:10:58.320]  有些教會
[00:10:58.320 --> 00:10:59.320]  當他們抗唐之後
[00:10:59.320 --> 00:11:01.320]  很感恩神賜給他們地方
[00:11:01.320 --> 00:11:02.320]  賜給他們經濟能力
[00:11:02.320 --> 00:11:04.320]  抗了唐
[00:11:04.320 --> 00:11:06.320]  但抗唐之後很奇怪
[00:11:06.320 --> 00:11:07.320]  不知為什麼
[00:11:07.320 --> 00:11:10.320]  教會突然間好像失去了一種敬虔
[00:11:10.320 --> 00:11:11.320]  大家聚會很不舒服
[00:11:11.320 --> 00:11:17.320]  好像都覺得神的同在
[00:11:17.320 --> 00:11:19.320]  慢慢當他們小心去想
[00:11:19.320 --> 00:11:20.320]  回頭就發覺
[00:11:20.320 --> 00:11:22.320]  原來剛剛抗唐的時間
[00:11:22.320 --> 00:11:23.320]  大家很開心
[00:11:23.320 --> 00:11:25.320]  到處看很多不同的房間
[00:11:25.320 --> 00:11:26.320]  那個團契就說
[00:11:26.320 --> 00:11:27.320]  這個房間是我們要的
[00:11:27.320 --> 00:11:29.320]  你們不要霸佔
[00:11:29.320 --> 00:11:31.320]  第二個團友就說
[00:11:31.320 --> 00:11:32.320]  你們很厲害嗎
[00:11:32.320 --> 00:11:33.320]  我們團契很多人的
[00:11:33.320 --> 00:11:36.320]  我們先要個團契
[00:11:36.320 --> 00:11:37.320]  在不知不覺當中
[00:11:37.320 --> 00:11:40.320]  產生了大家的爭執不和
[00:11:40.320 --> 00:11:44.320]  然後很多人來到參觀禮拜堂
[00:11:44.320 --> 00:11:47.320]  有些帶領的執事不經意當中
