
[00:00:00.000 --> 00:00:01.640]  各位頂姐妹平安
[00:00:01.640 --> 00:00:04.000]  我們今天分享的訊息
[00:00:04.000 --> 00:00:07.200]  其實在兩個星期前有些預告
[00:00:07.200 --> 00:00:11.200]  題目做在我身上
[00:00:11.200 --> 00:00:14.800]  麻太福音其實這經文是我們早兩星期
[00:00:14.800 --> 00:00:21.200]  透過無論電子或實體的影印本
[00:00:21.200 --> 00:00:25.000]  讓大家在預付期到壽付節、復節
[00:00:25.000 --> 00:00:28.600]  一起有一些實踐學習
[00:00:28.600 --> 00:00:32.000]  不是要做到全部 做多少就多少
[00:00:32.000 --> 00:00:34.200]  其實是一種體驗
[00:00:34.200 --> 00:00:38.200]  裡面是紀念著物想
[00:00:38.200 --> 00:00:40.400]  有關天國事 經文是
[00:00:40.400 --> 00:00:45.600]  但是物想或者體驗、操練
[00:00:45.600 --> 00:00:49.000]  都有很多不同的方式
[00:00:49.000 --> 00:00:53.400]  我有沒有試過其中
[00:00:53.400 --> 00:00:56.000]  我餓了 我經常都餓
[00:00:56.000 --> 00:00:59.200]  有很多香港人工作吃不定
[00:00:59.200 --> 00:01:02.600]  甚至吃不到飯的下午
[00:01:02.600 --> 00:01:04.600]  那天我和弟兄茶經
[00:01:04.600 --> 00:01:11.600]  他說今早九點多喝水到晚上六、七點才吃飯
[00:01:11.600 --> 00:01:15.800]  工作緣故 有很多突發事處理
[00:01:15.800 --> 00:01:18.400]  有些情況很真實
[00:01:18.400 --> 00:01:21.000]  有些中國人真的窮 沒有足夠的食物
[00:01:21.000 --> 00:01:26.600]  我上星期有幾天個人退休
[00:01:26.600 --> 00:01:28.800]  其中抽了時間實踐
[00:01:28.800 --> 00:01:32.200]  其中試試下午餐不吃
[00:01:32.200 --> 00:01:35.000]  如果是什麼時段吃的東西都沒有
[00:01:35.000 --> 00:01:37.600]  我吃的東西是九點半之後
[00:01:37.600 --> 00:01:40.800]  中間喝了一碗湯
[00:01:40.800 --> 00:01:44.000]  已經是大碗的了 沒有渣的
[00:01:44.000 --> 00:01:47.600]  喝了湯到六點半才吃晚飯
[00:01:47.600 --> 00:01:50.000]  大概九個小時
[00:01:50.000 --> 00:01:52.800]  到第四小時就OK了
[00:01:52.800 --> 00:01:57.000]  開始三點多就聽到聲音
[00:01:57.000 --> 00:01:58.600]  自己也笑了笑
[00:01:58.600 --> 00:02:03.000]  不過笑完之後那九個字是有點軟弱的
[00:02:03.000 --> 00:02:06.600]  算了 吃東西吧
[00:02:06.600 --> 00:02:10.000]  熬過那九個字就好一點了
[00:02:10.000 --> 00:02:14.000]  我深刻的體驗是
[00:02:14.000 --> 00:02:18.400]  《物想經文》裏面真的餓了的人是怎樣的呢?
[00:02:18.400 --> 00:02:20.600]  他不能隨時起床就吃東西
[00:02:20.600 --> 00:02:22.600]  他可能沒有
[00:02:22.600 --> 00:02:24.800]  甚至不是九個小時 九個月
[00:02:24.800 --> 00:02:27.200]  九年沒有一餐很豐富
[00:02:27.200 --> 00:02:29.400]  沒有飽足的東西
[00:02:29.400 --> 00:02:33.400]  或者吃得很簡單 很粗
[00:02:33.400 --> 00:02:36.800]  有很多可能身邊世界上的人
[00:02:36.800 --> 00:02:39.000]  香港社會也有的
[00:02:39.000 --> 00:02:40.400]  一些體驗
[00:02:40.400 --> 00:02:42.600]  或者我睡一張石凳露天
[00:02:42.600 --> 00:02:46.200]  挺有趣的 是挺舒服的
[00:02:46.200 --> 00:02:49.000]  但是再睡一會
[00:02:49.000 --> 00:02:50.800]  或者睡一晚又如何呢?
[00:02:50.800 --> 00:02:54.400]  或者有些人真的露宿街頭 流浪在外
[00:02:54.400 --> 00:02:56.200]  他們生活真的不簡單
[00:02:56.200 --> 00:02:58.600]  但是《經文》裏面重要的
[00:02:58.600 --> 00:03:00.800]  可能給我們的思想就是
[00:03:00.800 --> 00:03:03.000]  不只是知道有很多需要的人
[00:03:03.000 --> 00:03:07.800]  而是尚主怎樣看這些需要
[00:03:07.800 --> 00:03:10.800]  或者在他們上吩咐我們要做的
[00:03:10.800 --> 00:03:13.200]  《經文》是一個有關天國的事
[00:03:13.200 --> 00:03:16.400]  延續到今世到永遠的事情
[00:03:16.400 --> 00:03:19.000]  所以之前說末世的預言
[00:03:19.000 --> 00:03:22.200]  或者現象到二十五章
[00:03:22.200 --> 00:03:28.200]  這裏《馬太福音》說到最後的審判
[00:03:28.200 --> 00:03:32.000]  就說當人子在榮耀裏面
[00:03:32.000 --> 00:03:35.200]  同著眾天使降臨坐在榮耀寶座上
[00:03:35.200 --> 00:03:37.200]  萬民都要聚集在他面前
[00:03:37.200 --> 00:03:38.400]  他要將他們分別出來
[00:03:38.400 --> 00:03:40.200]  好像牧羊的分別
[00:03:40.200 --> 00:03:41.600]  綿羊山羊一般
[00:03:41.600 --> 00:03:45.000]  綿羊安置在右邊 山羊在左邊
[00:03:45.000 --> 00:03:52.600]  在審判的主題貫穿到講論到之前延續
[00:03:52.600 --> 00:03:55.200]  人子在寶座上要審判萬民族
[00:03:55.200 --> 00:03:58.000]  這個完結是很完整的
[00:03:58.000 --> 00:04:01.400]  主在來 或者末世的現象
[00:04:01.400 --> 00:04:03.800]  最後主會再來
[00:04:03.800 --> 00:04:07.800]  並且點出主有王的身份
[00:04:07.800 --> 00:04:11.000]  和權柄做審判
[00:04:11.000 --> 00:04:13.400]  萬民都要來到他面前
[00:04:13.400 --> 00:04:16.200]  而在經文提到
[00:04:16.200 --> 00:04:19.000]  三十四字開始就說
[00:04:19.000 --> 00:04:21.400]  「王向右邊的」
[00:04:21.400 --> 00:04:23.000]  「你們蒙我父賜福」
[00:04:23.000 --> 00:04:26.800]  「可以承受那創世以來為你預備的國」
[00:04:26.800 --> 00:04:31.000]  然後經文就說
[00:04:31.000 --> 00:04:33.600]  「因為我餓了 你們給我吃」
[00:04:33.600 --> 00:04:35.200]  「渴了 你們給我喝」
[00:04:35.200 --> 00:04:37.200]  「我作客女 你們留我住」
[00:04:37.200 --> 00:04:39.000]  「我赤身露體 你們給我穿」
[00:04:39.000 --> 00:04:41.000]  「我病了 你們看顧我」
[00:04:41.000 --> 00:04:43.000]  「我在監獄裡 你們來看我」
[00:04:43.000 --> 00:04:44.000]  二人就回答
[00:04:44.000 --> 00:04:47.800]  主啊 我什麼時候見你餓了 給你吃呢?
[00:04:47.800 --> 00:04:49.200]  給你喝呢?
[00:04:49.200 --> 00:04:51.600]  什麼時候見你作客女 留著你住
[00:04:51.600 --> 00:04:53.600]  或是赤身露體 給你穿呢?
[00:04:53.600 --> 00:04:57.600]  什麼時候見你病了 在監獄裡來看你呢?
[00:04:57.600 --> 00:04:58.600]  是
[00:04:58.600 --> 00:05:03.200]  所以王回答就說
[00:05:03.200 --> 00:05:04.400]  「我實在告訴你們」
