
[00:00:00.000 --> 00:00:14.000]  每一個信了主的弟兄姊妹,最大的快樂就是傳福音,為主做見證。
[00:00:14.000 --> 00:00:23.000]  有一個禮拜堂的講台的後面的牆上有四個字,有一個禮拜堂的講台後面的牆上有四個字,
[00:00:23.000 --> 00:00:36.000]  得救救人,得救救人。每一個基督徒都應該如此,得救以後,要救人。
[00:00:36.000 --> 00:00:49.000]  我們得救以後,不要停止在自己得救就完了,我們要靠著主去救人。
[00:00:49.000 --> 00:01:08.000]  今天晚上,我們一同領受主的話語,在約翰福音裏面,我們一面領受,一面禱告。
[00:01:08.000 --> 00:01:25.000]  已經信了主的弟兄姊妹,你為了出來聽到的朋友們禱告,願主的愛感動每一個朋友的心,
[00:01:25.000 --> 00:01:37.000]  今天晚上在座的每一位,每一位,我希望你能夠信主,打開你的心,
[00:01:37.000 --> 00:01:49.000]  接受耶穌基督做你的救主,我代表已經相信主的弟兄姊妹,來歡迎每一位聽到的朋友,
[00:01:49.000 --> 00:01:56.000]  我代表相信了主的弟兄姊妹,來歡迎每一位初到這裏來聽到的朋友,
[00:01:56.000 --> 00:02:05.000]  今天晚上兄弟要講的,都在約翰福音裏面,今晚上我要講的,都記載在《永恆福音》裏面,
[00:02:05.000 --> 00:02:09.000]  約翰福音記載主耶穌所講的道理,
[00:02:09.000 --> 00:02:13.000]  《永恆福音》裏面是記載了主耶穌所講的道理,
[00:02:13.000 --> 00:02:18.000]  特別記載主所講關於生命的道理,
[00:02:18.000 --> 00:02:21.000]  特別記載主所講關於生命的道理,
[00:02:21.000 --> 00:02:25.000]  主常常用比喻來講道理,
[00:02:25.000 --> 00:02:28.000]  主常常用比喻來講道理,
[00:02:28.000 --> 00:02:36.000]  在約翰福音裏面,在《永恆福音》裏面,記載了主耶穌所講關於生命的七個比喻,
[00:02:36.000 --> 00:02:41.000]  在《永恆福音》裏面記載了主耶穌所講關於生命的七個比喻,
[00:02:41.000 --> 00:02:43.000]  這些比喻都是很簡單,
[00:02:43.000 --> 00:02:49.000]  這些比喻都是很簡單,可以幫助聽到的人明白生命的道理,
[00:02:49.000 --> 00:02:53.000]  能夠幫助聽到的人明白生命的道理,
[00:02:53.000 --> 00:02:56.000]  主所講的道是深入淺出,
[00:02:56.000 --> 00:02:59.000]  主所講的道是深入淺出,
[00:02:59.000 --> 00:03:01.000]  每個人都可以明白,
[00:03:01.000 --> 00:03:02.000]  每個人都可以明白,
[00:03:02.000 --> 00:03:04.000]  每個人都可以領受,
[00:03:04.000 --> 00:03:06.000]  每個人都可以領受,
[00:03:06.000 --> 00:03:08.000]  每個人都可以相信,
[00:03:08.000 --> 00:03:10.000]  每個人都可以相信,
[00:03:10.000 --> 00:03:12.000]  每個人都可以得著,
[00:03:12.000 --> 00:03:14.000]  每個人都可以得著,
[00:03:14.000 --> 00:03:16.000]  我們看第一個生命的比喻,
[00:03:16.000 --> 00:03:18.000]  我們看第一個生命的比喻,
[00:03:18.000 --> 00:03:20.000]  在第三章,
[00:03:20.000 --> 00:03:21.000]  在第三章,
[00:03:21.000 --> 00:03:23.000]  《永恆福音》第三章,
[00:03:23.000 --> 00:03:24.000]  第八節,
[00:03:24.000 --> 00:03:25.000]  第八節,
[00:03:25.000 --> 00:03:28.000]  《永恆福音》第三章,
[00:03:28.000 --> 00:03:29.000]  在一百二十八頁,
[00:03:29.000 --> 00:03:31.000]  《新約聖經》一百二十八頁,
[00:03:31.000 --> 00:03:34.000]  風隨著意志吹,
[00:03:34.000 --> 00:03:36.000]  你聽見風的響聲,
[00:03:36.000 --> 00:03:40.000]  卻不曉得從哪裡來,往哪裡去,
[00:03:40.000 --> 00:03:44.000]  放聰聲明心的也是如此,
[00:03:44.000 --> 00:03:47.000]  主在這裡用風來做比喻,
[00:03:47.000 --> 00:03:49.000]  主在這裡用風來做比喻,
[00:03:49.000 --> 00:03:51.000]  這是個最簡單的比喻,
[00:03:51.000 --> 00:03:53.000]  這是個最簡單的比喻,
[00:03:53.000 --> 00:03:55.000]  但是在這個比喻裡面,
[00:03:55.000 --> 00:03:57.000]  但是在這個比喻裡面,
[00:03:57.000 --> 00:03:59.000]  有很重要的信息,
[00:03:59.000 --> 00:04:01.000]  有很重要的信息,
[00:04:01.000 --> 00:04:03.000]  主耶穌說,
[00:04:03.000 --> 00:04:05.000]  我們看不見風,
[00:04:05.000 --> 00:04:06.000]  我們看不見風,
[00:04:06.000 --> 00:04:08.000]  但是我們知道一定有風,
[00:04:08.000 --> 00:04:11.000]  但是我們知道一定有風,
[00:04:11.000 --> 00:04:13.000]  因為看見了風的作用,
[00:04:13.000 --> 00:04:15.000]  因為看見了風的作用,
[00:04:15.000 --> 00:04:17.000]  風是看不見,
[00:04:17.000 --> 00:04:18.000]  風是看不見,
[00:04:18.000 --> 00:04:20.000]  但是它的作用是可以看見,
[00:04:20.000 --> 00:04:22.000]  但是它的作用是可以看見的,
[00:04:22.000 --> 00:04:23.000]  照樣,
[00:04:23.000 --> 00:04:24.000]  照樣,
[00:04:24.000 --> 00:04:26.000]  人如何重生,
[00:04:26.000 --> 00:04:31.000]  我們不曉得聖靈如何做成這個工作,
[00:04:31.000 --> 00:04:33.000]  人在聖靈裡面重生,
[00:04:33.000 --> 00:04:36.000]  我們不知道聖靈怎樣做成這個工作,
[00:04:36.000 --> 00:04:39.000]  這是聖靈的奧秘的工作,
[00:04:39.000 --> 00:04:41.000]  這是聖靈奧秘的工作,
[00:04:41.000 --> 00:04:43.000]  這是在人的裡面的工作,
[00:04:43.000 --> 00:04:45.000]  這是在人裡面的工作,
[00:04:45.000 --> 00:04:49.000]  外面人看不見,
[00:04:49.000 --> 00:04:50.000]  但是,
[00:04:50.000 --> 00:04:54.000]  每一個重生了的人,
[00:04:54.000 --> 00:04:58.000]  有重生以後的表現,
[00:04:58.000 --> 00:05:04.000]  讓別人可以清楚地看出來,
[00:05:04.000 --> 00:05:07.000]  如果一個人說他有生命,
[00:05:07.000 --> 00:05:10.000]  但是沒有生命的表現,
[00:05:10.000 --> 00:05:15.000]  我們很難相信他重生了,
[00:05:15.000 --> 00:05:20.000]  凡是從香港來的弟兄姊妹,
[00:05:20.000 --> 00:05:25.000]  都知道香港有一個團契,
[00:05:25.000 --> 00:05:27.000]  叫做互愛團契,
[00:05:27.000 --> 00:05:32.000]  叫做互愛團契,
[00:05:32.000 --> 00:05:34.000]  互相愛的團契,
[00:05:34.000 --> 00:05:36.000]  這個團契很特別,
[00:05:36.000 --> 00:05:41.000]  因為這個團契所有的團友都坐過監,
[00:05:41.000 --> 00:05:43.000]  因為這個團契裡面的團友,
[00:05:43.000 --> 00:05:45.000]  每一個都坐過監,
[00:05:45.000 --> 00:05:49.000]  因為吸毒而坐監,
[00:05:49.000 --> 00:05:52.000]  在監獄裡面的時候,
[00:05:52.000 --> 00:05:54.000]  有機會聽了福音,
