
[00:00:00.000 --> 00:00:03.800]  在今天的敬拜我們一起思想希伯來書第十章
[00:00:03.800 --> 00:00:07.200]  順便我們的真理和教導
[00:00:07.200 --> 00:00:11.700]  請大家再打開新約的希伯來書第十章
[00:00:11.700 --> 00:00:14.000]  我們剛才讀了那兩段經文
[00:00:14.000 --> 00:00:17.400]  十九節至二十五節
[00:00:17.400 --> 00:00:21.400]  然後我們三十二節到三十九節
[00:00:25.400 --> 00:00:31.200]  希伯來書顧名思義就是寫給希伯來人
[00:00:31.200 --> 00:00:32.800]  即是以色列人
[00:00:32.800 --> 00:00:35.600]  在二千年前的以色列人
[00:00:35.600 --> 00:00:40.800]  有些猶太教的人信徒
[00:00:40.800 --> 00:00:43.400]  他們成為基督徒之後
[00:00:43.400 --> 00:00:47.000]  他們走一條又新又活的路
[00:00:47.000 --> 00:00:50.800]  今天我們看到這段聖經所說的話
[00:00:50.800 --> 00:00:53.600]  但是另外當日他們要走的路
[00:00:53.600 --> 00:00:55.600]  也不容易走的路
[00:00:55.600 --> 00:00:59.600]  因為他們一直以來都是猶太教的背景
[00:00:59.600 --> 00:01:01.800]  然後他們信了耶穌基督之後
[00:01:01.800 --> 00:01:03.000]  成為基督徒
[00:01:03.000 --> 00:01:04.600]  他們受到很多的逼迫
[00:01:04.600 --> 00:01:06.000]  很多的挑戰
[00:01:06.000 --> 00:01:09.200]  他們時常都要問究竟這個新的信仰
[00:01:09.200 --> 00:01:10.600]  是否值得
[00:01:10.600 --> 00:01:12.400]  和怎樣走下去
[00:01:12.400 --> 00:01:14.200]  因為他們周圍的人
[00:01:14.200 --> 00:01:17.200]  包括他們周圍的猶太人
[00:01:17.200 --> 00:01:18.800]  自己的同胞
[00:01:18.800 --> 00:01:20.400]  和羅馬的政府
[00:01:20.400 --> 00:01:23.600]  都對他們有很多的壓力和逼迫
[00:01:23.600 --> 00:01:25.800]  在這個情況下
[00:01:25.800 --> 00:01:28.000]  希伯來書強調
[00:01:28.000 --> 00:01:31.200]  耶穌基督是一個很新的
[00:01:31.200 --> 00:01:34.400]  很不同的一個救恩的階段
[00:01:34.400 --> 00:01:36.600]  以往猶太人來到神的面前
[00:01:36.600 --> 00:01:38.400]  要透過聖殿
[00:01:38.400 --> 00:01:40.400]  透過獻祭
[00:01:40.400 --> 00:01:43.000]  但是耶穌基督已經一次
[00:01:43.000 --> 00:01:46.000]  成為最終極的獻祭
[00:01:46.000 --> 00:01:49.000]  我們可以坦然無懼的
[00:01:49.000 --> 00:01:51.000]  來到神的面前
[00:01:51.000 --> 00:01:53.400]  剛才我們讀的時候都很留心
[00:01:53.400 --> 00:01:56.600]  這兩段聖經裡面都出現過兩次
[00:01:56.600 --> 00:01:59.400]  我們可以坦然無懼的19節
[00:01:59.400 --> 00:02:02.600]  我們可以坦然無懼的35節
[00:02:02.600 --> 00:02:04.400]  來到神的面前
[00:02:04.400 --> 00:02:06.600]  坦然無懼這個字
[00:02:06.600 --> 00:02:09.000]  Praisea這個字
[00:02:09.000 --> 00:02:11.200]  是一種很大膽
[00:02:11.200 --> 00:02:12.400]  不再害怕
[00:02:12.400 --> 00:02:18.000]  不再需要有什麼顧慮
[00:02:18.000 --> 00:02:19.400]  走到神的面前
[00:02:19.400 --> 00:02:20.600]  為什麼
[00:02:20.600 --> 00:02:22.200]  今天我們一起來思想
[00:02:22.200 --> 00:02:24.000]  希伯來書不容易
[00:02:24.000 --> 00:02:25.600]  因為他的背景
[00:02:25.600 --> 00:02:29.000]  在2000年前對猶太教的背景說的時候
[00:02:29.000 --> 00:02:31.200]  有些事情我們都要很多的掙扎
[00:02:31.200 --> 00:02:32.600]  才能夠完全明白
[00:02:32.600 --> 00:02:34.400]  或者甚至能夠明白一部分
[00:02:34.400 --> 00:02:35.400]  但是不要緊
[00:02:35.400 --> 00:02:37.000]  來到第十章
[00:02:37.000 --> 00:02:39.200]  希伯來書提醒我們
[00:02:39.200 --> 00:02:43.800]  這些所有的真理上的了解關於耶穌基督
[00:02:43.800 --> 00:02:48.000]  其實帶向我們生命有不同的表現
[00:02:48.000 --> 00:02:49.000]  這個才是重要
[00:02:49.000 --> 00:02:52.000]  實踐上我們作為基督徒
[00:02:52.000 --> 00:02:53.600]  信了耶穌之後
[00:02:53.600 --> 00:02:55.200]  有不同的標誌
[00:02:55.200 --> 00:02:56.400]  不同的氣質
[00:02:56.400 --> 00:03:00.800]  今天這段聖經我抽出了其中三個最核心的
[00:03:00.800 --> 00:03:02.800]  不同的氣質標誌
[00:03:02.800 --> 00:03:04.600]  來跟大家一起思想
[00:03:04.600 --> 00:03:06.200]  每一節都有兩節
[00:03:06.200 --> 00:03:07.800]  我們的時間有限
[00:03:07.800 --> 00:03:11.400]  所以很想和大家集中這三方面
[00:03:11.400 --> 00:03:13.400]  因為信了耶穌之後
[00:03:13.400 --> 00:03:17.200]  有不同的氣質和標誌的生命
[00:03:17.200 --> 00:03:19.400]  我們看三度
[00:03:19.400 --> 00:03:24.000]  第一度就是第22至23節
[00:03:24.000 --> 00:03:25.600]  你看到嗎?
[00:03:25.600 --> 00:03:27.800]  第22至23節那裡
[00:03:27.800 --> 00:03:28.800]  他也說
[00:03:28.800 --> 00:03:32.000]  我們的良心的邪惡既然被洗淨
[00:03:32.000 --> 00:03:34.200]  身體的邪惡被清水洗淨了
[00:03:34.200 --> 00:03:35.400]  那麼
[00:03:35.400 --> 00:03:36.200]  就是說
[00:03:36.200 --> 00:03:37.600]  有個原因的
[00:03:37.600 --> 00:03:38.800]  有個原因的
[00:03:38.800 --> 00:03:40.600]  我們有一個信仰的基礎
[00:03:40.600 --> 00:03:43.600]  我們就可以以懷著真誠的心
[00:03:43.600 --> 00:03:45.200]  和傳遍的信
[00:03:45.200 --> 00:03:47.800]  進到神的面前
[00:03:47.800 --> 00:03:49.800]  去到神的面前
[00:03:49.800 --> 00:03:53.000]  又應該堅持我們所宣認的盼望
[00:03:53.000 --> 00:03:54.600]  毫不動搖
[00:03:54.600 --> 00:03:55.800]  不會動搖的
[00:03:55.800 --> 00:03:59.000]  因為他應許我們的是信實的
[00:03:59.000 --> 00:04:00.800]  毫不動搖
[00:04:00.800 --> 00:04:01.800]  這是第一個
[00:04:01.800 --> 00:04:05.800]  當時有信徒和今天你和我都會面對的挑戰
[00:04:05.800 --> 00:04:08.400]  在信仰上我們會有動搖的
[00:04:08.400 --> 00:04:11.600]  正如當日的信徒他們信仰上有動搖的
[00:04:11.600 --> 00:04:12.800]  有什麼動搖?
[00:04:12.800 --> 00:04:14.200]  因為一個信仰
[00:04:14.200 --> 00:04:16.200]  你很珍惜這個信仰
[00:04:16.200 --> 00:04:18.200]  但是這個周圍的社會
[00:04:18.200 --> 00:04:19.400]  不珍惜這個信仰
[00:04:19.400 --> 00:04:21.600]  周圍的社會甚至給你有壓力
[00:04:21.600 --> 00:04:23.600]  周圍的社會有不同的標準
[00:04:23.600 --> 00:04:25.800]  今天你和我做了一個基督徒的時候
[00:04:25.800 --> 00:04:28.000]  我們感覺到周圍的社會和我們很不同
