
[00:00:00.000 --> 00:00:04.000]  早幾個星期跟師母逛街的時候
[00:00:04.000 --> 00:00:07.000]  我們說幾個中文字
[00:00:07.000 --> 00:00:11.000]  都令我作為今天的廣導人而言
[00:00:11.000 --> 00:00:12.000]  有圖有真相
[00:00:12.000 --> 00:00:15.000]  嘩 幾好啊 有圖有真相
[00:00:15.000 --> 00:00:17.000]  我們需要有真相嘛
[00:00:17.000 --> 00:00:19.000]  有圖片就有真相嘛
[00:00:19.000 --> 00:00:22.000]  不過是不是呢
[00:00:22.000 --> 00:00:23.000]  好
[00:00:23.000 --> 00:00:26.000]  好
[00:00:26.000 --> 00:00:27.000]  登登
[00:00:29.000 --> 00:00:30.000]  不太行
[00:00:30.000 --> 00:00:32.000]  要做
[00:00:32.000 --> 00:00:34.000]  這張就是圖
[00:00:34.000 --> 00:00:39.000]  這張圖就是我大廈下面的公共停車場
[00:00:39.000 --> 00:00:41.000]  停車場 私家停車場
[00:00:41.000 --> 00:00:46.000]  這張圖一看過去就有很多途人看
[00:00:46.000 --> 00:00:47.000]  因為每個人都看到
[00:00:47.000 --> 00:00:51.000]  有輛車退後撞到圍欄
[00:00:51.000 --> 00:00:54.000]  我想十個有九個當中
[00:00:54.000 --> 00:00:56.000]  都會說這個司機真是
[00:00:56.000 --> 00:00:59.000]  不知道是什麼司機
[00:00:59.000 --> 00:01:01.000]  沒理由拍車是這樣的
[00:01:01.000 --> 00:01:03.000]  拍拍下可能踩錯油門
[00:01:03.000 --> 00:01:04.000]  拍 砰 一聲
[00:01:04.000 --> 00:01:06.000]  整輛車就撞到圍欄
[00:01:06.000 --> 00:01:08.000]  就封了
[00:01:08.000 --> 00:01:10.000]  那些管理公司來
[00:01:10.000 --> 00:01:12.000]  有些途人在拍照
[00:01:12.000 --> 00:01:15.000]  那這個是不是真相呢
[00:01:15.000 --> 00:01:17.000]  好 下一張
[00:01:17.000 --> 00:01:18.000]  真相是這樣的
[00:01:18.000 --> 00:01:20.000]  真相有警察到
[00:01:20.000 --> 00:01:22.000]  就因為有輛車在停車場
[00:01:22.000 --> 00:01:23.000]  不知道為什麼踩錯油門
[00:01:23.000 --> 00:01:25.000]  就撞到一輛紅色的車
[00:01:25.000 --> 00:01:27.000]  這輛紅色車沒有人
[00:01:27.000 --> 00:01:30.000]  這輛紅色車就退後
[00:01:30.000 --> 00:01:32.000]  砰 衝出去
[00:01:32.000 --> 00:01:35.000]  不過這也不是真相的全部
[00:01:35.000 --> 00:01:36.000]  因為大家都知道
[00:01:36.000 --> 00:01:40.000]  真相這輛紅色車是屬於私募和我
[00:01:40.000 --> 00:01:42.000]  這是真相
[00:01:42.000 --> 00:01:45.000]  不過這也不是真相的全部
[00:01:45.000 --> 00:01:47.000]  因為真相的全部是什麼呢
[00:01:47.000 --> 00:01:49.000]  我是穿著短袖衫短袖褲
[00:01:49.000 --> 00:01:51.000]  在停車場等了半小時警察來
[00:01:51.000 --> 00:01:52.000]  真的冷到我
[00:01:52.000 --> 00:01:54.000]  因為那時候我正在跑步
[00:01:54.000 --> 00:01:55.000]  跑步的時候
[00:01:55.000 --> 00:01:56.000]  管理處說楊生
[00:01:56.000 --> 00:01:59.000]  你是不是BC78的車主
[00:01:59.000 --> 00:02:01.000]  我說什麼事
[00:02:01.000 --> 00:02:03.000]  我當時以為他要把車移走
[00:02:03.000 --> 00:02:04.000]  維修天花板那些
[00:02:04.000 --> 00:02:06.000]  不是 車被人撞了
[00:02:06.000 --> 00:02:07.000]  被人撞了
[00:02:07.000 --> 00:02:09.000]  只是輕輕地被人打
[00:02:09.000 --> 00:02:11.000]  想不到會搞到這麼嚴重
[00:02:11.000 --> 00:02:14.000]  不過終於經過了
[00:02:14.000 --> 00:02:15.000]  生意完結前發生的事
[00:02:15.000 --> 00:02:17.000]  到現在就把車修好
[00:02:17.000 --> 00:02:19.000]  回復正常
[00:02:19.000 --> 00:02:21.000]  有圖有真相
[00:02:21.000 --> 00:02:26.000]  但有時候我們未必知道真相全部
[00:02:26.000 --> 00:02:28.000]  苦難有沒有真相呢
[00:02:28.000 --> 00:02:31.000]  約伯受了這麼多苦有沒有真相呢
[00:02:31.000 --> 00:02:33.000]  今天就是耶和華神
[00:02:33.000 --> 00:02:36.000]  去揭示真相給我們看
[00:02:36.000 --> 00:02:39.000]  告訴我們究竟發生什麼事
[00:02:39.000 --> 00:02:42.000]  我們先看一些重溫
[00:02:42.000 --> 00:02:44.000]  這個
[00:02:44.000 --> 00:02:46.000]  重溫
[00:02:46.000 --> 00:02:49.000]  這個就是約伯記
[00:02:49.000 --> 00:02:53.000]  整個約伯書當中
[00:02:53.000 --> 00:02:56.000]  當中的一個結構
[00:02:56.000 --> 00:02:58.000]  我們重溫一下約伯記當中
[00:02:58.000 --> 00:03:00.000]  在說什麼
[00:03:00.000 --> 00:03:03.000]  包括有一個倒影或扇形結構
[00:03:03.000 --> 00:03:08.000]  頭兩章是說約伯的敬虔和受苦
[00:03:08.000 --> 00:03:09.000]  下星期就說
[00:03:09.000 --> 00:03:11.000]  Candle傳道說
[00:03:11.000 --> 00:03:12.000]  第42章
[00:03:12.000 --> 00:03:14.000]  他如何能夠蒙福
[00:03:14.000 --> 00:03:17.000]  生命有很大的更新
[00:03:17.000 --> 00:03:20.000]  我們期待下星期的總結
[00:03:20.000 --> 00:03:24.000]  上星期我已經說了
[00:03:24.000 --> 00:03:26.000]  第31章
[00:03:26.000 --> 00:03:30.000]  是說約伯和那三位朋友的對話
[00:03:30.000 --> 00:03:32.000]  今天就會說
[00:03:32.000 --> 00:03:34.000]  耶和華神如何回答
[00:03:34.000 --> 00:03:38.000]  約伯有關苦難的問題
[00:03:38.000 --> 00:03:42.000]  中間就是以利烏的對話
[00:03:42.000 --> 00:03:46.000]  其實以利烏這個我們沒有特別去研究
[00:03:46.000 --> 00:03:48.000]  但是以利烏
[00:03:48.000 --> 00:03:51.000]  他當中說的是
[00:03:51.000 --> 00:03:53.000]  以利烏本身
[00:03:53.000 --> 00:03:56.000]  作為最年輕的朋友當中
[00:03:56.000 --> 00:04:00.000]  他聽了約伯和三位朋友的對話之後
[00:04:00.000 --> 00:04:03.000]  就覺得他們說的話都是不對的
[00:04:03.000 --> 00:04:09.000]  二人本來為什麼要受苦呢
[00:04:09.000 --> 00:04:10.000]  除非你做錯事
[00:04:10.000 --> 00:04:17.000]  這是三位朋友的假設性取向
[00:04:17.000 --> 00:04:22.000]  但是其實二人都可以受苦
[00:04:22.000 --> 00:04:24.000]  行為正直的人都可以受苦
[00:04:24.000 --> 00:04:27.000]  當中以利烏說
[00:04:27.000 --> 00:04:30.000]  二人受苦有兩個主要原因
[00:04:30.000 --> 00:04:31.000]  第一就是
[00:04:31.000 --> 00:04:33.000]  二人受苦就是
[00:04:33.000 --> 00:04:36.000]  看你本身有多麼愛神
[00:04:36.000 --> 00:04:39.000]  你本身有多麼愛神
[00:04:39.000 --> 00:04:43.000]  因為當約伯失去產業
[00:04:43.000 --> 00:04:44.000]  失去兒女
[00:04:44.000 --> 00:04:45.000]  失去健康
[00:04:45.000 --> 00:04:48.000]  其實這些都是我們生命中很寶貴的東西
[00:04:48.000 --> 00:04:51.000]  就是我們所住的地方
[00:04:51.000 --> 00:04:53.000]  我們的下一代
[00:04:53.000 --> 00:04:55.000]  還有我們個人的身體
[00:04:55.000 --> 00:04:56.000]  都是重要的
[00:04:56.000 --> 00:04:57.000]  失去的時候
[00:04:57.000 --> 00:04:59.000]  究竟我們怎樣看神呢
[00:04:59.000 --> 00:05:00.000]  我們還愛不愛神呢
[00:05:00.000 --> 00:05:02.000]  這都是在苦難當中
[00:05:02.000 --> 00:05:04.000]  考驗當中
[00:05:04.000 --> 00:05:07.000]  讓我們知道究竟我們有多麼信靠
[00:05:07.000 --> 00:05:08.000]  或者去愛神
[00:05:08.000 --> 00:05:10.000]  但是另外一個向導的以利烏就說
[00:05:10.000 --> 00:05:14.000]  其實苦難不單止是由我們向上
[00:05:14.000 --> 00:05:15.000]  怎樣對神
[00:05:15.000 --> 00:05:20.000]  是上帝透過這些狀況來練證我們的心靈
[00:05:20.000 --> 00:05:22.000]  練證我們的心靈
[00:05:22.000 --> 00:05:25.000]  將我們屬靈的驕傲
[00:05:25.000 --> 00:05:27.000]  一些隱藏的惡
[00:05:27.000 --> 00:05:28.000]  顯露出來
[00:05:28.000 --> 00:05:33.000]  在苦難當中幫助我們成長成性
[00:05:33.000 --> 00:05:35.000]  這就是希伯來書十二章所說
[00:05:35.000 --> 00:05:38.000]  我們二人的受苦
[00:05:38.000 --> 00:05:40.000]  為什麼要受苦呢
[00:05:40.000 --> 00:05:44.000]  因為神要我們結出公義和美善的果子
[00:05:44.000 --> 00:05:51.000]  在以利烏差不多在三十七章結束的時候
[00:05:51.000 --> 00:06:01.000]  他聽到一個雷電聚集
[00:06:01.000 --> 00:06:08.000]  讓以利烏發出敬畏
[00:06:08.000 --> 00:06:13.000]  彷如他感覺到耶和華神即將出現
[00:06:13.000 --> 00:06:15.000]  果然在三十八章
