
[00:00:00.000 --> 00:00:03.560]  我們打開剛才所讀的聖經
[00:00:03.560 --> 00:00:05.560]  提摩太前書第六章
[00:00:05.560 --> 00:00:07.560]  如果大家用唐用聖經
[00:00:07.560 --> 00:00:12.120]  是聖經裡面的1793頁
[00:00:12.120 --> 00:00:14.520]  1793
[00:00:14.520 --> 00:00:16.520]  提摩太前書第六章
[00:00:16.520 --> 00:00:18.520]  我們剛才讀了幾節的聖經
[00:00:18.520 --> 00:00:20.520]  但很精彩的,也很深刻的意思
[00:00:20.520 --> 00:00:22.520]  第六節至第十節
[00:00:22.520 --> 00:00:25.520]  然後我們十七節又讀完第十九節
[00:00:25.520 --> 00:00:27.520]  我今天問的題目就是
[00:00:27.520 --> 00:00:30.520]  之後更為有福,但大家可能知道
[00:00:30.520 --> 00:00:32.520]  其實這幾個星期我們一直讀下去
[00:00:32.520 --> 00:00:34.520]  都要講一個主題
[00:00:34.520 --> 00:00:36.520]  這個主題就是講我們
[00:00:36.520 --> 00:00:39.520]  北宣家的屬靈傳統
[00:00:39.520 --> 00:00:41.520]  我們今年60週年
[00:00:41.520 --> 00:00:43.520]  我們就要回顧一下
[00:00:43.520 --> 00:00:45.520]  我們再提醒我們每一個
[00:00:45.520 --> 00:00:47.520]  北宣家的弟兄姊妹
[00:00:47.520 --> 00:00:49.520]  我們北宣家這60年裡面
[00:00:49.520 --> 00:00:51.520]  我們有屬靈的傳統
[00:00:51.520 --> 00:00:54.520]  屬靈傳統的講法就比較傳統
[00:00:54.520 --> 00:01:00.520]  電視機的講法就叫做
[00:01:00.520 --> 00:01:03.520]  核心價值
[00:01:03.520 --> 00:01:07.520]  我們北宣家有屬靈的核心價值
[00:01:07.520 --> 00:01:09.520]  今天我們講一個核心價值
[00:01:09.520 --> 00:01:11.520]  下個星期我們又講一個核心價值
[00:01:11.520 --> 00:01:12.520]  一路講下去
[00:01:12.520 --> 00:01:13.520]  今天這個核心價值
[00:01:13.520 --> 00:01:14.520]  剛才你們讀了聖經
[00:01:14.520 --> 00:01:16.520]  你們看到的,是講錢的
[00:01:16.520 --> 00:01:18.520]  講錢、講事業
[00:01:18.520 --> 00:01:21.520]  講具體的我們物質的生活
[00:01:21.520 --> 00:01:23.520]  但同時又講敬虔
[00:01:23.520 --> 00:01:25.520]  講我們屬天的、屬靈的
[00:01:25.520 --> 00:01:26.520]  來世的生活
[00:01:26.520 --> 00:01:29.520]  所以我們其實有兩面的
[00:01:29.520 --> 00:01:30.520]  我們作為基督徒
[00:01:30.520 --> 00:01:32.520]  其實有兩個身份
[00:01:32.520 --> 00:01:35.520]  16世紀的馬丁路德提醒我們
[00:01:35.520 --> 00:01:36.520]  我們每一個基督徒
[00:01:36.520 --> 00:01:39.520]  都有雙重國度的身份
[00:01:39.520 --> 00:01:40.520]  什麼是雙重國度呢
[00:01:40.520 --> 00:01:44.520]  一方面我們當然是天上的子民
[00:01:44.520 --> 00:01:45.520]  我們有屬靈的追求
[00:01:45.520 --> 00:01:48.520]  我們有來生的盼望
[00:01:48.520 --> 00:01:50.520]  這個是屬靈上的國度
[00:01:50.520 --> 00:01:52.520]  天國的子民
