
[00:00:00.000 --> 00:00:05.000]  其實《日光之下》這個題目想起最近一套電影
[00:00:05.000 --> 00:00:12.000]  《白日之下》是一個寫香港的電影
[00:00:12.000 --> 00:00:15.000]  有很多人看完心靈很沉重
[00:00:15.000 --> 00:00:17.000]  有些人覺得很心痛感受
[00:00:17.000 --> 00:00:19.000]  或者比這個更慘
[00:00:19.000 --> 00:00:22.000]  可能很快香港人很忙碌
[00:00:22.000 --> 00:00:24.000]  很快就說不關我事
[00:00:24.000 --> 00:00:25.000]  不是冷血
[00:00:25.000 --> 00:00:27.000]  而是太忙碌的題目
[00:00:27.000 --> 00:00:29.000]  很快就想起最近一套電影
[00:00:29.000 --> 00:00:36.000]  所以最近有些年輕人的即稱
[00:00:36.000 --> 00:00:38.000]  但做了一段時間
[00:00:38.000 --> 00:00:40.000]  好像這個世界就是日光下
[00:00:40.000 --> 00:00:42.000]  有些人覺得很心痛感受
[00:00:42.000 --> 00:00:45.000]  無論你是成年 青成年
[00:00:45.000 --> 00:00:47.000]  即稱 或者退休
[00:00:47.000 --> 00:00:49.000]  可能有些做了很久也不明白
[00:00:49.000 --> 00:00:52.000]  一講到《日光之下》 無心事
[00:00:52.000 --> 00:00:58.000]  可能就會有很多聯想人生的片段
[00:00:58.000 --> 00:01:03.000]  所以安死禮經常說第三章傳道書
[00:01:03.000 --> 00:01:05.000]  下生有時死有時
[00:01:05.000 --> 00:01:08.000]  很多經驗感受可能湧出來
[00:01:08.000 --> 00:01:12.000]  今天跟大家分享傳道書
[00:01:12.000 --> 00:01:15.000]  或者我接下來的時間也想分享
[00:01:15.000 --> 00:01:17.000]  《日光之下》第三章傳道書
[00:01:17.000 --> 00:01:20.000]  或者在傳道書上說一個什麼意思
[00:01:20.000 --> 00:01:26.000]  今天跟大家分享一些傳道書
[00:01:26.000 --> 00:01:28.000]  可以多些理解
[00:01:28.000 --> 00:01:31.000]  原來傳道書是說一位創造的主
[00:01:31.000 --> 00:01:34.000]  我們知道聖經是講主 講神
[00:01:34.000 --> 00:01:37.000]  我們先和創造神學有關
[00:01:37.000 --> 00:01:39.000]  我們比較熟悉的救贖神學
[00:01:39.000 --> 00:01:42.000]  這些救贖神學我們比較有趣
[00:01:42.000 --> 00:01:46.000]  原來傳道書是說一位創造的主 救贖
[00:01:46.000 --> 00:01:49.000]  所以很清楚
[00:01:49.000 --> 00:01:53.000]  創造神學是我們有關神的拯救
[00:01:53.000 --> 00:01:57.000]  我們都經歷救贖神的恩典很重要
[00:01:57.000 --> 00:01:59.000]  創造神學說什麼
[00:01:59.000 --> 00:02:01.000]  其實我們敬拜都是靈體
[00:02:01.000 --> 00:02:03.000]  所以我自己的敬拜很簡單
[00:02:03.000 --> 00:02:05.000]  我們很多師哥很多神是屬神
[00:02:05.000 --> 00:02:11.000]  一定是說創造的主和救贖的主的恩典
[00:02:11.000 --> 00:02:13.000]  創造神學說什麼
[00:02:13.000 --> 00:02:16.000]  其實我們敬拜的神是他的作物
[00:02:16.000 --> 00:02:19.000]  救贖的主和他的恩典
[00:02:19.000 --> 00:02:25.000]  傳道書其實是說創造神學的救贖內容
[00:02:25.000 --> 00:02:28.000]  強調創造主是人類生命的主
[00:02:28.000 --> 00:02:30.000]  聽得很清楚是他的作物
[00:02:30.000 --> 00:02:33.000]  創造主是人類生命的恩典
[00:02:33.000 --> 00:02:37.000]  傳道書其實是說創造神學的主
[00:02:37.000 --> 00:02:39.000]  我未信主
[00:02:39.000 --> 00:02:41.000]  有別於救贖神學
[00:02:41.000 --> 00:02:44.000]  當然救贖神學都和未信的人說
[00:02:44.000 --> 00:02:46.000]  我們都從前未信
[00:02:46.000 --> 00:02:48.000]  所以需要救恩
[00:02:48.000 --> 00:02:50.000]  救贖神學大家很熟悉
[00:02:50.000 --> 00:02:52.000]  就是愛和恩典
[00:02:52.000 --> 00:02:56.000]  創造神學說沒有愛沒有恩典
[00:02:56.000 --> 00:03:01.000]  是說創造主和我們的關係
[00:03:01.000 --> 00:03:03.000]  所以有什麼事情呢
[00:03:03.000 --> 00:03:05.000]  大家很熟悉下面有三個秩序
[00:03:05.000 --> 00:03:07.000]  創造神學有創造秩序
[00:03:07.000 --> 00:03:11.000]  創造神學有正經的神學正理
[00:03:11.000 --> 00:03:14.000]  創造神學有三個大秩序
[00:03:14.000 --> 00:03:17.000]  物質秩序、功能秩序、道德秩序
[00:03:17.000 --> 00:03:21.000]  先看創造主在創造神學裏面
[00:03:21.000 --> 00:03:25.000]  有區分和賜予這兩個重要的觀念
[00:03:25.000 --> 00:03:29.000]  區分是神創造特別投入了三天
[00:03:29.000 --> 00:03:32.000]  物質秩序、光暗、極全能
[00:03:32.000 --> 00:03:35.000]  先看創造主在傳道書裏面
[00:03:35.000 --> 00:03:39.000]  有區分和賜予這兩個重要的觀念
[00:03:39.000 --> 00:03:43.000]  區分是神創造特別投入了三天
[00:03:43.000 --> 00:03:45.000]  物質秩序、光暗、極全能
[00:03:45.000 --> 00:03:47.000]  賜予是很重要的
[00:03:47.000 --> 00:03:49.000]  極全能是神創造特別投入了三天
[00:03:49.000 --> 00:03:51.000]  區分是神創造特別投入了三天
[00:03:51.000 --> 00:03:53.000]  物質秩序、光暗、極全能
[00:03:53.000 --> 00:03:57.000]  區分是神創造特別投入了三天
[00:03:57.000 --> 00:03:59.000]  物質秩序、光暗、極全能
[00:03:59.000 --> 00:04:01.000]  賜予是很重要的
[00:04:01.000 --> 00:04:03.000]  物質秩序、光暗、極全能
[00:04:03.000 --> 00:04:05.000]  物質秩序、光暗、極全能
[00:04:05.000 --> 00:04:07.000]  物質秩序、光暗、極全能
[00:04:07.000 --> 00:04:09.000]  物質秩序、光暗、極全能
[00:04:09.000 --> 00:04:11.000]  物質秩序、光暗、極全能
[00:04:11.000 --> 00:04:13.000]  物質秩序、光暗、極全能
[00:04:13.000 --> 00:04:15.000]  物質秩序、光暗、極全能
[00:04:15.000 --> 00:04:17.000]  物質秩序、光暗、極全能
[00:04:17.000 --> 00:04:19.000]  物質秩序、光暗、極全能
[00:04:19.000 --> 00:04:21.000]  物質秩序、光暗、極全能
[00:04:21.000 --> 00:04:23.000]  物質秩序、光暗、極全能
[00:04:23.000 --> 00:04:25.000]  物質秩序、光暗、極全能
[00:04:25.000 --> 00:04:27.000]  物質秩序、光暗、極全能
[00:04:27.000 --> 00:04:29.000]  物質秩序、光暗、極全能
[00:04:29.000 --> 00:04:31.000]  物質秩序、光暗、極全能
[00:04:31.000 --> 00:04:33.000]  物質秩序、光暗、極全能
[00:04:33.000 --> 00:04:35.000]  物質秩序、光暗、極全能
[00:04:35.000 --> 00:04:37.000]  物質秩序、光暗、極全能
[00:04:37.000 --> 00:04:39.000]  物質秩序、光暗、極全能
[00:04:39.000 --> 00:04:41.000]  物質秩序、光暗、極全能
[00:04:41.000 --> 00:04:43.000]  物質秩序、光暗、極全能
[00:04:43.000 --> 00:04:45.000]  物質秩序、光暗、極全能
[00:04:45.000 --> 00:04:47.000]  物質秩序、光暗、極全能
[00:04:47.000 --> 00:04:49.000]  物質秩序、光暗、極全能
[00:04:49.000 --> 00:04:51.000]  物質秩序、光暗、極全能
[00:04:51.000 --> 00:04:53.000]  物質秩序、光暗、極全能
[00:04:53.000 --> 00:04:55.000]  物質秩序、光暗、極全能
[00:04:55.000 --> 00:04:57.000]  物質秩序、光暗、極全能
[00:04:57.000 --> 00:04:59.000]  物質秩序、光暗、極全能
[00:04:59.000 --> 00:05:01.000]  物質秩序、光暗、極全能
[00:05:01.000 --> 00:05:03.000]  物質秩序、光暗、極全能
[00:05:03.000 --> 00:05:05.000]  物質秩序、光暗、極全能
[00:05:05.000 --> 00:05:07.000]  物質秩序、光暗、極全能
[00:05:07.000 --> 00:05:09.000]  物質秩序、光暗、極全能
[00:05:09.000 --> 00:05:11.000]  物質秩序、光暗、極全能
[00:05:11.000 --> 00:05:13.000]  物質秩序、光暗、極全能
[00:05:13.000 --> 00:05:15.000]  物質秩序、光暗、極全能
[00:05:15.000 --> 00:05:17.000]  物質秩序、光暗、極全能
[00:05:17.000 --> 00:05:19.000]  物質秩序、光暗、極全能
[00:05:19.000 --> 00:05:21.000]  物質秩序、光暗、極全能
[00:05:21.000 --> 00:05:23.000]  物質秩序、光暗、極全能
