
[00:00:00.000 --> 00:00:04.000]  《屬靈操練實踐導引》
[00:00:04.000 --> 00:00:10.000]  這卷帶是配合我在宣道講座裏
[00:00:10.000 --> 00:00:13.000]  作過《八十年代的屬靈人》
[00:00:13.000 --> 00:00:16.000]  以一個實踐的提議
[00:00:16.000 --> 00:00:20.000]  所以其中有很多較為
[00:00:20.000 --> 00:00:24.000]  聖經基礎或神學理論的部份
[00:00:24.000 --> 00:00:26.000]  我已經在講座裏講了
[00:00:26.000 --> 00:00:29.000]  所以如果只是聽這卷帶
[00:00:29.000 --> 00:00:33.000]  你未必能完全把握到理論
[00:00:33.000 --> 00:00:35.000]  但不要緊
[00:00:35.000 --> 00:00:37.000]  如果你能夠聽那卷帶
[00:00:37.000 --> 00:00:39.000]  你便可以把握得到
[00:00:39.000 --> 00:00:43.000]  不過我想在此強調一件事
[00:00:43.000 --> 00:00:45.000]  就是這卷錄音帶
[00:00:45.000 --> 00:00:51.000]  絕對不是屬靈修養促成訓練課程之類的錄音帶
[00:00:51.000 --> 00:00:56.000]  因為屬靈修養或靈修
[00:00:56.000 --> 00:01:00.000]  屬靈操練並沒有促成這回事
[00:01:00.000 --> 00:01:06.000]  或者我們生活習慣了即食
[00:01:06.000 --> 00:01:08.000]  快餐的時代
[00:01:08.000 --> 00:01:11.000]  我們都很想有些促成的課程
[00:01:11.000 --> 00:01:13.000]  但很可惜
[00:01:13.000 --> 00:01:16.000]  屬靈的操練並沒有這樣的促成
[00:01:16.000 --> 00:01:20.000]  屬靈的操練是要通過實踐
[00:01:20.000 --> 00:01:22.000]  是要通過努力
[00:01:23.000 --> 00:01:26.000]  不斷的代價而得到
[00:01:26.000 --> 00:01:29.000]  我相信這不單單只是屬靈操練的問題
[00:01:29.000 --> 00:01:32.000]  還有很多東西你都不可能促成
[00:01:32.000 --> 00:01:40.000]  例如你不可能有些所謂促成的唱歌訓練
[00:01:40.000 --> 00:01:43.000]  或者促成的籃球錄音帶
[00:01:43.000 --> 00:01:44.000]  諸如此類
[00:01:44.000 --> 00:01:47.000]  你知道每一樣這些學問
[00:01:47.000 --> 00:01:52.000]  是要通過很長時間的點點累積而得到的
[00:01:53.000 --> 00:01:55.000]  其實我想強調
[00:01:55.000 --> 00:01:58.000]  世上有兩種不同的真理
[00:01:58.000 --> 00:02:03.000]  一種我們稱之為頭腦理性的真理
[00:02:03.000 --> 00:02:08.000]  另一種我們稱之為體驗實踐的真理
[00:02:08.000 --> 00:02:10.000]  頭腦理性的真理
[00:02:10.000 --> 00:02:13.000]  例如我們所學習的科學
[00:02:13.000 --> 00:02:15.000]  幾何之類
[00:02:15.000 --> 00:02:18.000]  這些你本來不懂
[00:02:19.000 --> 00:02:21.000]  別人教了你之後
[00:02:21.000 --> 00:02:22.000]  明白了
[00:02:22.000 --> 00:02:25.000]  即時這樣的真理就屬於你了
[00:02:25.000 --> 00:02:27.000]  正如一條幾何的數學
[00:02:27.000 --> 00:02:28.000]  你明白了
[00:02:28.000 --> 00:02:31.000]  那條數學就是屬於你的真理
[00:02:31.000 --> 00:02:33.000]  但是有些真理
[00:02:33.000 --> 00:02:35.000]  你明白了
[00:02:35.000 --> 00:02:37.000]  不等於你擁有的
[00:02:37.000 --> 00:02:39.000]  正如我剛才所說的
[00:02:39.000 --> 00:02:43.000]  一切有關於運動那方面的都是一樣的
[00:02:43.000 --> 00:02:46.000]  正如你上了一堂別人教你怎樣打籃球
[00:02:47.000 --> 00:02:49.000]  但不等於你上完這堂之後
[00:02:49.000 --> 00:02:51.000]  就立刻可以射得進籃子
[00:02:51.000 --> 00:02:55.000]  是要通過訓練操練才可以
[00:02:55.000 --> 00:02:57.000]  同樣基督教的信仰裏面
[00:02:57.000 --> 00:03:00.000]  我們恐怕也有兩種不同的真理
[00:03:00.000 --> 00:03:02.000]  有些真理
[00:03:02.000 --> 00:03:05.000]  是可以你明白了
[00:03:05.000 --> 00:03:07.000]  就立即屬於你的
[00:03:07.000 --> 00:03:09.000]  例如你不明白
[00:03:09.000 --> 00:03:13.000]  進化論和聖經所記載的創造之間的衝突
[00:03:13.000 --> 00:03:15.000]  怎樣可以解決
[00:03:15.000 --> 00:03:18.000]  於是你請一個有名的學者在這方面
[00:03:18.000 --> 00:03:19.000]  講解給你聽
[00:03:19.000 --> 00:03:20.000]  如果你明白
[00:03:20.000 --> 00:03:23.000]  即時這個理論這個真理
[00:03:23.000 --> 00:03:25.000]  就是屬於你的
[00:03:25.000 --> 00:03:27.000]  並且你可以立刻當晚
[00:03:27.000 --> 00:03:29.000]  告訴另一個未信耶穌的朋友
[00:03:29.000 --> 00:03:31.000]  講得頭頭是道
[00:03:31.000 --> 00:03:34.000]  這個我們稱為理性的真理
[00:03:34.000 --> 00:03:37.000]  但是剛才我們提到
[00:03:37.000 --> 00:03:39.000]  還有另外一種真理
[00:03:39.000 --> 00:03:41.000]  其實在我們的信仰當中
[00:03:41.000 --> 00:03:43.000]  是佔更大的部份的
[00:03:44.000 --> 00:03:45.000]  例如甚麼呢?
[00:03:45.000 --> 00:03:47.000]  例如祈禱
[00:03:47.000 --> 00:03:50.000]  祈禱就算是一種體驗的真理
[00:03:50.000 --> 00:03:55.000]  就算你聽完這卷帶教你怎樣祈禱
[00:03:55.000 --> 00:03:57.000]  但是今晚我相信
[00:03:57.000 --> 00:03:59.000]  你的祈禱也差不多了
[00:03:59.000 --> 00:04:02.000]  因為這不是知道的問題
[00:04:02.000 --> 00:04:04.000]  而是走出來的問題
[00:04:04.000 --> 00:04:07.000]  所以這卷帶只能幫助你指出
[00:04:07.000 --> 00:04:10.000]  一個操練的方向
[00:04:11.000 --> 00:04:15.000]  而你要自己身體力行的附帶價
[00:04:15.000 --> 00:04:18.000]  經過意志不斷的操練
[00:04:18.000 --> 00:04:21.000]  然後我以下所講的
[00:04:21.000 --> 00:04:24.000]  才是屬於真正你自己的一部份
[00:04:24.000 --> 00:04:29.000]  在以下的錄音帶裏
[00:04:29.000 --> 00:04:31.000]  我會嘗試
[00:04:31.000 --> 00:04:35.000]  和你看看有四方面實踐的方式
[00:04:35.000 --> 00:04:38.000]  第一
[00:04:38.000 --> 00:04:42.000]  是關於個人獨處安靜的操練
[00:04:42.000 --> 00:04:44.000]  第二
[00:04:44.000 --> 00:04:47.000]  是關於默想的操練
[00:04:47.000 --> 00:04:52.000]  由默想延展到不住的禱告
[00:04:52.000 --> 00:04:55.000]  由不住的禱告延展到
[00:04:55.000 --> 00:04:58.000]  一種我們稱為默觀的生命
[00:04:58.000 --> 00:05:00.000]  Contemplation
[00:05:00.000 --> 00:05:04.000]  然後第三和第四
[00:05:04.000 --> 00:05:06.000]  我會較為簡略的提一提
[00:05:06.000 --> 00:05:09.000]  因為附著這卷錄音帶
[00:05:09.000 --> 00:05:13.000]  我們還有兩份簡介
[00:05:13.000 --> 00:05:16.000]  就是我會提供一個
[00:05:16.000 --> 00:05:20.000]  一天的小組退休的程序
[00:05:20.000 --> 00:05:25.000]  還有一個較為長一點的
[00:05:25.000 --> 00:05:27.000]  比較大的團契
[00:05:27.000 --> 00:05:29.000]  三天兩夜的
[00:05:29.000 --> 00:05:32.000]  熟齡操練退休的程序
[00:05:32.000 --> 00:05:35.000]  不過在和大家一起講之前
[00:05:35.000 --> 00:05:37.000]  我還想不厭其煩的
[00:05:37.000 --> 00:05:40.000]  再講幾句關於熟齡操練
[00:05:40.000 --> 00:05:42.000]  沒有捷徑的這回事
[00:05:42.000 --> 00:05:48.000]  在熟齡操練裏面
[00:05:48.000 --> 00:05:51.000]  通常我們都希望到達一個境界
[00:05:51.000 --> 00:05:55.000]  叫做在世而不熟世的境界
[00:05:55.000 --> 00:05:58.000]  在我們的信仰和實踐裏面
[00:05:58.000 --> 00:06:02.000]  這種理想絕對不是一種觀念
[00:06:02.000 --> 00:06:05.000]  而是實際可以走出來的
[00:06:05.000 --> 00:06:09.000]  我們在主耶穌的身上看見這件事
[00:06:09.000 --> 00:06:13.000]  主耶穌過一個完全不是離世的生活
[00:06:13.000 --> 00:06:17.000]  但是祂並沒有受世間所發生的事支配
[00:06:17.000 --> 00:06:20.000]  所以主耶穌可以和稅吏
[00:06:20.000 --> 00:06:22.000]  和那些所謂罪人
[00:06:22.000 --> 00:06:26.000]  妓女一起吃飯聊天
[00:06:26.000 --> 00:06:29.000]  我相信那些人所說的話
[00:06:29.000 --> 00:06:32.000]  聊天的場面都相當混亂嘈雜
[00:06:32.000 --> 00:06:35.000]  或者這樣以致法利賽人
[00:06:35.000 --> 00:06:37.000]  產生很大的不滿
[00:06:37.000 --> 00:06:41.000]  但是留意到主耶穌在這樣完全入世的生活當中
[00:06:41.000 --> 00:06:47.000]  但並沒有受稅吏、妓女的說話和內容
[00:06:47.000 --> 00:06:49.000]  令祂犯罪
[00:06:49.000 --> 00:06:52.000]  我相信這個不單止主耶穌可以
[00:06:52.000 --> 00:06:55.000]  屬於祂的人也是可以的
[00:06:55.000 --> 00:06:57.000]  所以我們都看見有很多
[00:06:57.000 --> 00:07:00.000]  愛主屬靈士有深度的基督徒
[00:07:00.000 --> 00:07:03.000]  可以過一個非常忙碌的生活
[00:07:03.000 --> 00:07:07.000]  但是內心保持那份平靜
[00:07:07.000 --> 00:07:12.000]  我們也聽過羅倫斯大兄Brother Lawrence
[00:07:12.000 --> 00:07:14.000]  他只是一個普通的人
[00:07:14.000 --> 00:07:18.000]  他一路洗碗、洗碟、打掃
[00:07:18.000 --> 00:07:23.000]  但是他能夠很深切地同時與神同行
[00:07:23.000 --> 00:07:24.000]  甚至我們說
[00:07:24.000 --> 00:07:28.000]  一個真正能夠在世而不熟悉的人
