
[00:00:00.000 --> 00:00:03.200]  我們今天繼續思想馬拉基書裡面的經文
[00:00:03.200 --> 00:00:06.000]  來到第二章的其中的第十節
[00:00:06.000 --> 00:00:10.200]  我們一起思想就是不可以詭詐待人
[00:00:10.200 --> 00:00:12.000]  大家可以遣開聖經
[00:00:12.000 --> 00:00:15.000]  我們從第二章第十節開始看
[00:00:15.000 --> 00:00:21.600]  說起詭詐
[00:00:21.600 --> 00:00:24.000]  我就想有人曾經說
[00:00:24.000 --> 00:00:29.000]  講述對英國的世代是一個沒有忠信的世代
[00:00:30.000 --> 00:00:32.000]  這個世界越來越少人
[00:00:32.000 --> 00:00:36.000]  是願意按他的承諾來走出來
[00:00:36.000 --> 00:00:39.000]  我們其實也有很多體驗
[00:00:39.000 --> 00:00:43.000]  這個世界很多人不再能夠有信用
[00:00:43.000 --> 00:00:47.000]  曾經可以很言之鑿鑿地承諾一些事
[00:00:47.000 --> 00:00:50.000]  但是可以隔天就推翻
[00:00:50.000 --> 00:00:54.000]  這些山盟海誓的毀身
[00:00:54.000 --> 00:00:57.000]  但是很快就放棄了
[00:00:57.000 --> 00:01:01.000]  很多人在社會上很多交往裡面
[00:01:01.000 --> 00:01:04.000]  很多的生意或者一些交往
[00:01:04.000 --> 00:01:08.000]  就會盡量寫下一些契約
[00:01:08.000 --> 00:01:11.000]  寫下很多不同的條款
[00:01:11.000 --> 00:01:14.000]  希望能夠保證自己不會損失
[00:01:14.000 --> 00:01:18.000]  你會發覺今天在社會上很多不同的契約
[00:01:18.000 --> 00:01:21.000]  合約都會越來越長
[00:01:21.000 --> 00:01:24.000]  又發覺漏了一樣他都會反悔
[00:01:24.000 --> 00:01:27.000]  漏了一些他都會改變
[00:01:27.000 --> 00:01:30.000]  因此很多契約越來越長
[00:01:30.000 --> 00:01:35.000]  但都不能夠保證對方一定按照承諾做出來
[00:01:35.000 --> 00:01:40.000]  因此後果就是越來越多法律的訴訟
[00:01:40.000 --> 00:01:43.000]  很多不同的案件提上去
[00:01:43.000 --> 00:01:45.000]  很複雜
[00:01:45.000 --> 00:01:50.000]  有人用很多方法嘗試來改變曾經有的承諾
[00:01:50.000 --> 00:01:55.000]  有人說這種情況是一種不負責任的個人主義
[00:01:55.000 --> 00:01:57.000]  是充斥著這個社會
[00:01:57.000 --> 00:02:01.000]  或者說我突然間感受不好
[00:02:01.000 --> 00:02:03.000]  突然間不太開心
[00:02:03.000 --> 00:02:06.000]  所以對不起那些事情不做了
[00:02:06.000 --> 00:02:10.000]  很容易就會按照自己的情緒自己的感受
[00:02:10.000 --> 00:02:12.000]  就會改變了自己的承諾
[00:02:12.000 --> 00:02:16.000]  產生了很多背信的事情
[00:02:16.000 --> 00:02:19.000]  當我們回顧這些我們所經歷的社會情況的時候
[00:02:19.000 --> 00:02:22.000]  都會很明白為何上帝在《瑪麗基書》
[00:02:22.000 --> 00:02:25.000]  特別強調一件事情
[00:02:25.000 --> 00:02:29.000]  就是我們屬神的人要守忠信
[00:02:29.000 --> 00:02:31.000]  要忠誠待人
[00:02:31.000 --> 00:02:35.000]  更加是忠心對神
[00:02:35.000 --> 00:02:37.000]  聖經說到這位上帝
[00:02:37.000 --> 00:02:40.000]  他本身是一位信實的上帝
[00:02:40.000 --> 00:02:43.000]  聖經說到上帝他是信實的
[00:02:43.000 --> 00:02:45.000]  你一定會記得詩篇所說
[00:02:45.000 --> 00:02:50.000]  上帝的寶座以公平和公義為他的寶座的根基
[00:02:50.000 --> 00:02:55.000]  他的慈愛和誠實走在他前面
[00:02:55.000 --> 00:03:01.000]  慈愛和信實誠實是上帝很核心的屬性
[00:03:01.000 --> 00:03:05.000]  而他告訴我們他是不會改變的
[00:03:05.000 --> 00:03:07.000]  因為他是信實的上帝
[00:03:07.000 --> 00:03:10.000]  他應許的事情他一定會承傳
[00:03:10.000 --> 00:03:12.000]  他是不會變的
[00:03:12.000 --> 00:03:14.000]  因此你發覺聖經上面提到
[00:03:14.000 --> 00:03:16.000]  這位上帝跟我們說
[00:03:16.000 --> 00:03:18.000]  我們屬於他的子民
[00:03:18.000 --> 00:03:26.000]  要像神一樣學習忠信誠信
[00:03:26.000 --> 00:03:28.000]  所以當你讀這段聖經的時候
[00:03:28.000 --> 00:03:31.000]  你會發覺神帶著一個很語重心長的心
[00:03:31.000 --> 00:03:34.000]  要提醒在當時的以色列民
[00:03:34.000 --> 00:03:36.000]  或者今天的我們
[00:03:36.000 --> 00:03:39.000]  要留心不要背信
[00:03:39.000 --> 00:03:41.000]  聖經三方面提到不要背信
[00:03:41.000 --> 00:03:43.000]  第一不要對弟兄背信
[00:03:43.000 --> 00:03:46.000]  第二不要對我們的神背信
[00:03:46.000 --> 00:03:51.000]  第三不要對你的配偶或者你的家人背信
[00:03:51.000 --> 00:03:53.000]  聖經在第十節這樣說
[00:03:53.000 --> 00:03:56.000]  大家先看第二章第十節
[00:03:56.000 --> 00:04:01.000]  聖經說我們不是同有一位父嗎
[00:04:01.000 --> 00:04:04.000]  不是同一位神創造我們嗎
[00:04:04.000 --> 00:04:08.000]  為什麼我們各人對自己的兄弟不忠
[00:04:08.000 --> 00:04:11.000]  是我們列祖的約呢
[00:04:11.000 --> 00:04:15.000]  聖經提到不要對你的弟兄背信
[00:04:15.000 --> 00:04:17.000]  一個大前提就是
[00:04:17.000 --> 00:04:20.000]  因為我們同有一位天上的父
[00:04:20.000 --> 00:04:25.000]  也意味著我們都是神家裡面的家人
[00:04:25.000 --> 00:04:28.000]  我們互相是兄弟姐妹
[00:04:28.000 --> 00:04:30.000]  我們可能說得太多了
[00:04:30.000 --> 00:04:32.000]  弟兄姐妹弟兄姐妹
[00:04:32.000 --> 00:04:33.000]  但當你想清楚
[00:04:33.000 --> 00:04:37.000]  那個真的說出一個屬靈的事實
[00:04:37.000 --> 00:04:39.000]  就是我們是神家裡面的人
[00:04:39.000 --> 00:04:44.000]  我們彼此之間真的是弟兄姐妹
[00:04:44.000 --> 00:04:46.000]  聖經說既然我們同一位父
[00:04:46.000 --> 00:04:48.000]  我們是弟兄姐妹
[00:04:48.000 --> 00:04:52.000]  就應該彼此忠信對待
[00:04:52.000 --> 00:04:58.000]  忠信在和學本旁所提到的是以鬼詐相待
[00:04:58.000 --> 00:05:02.000]  鬼詐相待和互相是家人的關係
[00:05:02.000 --> 00:05:04.000]  是完全不配合的
[00:05:04.000 --> 00:05:06.000]  不相襯的
[00:05:06.000 --> 00:05:08.000]  既然是自己家裡面的人
[00:05:08.000 --> 00:05:13.000]  為何會用鬼詐去待對方
[00:05:13.000 --> 00:05:17.000]  所以聖經說既然我們同一位天上的父
[00:05:17.000 --> 00:05:20.000]  我們怎會對弟兄不忠
[00:05:20.000 --> 00:05:22.000]  反轉來說
[00:05:22.000 --> 00:05:26.000]  因為我們都有一位共同的父親
[00:05:26.000 --> 00:05:30.000]  我們更加應該彼此忠誠對待
[00:05:30.000 --> 00:05:33.000]  當聖經說到忠誠的時候
[00:05:33.000 --> 00:05:36.000]  裡面一直提及很多次
[00:05:36.000 --> 00:05:41.000]  不要鬼詐,要對人忠誠
[00:05:41.000 --> 00:05:43.000]  這個字很特別
[00:05:43.000 --> 00:05:45.000]  當我們看回聖經的時候
