
[00:00:00.000 --> 00:00:06.460]  今天我們一同從聖經裏面領授關於侍奉主的信息
[00:00:06.460 --> 00:00:12.000]  我們的經文是在舊約《歷代志》上第十二章
[00:00:12.000 --> 00:00:15.060]  《歷代志》上第十二章
[00:00:15.060 --> 00:00:17.360]  在這一章裏面記載
[00:00:17.360 --> 00:00:20.460]  當大魏還沒有做王之前
[00:00:20.460 --> 00:00:25.860]  有許多的勇士到他那裏去與他會合
[00:00:25.860 --> 00:00:30.260]  來幫助他 擁戴他爲王
[00:00:30.260 --> 00:00:34.760]  這些勇士他們有很好的成就
[00:00:34.760 --> 00:00:39.260]  是大魏所用的人 所得利的人
[00:00:39.260 --> 00:00:43.060]  那麼這樣的一種關係讓我們想到
[00:00:43.060 --> 00:00:45.460]  大魏王是預表基督
[00:00:45.460 --> 00:00:49.760]  所以勇士與大魏王的關係對他的侍奉
[00:00:49.760 --> 00:00:54.760]  讓我們可以學習今天我們如何的侍奉主耶穌
[00:00:54.760 --> 00:01:00.560]  擁戴他爲和平的王 慈愛的王 屬靈的王
[00:01:00.560 --> 00:01:05.960]  我們在侍奉中可以效法這些勇士們的表現
[00:01:05.960 --> 00:01:10.060]  我們從這一章裏面一一地查考
[00:01:10.060 --> 00:01:13.560]  看看這些勇士的表現是如何的
[00:01:13.560 --> 00:01:16.160]  可以做我們的榜樣
[00:01:16.160 --> 00:01:19.960]  首先我們注意十二章第一節
[00:01:19.960 --> 00:01:21.860]  在這裏這樣說
[00:01:21.860 --> 00:01:26.360]  大魏因怕掃羅 躲在西格拉的時候
[00:01:26.360 --> 00:01:30.760]  有勇士到他那裏幫助他打仗
[00:01:30.760 --> 00:01:33.760]  這個時候大魏還沒有得位
[00:01:33.760 --> 00:01:37.460]  他還是躲避掃羅王
[00:01:37.460 --> 00:01:39.960]  在這樣不得勢的時候
[00:01:39.960 --> 00:01:45.460]  竟然有人到他這裏來幫助他打仗
[00:01:45.460 --> 00:01:49.260]  所以這些人不是看風識舵的人
[00:01:49.260 --> 00:01:54.160]  不是爲求自己的好處而到大魏這裏來的人
[00:01:54.160 --> 00:01:57.960]  他們知道前面的道路很艱苦
[00:01:57.960 --> 00:02:00.160]  但是他們有信心
[00:02:00.160 --> 00:02:04.160]  因爲他們知道大魏是神所揀選的
[00:02:04.160 --> 00:02:05.660]  所高謀的
[00:02:05.660 --> 00:02:08.260]  他們就因爲有信心
[00:02:08.260 --> 00:02:12.960]  而在時局不順不利的時候
[00:02:12.960 --> 00:02:18.660]  勇敢地到大魏這裏來與他一同作戰
[00:02:18.660 --> 00:02:22.260]  今天我們也是如此
[00:02:22.260 --> 00:02:24.560]  我們看見有的時候
[00:02:24.560 --> 00:02:28.260]  信主耶穌要受迫害
[00:02:28.260 --> 00:02:29.960]  要受難處
[00:02:29.960 --> 00:02:31.660]  要受批評
[00:02:31.660 --> 00:02:33.160]  要受誤會
[00:02:33.160 --> 00:02:35.360]  要受輕視
[00:02:35.360 --> 00:02:38.460]  但是我們的信心知道
[00:02:38.460 --> 00:02:40.960]  耶穌基督是神的兒子
[00:02:40.960 --> 00:02:48.060]  祂最後要使天地的主宰的地位彰顯出來
[00:02:48.060 --> 00:02:50.660]  我們與祂統共
[00:02:50.660 --> 00:02:52.360]  不是落空的
[00:02:52.360 --> 00:02:53.960]  不是突然的
[00:02:53.960 --> 00:02:56.260]  我們願以擁戴祂爲王
[00:02:56.260 --> 00:02:57.760]  使祂得榮耀
[00:02:57.760 --> 00:03:00.260]  使祂得到人的信仰
[00:03:00.260 --> 00:03:04.760]  也更多的人和我們一同來跟隨祂
[00:03:04.760 --> 00:03:07.860]  我們要效法這些勇士們
[00:03:07.860 --> 00:03:13.960]  因有信心而做的果斷的選擇
[00:03:13.960 --> 00:03:16.460]  我們再注意第二節
[00:03:16.460 --> 00:03:18.760]  他們善於拉弓
[00:03:18.760 --> 00:03:23.960]  能用左右兩手刨實射箭
[00:03:23.960 --> 00:03:25.360]  這些勇士
[00:03:25.360 --> 00:03:28.360]  他們左右開弓
[00:03:28.360 --> 00:03:32.160]  不但右手能夠用兵器
[00:03:32.160 --> 00:03:34.660]  左手也能夠用
[00:03:34.660 --> 00:03:37.460]  平常人都是用右手
[00:03:37.460 --> 00:03:42.460]  用左手的除非是生下來就用左手的
[00:03:42.460 --> 00:03:45.760]  不然的話左手是少用的
[00:03:45.760 --> 00:03:48.860]  因此用起兵器來的時候
[00:03:48.860 --> 00:03:53.760]  或是使用左手做別的工作的時候
[00:03:53.760 --> 00:03:55.560]  就不靈活了
[00:03:55.560 --> 00:03:56.960]  不方便了
[00:03:56.960 --> 00:03:58.960]  就功效少了
[00:03:58.960 --> 00:04:00.760]  但是這些勇士
[00:04:00.760 --> 00:04:03.060]  他們經過了操練
[00:04:03.060 --> 00:04:07.760]  兩隻手都能夠使用兵器
[00:04:07.760 --> 00:04:11.060]  能夠刨實射箭
[00:04:11.060 --> 00:04:14.760]  這是從練習而得來的
[00:04:14.760 --> 00:04:18.260]  我們今天跟從主、侍奉主
[00:04:18.260 --> 00:04:21.660]  也需要左右開弓
[00:04:21.660 --> 00:04:24.160]  我們需要訓練自己
[00:04:24.160 --> 00:04:26.160]  使自己原來的弱點
[00:04:26.160 --> 00:04:28.560]  能夠變爲優點
[00:04:28.560 --> 00:04:30.360]  當我們追求的時候
[00:04:30.360 --> 00:04:32.060]  當我們學習的時候
[00:04:32.060 --> 00:04:33.860]  當我們操練的時候
[00:04:33.860 --> 00:04:36.760]  慢慢的我們的弱點、缺點
[00:04:36.760 --> 00:04:40.760]  就會變成了我們的優點、強點
[00:04:40.760 --> 00:04:45.160]  我們在N次上要學習更多的發揮
[00:04:45.160 --> 00:04:47.360]  更多的長進
[00:04:47.360 --> 00:04:50.560]  我們不要認爲我們原來的弱點
[00:04:50.560 --> 00:04:52.160]  永遠是弱點的
[00:04:52.160 --> 00:04:53.760]  在神的恩代之下
[00:04:53.760 --> 00:04:56.460]  和我們的信心之中
[00:04:56.460 --> 00:05:00.360]  可以操練、可以學習、可以發揮
[00:05:00.360 --> 00:05:04.060]  讓我們真實、熟練的左右手
[00:05:04.060 --> 00:05:07.660]  都可以爲主使用
[00:05:07.660 --> 00:05:10.460]  有美好的工作的果效
[00:05:10.460 --> 00:05:13.960]  這是一個很重要的功課來做
[00:05:13.960 --> 00:05:17.360]  你感覺到有些事你不會做嗎?
[00:05:17.360 --> 00:05:19.560]  是因爲你還沒有去練習做
[00:05:19.560 --> 00:05:21.260]  所以你不會做
[00:05:21.260 --> 00:05:24.260]  當你去用信心去操練的時候
[00:05:24.260 --> 00:05:26.660]  學習的時候、追求的時候
[00:05:26.660 --> 00:05:29.560]  你會發現在主的幫助之下
[00:05:29.560 --> 00:05:32.060]  有一天你可以做到
[00:05:32.060 --> 00:05:35.260]  你原來認爲不能做到的事
[00:05:35.260 --> 00:05:38.860]  你得到了熟練的這個技巧
[00:05:38.860 --> 00:05:40.860]  可以用熟練的兵器
[00:05:40.860 --> 00:05:44.260]  來爲主打美好的仗
[00:05:44.260 --> 00:05:47.460]  我們再看下面的一點
[00:05:47.460 --> 00:05:51.360]  那就是第八節
[00:05:51.360 --> 00:05:52.660]  迦德之派中
[00:05:52.660 --> 00:05:56.260]  有人到曠野的山寨投奔大魏
[00:05:56.260 --> 00:05:58.360]  都是大能的勇士
[00:05:58.360 --> 00:06:02.560]  能拿盾牌和槍的戰士
[00:06:02.560 --> 00:06:05.560]  這些投奔大魏
[00:06:05.560 --> 00:06:07.960]  幫助他作戰的人
[00:06:07.960 --> 00:06:10.660]  他們能夠拿盾牌
[00:06:10.660 --> 00:06:12.860]  也能夠拿槍
[00:06:12.860 --> 00:06:15.360]  槍是進攻的兵器
[00:06:15.360 --> 00:06:18.560]  盾牌是防衛的兵器
[00:06:18.560 --> 00:06:20.960]  他們能攻能守
[00:06:20.960 --> 00:06:23.360]  兩樣都有
[00:06:23.360 --> 00:06:25.160]  我們看見
[00:06:25.160 --> 00:06:29.160]  這是一個全被的戰士
[00:06:29.160 --> 00:06:33.860]  我們知道如何的向撒旦進攻
[00:06:33.860 --> 00:06:38.060]  我們也知道如何的來保守自己
[00:06:38.060 --> 00:06:41.660]  能夠勝過罪惡的侵擾
[00:06:41.660 --> 00:06:47.460]  我們要做一個如靈的能攻能守的戰士
[00:06:47.460 --> 00:06:48.860]  聖經告訴我們
[00:06:48.860 --> 00:06:53.760]  如何的向罪惡來進攻
[00:06:53.760 --> 00:06:57.460]  也告訴我們如何的能夠謹守
[00:06:57.460 --> 00:06:58.860]  謹行
[00:06:58.860 --> 00:07:01.260]  守住自己的聖潔
[00:07:01.260 --> 00:07:03.560]  守住自己愛主的心
[00:07:03.560 --> 00:07:07.960]  守住自己每日的清靜的時間
[00:07:07.960 --> 00:07:10.460]  守住自己奉獻的心智
[00:07:10.460 --> 00:07:13.160]  守住自己愛主的心
[00:07:13.160 --> 00:07:15.260]  能攻能守
[00:07:15.260 --> 00:07:19.760]  那纔是能夠百戰百勝的戰士
[00:07:19.760 --> 00:07:22.460]  我們再注意下面同一節
[00:07:22.460 --> 00:07:25.860]  還是第八節的下半節
[00:07:25.860 --> 00:07:30.560]  這裏說他們的面貌好像獅子
[00:07:30.560 --> 00:07:34.660]  獅子是被稱爲白獸之王
[00:07:34.660 --> 00:07:37.360]  他的面貌是勇敢的
[00:07:37.360 --> 00:07:39.260]  威武的
[00:07:39.260 --> 00:07:43.160]  他裏面是很堅強
[00:07:43.160 --> 00:07:46.660]  所以他的面貌也流露出來
[00:07:46.660 --> 00:07:49.360]  他裏面的堅強
[00:07:49.360 --> 00:07:50.660]  威武
[00:07:50.660 --> 00:07:52.760]  這就是我們常常說的
[00:07:52.760 --> 00:07:55.960]  有諸內就行諸外
[00:07:55.960 --> 00:07:59.560]  我們在如靈的戰爭中
[00:07:59.560 --> 00:08:03.360]  需要有獅子的勇氣
[00:08:03.360 --> 00:08:04.460]  換句話說
[00:08:04.460 --> 00:08:07.060]  我們要有很堅強的
[00:08:07.060 --> 00:08:10.160]  高昂的 如靈的士氣
[00:08:10.160 --> 00:08:12.860]  我們不是與人作戰
[00:08:12.860 --> 00:08:16.660]  我們不是與屬邪氣的作戰
[00:08:16.660 --> 00:08:19.260]  我們是與撒旦魔鬼
[00:08:19.260 --> 00:08:24.060]  在世界攪動罪惡的惡勢力作戰
[00:08:24.060 --> 00:08:29.860]  所以我們需要有信心而來的勇氣
[00:08:29.860 --> 00:08:32.860]  有健壯的心態
[00:08:32.860 --> 00:08:35.160]  我們裏面剛強
[00:08:35.160 --> 00:08:38.160]  我們外面也會流露出來
[00:08:38.160 --> 00:08:40.060]  我們的剛強
[00:08:40.060 --> 00:08:43.260]  表現於我們的工作上
[00:08:43.260 --> 00:08:46.260]  我們再注意向下看
[00:08:46.260 --> 00:08:47.360]  下一句
