
[00:00:00.000 --> 00:00:04.000]  我想首先提及,在講道之前提及
[00:00:04.000 --> 00:00:09.000]  有一次我在一個偶然的場合
[00:00:09.000 --> 00:00:11.000]  去了一個商場
[00:00:11.000 --> 00:00:14.000]  在商場裏面見到一間很大型的
[00:00:14.000 --> 00:00:16.000]  一些新型的補習中心
[00:00:16.000 --> 00:00:20.000]  大家可能見到香港現在有很多不同的補習中心
[00:00:20.000 --> 00:00:23.000]  我是好像未試過走進去
[00:00:23.000 --> 00:00:25.000]  我當日就當自己是一些
[00:00:25.000 --> 00:00:27.000]  學生就不是了
[00:00:27.000 --> 00:00:30.000]  當是學生的家長
[00:00:30.000 --> 00:00:34.000]  走進去周圍看,周圍看,周圍去問
[00:00:34.000 --> 00:00:37.000]  整個過程其實都有很多感受
[00:00:37.000 --> 00:00:39.000]  一個很深刻的體會
[00:00:39.000 --> 00:00:42.000]  這間補習中心相信很多都是
[00:00:42.000 --> 00:00:45.000]  就是一個推銷中心
[00:00:45.000 --> 00:00:48.000]  很大型的螢幕
[00:00:48.000 --> 00:00:51.000]  螢幕裏面不同的學科的老師
[00:00:51.000 --> 00:00:53.000]  在不斷講
[00:00:53.000 --> 00:00:55.000]  在吹噓他們的學生
[00:00:55.000 --> 00:00:57.000]  拿了多少個五星星
[00:00:57.000 --> 00:00:59.000]  拿了多少好的成績
[00:00:59.000 --> 00:01:02.000]  一路講他們學生的情況
[00:01:02.000 --> 00:01:05.000]  然後講他自己貼題目的比率
[00:01:05.000 --> 00:01:07.000]  貼中的率很高
[00:01:07.000 --> 00:01:11.000]  然後一路再講他很多學生的情況
[00:01:11.000 --> 00:01:15.000]  然後鏡頭就會去拍到很多學生講見證
[00:01:15.000 --> 00:01:18.000]  學生就講他們怎樣呢
[00:01:18.000 --> 00:01:20.000]  因為這位老師教得非常好
[00:01:20.000 --> 00:01:21.000]  很容易明白
[00:01:21.000 --> 00:01:23.000]  上課又很風趣
[00:01:23.000 --> 00:01:25.000]  所以大家都很開心
[00:01:25.000 --> 00:01:27.000]  拿到好成績
[00:01:27.000 --> 00:01:31.000]  一路聽的時候覺得很特別的一種宣傳
[00:01:31.000 --> 00:01:36.000]  周圍看有大量的印刷精美的冊子
[00:01:36.000 --> 00:01:41.000]  介紹不同的老師他們的成績是怎樣
[00:01:41.000 --> 00:01:43.000]  一路看的時候
[00:01:43.000 --> 00:01:46.000]  再加上旁邊有些朋友就講
[00:01:46.000 --> 00:01:48.000]  快點報啦
[00:01:48.000 --> 00:01:50.000]  這個時候不報就沒有優惠了
[00:01:50.000 --> 00:01:53.000]  現在報就會優惠很多
[00:01:53.000 --> 00:01:58.000]  如果叫你的子女多叫朋友一起上課
[00:01:58.000 --> 00:02:01.000]  三人同步可以當是兩人的錢
[00:02:01.000 --> 00:02:04.000]  一路聽一路聽的時候
[00:02:04.000 --> 00:02:06.000]  出來的時候的感受就是
[00:02:06.000 --> 00:02:10.000]  完全是一個商業化推銷的場所
[00:02:10.000 --> 00:02:13.000]  我相信我所講的大家都很明白
[00:02:13.000 --> 00:02:16.000]  今天的社會的情況
[00:02:16.000 --> 00:02:19.000]  當然老師允許一個學生有好的成績
[00:02:19.000 --> 00:02:21.000]  學生要付出什麼呢
[00:02:21.000 --> 00:02:23.000]  要付出金錢
[00:02:23.000 --> 00:02:26.000]  付出時間來上課
[00:02:26.000 --> 00:02:28.000]  當然很多學生他們的目的
[00:02:28.000 --> 00:02:30.000]  是希望能夠考到好的成績
[00:02:30.000 --> 00:02:32.000]  進到很好的大學
[00:02:32.000 --> 00:02:36.000]  或者說最終希望能夠找到好的工作
[00:02:36.000 --> 00:02:39.000]  或者說最終有一個好的目的
[00:02:39.000 --> 00:02:42.000]  就是能夠有好的生活水平
[00:02:42.000 --> 00:02:46.000]  整個方向似乎更加重要的
[00:02:46.000 --> 00:02:50.000]  是能夠讓將來自己有錢賺
[00:02:50.000 --> 00:02:52.000]  有好的生活水平
[00:02:52.000 --> 00:02:56.000]  似乎就是最重要的一種關注
[00:02:56.000 --> 00:02:58.000]  一路去看的時候
[00:02:58.000 --> 00:03:00.000]  我心自然都會想到
[00:03:00.000 --> 00:03:06.000]  有沒有一些教徒會去補習聖經呢
[00:03:06.000 --> 00:03:08.000]  有沒有人會去付代價
[00:03:08.000 --> 00:03:09.000]  付金錢
[00:03:09.000 --> 00:03:11.000]  付出各樣的精神
[00:03:11.000 --> 00:03:15.000]  是願意去補習聖經
[00:03:15.000 --> 00:03:17.000]  一路這樣看的時候
[00:03:17.000 --> 00:03:19.000]  就會想到聖經裏面很清楚
[00:03:19.000 --> 00:03:20.000]  聖經讓我們知道
[00:03:20.000 --> 00:03:23.000]  神的話是神的道
[00:03:23.000 --> 00:03:25.000]  是永恆的道
[00:03:25.000 --> 00:03:27.000]  我記得主耶穌跟我們所說
[00:03:27.000 --> 00:03:29.000]  你們要小心不要為那些
[00:03:29.000 --> 00:03:33.000]  必壞的食物勞力
[00:03:33.000 --> 00:03:36.000]  要去勞力去追尋
[00:03:36.000 --> 00:03:38.000]  不是那些必壞的食物
[00:03:38.000 --> 00:03:43.000]  要為那些存到永遠的食物去勞力
[00:03:43.000 --> 00:03:44.000]  我們又有多少時候
[00:03:44.000 --> 00:03:47.000]  我們真的會為到神的真道
[00:03:47.000 --> 00:03:50.000]  去付出代價去勞力
[00:03:50.000 --> 00:03:53.000]  來尋索認識
[00:03:53.000 --> 00:03:54.000]  一看到這些補習中心
[00:03:54.000 --> 00:03:57.000]  一相對於那種不同的時候
[00:03:57.000 --> 00:04:01.000]  亦都帶給我很多心裏面的提醒
[00:04:01.000 --> 00:04:02.000]  有時候想回到
[00:04:02.000 --> 00:04:06.000]  在很多的屬主的人的生命中
[00:04:06.000 --> 00:04:08.000]  有很多不同的障礙
[00:04:08.000 --> 00:04:10.000]  有時候知道心裏面
[00:04:10.000 --> 00:04:12.000]  很想更多認識聖經
[00:04:12.000 --> 00:04:15.000]  但卻是產生很多不同的障礙
[00:04:15.000 --> 00:04:17.000]  以致我們不能夠
[00:04:17.000 --> 00:04:19.000]  真的得著神要給我們
[00:04:19.000 --> 00:04:22.000]  有永恆價值的神的道
[00:04:22.000 --> 00:04:23.000]  而今天的聖經
[00:04:23.000 --> 00:04:25.000]  亦都正正不斷地勉勵我們
[00:04:25.000 --> 00:04:27.000]  各位弟兄姊妹
[00:04:27.000 --> 00:04:29.000]  在今天很多的障礙
[00:04:29.000 --> 00:04:31.000]  或者困難當中
[00:04:31.000 --> 00:04:35.000]  我們要繼續在神的真理上成長
[00:04:35.000 --> 00:04:39.000]  追求更深切的來認識主
[00:04:39.000 --> 00:04:40.000]  我們看回聖經
[00:04:40.000 --> 00:04:44.000]  剛才讀的彼得後書第三章
[00:04:44.000 --> 00:04:45.000]  一開始的時候
[00:04:45.000 --> 00:04:48.000]  你會看到主裏面的經文
[00:04:48.000 --> 00:04:52.000]  提醒我們要常常去紀念主的說話
[00:04:52.000 --> 00:04:54.000]  不要忘記主的說話
[00:04:54.000 --> 00:04:57.000]  大家看第三章第一第二節
[00:04:57.000 --> 00:05:02.000]  「親愛的,我現在寫給你們的是第二封信
[00:05:02.000 --> 00:05:04.000]  在這兩封信中
[00:05:04.000 --> 00:05:08.000]  我都用提醒的話來激發你們真誠的心
[00:05:08.000 --> 00:05:11.000]  叫你們記起聖先知說過的話
[00:05:11.000 --> 00:05:17.000]  和主救主藉著使徒傳給你們的誡明」
[00:05:17.000 --> 00:05:19.000]  我們需要提醒
[00:05:19.000 --> 00:05:21.000]  聖經亦都提及使徒
[00:05:21.000 --> 00:05:23.000]  他們不斷提醒弟兄姊妹
[00:05:23.000 --> 00:05:25.000]  不要忘記
[00:05:25.000 --> 00:05:27.000]  不要忘記神的說話
[00:05:27.000 --> 00:05:30.000]  要常常紀念神的說話
[00:05:30.000 --> 00:05:32.000]  神的說話是透過
[00:05:32.000 --> 00:05:34.000]  聖經所提及的先知
[00:05:34.000 --> 00:05:40.000]  和使徒所傳達給我們的神自己的說話
[00:05:40.000 --> 00:05:44.000]  當我們提到聖經裏面說先知和使徒的時候
[00:05:44.000 --> 00:05:46.000]  你會想回這裏所提及的
[00:05:46.000 --> 00:05:51.000]  正是聖經所講及的舊約和新約的聖經
[00:05:51.000 --> 00:05:53.000]  你會想回起義忽碩書裏面
[00:05:53.000 --> 00:05:56.000]  講及到神的教會的根基在哪裏呢?
[00:05:56.000 --> 00:05:59.000]  聖經裏面說的神的家
[00:05:59.000 --> 00:06:04.000]  是建立在使徒和先知的根基上
[00:06:04.000 --> 00:06:08.000]  使徒正是在說新約裏面神自己的道
[00:06:08.000 --> 00:06:10.000]  而先知亦都提及舊約裏面
[00:06:10.000 --> 00:06:12.000]  神透過很多不同的先知
[00:06:12.000 --> 00:06:15.000]  所傳達給人的神的道
[00:06:15.000 --> 00:06:18.000]  在新約舊約的神的道裏面
[00:06:18.000 --> 00:06:21.000]  一同完整地領受
[00:06:21.000 --> 00:06:22.000]  所以你看到這裏的時候
[00:06:22.000 --> 00:06:27.000]  你會記得不要單單滿足於讀新約經文
[00:06:27.000 --> 00:06:30.000]  有些弟兄姊妹問你讀過一次聖經沒有?
[00:06:30.000 --> 00:06:33.000]  讀過了新約
[00:06:33.000 --> 00:06:35.000]  舊約從沒有看過
[00:06:35.000 --> 00:06:38.000]  而聖經裏面提及到神先知
[00:06:38.000 --> 00:06:43.000]  透過使徒將神的說話帶給我們
[00:06:43.000 --> 00:06:45.000]  但其中一個很重要的目的
[00:06:45.000 --> 00:06:49.000]  聖經裏面說要激發你們真誠的心
[00:06:49.000 --> 00:06:51.000]  要激發我們真誠的心
[00:06:51.000 --> 00:06:55.000]  意味著要讓我們有誠實的心思
[00:06:55.000 --> 00:06:58.000]  所說的心是指你的心思
[00:06:58.000 --> 00:07:00.000]  你的思想
[00:07:00.000 --> 00:07:02.000]  因此這文字的翻譯是
[00:07:02.000 --> 00:07:04.000]  Holesome Thinking
[00:07:04.000 --> 00:07:08.000]  是讓你能夠有一種誠實的心思
[00:07:08.000 --> 00:07:12.000]  不單單是你想起神的話
[00:07:12.000 --> 00:07:15.000]  而是你能夠很誠實
[00:07:15.000 --> 00:07:19.000]  可以裡外一致地去讓神的話
[00:07:19.000 --> 00:07:23.000]  表達在你的行為當中
[00:07:23.000 --> 00:07:27.000]  這種正確的思想
[00:07:27.000 --> 00:07:30.000]  帶來正直的行為
[00:07:30.000 --> 00:07:34.000]  就是聖經所說誠實的心思
[00:07:34.000 --> 00:07:36.000]  聖經所提及的是要激勵我們
[00:07:36.000 --> 00:07:38.000]  讓我們領受神的話的時候
[00:07:38.000 --> 00:07:40.000]  明白神的道
[00:07:40.000 --> 00:07:41.000]  亦都讓神的道
[00:07:41.000 --> 00:07:44.000]  活現在我們自己的生活行為上
[00:07:44.000 --> 00:07:48.000]  而產生我們生命的真正改變
[00:07:48.000 --> 00:07:50.000]  所以聖經說
[00:07:50.000 --> 00:07:52.000]  我們要提醒你
[00:07:52.000 --> 00:07:56.000]  要激發你們誠實的心思
[00:07:56.000 --> 00:07:59.000]  以致我們在認識主耶穌的事上
[00:07:59.000 --> 00:08:02.000]  我們不會只是單單頭腦上認識
[00:08:02.000 --> 00:08:04.000]  而是真正在行為上
[00:08:04.000 --> 00:08:07.000]  能夠結出果子
[00:08:07.000 --> 00:08:11.000]  或者你揭起前面第一章
[00:08:11.000 --> 00:08:14.000]  彼得就在第一章第八節
[00:08:14.000 --> 00:08:17.000]  同樣地提醒我們
[00:08:17.000 --> 00:08:20.000]  第一章第八節
[00:08:20.000 --> 00:08:21.000]  聖經說
[00:08:21.000 --> 00:08:23.000]  因為你們有了這幾樣
[00:08:23.000 --> 00:08:25.000]  上文所提及的
[00:08:25.000 --> 00:08:28.000]  並且繼續的增長
[00:08:28.000 --> 00:08:30.000]  就必叫你們再確實
[00:08:30.000 --> 00:08:33.000]  認識我們的主耶穌基督上
[00:08:33.000 --> 00:08:37.000]  不至於閒難不結果子
[00:08:37.000 --> 00:08:39.000]  認識了主之後
[00:08:39.000 --> 00:08:42.000]  這種認識是一種生命的認識
[00:08:42.000 --> 00:08:45.000]  而能夠結出果子
[00:08:45.000 --> 00:08:47.000]  能夠殷勤地認識
[00:08:47.000 --> 00:08:50.000]  而誠實地活出來
[00:08:50.000 --> 00:08:55.000]  而產生一種真正的生命的更新和改變
[00:08:55.000 --> 00:08:56.000]  這一點你會發覺
[00:08:56.000 --> 00:08:58.000]  我們去分第三章的時候
[00:08:58.000 --> 00:08:59.000]  彼得就說
[00:08:59.000 --> 00:09:03.000]  我是為了要激發你們真誠的心
[00:09:03.000 --> 00:09:06.000]  以致叫你們能夠常常記起
[00:09:06.000 --> 00:09:08.000]  聖先知所說
[00:09:08.000 --> 00:09:12.000]  和仕途所傳達給你們的誡明
[00:09:12.000 --> 00:09:14.000]  要常常記念
[00:09:14.000 --> 00:09:17.000]  不要忘記神的話
[00:09:17.000 --> 00:09:18.000]  各位靈性姐妹
[00:09:18.000 --> 00:09:21.000]  當我們回想聖經這方面提醒的時候
[00:09:21.000 --> 00:09:22.000]  你就會想起
[00:09:22.000 --> 00:09:26.000]  其實因為今天的資訊非常多
[00:09:26.000 --> 00:09:27.000]  沒錯我們今天能夠
[00:09:27.000 --> 00:09:30.000]  很方便地得到不同的資訊
[00:09:30.000 --> 00:09:32.000]  但亦都產生一種情況
[00:09:32.000 --> 00:09:35.000]  所謂資訊混亂的情形
[00:09:35.000 --> 00:09:37.000]  有時我們心裏容易充塞了
[00:09:37.000 --> 00:09:38.000]  很多不同的資訊
[00:09:38.000 --> 00:09:40.000]  不同的觀念
[00:09:40.000 --> 00:09:45.000]  但卻是將神的話好像擠了出去
[00:09:45.000 --> 00:09:46.000]  相對來說
[00:09:46.000 --> 00:09:48.000]  我們對神的話
[00:09:48.000 --> 00:09:51.000]  那種傳記認識
[00:09:51.000 --> 00:09:54.000]  有時反而好像少了
[00:09:54.000 --> 00:09:55.000]  聖經就說
[00:09:55.000 --> 00:09:59.000]  將神的話豐豐富富藏在心裏
[00:09:59.000 --> 00:10:01.000]  其中的關鍵就是
[00:10:01.000 --> 00:10:04.000]  讓你的心思常常會去默想
[00:10:04.000 --> 00:10:05.000]  去紀念
[00:10:05.000 --> 00:10:09.000]  去思想神的話
[00:10:09.000 --> 00:10:12.000]  而為何要常常去思想
[00:10:12.000 --> 00:10:14.000]  其中聖經在說的原因
[00:10:14.000 --> 00:10:18.000]  就是第三節所說
[00:10:18.000 --> 00:10:21.000]  最重要的你們應當知道
[00:10:21.000 --> 00:10:22.000]  在末後的日子
