
[00:00:00.000 --> 00:00:04.400]  今天我們繼續地查考聖經新約裏面
[00:00:04.400 --> 00:00:07.800]  希伯來書的寶貴的信息
[00:00:07.800 --> 00:00:11.400]  今天是希伯來書的第八講
[00:00:11.400 --> 00:00:14.400]  今天我們注意的焦點
[00:00:14.400 --> 00:00:18.600]  是在第十一章裏面所提到的
[00:00:18.600 --> 00:00:22.000]  信心的先聖先賢們
[00:00:22.000 --> 00:00:25.600]  也可以說是信心的爲人們
[00:00:25.600 --> 00:00:29.400]  有人把他們叫做信心的英雄們
[00:00:29.400 --> 00:00:31.400]  無論用什麼名稱
[00:00:31.400 --> 00:00:35.200]  總之是表達這些人對神
[00:00:35.200 --> 00:00:39.200]  有很堅強的不改變的信心
[00:00:39.200 --> 00:00:41.400]  可以做我們的榜樣
[00:00:41.400 --> 00:00:44.400]  我們可以向他們學習
[00:00:44.400 --> 00:00:46.400]  在第十一章裏面
[00:00:46.400 --> 00:00:51.000]  提到十位偉大的信心的人物
[00:00:51.000 --> 00:00:56.200]  我們把他們一位一位地來思想靈受
[00:00:56.200 --> 00:01:00.000]  找出來我們可以學習的榜樣
[00:01:00.000 --> 00:01:04.000]  第一位信心的爲人就是壓伯
[00:01:04.000 --> 00:01:08.800]  是記載在十一章第四節裏面
[00:01:08.800 --> 00:01:12.400]  我把這一節讀出來給大家聽
[00:01:12.400 --> 00:01:14.600]  十一章第四節
[00:01:14.600 --> 00:01:19.000]  壓伯因着信獻祭於神
[00:01:19.000 --> 00:01:21.400]  比該人所獻得更美
[00:01:21.400 --> 00:01:25.000]  因此便得了稱義的見證
[00:01:25.000 --> 00:01:29.200]  就是神指着他的禮物做的見證
[00:01:29.200 --> 00:01:31.200]  他雖然死了
[00:01:31.200 --> 00:01:35.200]  卻因這信仍舊說話
[00:01:35.200 --> 00:01:40.600]  壓伯給我們留下了信心的表現的榜樣
[00:01:40.600 --> 00:01:45.400]  有兩個要點我們特別要注意的
[00:01:45.400 --> 00:01:49.600]  第一個要點就是壓伯因着信
[00:01:49.600 --> 00:01:54.800]  就獻給神蒙月拿的祭物
[00:01:54.800 --> 00:01:59.400]  壓伯用羊作爲祭物獻給神
[00:01:59.400 --> 00:02:02.000]  他這樣做不是因爲方便
[00:02:02.000 --> 00:02:05.600]  而是因着信才做的
[00:02:05.600 --> 00:02:07.800]  因着信三個字
[00:02:07.800 --> 00:02:10.600]  叫我們看見、知道
[00:02:10.600 --> 00:02:15.000]  神已經將應獻的祭物指示給
[00:02:15.000 --> 00:02:18.400]  該人和壓伯兩個人都知道了
[00:02:18.400 --> 00:02:21.000]  但是該人自以爲意
[00:02:21.000 --> 00:02:24.200]  他不按照神的啓示去做
[00:02:24.200 --> 00:02:27.400]  就把自己的莊稼獻上
[00:02:27.400 --> 00:02:30.000]  所以不蒙神的月拿
[00:02:30.000 --> 00:02:34.800]  但是壓伯就按照神的啓示的旨意
[00:02:34.800 --> 00:02:36.800]  把羊獻上
[00:02:36.800 --> 00:02:42.400]  他這樣做就成爲耶穌基督贖罪的玉表
[00:02:42.400 --> 00:02:45.600]  耶穌基督是神的羔羊
[00:02:45.600 --> 00:02:50.000]  他在哥哥他的獅子架上舍身流血
[00:02:50.000 --> 00:02:53.400]  成爲我們贖罪的羔羊
[00:02:53.400 --> 00:02:57.400]  這個玉表是何等的寶貴
[00:02:57.400 --> 00:03:00.200]  該人他的作爲
[00:03:00.200 --> 00:03:03.800]  是玉表出於仁義的宗教
[00:03:03.800 --> 00:03:07.200]  人自己想怎麼樣好就怎麼做
[00:03:07.200 --> 00:03:10.400]  用自己的方法來就自己
[00:03:10.400 --> 00:03:13.000]  作爲信仰的標準
[00:03:13.000 --> 00:03:17.400]  而壓伯他玉表歧視的宗教
[00:03:17.400 --> 00:03:22.200]  是神所歧視的信仰的路徑
[00:03:22.200 --> 00:03:24.400]  不是人自己想出來的
[00:03:24.400 --> 00:03:26.200]  不是人歡喜的
[00:03:26.200 --> 00:03:30.400]  乃是神親自透過聖靈
[00:03:30.400 --> 00:03:33.800]  向人類歧視出來的
[00:03:33.800 --> 00:03:37.200]  既然我們敬拜的對象是神
[00:03:37.200 --> 00:03:41.200]  那麼我們必然應該按照神的啓示
[00:03:41.200 --> 00:03:44.800]  來敬拜神來遵行神的旨意
[00:03:44.800 --> 00:03:48.600]  這是顯而易見的道理
[00:03:48.600 --> 00:03:52.400]  是我們每一個人應該遵行的
[00:03:52.400 --> 00:03:54.000]  第二個要點
[00:03:54.000 --> 00:03:57.800]  就是壓伯因着信仍舊說話
[00:03:57.800 --> 00:03:59.600]  這也是在第四節裏面
[00:03:59.600 --> 00:04:02.200]  我們剛纔讀過的那一節裏面
[00:04:02.200 --> 00:04:04.200]  所告訴我們的
[00:04:04.200 --> 00:04:06.000]  壓伯的榜樣
[00:04:06.000 --> 00:04:09.200]  今天仍然向我們說話
[00:04:09.200 --> 00:04:10.600]  提醒我們
[00:04:10.600 --> 00:04:14.400]  叫我們不可離開歧視的道路
[00:04:14.400 --> 00:04:17.600]  而追隨仁義的道路
[00:04:17.600 --> 00:04:22.800]  免得走在錯誤的信仰的路上
[00:04:22.800 --> 00:04:24.800]  第二個信心的爲人
[00:04:24.800 --> 00:04:26.600]  就是一諾
[00:04:26.600 --> 00:04:28.000]  他的事蹟
[00:04:28.000 --> 00:04:31.800]  記載在十一章五節六節裏面
[00:04:31.800 --> 00:04:34.600]  十一章五節六節裏面
[00:04:34.600 --> 00:04:36.800]  我讀給大家聽
[00:04:36.800 --> 00:04:40.200]  一諾因着信被解去
[00:04:40.200 --> 00:04:42.000]  不至於見死
[00:04:42.000 --> 00:04:44.000]  人也找不着他
[00:04:44.000 --> 00:04:46.800]  因爲神已經把他解去了
[00:04:46.800 --> 00:04:48.400]  只是他被解去
[00:04:48.400 --> 00:04:52.400]  一心已經得了神喜悅他的明證
[00:04:52.400 --> 00:04:54.200]  人非有信
[00:04:54.200 --> 00:04:56.800]  就不能得神的喜悅
[00:04:56.800 --> 00:04:59.200]  因爲到神面前來的人
[00:04:59.200 --> 00:05:01.800]  必須信有神
[00:05:01.800 --> 00:05:06.600]  且信他賞賜那尋求他的人
[00:05:06.600 --> 00:05:08.400]  一諾的信心
[00:05:08.400 --> 00:05:11.000]  有三方面的表現
[00:05:11.000 --> 00:05:14.400]  值得我們特別注意和學習的
[00:05:14.400 --> 00:05:15.600]  第一點
[00:05:15.600 --> 00:05:20.200]  就是一諾因信與神同行
[00:05:20.200 --> 00:05:24.800]  與神同行正是最寶貴的四個字
[00:05:24.800 --> 00:05:28.200]  一諾怎麼樣與神同行呢?
[00:05:28.200 --> 00:05:32.600]  是在日常的生活裏面與神同行
[00:05:32.600 --> 00:05:34.800]  在這兩節裏面提到
[00:05:34.800 --> 00:05:37.400]  一諾生兒養女
[00:05:37.400 --> 00:05:43.600]  這就是一個人的日常生活的最簡潔的說法
[00:05:43.600 --> 00:05:48.200]  他在日常生活的大小的事上
[00:05:48.200 --> 00:05:53.200]  按照神的旨意去做與神同行
[00:05:53.200 --> 00:05:56.800]  而且長期的與神同行
