
[00:00:00.000 --> 00:00:04.000]  若行福音十四章十五章和十六章
[00:00:04.000 --> 00:00:06.000]  如果你比較熟悉的話
[00:00:06.000 --> 00:00:08.000]  你都知道這是我們的主耶穌
[00:00:08.000 --> 00:00:11.000]  對門徒的臨別贈言
[00:00:11.000 --> 00:00:14.000]  因為講完那幾章聖經之後
[00:00:14.000 --> 00:00:16.000]  他就會上十字架
[00:00:16.000 --> 00:00:18.000]  沒有機會再跟門徒說
[00:00:18.000 --> 00:00:19.000]  門徒都知道
[00:00:19.000 --> 00:00:22.000]  所以門徒的心都很沉重
[00:00:22.000 --> 00:00:23.000]  所以耶穌基督
[00:00:23.000 --> 00:00:26.000]  如果你留意第十四章一開始第一句
[00:00:26.000 --> 00:00:28.000]  你們心裡不要憂愁
[00:00:28.000 --> 00:00:30.000]  走了
[00:00:30.000 --> 00:00:32.000]  主耶穌三年陪著他們
[00:00:32.000 --> 00:00:33.000]  現在他們要走
[00:00:33.000 --> 00:00:34.000]  要上十字架
[00:00:34.000 --> 00:00:35.000]  很沉重
[00:00:35.000 --> 00:00:37.000]  所以在這三章聖經裡
[00:00:37.000 --> 00:00:39.000]  我們的主講了一些很寶貴的話
[00:00:39.000 --> 00:00:41.000]  當然其中一個很重要的訊息
[00:00:41.000 --> 00:00:42.000]  就是我雖然走了
[00:00:42.000 --> 00:00:44.000]  但是其實我會還在這裡
[00:00:44.000 --> 00:00:47.000]  不過我將會以
[00:00:47.000 --> 00:00:48.000]  另外一種身份
[00:00:48.000 --> 00:00:51.000]  就是聖靈保衛師的身份
[00:00:51.000 --> 00:00:52.000]  再來到這個世間
[00:00:52.000 --> 00:00:53.000]  到那時候
[00:00:53.000 --> 00:00:55.000]  就我在你們裡面
[00:00:55.000 --> 00:00:56.000]  你在我裡面
[00:00:56.000 --> 00:00:57.000]  我們再不分開
[00:00:57.000 --> 00:01:00.000]  現在你和我一起生活
[00:01:00.000 --> 00:01:02.000]  有時都見不到我
[00:01:02.000 --> 00:01:03.000]  因為有時早上你起床的時候
[00:01:03.000 --> 00:01:04.000]  我去祈禱
[00:01:04.000 --> 00:01:05.000]  見不到我
[00:01:05.000 --> 00:01:08.000]  不過將來我用聖靈的身份
[00:01:08.000 --> 00:01:09.000]  我們主耶穌講了很多次
[00:01:09.000 --> 00:01:13.000]  這個就是我們這幾個月的主題
[00:01:13.000 --> 00:01:16.000]  聖靈進到我們裡面的時候
[00:01:16.000 --> 00:01:17.000]  二十四小時和我們同在
[00:01:17.000 --> 00:01:19.000]  成為我們的保衛師
[00:01:19.000 --> 00:01:20.000]  這個很寶貴
[00:01:20.000 --> 00:01:21.000]  所以耶穌說你們不要憂愁
[00:01:21.000 --> 00:01:22.000]  其實我去
[00:01:22.000 --> 00:01:23.000]  其實是好事
[00:01:23.000 --> 00:01:24.000]  如果不是的話
[00:01:24.000 --> 00:01:26.000]  你們就不會可以一夜的
[00:01:26.000 --> 00:01:27.000]  和我在一起
[00:01:27.000 --> 00:01:29.000]  但還有一個很重要的訊息
[00:01:29.000 --> 00:01:32.000]  就是在這三張聖經這麼長的裡面
[00:01:32.000 --> 00:01:33.000]  主耶穌我相信
[00:01:33.000 --> 00:01:34.000]  他的心都很想說
[00:01:34.000 --> 00:01:37.000]  不如我說一些最基本的
[00:01:37.000 --> 00:01:38.000]  最核心的
[00:01:38.000 --> 00:01:40.000]  最重要的讓你記得
[00:01:40.000 --> 00:01:42.000]  當我不在你身邊的時候
[00:01:42.000 --> 00:01:44.000]  你還記得我對你的教訓
[00:01:44.000 --> 00:01:47.000]  今天我們所讀這段聖經就是這樣
[00:01:47.000 --> 00:01:51.000]  第十五章的第十一到第十七節
[00:01:51.000 --> 00:01:54.000]  我們的主耶穌就總結了一個人
[00:01:54.000 --> 00:01:55.000]  他門徒也好
[00:01:55.000 --> 00:01:56.000]  你和我都好
[00:01:56.000 --> 00:01:58.000]  和我們的主耶穌之間
[00:01:58.000 --> 00:02:01.000]  最親切的關係應該是怎樣的
[00:02:01.000 --> 00:02:02.000]  再說一次
[00:02:02.000 --> 00:02:04.000]  這裡是說了我們和神
[00:02:04.000 --> 00:02:06.000]  我們和我們的主耶穌基督
[00:02:06.000 --> 00:02:09.000]  最親切的關係是應該怎樣的
[00:02:09.000 --> 00:02:11.000]  所以第十一節
[00:02:11.000 --> 00:02:13.000]  他就開始了一個題目
[00:02:13.000 --> 00:02:14.000]  這個是一個總結
[00:02:14.000 --> 00:02:16.000]  也是一個題目
[00:02:16.000 --> 00:02:19.000]  就是說怎樣才能夠衡量
[00:02:19.000 --> 00:02:22.000]  我們和你和耶穌基督的關係
[00:02:22.000 --> 00:02:23.000]  是不是親切
[00:02:23.000 --> 00:02:26.000]  這裡主耶穌用了一句話去衡量
[00:02:26.000 --> 00:02:28.000]  就是說我將這些事告訴你
[00:02:28.000 --> 00:02:29.000]  是好叫什麼
[00:02:29.000 --> 00:02:32.000]  我的喜樂存在你的心裡面
[00:02:32.000 --> 00:02:35.000]  並且使你們的喜樂可以滿人
[00:02:35.000 --> 00:02:37.000]  這裡有兩個喜樂
[00:02:37.000 --> 00:02:38.000]  有沒有留意
[00:02:38.000 --> 00:02:39.000]  一個喜樂是屬於耶穌基督的
[00:02:39.000 --> 00:02:43.000]  耶穌說我的喜樂存在你們心裡面
[00:02:43.000 --> 00:02:45.000]  第二個喜樂是你和我
[00:02:45.000 --> 00:02:49.000]  我們的喜樂可以滿人
[00:02:49.000 --> 00:02:51.000]  和合本意是滿足
[00:02:51.000 --> 00:02:54.000]  都是一樣充充滿滿有喜樂
[00:02:54.000 --> 00:02:56.000]  這個有什麼特別
[00:02:56.000 --> 00:02:57.000]  好像聽了很多次
[00:02:57.000 --> 00:02:58.000]  不是的
[00:02:58.000 --> 00:02:59.000]  你留心清楚
[00:02:59.000 --> 00:03:00.000]  這裡有兩個的喜樂
[00:03:00.000 --> 00:03:03.000]  屬於神自己的喜樂
[00:03:03.000 --> 00:03:04.000]  在我們心裡面
[00:03:04.000 --> 00:03:06.000]  我們又欣賞神自己的喜樂
[00:03:06.000 --> 00:03:07.000]  在我們心裡面
[00:03:07.000 --> 00:03:10.000]  我們的喜樂都可以得到滿足
[00:03:10.000 --> 00:03:12.000]  得到滿人
