
[00:00:00.000 --> 00:00:04.500]  今天晚上我們來到第三課
[00:00:04.500 --> 00:00:07.000]  天國的奧秘
[00:00:07.000 --> 00:00:15.500]  天國是聖經裡面非常重要的一個主題
[00:00:15.500 --> 00:00:19.500]  所以我們應該清楚的明白
[00:00:19.500 --> 00:00:22.500]  天國叫做奧秘
[00:00:22.500 --> 00:00:26.500]  是在《馬太福音》十三章第十一節
[00:00:26.500 --> 00:00:30.000]  《馬太福音》十三章十一節
[00:00:30.000 --> 00:00:36.000]  在這裡主耶穌用天國的奧秘這個名稱
[00:00:36.000 --> 00:00:41.000]  聖經把天國奧秘的各方面告訴我們
[00:00:41.000 --> 00:00:46.000]  這是我們要查考的焦點
[00:00:46.000 --> 00:00:48.000]  天國這個名稱
[00:00:48.000 --> 00:00:53.000]  在聖經裡面有不同的說法
[00:00:53.000 --> 00:00:55.000]  不同的名詞
[00:00:55.000 --> 00:00:58.000]  天國也叫做國度
[00:00:58.000 --> 00:01:02.000]  這是《馬太福音》六章十三節
[00:01:02.000 --> 00:01:08.000]  我們的主耶穌在諸道文裡面提到
[00:01:08.000 --> 00:01:14.000]  願榮耀、國度、權柄都歸給你
[00:01:14.000 --> 00:01:19.000]  另外一個名稱是神的國
[00:01:19.000 --> 00:01:24.000]  本文我們在本課裡面用國度這個名字
[00:01:24.000 --> 00:01:26.000]  我們把它統一起來
[00:01:26.000 --> 00:01:30.000]  這樣用起來就比較方便
[00:01:30.000 --> 00:01:39.000]  天國、神的國、國度都是同樣的意義
[00:01:39.000 --> 00:01:47.000]  現在我們看國度歷史的分段
[00:01:47.000 --> 00:01:51.000]  分作四個時期
[00:01:51.000 --> 00:01:54.000]  第一個時期就是舊約時期
[00:01:54.000 --> 00:01:58.000]  神在以色列人中間做王
[00:01:58.000 --> 00:02:08.000]  神藉著先祖、士師、君王、先知來治理以色列人
[00:02:08.000 --> 00:02:12.000]  這些人都是神的代表
[00:02:12.000 --> 00:02:15.000]  所謂先祖就是亞伯拉罕
[00:02:15.000 --> 00:02:21.000]  就是伊沙、雅各這些約瑟
[00:02:21.000 --> 00:02:23.000]  這些都是先祖
[00:02:23.000 --> 00:02:28.000]  神直接向他們起事
[00:02:28.000 --> 00:02:34.000]  引導他們、教導他們、恩待他們
[00:02:34.000 --> 00:02:41.000]  士師是在君王以前的領袖
[00:02:41.000 --> 00:02:43.000]  一方面是政治的領袖
[00:02:43.000 --> 00:02:47.000]  同時也是宗教的領袖
[00:02:47.000 --> 00:02:53.000]  像基澱是士師
[00:02:53.000 --> 00:02:59.000]  君王就是在士師之後
[00:02:59.000 --> 00:03:01.000]  神高麗的
[00:03:01.000 --> 00:03:05.000]  君王的開始是神不喜悅的
[00:03:05.000 --> 00:03:10.000]  原來神的旨意不是要藉著君王治理以色列人
[00:03:10.000 --> 00:03:18.000]  但是以色列人他們看見周圍的國家都有君王
[00:03:18.000 --> 00:03:21.000]  所以他們想效法列國
[00:03:21.000 --> 00:03:24.000]  他們就向撒米爾求
[00:03:24.000 --> 00:03:31.000]  請撒米爾向神來求准許他們立王
[00:03:31.000 --> 00:03:34.000]  神看見他們這個心
[00:03:34.000 --> 00:03:37.000]  知道他們要求立王
[00:03:37.000 --> 00:03:41.000]  是因為不願意神做他們的王
[00:03:41.000 --> 00:03:45.000]  他們是出於一個違忌神的心
[00:03:45.000 --> 00:03:48.000]  所以神很不喜悅
[00:03:48.000 --> 00:03:51.000]  但是因為他們一定要這樣做
[00:03:51.000 --> 00:03:55.000]  所以神就准許他們這樣做
[00:03:55.000 --> 00:04:01.000]  結果他們落在好些壞的王的手中
[00:04:01.000 --> 00:04:04.000]  受了許多的痛苦
[00:04:04.000 --> 00:04:06.000]  在以色列人的歷史中
[00:04:06.000 --> 00:04:09.000]  一共有四十三個王
[00:04:09.000 --> 00:04:13.000]  其中大部分都是壞的王
[00:04:13.000 --> 00:04:16.000]  有八個是好的王
[00:04:16.000 --> 00:04:18.000]  這八個好的王當中
[00:04:18.000 --> 00:04:22.000]  有五個後來跌倒失敗
[00:04:22.000 --> 00:04:27.000]  只有三個真正好的王
[00:04:27.000 --> 00:04:31.000]  所以他們後來就了解
[00:04:31.000 --> 00:04:34.000]  他們求立君王的事
[00:04:34.000 --> 00:04:36.000]  是得罪神了
[00:04:36.000 --> 00:04:38.000]  是一個大錯
[00:04:38.000 --> 00:04:42.000]  讓他們自己受了許多的痛苦
[00:04:42.000 --> 00:04:46.000]  今天我們從這件事也學了一個功課
[00:04:46.000 --> 00:04:51.000]  我們要神做我們的王
[00:04:51.000 --> 00:04:56.000]  我們政府的領袖
[00:04:56.000 --> 00:05:00.000]  是在這個世界上不能缺少的
[00:05:00.000 --> 00:05:04.000]  但是基督徒的最高的君王是神
[00:05:04.000 --> 00:05:07.000]  有遵行神的旨意
[00:05:07.000 --> 00:05:13.000]  遵行神的旨意過於遵行人的意見
[00:05:13.000 --> 00:05:17.000]  順從神不順從人是應當的
[00:05:17.000 --> 00:05:22.000]  如果在人和神之間沒有衝突
[00:05:22.000 --> 00:05:25.000]  我們就兩樣都順服
[00:05:25.000 --> 00:05:32.000]  但是如果政府和神的旨意相對的話
[00:05:32.000 --> 00:05:33.000]  相反的話
[00:05:33.000 --> 00:05:38.000]  那我們就順服神過於順服人
[00:05:38.000 --> 00:05:44.000]  這是基督徒的一個基本的原則
[00:05:44.000 --> 00:05:54.000]  先知是特別傳達神信息的一種人
[00:05:54.000 --> 00:06:01.000]  是在世世時代以後就開始有了
[00:06:01.000 --> 00:06:08.000]  一直到世襲約翰的時候
[00:06:08.000 --> 00:06:11.000]  各時代都有先知
[00:06:11.000 --> 00:06:15.000]  除了約翰以前那個四百年是沒有先知的
[00:06:15.000 --> 00:06:20.000]  所以中間有一個很長的間隔的時代
[00:06:20.000 --> 00:06:26.000]  四百年是在世襲約翰以前四百年
[00:06:26.000 --> 00:06:30.000]  在那個四百年以前一直有先知
[00:06:30.000 --> 00:06:40.000]  各時代都有先知來代表神講話
[00:06:40.000 --> 00:06:42.000]  這是第一個時期
[00:06:42.000 --> 00:06:44.000]  舊約時期
[00:06:44.000 --> 00:06:46.000]  第二個時期
[00:06:46.000 --> 00:06:49.000]  那就是教會時期
[00:06:49.000 --> 00:06:52.000]  基督在教會中做王
[00:06:52.000 --> 00:07:00.000]  這個時期的國度是個人性的和團體性的
[00:07:00.000 --> 00:07:05.000]  而這個時期是由無尋節為開始的
[00:07:05.000 --> 00:07:11.000]  那麼現在我們把這幾處的經文來看一看
[00:07:11.000 --> 00:07:15.000]  我們怎麼知道在教會時期裏面
[00:07:15.000 --> 00:07:19.000]  國度是個人性的和團體性的呢?
[00:07:19.000 --> 00:07:27.000]  我們來看路加福音17章21節
[00:07:27.000 --> 00:07:30.000]  這是主耶穌說的話
[00:07:30.000 --> 00:07:35.000]  人也不得說看那在這裏看那在那裏
[00:07:35.000 --> 00:07:39.000]  因為神的國就在你們心裏
[00:07:39.000 --> 00:07:43.000]  小字心裏或坐中間
[00:07:43.000 --> 00:07:47.000]  這是主耶穌所說的
[00:07:47.000 --> 00:07:52.000]  神的國在那裏就在你們心裏
[00:07:52.000 --> 00:07:55.000]  這就是個人性的意思
[00:07:55.000 --> 00:07:57.000]  神的國在每一個人的心裏
[00:07:57.000 --> 00:08:00.000]  每一個人的心裏都有神的國
[00:08:00.000 --> 00:08:01.000]  意思就是說
[00:08:01.000 --> 00:08:06.000]  如果一個人在心裏順服神的旨意
[00:08:06.000 --> 00:08:09.000]  他心裏就有神的國
[00:08:09.000 --> 00:08:13.000]  神的國的意思就是順服神的旨意
[00:08:13.000 --> 00:08:15.000]  哪裡順服神的旨意
[00:08:15.000 --> 00:08:19.000]  哪裡就是神的國的一部分
[00:08:19.000 --> 00:08:24.000]  所以當一個基督徒在他心裏順服神的旨意的時候
[00:08:24.000 --> 00:08:27.000]  他的心就是神的國
[00:08:27.000 --> 00:08:31.000]  因為是神掌權的地方
[00:08:31.000 --> 00:08:35.000]  小字說心裏或坐中間
[00:08:35.000 --> 00:08:43.000]  那一個心裏的原文可以有雙重的意思
[00:08:43.000 --> 00:08:50.000]  就好像英文的意思一樣
[00:08:50.000 --> 00:08:53.000]  within you
[00:08:53.000 --> 00:08:58.000]  這個within也可以說是在個人的心中
[00:08:58.000 --> 00:09:00.000]  也可以說是among you
[00:09:00.000 --> 00:09:04.000]  所以within是在個人的心中
[00:09:04.000 --> 00:09:08.000]  也可以說是在中間
[00:09:08.000 --> 00:09:15.000]  within是in one's heart as well as among you
[00:09:15.000 --> 00:09:20.000]  同樣都包括在內
[00:09:20.000 --> 00:09:21.000]  意思就是說
[00:09:21.000 --> 00:09:25.000]  在弟兄姊妹中間彼此的關係裏面
[00:09:25.000 --> 00:09:28.000]  遵行神的旨意
[00:09:28.000 --> 00:09:35.000]  所以大家的團契就成了神的國
[00:09:35.000 --> 00:09:38.000]  教會就是祖內的弟兄姊妹
[00:09:38.000 --> 00:09:42.000]  彼此有交通的有團契的一個地方
[00:09:42.000 --> 00:09:45.000]  所以教會就是神的國
[00:09:45.000 --> 00:09:48.000]  這是團體性的
[00:09:48.000 --> 00:09:53.000]  我們上一次看教會的奧秘的時候
[00:09:53.000 --> 00:09:55.000]  也看了一不鎖書
[00:09:55.000 --> 00:09:58.000]  二章19節
[00:09:58.000 --> 00:10:01.000]  說教會就是神的國
[00:10:01.000 --> 00:10:07.000]  第一的前書二章9節也提到
[00:10:07.000 --> 00:10:10.000]  我們是有君尊的祭司
[00:10:10.000 --> 00:10:12.000]  是聖節的國度
[00:10:12.000 --> 00:10:15.000]  所以基督徒是聖節的國度
[00:10:15.000 --> 00:10:18.000]  而基督徒構成了教會
[00:10:18.000 --> 00:10:20.000]  所以教會也就是國度
[00:10:20.000 --> 00:10:24.000]  這是團體性的
[00:10:24.000 --> 00:10:31.000]  教會的國度時期是從無尋節開始的
[00:10:31.000 --> 00:10:36.000]  這是這一節聖經值得我們特別的注意看一看
[00:10:36.000 --> 00:10:40.000]  馬太福音16章28節
[00:10:40.000 --> 00:10:47.000]  我實在告訴你們
[00:10:47.000 --> 00:10:49.000]  站在這裏的
[00:10:49.000 --> 00:10:52.000]  有人在廟場實慰以前
[00:10:52.000 --> 00:10:58.000]  必看見人子降臨在他的國裏
[00:10:58.000 --> 00:11:00.000]  在這裏主耶穌說
[00:11:00.000 --> 00:11:03.000]  人子要降臨在他的國裏
[00:11:03.000 --> 00:11:06.000]  意思就是說他的國要開始了
[00:11:06.000 --> 00:11:09.000]  因為人子就是基督
[00:11:09.000 --> 00:11:12.000]  也就是國度的王
[00:11:12.000 --> 00:11:14.000]  他要降臨在他的國裏
[00:11:14.000 --> 00:11:16.000]  就是他的國度
[00:11:16.000 --> 00:11:19.000]  一個新的時期的開始
[00:11:19.000 --> 00:11:23.000]  那麼這個時間是指著什麼說的呢?
[00:11:23.000 --> 00:11:26.000]  主耶穌說站在這裏的
[00:11:26.000 --> 00:11:29.000]  有人在廟場實慰以前
[00:11:29.000 --> 00:11:33.000]  必看見人子降臨在他的國裏
[00:11:33.000 --> 00:11:38.000]  那麼這是指著一個不久的將來說的
[00:11:38.000 --> 00:11:45.000]  而這個預言很明顯是應驗在無尋節的時候
[00:11:45.000 --> 00:11:47.000]  聖靈降臨
[00:11:47.000 --> 00:11:54.000]  而耶穌基督是藉著聖靈住在教會裏頭
[00:11:54.000 --> 00:11:59.000]  他在教會裏有一個榮耀的顯現
[00:11:59.000 --> 00:12:03.000]  不是主耶穌親自在教會裏頭
[00:12:03.000 --> 00:12:06.000]  那是藉著聖靈在教會裏面
[00:12:06.000 --> 00:12:10.000]  所以這個人子降臨在他的國度裏面
