
[00:00:00.000 --> 00:00:04.400]  剛才讀唱的詩裡面有兩個字
[00:00:04.400 --> 00:00:10.200]  在英文裡面一個字就是
[00:00:10.200 --> 00:00:19.200]  這兩個字用了三次
[00:00:19.200 --> 00:00:27.200]  我相信寫那首詩的人的意義是
[00:00:27.200 --> 00:00:30.000]  就是一個在獅子架下的人
[00:00:30.000 --> 00:00:35.000]  看見了獅子架上的犧牲和愛的時候
[00:00:35.000 --> 00:00:41.000]  他的內心有震動
[00:00:41.000 --> 00:00:47.000]  震動 震動
[00:00:47.000 --> 00:00:52.000]  弟兄姊妹們
[00:00:52.800 --> 00:00:54.800]  震動 震動
[00:00:54.800 --> 00:00:55.800]  弟兄姊妹們
[00:00:55.800 --> 00:01:00.800]  獅子架的愛是我們震動
[00:01:00.800 --> 00:01:08.800]  主在獅子架上付的代價讓我們震動
[00:01:08.800 --> 00:01:15.800]  如果一個人曾經到過獅子架下
[00:01:20.800 --> 00:01:23.800]  一定會有這樣的一個真實的感受
[00:01:23.800 --> 00:01:30.800]  這個震動就是把我們整個人
[00:01:30.800 --> 00:01:33.800]  整個的生命來震動
[00:01:33.800 --> 00:01:38.800]  在這樣的一個震動以後
[00:01:38.800 --> 00:01:42.800]  任何一個人不可能和原來一樣的
[00:01:47.800 --> 00:01:50.800]  我們這些人都是被獅子架的愛
[00:01:50.800 --> 00:01:54.800]  和付的代價震動過的人
[00:01:54.800 --> 00:02:01.800]  我們聽那首詩的時候
[00:02:01.800 --> 00:02:03.800]  我們的內心有響應
[00:02:03.800 --> 00:02:09.800]  獅子架 獅子架
[00:02:09.800 --> 00:02:11.800]  永是我們的榮耀
[00:02:15.800 --> 00:02:18.800]  獅子架也是我們身上的印記
[00:02:18.800 --> 00:02:24.800]  聖經裡面提到兩種的印記
[00:02:24.800 --> 00:02:28.800]  第一種是聖靈的印記
[00:02:28.800 --> 00:02:33.800]  那表示一個屬主的人的記號
[00:02:33.800 --> 00:02:38.800]  第二種的印記
[00:02:38.800 --> 00:02:42.800]  加拿大太書六章十七節
[00:02:44.800 --> 00:02:47.800]  保羅說我身上有耶穌的印記
[00:02:47.800 --> 00:02:54.800]  我相信那個印記的意思之一
[00:02:54.800 --> 00:03:00.800]  就是獅子架的記號
[00:03:00.800 --> 00:03:06.800]  獅子架在保羅的生命之中
[00:03:06.800 --> 00:03:13.800]  留下了一個清楚的印記
[00:03:14.800 --> 00:03:17.800]  這兩種的印記在七十路裡頭又出現
[00:03:17.800 --> 00:03:25.800]  在第七章
[00:03:25.800 --> 00:03:29.800]  提到十四萬四千人
[00:03:29.800 --> 00:03:33.800]  他們身上有神的印記
[00:03:33.800 --> 00:03:37.800]  表示他們是屬神的
[00:03:40.800 --> 00:03:42.800]  在十四章
[00:03:42.800 --> 00:03:45.800]  提到另外的十四萬四千人
[00:03:45.800 --> 00:03:52.800]  在那裡說他們身上也有神的印記
[00:03:52.800 --> 00:03:57.800]  這些人是什麼人
[00:03:57.800 --> 00:04:01.800]  一個很清楚的介紹
[00:04:01.800 --> 00:04:04.800]  一個很清楚的形容
[00:04:04.800 --> 00:04:09.800]  無論高揚往哪裡去
[00:04:09.800 --> 00:04:11.800]  他們都跟隨他
[00:04:11.800 --> 00:04:17.800]  這是一個跟隨主的印記
[00:04:17.800 --> 00:04:24.800]  這些人背起他們的獅子架來跟隨了主
[00:04:24.800 --> 00:04:31.800]  我昨天說這些是得勝的人
[00:04:31.800 --> 00:04:38.800]  勝過了要在跟從主的路上一切的攔阻
[00:04:39.800 --> 00:04:41.800]  他們有獅子架的印記
[00:04:41.800 --> 00:04:46.800]  他們有神的印記
[00:04:46.800 --> 00:04:51.800]  在你的身上我的身上是不是也有這兩種的印記呢
[00:04:51.800 --> 00:04:59.800]  我們都有得救贖主的印記
[00:04:59.800 --> 00:05:07.800]  我們是否也有獅子架的印記
[00:05:07.800 --> 00:05:09.800]  在我們的生命和侍奉中呢
[00:05:09.800 --> 00:05:19.800]  主在世的時候曾經到無花果樹下找果子
[00:05:19.800 --> 00:05:27.800]  但是他找到的只有葉子
[00:05:27.800 --> 00:05:31.800]  沒有果子
[00:05:31.800 --> 00:05:34.800]  讓主失望
[00:05:35.800 --> 00:05:41.800]  如果主今天到我們的生命和侍奉中來找獅子架的印記的話
[00:05:41.800 --> 00:05:49.800]  他能不能找到呢
[00:05:49.800 --> 00:05:56.800]  或者他說只有第一種的印記沒有第二種的印記呢
[00:05:56.800 --> 00:06:03.800]  有一幅的圖畫
[00:06:04.800 --> 00:06:09.800]  名字叫傷恨對傷恨
[00:06:09.800 --> 00:06:19.800]  來描寫保羅進入榮耀的時候
[00:06:19.800 --> 00:06:25.800]  耶穌基督來迎接他
[00:06:25.800 --> 00:06:30.800]  主耶穌伸出他的雙手來迎接
[00:06:32.800 --> 00:06:34.800]  他的手上有冰恨
[00:06:34.800 --> 00:06:39.800]  保羅跪在地上
[00:06:39.800 --> 00:06:43.800]  也伸起他的雙手來
[00:06:43.800 --> 00:06:46.800]  回應主伸出的雙手
[00:06:46.800 --> 00:06:51.800]  在他的臂上
[00:06:51.800 --> 00:06:54.800]  有傷痕
[00:06:54.800 --> 00:06:58.800]  就是為了傳福音的工作
[00:06:58.800 --> 00:07:01.800]  為了侍奉主而有的傷恨
[00:07:02.800 --> 00:07:06.800]  傷痕留在了他為了傳福音的工作
[00:07:06.800 --> 00:07:08.800]  下面的題目說
[00:07:08.800 --> 00:07:11.800]  傷恨回應傷恨
[00:07:11.800 --> 00:07:15.800]  名字叫傷對傷
[00:07:15.800 --> 00:07:17.800]  有一天我們都要見主
[00:07:17.800 --> 00:07:21.800]  在榮耀中我們要親眼看見
[00:07:21.800 --> 00:07:23.800]  他手上的冰恨
[00:07:23.800 --> 00:07:25.800]  他右手上的槍傷
[00:07:26.800 --> 00:07:28.800]  在榮耀中我們要親眼看見
[00:07:28.800 --> 00:07:29.800]  他手上的傷痕
[00:07:29.800 --> 00:07:32.800]  還有他的肢體
[00:07:32.800 --> 00:07:33.800]  穿透他的肢體
[00:07:33.800 --> 00:07:35.800]  我們感謝主
[00:07:35.800 --> 00:07:37.800]  他有復活的身體
[00:07:37.800 --> 00:07:39.800]  一直與他同在
[00:07:39.800 --> 00:07:40.800]  我們感謝主
[00:07:40.800 --> 00:07:43.800]  因為他的復活身體在他身上
[00:07:43.800 --> 00:07:46.800]  這個裡面有一個非常重要的意義
[00:07:46.800 --> 00:07:51.800]  那是他為我們受死的愛的
[00:07:51.800 --> 00:07:53.800]  一個永遠的紀念
[00:07:54.800 --> 00:07:56.800]  我們在榮耀中與主同在的時候
[00:07:56.800 --> 00:07:59.800]  我們可以仔細地看見
[00:07:59.800 --> 00:08:00.800]  他手中的冰恨
[00:08:00.800 --> 00:08:02.800]  他肋旁的槍傷
[00:08:02.800 --> 00:08:04.800]  我們可以仔細地看見
[00:08:04.800 --> 00:08:06.800]  他手上的傷痕
[00:08:06.800 --> 00:08:08.800]  還有他的肢體
[00:08:08.800 --> 00:08:11.800]  那個時候我們就像多瑪一樣
[00:08:11.800 --> 00:08:12.800]  俯伏在地說
[00:08:12.800 --> 00:08:14.800]  我的主我的神
[00:08:14.800 --> 00:08:16.800]  那時候我們就像多瑪一樣
[00:08:16.800 --> 00:08:18.800]  俯伏在地說
[00:08:18.800 --> 00:08:19.800]  我的主我的神
[00:08:20.800 --> 00:08:22.800]  弟兄姊妹們
[00:08:22.800 --> 00:08:24.800]  我們最深的敬拜
[00:08:24.800 --> 00:08:25.800]  從哪裡發出來
[00:08:25.800 --> 00:08:27.800]  就是像多瑪一樣
[00:08:27.800 --> 00:08:29.800]  看見了那個冰恨
[00:08:29.800 --> 00:08:31.800]  看見那個槍傷的時候
[00:08:31.800 --> 00:08:33.800]  那個敬拜
[00:08:33.800 --> 00:08:35.800]  他肋旁的槍傷
[00:08:35.800 --> 00:08:37.800]  他俯伏在地說
[00:08:37.800 --> 00:08:40.800]  那是一個無體統的
[00:08:40.800 --> 00:08:42.800]  一個永遠的紀念
[00:08:42.800 --> 00:08:44.800]  我們感謝主
[00:08:44.800 --> 00:08:46.800]  我們感謝主
[00:08:46.800 --> 00:08:48.800]  我們感謝主
[00:08:49.800 --> 00:08:50.800]  中國人說無體投地
[00:08:50.800 --> 00:08:53.800]  中國人說無體投地
[00:08:53.800 --> 00:08:56.800]  頭兩隻手兩隻腳
[00:08:56.800 --> 00:08:58.800]  俯伏在地
[00:08:58.800 --> 00:09:00.800]  還有中國人說
[00:09:00.800 --> 00:09:02.800]  五個身體會全力向主
[00:09:02.800 --> 00:09:04.800]  或四個頭
[00:09:04.800 --> 00:09:06.800]  或兩隻手或兩隻臂
[00:09:06.800 --> 00:09:08.800]  代表我們誠心悅服
[00:09:08.800 --> 00:09:10.800]  我們整個的生命
[00:09:10.800 --> 00:09:12.800]  都這樣的
[00:09:12.800 --> 00:09:14.800]  俯伏在祂的面前
[00:09:14.800 --> 00:09:16.800]  我們感謝主
[00:09:17.800 --> 00:09:18.800]  我們感謝主
[00:09:18.800 --> 00:09:20.800]  將來與我們永遠同在的
[00:09:20.800 --> 00:09:22.800]  這樣的一位主
[00:09:22.800 --> 00:09:24.800]  所以我們什麼時候
[00:09:24.800 --> 00:09:26.800]  看見十字架
[00:09:26.800 --> 00:09:28.800]  我們什麼時候
[00:09:28.800 --> 00:09:30.800]  就有真的敬拜
[00:09:30.800 --> 00:09:33.800]  今天早上的敬拜的時間
[00:09:33.800 --> 00:09:35.800]  就是在這樣的一個了解
[00:09:35.800 --> 00:09:37.800]  和看見裡面進行的
[00:09:37.800 --> 00:09:39.800]  我們看見了
[00:09:39.800 --> 00:09:41.800]  我們真的敬拜
[00:09:41.800 --> 00:09:43.800]  我們真的敬拜
[00:09:43.800 --> 00:09:45.800]  我們真的敬拜
[00:09:46.800 --> 00:09:47.800]  我們真的敬拜
[00:09:47.800 --> 00:09:49.800]  我們真的敬拜
[00:09:49.800 --> 00:09:51.800]  李秀全牧師提到了
[00:09:51.800 --> 00:09:54.800]  加拿大書三章第一節的話
[00:09:54.800 --> 00:09:58.800]  Reverend Mullally mentioned about Galatians 3 verse 1
[00:09:58.800 --> 00:10:02.800]  基督的十字架活化在我們眼前
[00:10:02.800 --> 00:10:04.800]  That the cross of the Lord
[00:10:04.800 --> 00:10:06.800]  now depicted vividly before us
[00:10:06.800 --> 00:10:08.800]  那就是說我們的眼睛
[00:10:08.800 --> 00:10:12.800]  常常注目在基督的十字架上
[00:10:12.800 --> 00:10:14.800]  That is our eyes will gaze
[00:10:15.800 --> 00:10:16.800]  and stare on the cross
[00:10:16.800 --> 00:10:19.800]  是一個繼續的一個情景
[00:10:19.800 --> 00:10:21.800]  It's a continuous picture
[00:10:21.800 --> 00:10:24.800]  也是一個繼續的感動
[00:10:24.800 --> 00:10:26.800]  It's a lasting moving
[00:10:26.800 --> 00:10:29.800]  我們對於這樣的一個活化的
[00:10:29.800 --> 00:10:32.800]  一個真實化的十字架
[00:10:32.800 --> 00:10:35.800]  With this very vivid cross
[00:10:35.800 --> 00:10:37.800]  我們有一個活的回應
[00:10:37.800 --> 00:10:40.800]  Then we have a living response
[00:10:40.800 --> 00:10:42.800]  一個活的回應
[00:10:42.800 --> 00:10:44.800]  A very living response
[00:10:44.800 --> 00:10:46.800]  基督的十字架經常在我們眼前
[00:10:46.800 --> 00:10:49.800]  If the cross forever is before our sight
[00:10:49.800 --> 00:10:51.800]  我們對於這個十字架的愛
[00:10:51.800 --> 00:10:55.800]  用一個經常的活潑的回應
[00:10:55.800 --> 00:10:57.800]  Then to this cross we have a
