
[00:00:00.000 --> 00:00:02.500]  今天我們一起思想一段聖經
[00:00:02.500 --> 00:00:04.280]  就是剛才我們所讀的那段聖經
[00:00:04.280 --> 00:00:06.280]  哥林多前書的第六章
[00:00:06.280 --> 00:00:10.080]  新約哥林多前書的第六章第一至第八節
[00:00:10.080 --> 00:00:12.360]  剛才讀的時候不知道有沒有留意到
[00:00:12.360 --> 00:00:16.280]  保羅說到哥林多教會
[00:00:16.280 --> 00:00:19.640]  所面對的問題所發生的事情
[00:00:19.640 --> 00:00:24.760]  他是非常之失望和很生氣
[00:00:24.760 --> 00:00:27.760]  他用的語氣相當的嚴厲
[00:00:27.760 --> 00:00:33.560]  第五節保羅說我講這些說話是想羞辱你們
[00:00:33.560 --> 00:00:35.560]  這句說話很厲害
[00:00:35.560 --> 00:00:41.080]  新譯本亦令你們羞愧
[00:00:41.080 --> 00:00:43.880]  稍後我會講到的時候
[00:00:43.880 --> 00:00:46.720]  有時用新譯本的翻譯
[00:00:46.720 --> 00:00:49.960]  所以如果你發覺和你手上的和學本有些不同
[00:00:49.960 --> 00:00:53.720]  不要緊,都是一樣的聖經內容
[00:00:53.720 --> 00:00:57.000]  為什麼保羅這麼不高興
[00:00:57.000 --> 00:00:58.400]  這麼生氣
[00:00:58.400 --> 00:01:00.560]  一定有他的原因在這裡
[00:01:00.560 --> 00:01:04.960]  當然我們讀這段聖經都很清楚保羅在說一件事
[00:01:04.960 --> 00:01:09.440]  那件事就是有些弟兄姊妹之間的紛爭
[00:01:09.440 --> 00:01:14.160]  他們拿到出去那些不信的人面前
[00:01:14.160 --> 00:01:16.560]  去互相告發
[00:01:16.560 --> 00:01:19.840]  讓那些不信的人去審判
[00:01:19.840 --> 00:01:24.280]  在教會內弟兄姊妹之間的爭執
[00:01:24.280 --> 00:01:27.200]  首先我們要搞清楚一件是什麼事情
[00:01:27.200 --> 00:01:30.760]  否則我們很容易會用錯了聖經
[00:01:30.760 --> 00:01:34.080]  有些弟兄姊妹可能不是很明白
[00:01:34.080 --> 00:01:38.720]  以為這段聖經說我們基督徒信的人
[00:01:38.720 --> 00:01:40.320]  不可以在不信的人
[00:01:40.320 --> 00:01:44.400]  例如法官那些面前互相告發
[00:01:44.400 --> 00:01:49.280]  或者基督徒根本不可以去打官司
[00:01:49.280 --> 00:01:53.640]  因為法官和律師多數都不是信主的
[00:01:53.640 --> 00:01:56.040]  但這段聖經不是說這件事
[00:01:56.040 --> 00:01:58.840]  所以千萬不要說聖經說我們不可以打官司
[00:01:58.840 --> 00:01:59.920]  無論怎樣也好
[00:01:59.920 --> 00:02:00.960]  什麼案件也好
[00:02:00.960 --> 00:02:02.840]  基督徒始終都不可以去法庭的
[00:02:02.840 --> 00:02:04.400]  不是這樣的意思
[00:02:04.400 --> 00:02:08.520]  因為這裡首先保羅不是說什麼刑事案
[00:02:08.520 --> 00:02:10.920]  甚至是民事的案件
[00:02:10.920 --> 00:02:17.720]  是不可以拿去羅馬政府當時去打官司的
[00:02:17.720 --> 00:02:20.760]  你有沒有記得保羅自己也打官司的
[00:02:20.760 --> 00:02:23.560]  保羅自己無端端被人抓去坐牢
[00:02:23.560 --> 00:02:24.480]  耶路撒冷的時候
[00:02:24.480 --> 00:02:26.240]  最後他要告到哪裡呢?
[00:02:26.240 --> 00:02:28.560]  告到凱撒大帝那裡
[00:02:28.560 --> 00:02:29.600]  告到羅馬
[00:02:29.600 --> 00:02:32.440]  所以保羅從來都不會告訴我們
[00:02:32.440 --> 00:02:35.360]  基督徒在什麼情況下都不可以打官司的
[00:02:35.360 --> 00:02:36.720]  如果你有理由
[00:02:36.720 --> 00:02:39.040]  你也覺得是一個合理的
[00:02:39.040 --> 00:02:40.720]  這個是其實可以做的
[00:02:40.720 --> 00:02:43.480]  和信的和不信的沒有關係
[00:02:43.480 --> 00:02:44.920]  那這裡說的是什麼呢?
[00:02:44.920 --> 00:02:46.800]  保羅在說這件事
[00:02:46.800 --> 00:02:48.200]  我們相信應該
[00:02:48.200 --> 00:02:51.960]  雖然保羅沒有詳細說出那件是什麼事
[00:02:51.960 --> 00:02:54.360]  但是從保羅所描述的字眼
[00:02:54.360 --> 00:02:56.200]  我們大概可以猜到
[00:02:56.200 --> 00:02:57.320]  是一件什麼事呢?
[00:02:57.320 --> 00:02:59.600]  是教會裡面
[00:02:59.600 --> 00:03:00.480]  弟兄姊妹
[00:03:00.480 --> 00:03:01.480]  就是信主的人
[00:03:01.480 --> 00:03:05.160]  弟兄姊妹和弟兄姊妹之間的一些紛爭
[00:03:05.160 --> 00:03:06.480]  保羅用了很多字眼
[00:03:06.480 --> 00:03:09.040]  他說你們中間的紛爭
[00:03:09.040 --> 00:03:09.680]  接著呢
[00:03:09.680 --> 00:03:11.080]  我沒有說哪一節哪一節
[00:03:11.080 --> 00:03:12.080]  你看聖經你就知道
[00:03:12.080 --> 00:03:14.360]  我說的是在聖經裡面拿出來的
[00:03:14.360 --> 00:03:16.960]  保羅說這些是弟兄和弟兄之間
[00:03:16.960 --> 00:03:18.400]  為什麼要告到外面
[00:03:18.400 --> 00:03:20.080]  不信的人裡面
[00:03:20.080 --> 00:03:22.040]  所以是弟兄和弟兄之間
[00:03:22.040 --> 00:03:24.840]  弟兄姊妹之間的紛爭
[00:03:24.840 --> 00:03:26.600]  還有這些爭執
[00:03:26.600 --> 00:03:28.280]  是最小的事情
[00:03:28.280 --> 00:03:29.600]  很小的事情
[00:03:29.600 --> 00:03:31.080]  小到什麼呢?
[00:03:31.080 --> 00:03:32.600]  保羅說我們教會裡面
[00:03:32.600 --> 00:03:33.360]  你們教會裡面
[00:03:33.360 --> 00:03:35.960]  難道沒有智慧的人自己可以來仲裁嗎?
[00:03:35.960 --> 00:03:38.600]  就是說那些事情在教會裡面就可以仲裁的
[00:03:38.600 --> 00:03:40.440]  這些不是牽涉到什麼刑事
[00:03:40.440 --> 00:03:40.960]  民事
[00:03:40.960 --> 00:03:41.640]  要坐牢
[00:03:41.640 --> 00:03:42.920]  那些不是那種的
[00:03:42.920 --> 00:03:44.040]  是不是?
[00:03:44.040 --> 00:03:45.160]  還有呢
[00:03:45.160 --> 00:03:48.240]  保羅說這些事情只不過是今世的事情
[00:03:48.240 --> 00:03:49.320]  中文翻譯得不太好
[00:03:49.320 --> 00:03:50.600]  今世的事情
[00:03:50.600 --> 00:03:52.800]  是biutakar這個字
[00:03:52.800 --> 00:03:56.200]  這個字根本就不是翻譯成今世的事情
[00:03:56.200 --> 00:03:59.800]  應該可以翻譯成是日常的瑣事
[00:03:59.800 --> 00:04:01.600]  所以保羅不是教會我們
[00:04:01.600 --> 00:04:02.680]  現在我們今世的事情
[00:04:02.680 --> 00:04:03.520]  我們可以不用管的
[00:04:03.520 --> 00:04:04.280]  隨便吧
[00:04:04.280 --> 00:04:05.720]  來世的事情才重要
[00:04:05.720 --> 00:04:06.840]  不是的
[00:04:06.840 --> 00:04:08.120]  保羅不是教會我們
[00:04:08.120 --> 00:04:09.560]  只是關心來世的
[00:04:09.560 --> 00:04:10.840]  永恆的
[00:04:10.840 --> 00:04:11.680]  天上的事情
[00:04:11.680 --> 00:04:12.360]  不是的
[00:04:12.360 --> 00:04:13.840]  我們今生的事情也要關心
[00:04:13.840 --> 00:04:15.520]  不過
[00:04:15.520 --> 00:04:17.240]  保羅說這些這麼普通
[00:04:17.240 --> 00:04:19.160]  這麼小的事情
[00:04:19.160 --> 00:04:22.720]  自己可以在教會裡面用愛心去解決的問題
[00:04:22.720 --> 00:04:25.600]  為什麼你們要拿到外面
[00:04:25.600 --> 00:04:27.840]  來告到那些不信的人面前
[00:04:27.840 --> 00:04:28.080]  好了
[00:04:28.080 --> 00:04:29.240]  剛才你說
[00:04:29.240 --> 00:04:31.720]  那不是羅馬政府的官
[00:04:31.720 --> 00:04:33.600]  那是什麼人呢?
[00:04:33.600 --> 00:04:34.240]  一般來說
[00:04:34.240 --> 00:04:37.760]  羅馬政府根本就不會理這些猶太人內部的事情
[00:04:37.760 --> 00:04:40.440]  大家知道當時猶太人根本就是二等公民
[00:04:40.440 --> 00:04:41.200]  你看
[00:04:41.200 --> 00:04:41.880]  舉例來說
[00:04:42.160 --> 00:04:44.080]  《士林傳》第18章說到
[00:04:44.080 --> 00:04:45.120]  那個省長
[00:04:45.120 --> 00:04:46.560]  猶太人抓保羅去
[00:04:46.560 --> 00:04:47.960]  說保羅不守法律
[00:04:47.960 --> 00:04:48.960]  什麼的時候
[00:04:48.960 --> 00:04:50.080]  那個省長說什麼
[00:04:50.080 --> 00:04:51.440]  那個羅馬省長說
[00:04:51.440 --> 00:04:52.440]  不關我的事
[00:04:52.440 --> 00:04:53.440]  一概不理
[00:04:53.440 --> 00:04:54.440]  這些你們想
[00:04:54.440 --> 00:04:56.000]  如果你們有犯法的
[00:04:56.000 --> 00:04:56.840]  刑事的
[00:04:56.840 --> 00:04:58.280]  那我就一定要留心聽
[00:04:58.280 --> 00:04:59.960]  不過你們一直罵你這些事情
[00:04:59.960 --> 00:05:00.680]  不關我的事
[00:05:00.680 --> 00:05:03.960]  所以羅馬的政府從來都不會理這些事情的
[00:05:03.960 --> 00:05:07.160]  那什麼人理這些又不是信主的呢?
[00:05:07.160 --> 00:05:11.240]  我相信就是當時那些猶太的工會
[00:05:11.240 --> 00:05:12.600]  猶太的工會
[00:05:12.600 --> 00:05:16.400]  在這些每定期的市集
[00:05:16.400 --> 00:05:20.520]  那裡就會有一些判斷哪些對哪些不對的
[00:05:20.520 --> 00:05:24.560]  我們好像以前古老的中國那些
[00:05:24.560 --> 00:05:27.760]  找一些拉比或者什麼的
[00:05:27.760 --> 00:05:30.200]  一些資深的社會領袖出來
[00:05:30.200 --> 00:05:31.320]  評一下道理
[00:05:31.320 --> 00:05:33.840]  大家圍在一起這樣說
[00:05:33.840 --> 00:05:34.600]  果挺
[00:05:34.600 --> 00:05:37.120]  那些猶太人第一對於保羅
[00:05:37.120 --> 00:05:38.160]  還有教會來說
[00:05:38.160 --> 00:05:39.280]  這些不信基督的人
[00:05:39.280 --> 00:05:40.480]  這些不是信主的人
[00:05:40.480 --> 00:05:41.120]  所以他說
[00:05:41.120 --> 00:05:42.520]  這是不信的人
[00:05:42.520 --> 00:05:43.000]  保羅啊
[00:05:43.000 --> 00:05:44.320]  你們將那些事情
[00:05:44.320 --> 00:05:47.720]  教會裡面這些的弟兄和弟妹之間的紛爭
[00:05:47.720 --> 00:05:51.400]  去帶到那些猶太的工會裡面
[00:05:51.400 --> 00:05:52.880]  來出頭
[00:05:52.880 --> 00:05:54.120]  讓他們
[00:05:54.120 --> 00:05:56.720]  說這件事情令到保羅很難過
[00:05:56.720 --> 00:05:57.400]  很生氣
[00:05:57.400 --> 00:05:58.320]  很失望
[00:05:58.320 --> 00:05:58.800]  好了
[00:05:58.800 --> 00:06:00.440]  現在問為什麼保羅這麼難過
[00:06:00.440 --> 00:06:00.960]  這麼失望
[00:06:00.960 --> 00:06:03.600]  這麼生氣
[00:06:03.600 --> 00:06:04.960]  我自己一直看的時候
[00:06:04.960 --> 00:06:06.760]  我相信保羅之所以難過
[00:06:06.760 --> 00:06:08.360]  生氣不是因為他們做錯了
[00:06:08.360 --> 00:06:10.600]  或者這件事情應不應該這麼做
[00:06:10.600 --> 00:06:13.600]  而是保羅看見他們這麼做的時候
[00:06:13.600 --> 00:06:15.720]  這個行動背後
[00:06:15.720 --> 00:06:19.240]  這間教會和這些弟兄姐妹這樣做的時候
[00:06:19.240 --> 00:06:22.880]  他背後反映出他們的心態
[00:06:22.880 --> 00:06:26.520]  和他們做事想的原則的問題
[00:06:26.520 --> 00:06:28.480]  這令保羅難過
[00:06:28.480 --> 00:06:31.480]  保羅說我將神的道教教了你們這麼久
[00:06:31.480 --> 00:06:33.640]  為什麼你們還是這樣想
[00:06:33.640 --> 00:06:36.680]  你們的心態令保羅覺得很可怕
[00:06:36.680 --> 00:06:38.760]  現在我們研究一下為什麼這麼可怕
[00:06:38.760 --> 00:06:41.120]  首先我們第一樣我們看一看
[00:06:41.120 --> 00:06:45.480]  保羅這裡用了一些比較負面的字眼
[00:06:45.480 --> 00:06:47.640]  說到那些外面的人
[00:06:47.640 --> 00:06:48.760]  如果你不明白的時候
[00:06:48.760 --> 00:06:51.560]  很容易以為保羅真的很看不起他們
[00:06:51.560 --> 00:06:53.920]  保羅覺得他們很差
[00:06:53.920 --> 00:06:56.520]  因為保羅用了幾個字來形容那些
[00:06:56.520 --> 00:06:59.240]  教會以外審他們的人
[00:06:59.240 --> 00:07:00.800]  他們是不信的
[00:07:00.800 --> 00:07:02.760]  他們是不義的人
[00:07:02.760 --> 00:07:06.520]  他們是教會看不起的人
[00:07:06.520 --> 00:07:07.320]  OK
[00:07:07.320 --> 00:07:09.320]  這些人
[00:07:09.320 --> 00:07:13.800]  保羅為什麼要這樣說他們
[00:07:13.800 --> 00:07:17.960]  我相信保羅不是故意要貶低他們
[00:07:17.960 --> 00:07:20.320]  你們不信耶穌的人就是特別差的
[00:07:20.320 --> 00:07:21.360]  教會看不起他們
[00:07:21.360 --> 00:07:22.080]  不是
[00:07:22.080 --> 00:07:24.040]  你首先整個文章
[00:07:24.040 --> 00:07:26.720]  保羅寫的時候的手法
[00:07:26.720 --> 00:07:28.640]  很想強調一件事
[00:07:28.640 --> 00:07:30.080]  他不是想強調那些人
