
[00:00:00.000 --> 00:00:02.000]  (字幕:我是阿波羅)
[00:00:02.000 --> 00:00:07.840]  今天又來答問題
[00:00:07.840 --> 00:00:10.880]  我們今天的問題是
[00:00:10.880 --> 00:00:16.240]  基督徒可否看BL或GL劇集
[00:00:16.240 --> 00:00:20.200]  有些觀眾可能不知道什麼叫BL GL
[00:00:20.200 --> 00:00:21.960]  就是Boy's Love
[00:00:21.960 --> 00:00:23.480]  或者Girl's Love
[00:00:23.480 --> 00:00:25.480]  或者再說白一點
[00:00:25.480 --> 00:00:29.240]  就是男生和男生的戀愛故事
[00:00:29.240 --> 00:00:32.560]  或者女生和女生的戀愛故事
[00:00:32.560 --> 00:00:38.640]  現在有些年輕人很喜歡看這些劇集
[00:00:38.640 --> 00:00:41.840]  或者類似漫畫的劇集
[00:00:41.840 --> 00:00:44.920]  我想為什麼年輕人喜歡看呢
[00:00:44.920 --> 00:00:48.360]  可能因為它可以進入一個世界
[00:00:48.360 --> 00:00:53.040]  不是日常生活會進入的
[00:00:53.040 --> 00:00:55.840]  當然不是年輕人有時也會看的
[00:00:55.840 --> 00:01:00.240]  總之這些BL和GL的劇情
[00:01:00.240 --> 00:01:02.720]  這些纏綿戀愛
[00:01:02.720 --> 00:01:07.320]  又想走在一起又怕別人知道
[00:01:07.320 --> 00:01:09.960]  又怕別人歧視等等
[00:01:09.960 --> 00:01:12.840]  其實在現實中未必是這樣
[00:01:12.840 --> 00:01:15.920]  現實中可能實際很多
[00:01:15.920 --> 00:01:18.400]  在現實中未必體會得到
[00:01:18.400 --> 00:01:23.640]  但又好像很純情的一種故事
[00:01:23.640 --> 00:01:26.240]  對某些人是很嚮往的
[00:01:26.240 --> 00:01:28.240]  他過到一種現實中
[00:01:28.240 --> 00:01:29.440]  一來他過不到
[00:01:29.440 --> 00:01:32.120]  甚至他未必真的很嚮往
[00:01:32.120 --> 00:01:33.640]  大家記住
[00:01:33.640 --> 00:01:37.440]  看BL的讀者
[00:01:37.440 --> 00:01:41.040]  他們未必是同性戀者
[00:01:41.040 --> 00:01:42.640]  如果他是男生
[00:01:42.640 --> 00:01:45.400]  他未必是真正喜歡男生
[00:01:45.400 --> 00:01:48.480]  其實看BL的作品的讀者
[00:01:48.480 --> 00:01:50.480]  很多是女生
[00:01:50.480 --> 00:01:55.880]  所以不是要模仿故事
[00:01:55.880 --> 00:01:57.480]  模仿是不可能的
[00:01:57.480 --> 00:02:00.280]  女生看男生的同性戀故事
[00:02:00.280 --> 00:02:03.480]  所以首先回答一個問題
[00:02:03.480 --> 00:02:07.880]  我覺得某程度是可以的
[00:02:07.880 --> 00:02:09.080]  OK的第一原因是
[00:02:09.080 --> 00:02:10.280]  剛才說了
[00:02:10.280 --> 00:02:11.680]  其實很多看的人
[00:02:11.680 --> 00:02:14.280]  不是真的為了想模仿
[00:02:14.280 --> 00:02:15.880]  學他們的生活
[00:02:15.880 --> 00:02:19.880]  所以去看BL和GL的故事
[00:02:19.880 --> 00:02:21.080]  劇集等等
[00:02:21.080 --> 00:02:23.280]  一個不是同性戀的人
[00:02:23.280 --> 00:02:25.280]  他不會看了BL
[00:02:25.280 --> 00:02:28.280]  於是變成同性戀的人
[00:02:28.280 --> 00:02:31.680]  我相信正常情況下是不會的
[00:02:31.680 --> 00:02:35.280]  正如很多人玩打機
[00:02:35.280 --> 00:02:36.680]  打機中有很多
[00:02:36.680 --> 00:02:39.680]  「Bling Bling」射來射去的遊戲
[00:02:39.680 --> 00:02:41.680]  通常玩完遊戲
[00:02:41.680 --> 00:02:45.280]  不會想下樓射一頓
[00:02:45.280 --> 00:02:49.080]  如果有人擔心看完BL GL
[00:02:49.080 --> 00:02:51.480]  讀者會變成BL GL
[00:02:51.480 --> 00:02:54.480]  我想這是過分的憂慮
[00:02:54.480 --> 00:02:56.480]  不過有人問
[00:02:56.480 --> 00:02:58.480]  難道我們基督徒不是覺得
[00:02:58.480 --> 00:03:03.480]  同性戀的行為有違反聖經嗎?
[00:03:03.480 --> 00:03:05.080]  我首先要澄清
[00:03:05.080 --> 00:03:07.080]  這個問題是
[00:03:07.080 --> 00:03:12.480]  基督徒信徒們可不可以看BL GL
[00:03:12.480 --> 00:03:14.880]  不是說應不應該的問題
[00:03:14.880 --> 00:03:16.280]  所以如果你不看
[00:03:16.280 --> 00:03:19.280]  我不會鼓勵你去看這些故事
[00:03:19.280 --> 00:03:21.280]  我不是說看這些故事
[00:03:21.280 --> 00:03:23.680]  有甚麼有屬靈的好處
[00:03:23.680 --> 00:03:25.280]  所以大家都要去看
[00:03:25.280 --> 00:03:26.280]  而問題是
[00:03:26.280 --> 00:03:29.280]  如果我們當中有人
[00:03:29.280 --> 00:03:31.880]  喜歡看這些故事
[00:03:31.880 --> 00:03:34.880]  或者你的兒女喜歡看這些故事
[00:03:34.880 --> 00:03:37.480]  是否要禁止他們看呢?
[00:03:37.480 --> 00:03:38.880]  我想答案是
[00:03:38.880 --> 00:03:41.280]  我覺得是沒有必要的
[00:03:41.280 --> 00:03:43.680]  但是我們看一本書
[00:03:43.680 --> 00:03:46.280]  或者看一些文學作品
[00:03:46.280 --> 00:03:50.680]  很多時候不是要所謂的東西都正確
[00:03:50.680 --> 00:03:54.080]  我們看一本荷里活電影
[00:03:54.080 --> 00:03:57.080]  裡面可能都有一些人很貪錢
[00:03:57.080 --> 00:04:00.480]  我們不會因為裡面有些人很貪錢
[00:04:00.480 --> 00:04:02.080]  所以說不可以看
[00:04:02.080 --> 00:04:04.680]  看到貪錢的人就變成貪錢
[00:04:04.680 --> 00:04:06.280]  不會的
[00:04:06.280 --> 00:04:07.880]  我講過了
[00:04:07.880 --> 00:04:12.280]  其實看BL GL的觀眾
[00:04:12.280 --> 00:04:14.680]  他們很多不是所謂的
[00:04:14.680 --> 00:04:19.280]  仰慕同性戀的生活
[00:04:19.280 --> 00:04:21.880]  而是劇情裡面提到那種
[00:04:21.880 --> 00:04:25.280]  有種愛怨氣氛
[00:04:25.280 --> 00:04:28.280]  因為BL GL這些同性戀的行為
[00:04:28.280 --> 00:04:31.480]  在社會裡面好像還有些禁忌
[00:04:31.480 --> 00:04:35.280]  有些禁忌看起來好像比較過癮
[00:04:35.280 --> 00:04:37.680]  就算不是同性
[00:04:37.680 --> 00:04:38.880]  異性的故事
[00:04:38.880 --> 00:04:40.680]  你看一個故事
[00:04:40.680 --> 00:04:43.680]  有一個有錢男孩和有錢女孩拍拖
[00:04:43.680 --> 00:04:46.280]  你覺得有時不是很誘人
[00:04:46.280 --> 00:04:48.680]  你看一個很有錢的男孩
[00:04:48.680 --> 00:04:50.680]  和一個很窮的女孩
[00:04:50.680 --> 00:04:52.680]  或者看一個有錢女孩
[00:04:52.680 --> 00:04:54.480]  和一個窮書生拍拖
[00:04:54.480 --> 00:04:56.480]  好像梁山伯和祝英台
[00:04:56.480 --> 00:04:58.080]  你覺得比較過癮
[00:04:58.080 --> 00:05:01.480]  因為他們要面對萬難
[00:05:01.480 --> 00:05:03.280]  克服眾多事情
[00:05:03.280 --> 00:05:04.680]  所以你明白很多時候
[00:05:04.680 --> 00:05:06.880]  那些故事的吸引
[00:05:06.880 --> 00:05:09.080]  不是在於行為
[00:05:09.080 --> 00:05:12.080]  是讀者想學的
[00:05:12.080 --> 00:05:17.480]  而是在於它鋪陳了一種克服萬難
[00:05:17.480 --> 00:05:24.280]  在克服困難之中帶來的激情
[00:05:24.280 --> 00:05:26.080]  如果我們明白這一點
[00:05:26.080 --> 00:05:29.080]  所以其實你說可不可以看
[00:05:29.080 --> 00:05:29.880]  是可以的
[00:05:29.880 --> 00:05:32.880]  不過是否最好多看這些作品呢
[00:05:32.880 --> 00:05:34.880]  當然不會
[00:05:34.880 --> 00:05:36.880]  如果有讀者
[00:05:36.880 --> 00:05:38.880]  有聽眾看這些書
[00:05:38.880 --> 00:05:41.280]  或者你們的兒女朋友看這些書
[00:05:41.280 --> 00:05:42.680]  我會鼓勵你
[00:05:42.680 --> 00:05:45.080]  或者鼓勵你去鼓勵你的兒女
[00:05:45.080 --> 00:05:47.880]  除了看BL GL的作品之外
[00:05:47.880 --> 00:05:49.880]  多看其他的作品
[00:05:49.880 --> 00:05:53.280]  只是看這些BL GL的作品
[00:05:53.280 --> 00:05:55.480]  我就會覺得太過狹窄
[00:05:55.480 --> 00:05:59.280]  所以最好多看不同種類的書
[00:05:59.280 --> 00:06:01.280]  BL GL書不是禁書
[00:06:01.280 --> 00:06:03.880]  但是需要看闊一點的角度
[00:06:03.880 --> 00:06:05.080]  看看基督徒社
