
[00:00:00.000 --> 00:00:03.280]  我們剛才提到主耶穌給我們的說話
[00:00:03.280 --> 00:00:07.000]  哪一個為主的緣故捨棄生命的
[00:00:07.000 --> 00:00:09.000]  就必得著生命
[00:00:09.000 --> 00:00:11.000]  相反來說
[00:00:11.000 --> 00:00:15.500]  如果你是為自己去賺取到這個世界
[00:00:15.500 --> 00:00:18.700]  你反而會失去生命
[00:00:18.700 --> 00:00:20.700]  喪失生命
[00:00:20.700 --> 00:00:22.700]  好像很矛盾的邏輯
[00:00:22.700 --> 00:00:24.500]  但當你小心讀聖經的時候
[00:00:24.500 --> 00:00:26.500]  你要發覺這裡所說的
[00:00:26.500 --> 00:00:30.500]  是關乎你和我永恆的狀況
[00:00:30.500 --> 00:00:33.000]  弟兄姊妹可能你聽過這方面的訊息
[00:00:33.000 --> 00:00:35.500]  但今天我很盼望你聽的時候
[00:00:35.500 --> 00:00:37.500]  你不會單單聽
[00:00:37.500 --> 00:00:39.500]  你是小心去聽
[00:00:39.500 --> 00:00:41.500]  小心去想
[00:00:41.500 --> 00:00:43.500]  小心去明白
[00:00:43.500 --> 00:00:45.500]  小心去走出
[00:00:45.500 --> 00:00:47.500]  這個神給你的路
[00:00:47.500 --> 00:00:48.500]  因為的確
[00:00:48.500 --> 00:00:50.500]  你今生如何生活
[00:00:50.500 --> 00:00:54.500]  是決定了你永恆的狀況
[00:00:54.500 --> 00:00:55.500]  所以弟兄姊妹
[00:00:55.500 --> 00:00:56.500]  當你聽的時候
[00:00:56.500 --> 00:00:58.500]  求神給你領受
[00:00:58.500 --> 00:01:00.500]  以至你知道人生如何過一個
[00:01:00.500 --> 00:01:03.000]  真的能夠蒙恩的生活
[00:01:03.000 --> 00:01:04.500]  我們一起看看
[00:01:04.500 --> 00:01:07.500]  聖經十六章裡面的二十一節
[00:01:07.500 --> 00:01:11.000]  主耶穌和彼得說話說
[00:01:11.000 --> 00:01:13.500]  你們要體貼神的意思
[00:01:13.500 --> 00:01:16.500]  不要只是體貼人的意思
[00:01:16.500 --> 00:01:17.500]  因此二十一節就說
[00:01:17.500 --> 00:01:20.500]  從那時起耶穌開始向門徒指出
[00:01:20.500 --> 00:01:23.000]  他必須往耶路撒冷去
[00:01:23.000 --> 00:01:27.000]  受長老濟師長和經學家許多的苦害
[00:01:27.000 --> 00:01:28.500]  並且被殺
[00:01:28.500 --> 00:01:30.500]  第三天復活
[00:01:30.500 --> 00:01:33.000]  從那時起
[00:01:33.000 --> 00:01:36.500]  是說之前彼得公開地承認
[00:01:36.500 --> 00:01:39.000]  耶穌就是基督尼塞亞
[00:01:39.000 --> 00:01:41.000]  是永生神的兒子
[00:01:41.000 --> 00:01:43.000]  一個很重要的宣告
[00:01:43.000 --> 00:01:47.000]  當他宣告完這個重要的事實之後
[00:01:47.000 --> 00:01:50.000]  耶穌就開始進一步將他面前
[00:01:50.000 --> 00:01:53.500]  會經歷的事情告訴他的門徒
[00:01:53.500 --> 00:01:56.500]  這時候主耶穌的講解是直接的
[00:01:56.500 --> 00:01:57.500]  是清晰的
[00:01:57.500 --> 00:01:59.500]  明明白白地說出來
[00:01:59.500 --> 00:02:01.500]  他就說出有四件事情
[00:02:01.500 --> 00:02:02.500]  第一
[00:02:02.500 --> 00:02:05.500]  他會上到耶路撒冷去
[00:02:05.500 --> 00:02:07.000]  當時的人都很清楚知道
[00:02:07.000 --> 00:02:09.500]  耶路撒冷是死路一條
[00:02:09.500 --> 00:02:13.500]  很多猶太人是會想殺害耶穌的
[00:02:13.500 --> 00:02:15.000]  但耶穌清楚說
[00:02:15.000 --> 00:02:17.500]  我必須上耶路撒冷
[00:02:17.500 --> 00:02:20.000]  耶路撒冷是聖城
[00:02:20.000 --> 00:02:22.000]  是神所揀選
[00:02:22.000 --> 00:02:25.000]  立為他名下的城市
[00:02:25.000 --> 00:02:28.000]  這個聖城是他所揀選的
[00:02:28.000 --> 00:02:32.000]  但當中的人拒絕主耶穌
[00:02:32.000 --> 00:02:34.500]  但主仍然要去到聖城
[00:02:34.500 --> 00:02:38.000]  去為百姓受死
[00:02:38.000 --> 00:02:39.500]  成全救恩
[00:02:39.500 --> 00:02:43.000]  所以他說我必須上耶路撒冷
[00:02:43.000 --> 00:02:44.500]  然後受到當時的
[00:02:44.500 --> 00:02:47.500]  很多宗教領袖的迫害
[00:02:47.500 --> 00:02:48.500]  很奇怪
[00:02:48.500 --> 00:02:50.500]  宗教領袖應該支持耶穌
[00:02:50.500 --> 00:02:52.500]  但卻是相反
[00:02:52.500 --> 00:02:55.500]  他們是迫害耶穌的一群
[00:02:55.500 --> 00:02:57.500]  然後會受死
[00:02:57.500 --> 00:02:58.500]  主耶穌清楚知道
[00:02:58.500 --> 00:03:01.500]  他上耶路撒冷是要面對死亡的
[00:03:01.500 --> 00:03:03.500]  但他雖然知道
[00:03:03.500 --> 00:03:06.000]  但仍然踏上這條路
[00:03:06.000 --> 00:03:09.500]  因為他知道三天之後他要復活
[00:03:09.500 --> 00:03:11.000]  以他的復活顯明出
[00:03:11.000 --> 00:03:14.000]  他是勝過死亡的
[00:03:14.000 --> 00:03:15.500]  以他的復活顯明出
[00:03:15.500 --> 00:03:18.000]  他能夠救人脫離死的權勢
[00:03:18.000 --> 00:03:19.500]  罪的權勢
[00:03:19.500 --> 00:03:23.500]  而領受神給我們的救恩
[00:03:23.500 --> 00:03:25.000]  所以他清楚跟門徒說
[00:03:25.000 --> 00:03:29.000]  我會被殺第三天復活
[00:03:29.000 --> 00:03:30.500]  當他講述完一個很重要的
[00:03:30.500 --> 00:03:32.500]  他的方向的時候
[00:03:32.500 --> 00:03:34.500]  當時彼得就立刻有一個反應
[00:03:34.500 --> 00:03:36.500]  你再看二十三節
[00:03:36.500 --> 00:03:39.000]  二十二節
[00:03:39.000 --> 00:03:41.000]  彼得就把他拉到一邊
[00:03:41.000 --> 00:03:42.000]  責怪他說
[00:03:42.000 --> 00:03:44.000]  主啊!千萬不可這樣
[00:03:44.000 --> 00:03:49.000]  這事一定不會發生在你身上的
[00:03:49.000 --> 00:03:51.000]  彼得一番好意
[00:03:51.000 --> 00:03:53.000]  他說千萬不可以
[00:03:53.000 --> 00:03:55.000]  你一定不可以
[00:03:55.000 --> 00:03:58.000]  讓一些事情發生在你身上
[00:03:58.000 --> 00:04:00.000]  經文的含義是說
[00:04:00.000 --> 00:04:02.000]  你是上帝的兒子
[00:04:02.000 --> 00:04:04.000]  神一定會保守你
[00:04:04.000 --> 00:04:06.000]  祂不會讓你受害的
[00:04:06.000 --> 00:04:08.000]  所以你不必要上去
[00:04:08.000 --> 00:04:11.000]  受到這些人對你的迫害
[00:04:11.000 --> 00:04:14.000]  他是責備耶穌
[00:04:14.000 --> 00:04:15.000]  大家留意經文說
[00:04:15.000 --> 00:04:18.000]  彼得是責備耶穌
[00:04:18.000 --> 00:04:19.000]  你可以想像
[00:04:19.000 --> 00:04:20.000]  很奇怪
[00:04:20.000 --> 00:04:22.000]  徒弟責備師父
[00:04:22.000 --> 00:04:24.000]  他竟然告訴耶穌
[00:04:24.000 --> 00:04:26.000]  你不必上去
[00:04:26.000 --> 00:04:27.000]  你是神的兒子
[00:04:27.000 --> 00:04:29.000]  一定不會受到這些傷害
[00:04:29.000 --> 00:04:32.000]  不會發生在你身上
[00:04:32.000 --> 00:04:34.000]  彼得很有心
[00:04:34.000 --> 00:04:36.000]  很愛護他的師父
[00:04:36.000 --> 00:04:37.000]  但是他說的話
[00:04:37.000 --> 00:04:39.000]  表達完之後
[00:04:39.000 --> 00:04:41.000]  竟然耶穌的反應
[00:04:41.000 --> 00:04:43.000]  讓人很驚訝
[00:04:43.000 --> 00:04:44.000]  大家一定記得
[00:04:44.000 --> 00:04:45.000]  二十三節
[00:04:45.000 --> 00:04:48.000]  耶穌就轉過來對彼得說
[00:04:48.000 --> 00:04:51.000]  撒旦推到我後面去
[00:04:51.000 --> 00:04:54.000]  你是伴到我的
[00:04:54.000 --> 00:04:57.000]  因為你不思念神的事
[00:04:57.000 --> 00:05:03.000]  只思念人的事
[00:05:03.000 --> 00:05:05.000]  當時耶穌說了一些很嚴厲的話
[00:05:05.000 --> 00:05:07.000]  竟然對著他的愛徒
[00:05:07.000 --> 00:05:10.000]  說撒旦
[00:05:10.000 --> 00:05:11.000]  我想問大家記不記得
[00:05:11.000 --> 00:05:13.000]  耶穌在哪個地方曾經說過
[00:05:13.000 --> 00:05:18.000]  撒旦推我後面去吧
[00:05:18.000 --> 00:05:20.000]  大家記得了
[00:05:20.000 --> 00:05:21.000]  在曠野的時候
[00:05:21.000 --> 00:05:24.000]  撒旦要試探耶穌
[00:05:24.000 --> 00:05:26.000]  帶他去到高山
[00:05:26.000 --> 00:05:28.000]  然後將整個萬國
[00:05:28.000 --> 00:05:30.000]  和萬國的榮華
[00:05:30.000 --> 00:05:33.000]  展示在他的面前
[00:05:33.000 --> 00:05:34.000]  告訴他
[00:05:34.000 --> 00:05:36.000]  只要你俯伏敬拜我
[00:05:36.000 --> 00:05:40.000]  我就將一切都賜給你
[00:05:40.000 --> 00:05:42.000]  可能大家想像不到
[00:05:42.000 --> 00:05:44.000]  萬國的榮華是怎樣
[00:05:44.000 --> 00:05:48.000]  如果有人帶你上太平山頂
[00:05:48.000 --> 00:05:50.000]  你一看去香港的高樓大廈
[00:05:50.000 --> 00:05:52.000]  一看到中環
[00:05:52.000 --> 00:05:54.000]  那座金融中心
[00:05:54.000 --> 00:05:56.000]  很高聳
[00:05:56.000 --> 00:05:57.000]  不用整棟
[00:05:57.000 --> 00:05:59.000]  一層都很夠
[00:05:59.000 --> 00:06:02.000]  很多錢
[00:06:02.000 --> 00:06:03.000]  然後對方告訴你
[00:06:03.000 --> 00:06:06.000]  你只要跟隨撒旦
[00:06:06.000 --> 00:06:08.000]  聽他說
[00:06:08.000 --> 00:06:10.000]  按他的意思行事
[00:06:10.000 --> 00:06:15.000]  將整個中環給了你
[00:06:15.000 --> 00:06:18.000]  你覺得不可思議
[00:06:18.000 --> 00:06:19.000]  有些時候
[00:06:19.000 --> 00:06:22.000]  撒旦就是這樣說
[00:06:22.000 --> 00:06:24.000]  你如果聽我的話
[00:06:24.000 --> 00:06:28.000]  這些利益、名譽、金錢
[00:06:28.000 --> 00:06:30.000]  全部給你
[00:06:30.000 --> 00:06:32.000]  當時耶穌面對撒旦
[00:06:32.000 --> 00:06:34.000]  進行一個試探的時候
[00:06:34.000 --> 00:06:36.000]  耶穌怎樣說
[00:06:36.000 --> 00:06:38.000]  祂很清楚地跟撒旦說
[00:06:38.000 --> 00:06:41.000]  當拜主你的神
[00:06:41.000 --> 00:06:43.000]  單要侍奉他
[00:06:43.000 --> 00:06:46.000]  沒有其他你應該敬拜的
[00:06:46.000 --> 00:06:49.000]  你單單要侍奉神自己
[00:06:49.000 --> 00:06:52.000]  當然不是在教會做一兩件的即是
[00:06:52.000 --> 00:06:55.000]  而是說你整個人生的方向
[00:06:55.000 --> 00:06:57.000]  是侍奉神的
[00:06:57.000 --> 00:07:00.000]  是以祂為你生命的主
[00:07:00.000 --> 00:07:02.000]  主耶穌清楚地說了一個
[00:07:02.000 --> 00:07:04.000]  很重要的天地真理
[00:07:04.000 --> 00:07:06.000]  當拜主你的神
[00:07:06.000 --> 00:07:08.000]  單要侍奉他
[00:07:08.000 --> 00:07:10.000]  然後在當中撒旦就離開了
[00:07:10.000 --> 00:07:11.000]  但這個時候
[00:07:11.000 --> 00:07:13.000]  主耶穌竟然跟自己的愛徒
[00:07:13.000 --> 00:07:14.000]  說同一句話
[00:07:14.000 --> 00:07:17.000]  撒旦退我後面去吧
[00:07:17.000 --> 00:07:19.000]  你記得之前說到
[00:07:19.000 --> 00:07:21.000]  彼得有一個很重要的宣告
[00:07:21.000 --> 00:07:23.000]  就是耶穌是基督
[00:07:23.000 --> 00:07:25.000]  是永生神的兒子
[00:07:25.000 --> 00:07:27.000]  但突然間
[00:07:27.000 --> 00:07:29.000]  祂所說的話
[00:07:29.000 --> 00:07:31.000]  不再是一些真理的宣告
[00:07:31.000 --> 00:07:34.000]  而是屬於撒旦的說話
[00:07:34.000 --> 00:07:39.000]  是會攔阻主去行神的道的說話
[00:07:39.000 --> 00:07:42.000]  我不知道你有什麼感受
[00:07:42.000 --> 00:07:44.000]  這個轉變太大了
[00:07:44.000 --> 00:07:47.000]  一個神的使者宣告永恆的信息
[00:07:47.000 --> 00:07:49.000]  突然間變成撒旦的使者宣告
[00:07:49.000 --> 00:07:53.000]  攔阻人行神的道的信息
[00:07:53.000 --> 00:07:54.000]  同一個人
[00:07:54.000 --> 00:07:58.000]  短短的時間有這麼大的轉變
[00:07:58.000 --> 00:08:00.000]  那你說轉變是從哪裡來的?
[00:08:00.000 --> 00:08:01.000]  為什麼會發生這樣的事呢?
[00:08:01.000 --> 00:08:04.000]  一個很清楚主耶穌給的答案
[00:08:04.000 --> 00:08:08.000]  你再看剛才第23節
[00:08:08.000 --> 00:08:09.000]  中間說
[00:08:09.000 --> 00:08:13.000]  因為你不思念神的事
[00:08:13.000 --> 00:08:15.000]  只思念人的事
[00:08:15.000 --> 00:08:17.000]  我學本我們比較熟悉一點說
[00:08:17.000 --> 00:08:20.000]  因為你不體貼神的意思
[00:08:20.000 --> 00:08:23.000]  只是體貼人的意思
[00:08:23.000 --> 00:08:25.000]  當我們什麼時候
[00:08:25.000 --> 00:08:27.000]  只留心到我的意願
[00:08:27.000 --> 00:08:30.000]  留心到我的喜好
[00:08:30.000 --> 00:08:32.000]  我的感情
[00:08:32.000 --> 00:08:35.000]  以這些為你最高的關注
[00:08:35.000 --> 00:08:36.000]  以你的喜好
[00:08:36.000 --> 00:08:38.000]  以自我為中心
[00:08:38.000 --> 00:08:39.000]  在那個時候
[00:08:39.000 --> 00:08:42.000]  你就會從神的使者
[00:08:42.000 --> 00:08:44.000]  變成撒旦的使者
[00:08:44.000 --> 00:08:46.000]  你對自己的說話
[00:08:46.000 --> 00:08:47.000]  對別人的勸告
[00:08:47.000 --> 00:08:49.000]  可能變成一個絆腳石
[00:08:49.000 --> 00:08:51.000]  半人跌倒
[00:08:51.000 --> 00:08:53.000]  不能夠跟隨神
[00:08:53.000 --> 00:08:56.000]  除非我們真的能夠留心
[00:08:56.000 --> 00:08:58.000]  以神的心意
[00:08:58.000 --> 00:09:02.000]  以神的意願為你最高的關注
[00:09:02.000 --> 00:09:05.000]  當然神母要我們放下自己的意願
[00:09:05.000 --> 00:09:06.000]  但一比較的時候
[00:09:06.000 --> 00:09:10.000]  就算你的意願多有善意
[00:09:10.000 --> 00:09:11.000]  一番好意
[00:09:11.000 --> 00:09:13.000]  耶穌你不要受苦
[00:09:13.000 --> 00:09:15.000]  但什麼時候人的意願
[00:09:15.000 --> 00:09:17.000]  在神的意願當中
[00:09:17.000 --> 00:09:19.000]  產生矛盾的話
[00:09:19.000 --> 00:09:21.000]  你的意願就要放下
[00:09:21.000 --> 00:09:23.000]  因為神先知道
[00:09:23.000 --> 00:09:27.000]  什麼是真正對整個世界有好處
[00:09:27.000 --> 00:09:30.000]  如果當時主耶穌聽了彼得的話
[00:09:30.000 --> 00:09:34.000]  你和我今天都會失去了救恩的機會
[00:09:34.000 --> 00:09:36.000]  因此當中主耶穌說
[00:09:36.000 --> 00:09:37.000]  你要留心
[00:09:37.000 --> 00:09:40.000]  你不要單單體貼人的意思
[00:09:40.000 --> 00:09:43.000]  你要體貼神的意思
[00:09:43.000 --> 00:09:45.000]  我記得好幾年之前
[00:09:45.000 --> 00:09:47.000]  我在美國
[00:09:47.000 --> 00:09:48.000]  我聽到一班同工分享
[00:09:48.000 --> 00:09:50.000]  其中一位宣教士
[00:09:50.000 --> 00:09:51.000]  他就說
[00:09:51.000 --> 00:09:54.000]  他在宣教工場轉了幾個地方
[00:09:54.000 --> 00:09:56.000]  後來去到一個新的工場
[00:09:56.000 --> 00:09:58.000]  就是尼巴嫩的地方
[00:09:58.000 --> 00:10:00.000]  他兩個孩子已經在德國
[00:10:00.000 --> 00:10:04.000]  少年人在宣教士子弟學校讀書
[00:10:04.000 --> 00:10:05.000]  打電話給他們
[00:10:05.000 --> 00:10:06.000]  和他們聊天的時候
[00:10:06.000 --> 00:10:07.000]  告訴他們知道
[00:10:07.000 --> 00:10:09.000]  爸爸媽媽會搬去一個新的工場
[00:10:09.000 --> 00:10:11.000]  在那裏生活
[00:10:11.000 --> 00:10:14.000]  在那裏工作
[00:10:14.000 --> 00:10:16.000]  兩個孩子突然間有些抗議
[00:10:16.000 --> 00:10:19.000]  他說那哪裏是我的家啊
[00:10:19.000 --> 00:10:21.000]  爸爸媽媽不知道怎麼回答
[00:10:21.000 --> 00:10:23.000]  爸爸馬上說
[00:10:23.000 --> 00:10:24.000]  這樣吧
[00:10:24.000 --> 00:10:25.000]  爸爸媽媽在哪裏
[00:10:25.000 --> 00:10:27.000]  哪裏就是你們家
