
[00:00:00.000 --> 00:00:03.300]  今天我們要看的是伊利亞
[00:00:03.300 --> 00:00:08.200]  伊利亞在列王紀上17章18節
[00:00:08.200 --> 00:00:14.700]  列王紀上17章18節被稱爲神人
[00:00:14.700 --> 00:00:16.800]  伊利亞這位神人
[00:00:16.800 --> 00:00:19.400]  真是有非常好的表現
[00:00:19.400 --> 00:00:21.900]  可以做我們的榜樣
[00:00:21.900 --> 00:00:27.200]  我們要提到他九方面的好表現
[00:00:27.300 --> 00:00:32.500]  我們查看伊利亞的生平事蹟的時候
[00:00:32.500 --> 00:00:35.100]  就發現他的表現
[00:00:35.100 --> 00:00:40.100]  剛好和末世時代基督徒的表現
[00:00:40.100 --> 00:00:42.200]  剛剛相反
[00:00:42.200 --> 00:00:45.000]  我們要把這樣的對比
[00:00:45.000 --> 00:00:47.600]  清楚地宣講出來
[00:00:47.600 --> 00:00:50.800]  一方面我們從伊利亞的身上
[00:00:50.800 --> 00:00:52.900]  看見美好的榜樣
[00:00:52.900 --> 00:00:55.100]  要我們向他學習
[00:00:55.200 --> 00:00:58.100]  同時讓我們得到警惕
[00:00:58.100 --> 00:00:59.600]  在末世的時候
[00:00:59.600 --> 00:01:01.400]  我們不要隨着
[00:01:01.400 --> 00:01:03.900]  與神爲敵的潮流而去
[00:01:03.900 --> 00:01:07.500]  乃是要學習伊利亞的榜樣
[00:01:07.500 --> 00:01:12.800]  有敬畏神、愛神、見證神、榮耀神
[00:01:12.800 --> 00:01:14.900]  現在我們開始看
[00:01:14.900 --> 00:01:19.500]  先知伊利亞對第一方面的好表現
[00:01:19.500 --> 00:01:22.900]  就是他有獻身的心智
[00:01:23.000 --> 00:01:25.300]  他把自己完全地
[00:01:25.300 --> 00:01:29.800]  毫無保留地奉獻給耶和華
[00:01:29.800 --> 00:01:32.400]  他在加密山頂上
[00:01:32.400 --> 00:01:35.200]  重建耶和華的祭壇
[00:01:35.200 --> 00:01:40.100]  他個人的活熱的獻身的精神
[00:01:40.100 --> 00:01:45.800]  就引起了伊斯列人全國的迴轉、歸向神
[00:01:45.800 --> 00:01:49.800]  他的獻身引起了許許多多伊斯列人
[00:01:49.800 --> 00:01:52.800]  和他一同獻身
[00:01:52.900 --> 00:01:54.200]  由此可見
[00:01:54.200 --> 00:01:58.200]  一個人的好榜樣有多麼大的作用
[00:01:58.200 --> 00:02:01.000]  一個敬畏神、愛神的人
[00:02:01.000 --> 00:02:05.700]  可以影響、幫助許許多多的人
[00:02:05.700 --> 00:02:08.900]  伊利亞一個人面對
[00:02:08.900 --> 00:02:12.200]  四百五十位巴黎的先知
[00:02:12.200 --> 00:02:16.800]  和另外四百位亞瑟拉的先知
[00:02:16.800 --> 00:02:20.100]  這八百五十個假先知
[00:02:20.200 --> 00:02:23.100]  與伊利亞爲敵
[00:02:23.100 --> 00:02:26.800]  一個人竟然面對這麼多的敵人
[00:02:26.800 --> 00:02:29.300]  他的困難可想而知
[00:02:29.300 --> 00:02:34.900]  但是伊利亞他有獻身的精神
[00:02:34.900 --> 00:02:37.400]  他冒了生命的危險
[00:02:37.400 --> 00:02:41.600]  他堅持對耶和華真神的信仰
[00:02:41.600 --> 00:02:45.300]  最後得到榮耀的勝利
[00:02:45.400 --> 00:02:50.400]  他將耶和華的祭壇重新建造起來
[00:02:50.400 --> 00:02:53.600]  伊斯列人就將這個祭壇
[00:02:53.600 --> 00:02:58.800]  當作他們的民主精神的一個表號
[00:02:58.800 --> 00:03:02.700]  他們就興起來向耶和華獻祭
[00:03:02.700 --> 00:03:07.100]  他們過去曾經遠離耶和華真神
[00:03:07.100 --> 00:03:09.500]  現在受了感召
[00:03:09.500 --> 00:03:10.900]  就回轉
[00:03:10.900 --> 00:03:13.500]  他們悔改前非
[00:03:13.600 --> 00:03:18.800]  同心合意地再回到耶和華神的面前
[00:03:18.800 --> 00:03:21.700]  走一條新的道路
[00:03:21.700 --> 00:03:25.100]  伊利亞的第二方面的好表現
[00:03:25.100 --> 00:03:28.900]  就是他有很堅強的信心
[00:03:28.900 --> 00:03:30.600]  我們想到
[00:03:30.600 --> 00:03:33.300]  伊利亞面對困難的時候
[00:03:33.300 --> 00:03:35.100]  因爲他有信心
[00:03:35.100 --> 00:03:40.100]  神就用神蹟供給他一切的需要
[00:03:40.200 --> 00:03:45.700]  甚至用烏鴉來供應他的飲食的需要
[00:03:45.700 --> 00:03:50.500]  耶和華真神是整個宇宙的神
[00:03:50.500 --> 00:03:53.200]  他是大自然的主宰
[00:03:53.200 --> 00:03:58.200]  所以他可以利用大自然裏面的每一種的事物
[00:03:58.200 --> 00:04:01.600]  來完成他奇妙的作爲
[00:04:01.600 --> 00:04:07.300]  他用了烏鴉來供應伊利亞的飲食上的需要
[00:04:07.400 --> 00:04:10.300]  這是很奇妙的一個神蹟
[00:04:10.300 --> 00:04:15.200]  基督徒常常歡喜講這一個事實的故事
[00:04:15.200 --> 00:04:17.700]  來彼此的勉勵
[00:04:17.700 --> 00:04:21.800]  求主也給我們有這樣的信心
[00:04:21.800 --> 00:04:23.400]  在聖經裏面
[00:04:23.400 --> 00:04:26.400]  馬太福音二十四章十一節
[00:04:26.400 --> 00:04:29.300]  馬太福音二十四章十一節
[00:04:29.300 --> 00:04:30.300]  告訴我們
[00:04:30.300 --> 00:04:32.100]  末世的時候
[00:04:32.100 --> 00:04:36.000]  有一種剛剛與伊利亞相反的情況
[00:04:36.100 --> 00:04:38.400]  就是信仰要動
[00:04:38.400 --> 00:04:42.400]  就是常常失去了真正的信仰
[00:04:42.400 --> 00:04:43.600]  假先知
[00:04:43.600 --> 00:04:45.000]  醒起來
[00:04:45.000 --> 00:04:47.400]  迷惑許多的人
[00:04:47.400 --> 00:04:50.100]  他們有學問
[00:04:50.100 --> 00:04:51.800]  他們有口才
[00:04:51.800 --> 00:04:53.300]  他們有地位
[00:04:53.300 --> 00:04:56.300]  因此影響很大
[00:04:56.300 --> 00:04:59.200]  主耶穌基督在世的時候
[00:04:59.200 --> 00:05:03.200]  就這樣的警告過信徒
[00:05:03.200 --> 00:05:04.900]  要他們小心
[00:05:05.000 --> 00:05:06.600]  在他再來之前
[00:05:06.600 --> 00:05:09.000]  有許多假先知起來
[00:05:09.000 --> 00:05:12.700]  要破壞信徒的信仰
[00:05:12.700 --> 00:05:16.700]  伊利亞的表現和末世的情況
[00:05:16.700 --> 00:05:20.200]  有一個強烈的對比
[00:05:20.200 --> 00:05:22.700]  先知伊利亞因爲他有信心
[00:05:22.700 --> 00:05:26.400]  他就行了七樣的神蹟
[00:05:26.400 --> 00:05:30.100]  彰顯了神的能力與作爲
[00:05:30.100 --> 00:05:31.700]  由此可見
[00:05:31.700 --> 00:05:33.000]  哪裏有信心
[00:05:33.100 --> 00:05:37.000]  神就在哪裏施展祂大能的作爲
[00:05:37.000 --> 00:05:41.500]  好像主耶穌在約翰福音11章40節
[00:05:41.500 --> 00:05:46.100]  約翰福音11章40節所說的
[00:05:46.100 --> 00:05:47.700]  主對我們說過
[00:05:47.700 --> 00:05:52.000]  我們必因信看見神的榮耀
[00:05:52.000 --> 00:05:53.400]  哪裏有信心
[00:05:53.400 --> 00:05:57.200]  哪裏就看見神榮耀的能力
[00:05:57.200 --> 00:05:59.900]  作爲的彰顯
[00:05:59.900 --> 00:06:02.100]  現在我們看伊利亞
[00:06:02.200 --> 00:06:04.600]  第三方面好的表現
[00:06:04.600 --> 00:06:09.700]  就是他有祈禱的堅強的心智
[00:06:09.700 --> 00:06:13.100]  伊利亞在加密山上的禱告的記載
[00:06:13.100 --> 00:06:15.900]  真是非常的動人
[00:06:15.900 --> 00:06:19.300]  他一連七次在神的面前
[00:06:19.300 --> 00:06:22.700]  將面藏在兩席之間
[00:06:22.700 --> 00:06:25.600]  向神懇請禱告
[00:06:25.600 --> 00:06:27.500]  一連七次
[00:06:27.600 --> 00:06:32.100]  起初的時候好像毫無反應
[00:06:32.100 --> 00:06:34.900]  但是到了第七次
[00:06:34.900 --> 00:06:40.300]  就有像手掌那麼大的一片雲彩出現
[00:06:40.300 --> 00:06:43.600]  伊利亞知道神聽了他的禱告
[00:06:43.600 --> 00:06:46.400]  他就起來有所行動
[00:06:46.400 --> 00:06:48.900]  現在我把這一段的經文
[00:06:48.900 --> 00:06:51.000]  讀出來給各位聽
[00:06:51.000 --> 00:06:53.600]  《獵王記》上18節
[00:06:53.600 --> 00:06:55.900]  42節到45節
[00:06:56.000 --> 00:07:02.700]  《獵王記》上18章42節到45節
[00:07:02.700 --> 00:07:05.500]  伊利亞上了加密山頂
[00:07:05.500 --> 00:07:07.100]  屈身在地
[00:07:07.100 --> 00:07:10.200]  將簾伏在兩席之中
[00:07:10.200 --> 00:07:14.300]  對僕人說:你上去向海觀看
[00:07:14.300 --> 00:07:16.200]  僕人就上去觀看
[00:07:16.200 --> 00:07:18.400]  說:沒有什麼
[00:07:18.400 --> 00:07:20.700]  伊利亞說:你再去觀看
[00:07:20.700 --> 00:07:23.400]  如此七次
[00:07:23.400 --> 00:07:25.700]  第七次僕人說:
[00:07:25.800 --> 00:07:29.400]  我看見有一小片雲從海里上來
[00:07:29.400 --> 00:07:32.100]  不過如人手那樣大
[00:07:32.100 --> 00:07:35.300]  伊利亞說:你上去告訴亞哈
[00:07:35.300 --> 00:07:39.600]  當套車下去免得被雨阻擋
[00:07:39.600 --> 00:07:44.300]  當時已經有三年零六個月沒有下雨了
[00:07:44.300 --> 00:07:49.000]  但是伊利亞竟然仍有這樣的信心
[00:07:49.000 --> 00:07:52.100]  他經過了這樣懇切的禱告
[00:07:52.100 --> 00:07:54.500]  神垂聽他的呼求
[00:07:54.600 --> 00:07:56.700]  就降下甘霖
[00:07:56.700 --> 00:07:59.900]  將旱象除掉
[00:07:59.900 --> 00:08:03.800]  這是何等大的禱告的信心
[00:08:03.800 --> 00:08:05.800]  我們禱告怎麼樣呢?
[00:08:05.800 --> 00:08:09.300]  我們是不是禱告一次就灰心呢?
[00:08:09.300 --> 00:08:11.200]  就放棄了呢?
[00:08:11.200 --> 00:08:15.200]  伊利亞的一連七次的堅持到底的禱告
[00:08:15.200 --> 00:08:20.000]  真是對我們一個很大的鼓勵和提醒
[00:08:20.000 --> 00:08:23.900]  那麼在末世的時候是怎麼樣的呢?
[00:08:24.000 --> 00:08:26.600]  在路加福音18章8節
[00:08:26.600 --> 00:08:32.100]  路加福音18章8節主耶穌對門徒說
[00:08:32.100 --> 00:08:35.200]  當他再來的時候遇得見
[00:08:35.200 --> 00:08:37.200]  世上有信德嗎?
[00:08:37.200 --> 00:08:41.300]  這個信德就是禱告的信心
[00:08:41.300 --> 00:08:45.000]  主耶穌說在他再來的時候遇得見
[00:08:45.000 --> 00:08:48.000]  世上有禱告的信心嗎?
[00:08:48.000 --> 00:08:51.600]  主的這個問題有兩個意思在裏面
[00:08:51.700 --> 00:08:54.600]  一個意思是適時的預言
[00:08:54.600 --> 00:08:58.600]  另外一個意思是對信徒的挑戰
[00:08:58.600 --> 00:09:01.900]  主耶穌這句話預言在末世
[00:09:01.900 --> 00:09:04.000]  他快要再來之前
[00:09:04.000 --> 00:09:09.000]  一般的基督徒缺少禱告的心
[00:09:09.000 --> 00:09:12.600]  同時主耶穌把這件事提出來
[00:09:12.600 --> 00:09:15.700]  有一個重要的目的和作用
[00:09:15.700 --> 00:09:20.500]  就是要基督徒知道了末世一般的潮流以後
[00:09:20.600 --> 00:09:23.600]  能夠控制住超越潮流
[00:09:23.600 --> 00:09:25.300]  勝過潮流
[00:09:25.300 --> 00:09:28.900]  不是被潮流衝去順流而下
[00:09:28.900 --> 00:09:34.100]  乃是有一流而上的堅強的禱告的心智
[00:09:34.100 --> 00:09:37.400]  哪裏有這樣的禱告的心智
[00:09:37.400 --> 00:09:40.300]  聖靈就在哪裏大大工作
[00:09:40.300 --> 00:09:43.100]  神的作爲就顯現出來
[00:09:43.100 --> 00:09:50.200]  好像神界的伊利亞使全國得到復興一樣
[00:09:50.300 --> 00:09:55.500]  在新約的雅各書五章十七節
[00:09:55.500 --> 00:09:57.600]  把伊利亞的禱告
[00:09:57.600 --> 00:10:03.000]  作爲後世基督徒的榜樣和勉勵
[00:10:03.000 --> 00:10:06.600]  在那裏提到伊利亞是義人
[00:10:06.600 --> 00:10:09.100]  所以他的禱告蒙垂聽
[00:10:09.100 --> 00:10:11.100]  又提到信心
[00:10:11.100 --> 00:10:16.100]  信心和行爲上的義合在一起
[00:10:16.100 --> 00:10:19.000]  就能使一個人的禱告蒙垂聽
[00:10:19.100 --> 00:10:21.700]  大有能力和作用
[00:10:21.700 --> 00:10:23.300]  現在我們看
[00:10:23.300 --> 00:10:26.200]  伊利亞第四方面的好表現
[00:10:26.200 --> 00:10:28.500]  可以作爲我們的榜樣的
[00:10:28.500 --> 00:10:31.800]  就是伊利亞有喫苦的心智
[00:10:31.800 --> 00:10:34.100]  他爲了侍奉耶和華
[00:10:34.100 --> 00:10:37.000]  爲了遵行神的旨意
[00:10:37.000 --> 00:10:39.600]  他甘願喫苦
[00:10:39.600 --> 00:10:42.300]  他願意付上代價
[00:10:42.300 --> 00:10:44.600]  我們看見
[00:10:44.600 --> 00:10:47.200]  在《列王記》上記載
[00:10:47.300 --> 00:10:50.600]  伊利亞過着最簡樸的生活
[00:10:50.600 --> 00:10:54.400]  他身穿毛皮的衣服
[00:10:54.400 --> 00:10:58.000]  就是將獸殺死以後
[00:10:58.000 --> 00:10:59.900]  將它的皮剝下來
[00:10:59.900 --> 00:11:02.500]  就那樣的曬乾之後
[00:11:02.500 --> 00:11:05.400]  穿在身上當作衣服
[00:11:05.400 --> 00:11:10.600]  這表示他過着最簡單的生活
[00:11:10.600 --> 00:11:14.000]  他爲神付這樣的代價
[00:11:14.100 --> 00:11:19.200]  願意忍受這樣生活上的艱苦
[00:11:19.200 --> 00:11:21.300]  他這樣做顯出了
[00:11:21.300 --> 00:11:26.100]  他是何等的全心全意的來侍奉神
