
[00:00:00.000 --> 00:00:07.000]  今天我們讀經,馬可福音14章66到72節
[00:00:07.000 --> 00:00:12.000]  彼得在下邊院子裡,大祭司的一個使女來了
[00:00:12.000 --> 00:00:15.000]  見彼得取暖,就看著她說:
[00:00:15.000 --> 00:00:19.000]  "你素來也是同拿撒勒人耶穌一起的"
[00:00:19.000 --> 00:00:22.000]  彼得卻不承認,說:
[00:00:22.000 --> 00:00:26.000]  "我不知道,也不明白你說的是什麼"
[00:00:26.000 --> 00:00:30.000]  於是她出來,到了前院,雞就叫了
[00:00:30.000 --> 00:00:34.000]  那使女看見他,又對旁邊站著的人說:
[00:00:34.000 --> 00:00:37.000]  "這個人也是他們一夥的"
[00:00:37.000 --> 00:00:42.000]  彼得又不承認,過了不久,旁邊站著的人又對彼得說:
[00:00:42.000 --> 00:00:48.000]  "你真是他們一夥的,因為你也是加利利人"
[00:00:48.000 --> 00:00:51.000]  彼得就篤咒發誓說:
[00:00:51.000 --> 00:00:56.000]  "我不認得你們說的這個人"
[00:00:56.000 --> 00:00:59.000]  立刻,雞就叫了第二遍
[00:00:59.000 --> 00:01:02.000]  彼得想起耶穌對他所說的話
[00:01:02.000 --> 00:01:05.000]  雞叫兩遍以前,你要三次不認我
[00:01:05.000 --> 00:01:08.000]  他就忍不住哭了
[00:01:08.000 --> 00:01:12.000]  約翰福音21章15到17節
[00:01:12.000 --> 00:01:17.000]  他們吃完了早飯,耶穌對西門彼得說:
[00:01:17.000 --> 00:01:21.000]  "約翰的兒子西門,你愛我比這些更深嗎?"
[00:01:21.000 --> 00:01:26.000]  彼得對他說:"主啊,是的,你知道我愛你"
[00:01:26.000 --> 00:01:29.000]  耶穌說:"你餵養我的小羊"
[00:01:29.000 --> 00:01:32.000]  耶穌第二次又對他說:
[00:01:32.000 --> 00:01:35.000]  "約翰的兒子西門,你愛我嗎?"
[00:01:35.000 --> 00:01:39.000]  彼得對他說:"主啊,是的,你知道我愛你"
[00:01:39.000 --> 00:01:43.000]  耶穌說:"你牧養我的小羊"
[00:01:43.000 --> 00:01:46.000]  耶穌第三次對他說:
[00:01:46.000 --> 00:01:49.000]  "約翰的兒子西門,你愛我嗎?"
[00:01:49.000 --> 00:01:54.000]  彼得因為耶穌第三次對他說:"你愛我嗎?"
[00:01:54.000 --> 00:02:00.000]  就憂愁,對耶穌說:"主啊,你無所不知,你知道我愛你"
[00:02:00.000 --> 00:02:04.000]  耶穌說:"你餵養我的羊"
[00:02:04.000 --> 00:02:08.000]  今天有兩段的經文,也不用翻聖經
[00:02:08.000 --> 00:02:11.000]  因為真的就在我的腦袋裡
[00:02:11.000 --> 00:02:16.000]  今天是一個聖餐節的節期期間
[00:02:16.000 --> 00:02:20.000]  聖餐節基本上有三個精神
[00:02:20.000 --> 00:02:24.000]  聖餐節在大公教會裡面的操練
[00:02:24.000 --> 00:02:29.000]  第一個就是祈禱,就是在戒
[00:02:29.000 --> 00:02:33.000]  第二個就是祈禱,就是禱告
[00:02:33.000 --> 00:02:40.000]  第三個就是服務,就是能夠扶持一些軟弱
[00:02:40.000 --> 00:02:45.000]  還有物質心靈上有需要的人
[00:02:45.000 --> 00:02:49.000]  這就是一個大齋祈
[00:02:49.000 --> 00:02:54.000]  或者應該是說復活祈前40天
[00:02:54.000 --> 00:02:59.000]  很多的大公教會,包括如果你今天去聖公會
[00:02:59.000 --> 00:03:02.000]  路德宗這些禮儀教會
[00:03:02.000 --> 00:03:07.000]  他們全部都在有靈修的操練
[00:03:07.000 --> 00:03:10.000]  就是這三個為主的
[00:03:10.000 --> 00:03:13.000]  今天這段經文有兩段
[00:03:13.000 --> 00:03:16.000]  第一段是彼得三次不認主
[00:03:16.000 --> 00:03:20.000]  如果說馬可福音這一段經文
[00:03:20.000 --> 00:03:23.000]  就可以分四個小段的重點
[00:03:23.000 --> 00:03:27.000]  第一小段就是第一次彼得不認主
[00:03:27.000 --> 00:03:31.000]  第二小段就是彼得第二次不認主
[00:03:31.000 --> 00:03:35.000]  第三小段就是彼得第三次不認主
[00:03:35.000 --> 00:03:42.000]  最後一節,下半節就是彼得懊悔痛苦
[00:03:42.000 --> 00:03:45.000]  按照這三段的經文
[00:03:45.000 --> 00:03:52.000]  我想跟各位來分享對照約翰福音的這三次
[00:03:52.000 --> 00:03:57.000]  彼得跟耶穌說:你知道我愛你
[00:03:57.000 --> 00:04:02.000]  耶穌三次問他說:你愛我比這些更深嗎?
[00:04:02.000 --> 00:04:06.000]  那麼,不用擔心,愛你是我
[00:04:06.000 --> 00:04:08.000]  我是座傳道三十多年了
[00:04:08.000 --> 00:04:11.000]  都不用擔心,看著我就行
[00:04:11.000 --> 00:04:15.000]  希望今天的經文能夠對你說話
[00:04:15.000 --> 00:04:20.000]  在馬可福音的這短短的一段經文裡面
[00:04:20.000 --> 00:04:22.000]  四個小段的主題裡面
[00:04:22.000 --> 00:04:25.000]  我們先來看第一點
[00:04:25.000 --> 00:04:31.000]  就是彼得不認耶穌這樣的第一小節
[00:04:31.000 --> 00:04:35.000]  我現在桌上連聖經都是沒有的
[00:04:35.000 --> 00:04:38.000]  所以我就說是背在腦袋裡的
[00:04:38.000 --> 00:04:43.000]  所以你們看,世界上神給人有各種不同的恩賜
[00:04:43.000 --> 00:04:48.000]  第一段的小段經文裡面
[00:04:48.000 --> 00:04:50.000]  有一個使女出來
[00:04:50.000 --> 00:04:56.000]  是在一個文氏法里塞人要害耶穌
[00:04:56.000 --> 00:05:01.000]  公會審判耶穌以後就打算抓她的把柄
[00:05:01.000 --> 00:05:05.000]  就下到監獄裡去
[00:05:05.000 --> 00:05:11.000]  所以大祭司的這些人都是想要抓耶穌把柄的
[00:05:11.000 --> 00:05:13.000]  這個使女來了
[00:05:13.000 --> 00:05:18.000]  然後見彼得在旁邊偷偷看著耶穌
