
[00:00:00.000 --> 00:00:24.000]  各位的兄姊妹
[00:00:24.000 --> 00:00:30.000]  我們來到認識大使命這個主體的第一講
[00:00:30.000 --> 00:00:35.000]  就是主耶穌把大使命託付給他的門徒們
[00:00:35.000 --> 00:00:42.000]  這件事記載在《馬太福音》二十八章最後的一段
[00:00:42.000 --> 00:00:45.000]  就是十六節到二十節
[00:00:45.000 --> 00:00:48.000]  我讀給大家聽
[00:00:48.000 --> 00:00:54.000]  十一個門徒往加利利去,到了耶穌約定的山上
[00:00:54.000 --> 00:00:57.000]  他們見了耶穌就拜他
[00:00:57.000 --> 00:01:00.000]  然而還有人疑惑
[00:01:00.000 --> 00:01:03.000]  耶穌進前來對他們說
[00:01:03.000 --> 00:01:08.000]  天上地下所有的權力都賜給我了
[00:01:08.000 --> 00:01:12.000]  所以你們要去,使萬民做我的門徒
[00:01:12.000 --> 00:01:16.000]  奉父子聖靈的名給他們施洗
[00:01:16.000 --> 00:01:21.000]  凡我所吩咐你們的都教訓他們遵守
[00:01:21.000 --> 00:01:26.000]  我就長與你們同在,直到世界的末了
[00:01:26.000 --> 00:01:31.000]  在這個過程中
[00:01:31.000 --> 00:01:34.000]  我們看見了十個要點
[00:01:34.000 --> 00:01:40.000]  我們要一一的來分析思想靈受得著
[00:01:40.000 --> 00:01:42.000]  第一個要點
[00:01:42.000 --> 00:01:47.000]  就是主耶穌先在心理上準備他的門徒
[00:01:47.000 --> 00:01:51.000]  來接受大使命的託付
[00:01:51.000 --> 00:01:54.000]  在第十六節一開始就說
[00:01:54.000 --> 00:01:59.000]  門徒們到了耶穌約定的山上
[00:01:59.000 --> 00:02:02.000]  約定兩個字值得我們注意
[00:02:02.000 --> 00:02:06.000]  在《馬太福音》裡面有三次的記載
[00:02:06.000 --> 00:02:11.000]  主耶穌和門徒約定在加利利見面
[00:02:11.000 --> 00:02:13.000]  三次的約定
[00:02:13.000 --> 00:02:17.000]  第一次是在他受死之前
[00:02:17.000 --> 00:02:20.000]  後兩次是他復活之後
[00:02:20.000 --> 00:02:25.000]  我這是把第三次主耶穌向他們講話讀出來
[00:02:25.000 --> 00:02:29.000]  二十八章第十節
[00:02:29.000 --> 00:02:31.000]  耶穌對他們說
[00:02:31.000 --> 00:02:32.000]  不要害怕
[00:02:32.000 --> 00:02:35.000]  你們去告訴我的弟兄
[00:02:35.000 --> 00:02:37.000]  叫他們往加利利去
[00:02:37.000 --> 00:02:40.000]  在那裡必見我
[00:02:40.000 --> 00:02:46.000]  主耶穌把這個約定一連講了三次
[00:02:46.000 --> 00:02:49.000]  門徒們心中一定覺得納悶
[00:02:49.000 --> 00:02:56.000]  他們心裡想到底主耶穌在那裡要做什麼事
[00:02:56.000 --> 00:03:02.000]  他三次與我們約定這件事一定很重要
[00:03:02.000 --> 00:03:06.000]  所以他們心中就有了一個期待感
[00:03:06.000 --> 00:03:07.000]  是的
[00:03:07.000 --> 00:03:10.000]  主耶穌重視大使命
[00:03:10.000 --> 00:03:17.000]  所以他要很鄭重的來和門徒約定
[00:03:17.000 --> 00:03:21.000]  他也要門徒來重視這件事
[00:03:21.000 --> 00:03:28.000]  在他們的心裡要準備好來接受大使命的託付
[00:03:28.000 --> 00:03:30.000]  各位弟兄姊妹
[00:03:30.000 --> 00:03:33.000]  主耶穌重視大使命
[00:03:33.000 --> 00:03:34.000]  所以他這樣做
[00:03:34.000 --> 00:03:39.000]  要他的門徒也重視大使命
[00:03:39.000 --> 00:03:43.000]  主所重視的我們應該重視
[00:03:43.000 --> 00:03:48.000]  有人說大使命就是神的心
[00:03:48.000 --> 00:03:51.000]  我們真是願意伸出我們心中的手
[00:03:51.000 --> 00:03:55.000]  挪到父神的這一顆心
[00:03:55.000 --> 00:03:57.000]  他關心大使命
[00:03:57.000 --> 00:04:01.000]  我們也應該關心大使命
[00:04:01.000 --> 00:04:03.000]  有一句話說
[00:04:03.000 --> 00:04:07.000]  胸懷世界的基督徒
[00:04:07.000 --> 00:04:10.000]  這個稱呼非常好
[00:04:10.000 --> 00:04:14.000]  把全世界的需要都放在心上
[00:04:14.000 --> 00:04:16.000]  胸懷世界
[00:04:16.000 --> 00:04:17.000]  不是愛世界
[00:04:17.000 --> 00:04:19.000]  不是世俗化
[00:04:19.000 --> 00:04:21.000]  那是關心世界
[00:04:21.000 --> 00:04:23.000]  像我們的天父一樣
[00:04:23.000 --> 00:04:25.000]  神愛世人
[00:04:25.000 --> 00:04:28.000]  甚至將他的獨生子賜給他們
[00:04:28.000 --> 00:04:30.000]  叫一切信他的
[00:04:30.000 --> 00:04:34.000]  不知滅亡凡得永生
[00:04:34.000 --> 00:04:38.000]  這是天父的心
[00:04:38.000 --> 00:04:42.000]  大使命顧名思義是重大的使命
[00:04:42.000 --> 00:04:44.000]  意義重大
[00:04:44.000 --> 00:04:46.000]  我們要把這個大使命
[00:04:46.000 --> 00:04:49.000]  放在我們心中的手胃上
[00:04:49.000 --> 00:04:53.000]  在聖經裡面有三大命令
[00:04:53.000 --> 00:04:56.000]  都是我們要遵守的
[00:04:56.000 --> 00:04:58.000]  第一條的大命令
[00:04:58.000 --> 00:05:00.000]  就是主耶穌說
[00:05:00.000 --> 00:05:03.000]  你們要盡心盡性盡意盡力
[00:05:03.000 --> 00:05:07.000]  愛主你們的神
[00:05:07.000 --> 00:05:12.000]  這是建民中最大的是第一的
[00:05:12.000 --> 00:05:14.000]  當然我們要遵守
[00:05:14.000 --> 00:05:15.000]  第二
[00:05:15.000 --> 00:05:16.000]  主耶穌說
[00:05:16.000 --> 00:05:19.000]  我給你們一票新命令
[00:05:19.000 --> 00:05:21.000]  要你們彼此相愛
[00:05:21.000 --> 00:05:22.000]  我怎樣愛你們
[00:05:22.000 --> 00:05:27.000]  你們也要怎樣彼此相愛
[00:05:27.000 --> 00:05:33.000]  照樣我們當然要遵守這條新命令
[00:05:33.000 --> 00:05:37.000]  第三大命令就是大使命
[00:05:37.000 --> 00:05:39.000]  你們要往福天下去
[00:05:39.000 --> 00:05:43.000]  傳福音給萬民聽
[00:05:43.000 --> 00:05:46.000]  這三條命令同樣的重要
[00:05:46.000 --> 00:05:49.000]  而且連在一起
[00:05:49.000 --> 00:05:52.000]  我們如果要遵行大使命
[00:05:52.000 --> 00:05:54.000]  我們必須有愛神的心
[00:05:54.000 --> 00:05:57.000]  我們也必須有愛人的心
[00:05:57.000 --> 00:06:02.000]  所以這三條命令是有機性的
[00:06:02.000 --> 00:06:05.000]  融在一起
[00:06:05.000 --> 00:06:07.000]  執照在一起
[00:06:07.000 --> 00:06:11.000]  我們一起來領受
[00:06:11.000 --> 00:06:15.000]  好,下面我們再看第二個要點
[00:06:15.000 --> 00:06:22.000]  就是門徒接受大使命的心態是怎麼樣呢?
[00:06:22.000 --> 00:06:24.000]  17節
[00:06:24.000 --> 00:06:29.000]  他們見了耶穌就拜他
[00:06:29.000 --> 00:06:32.000]  當門徒拜主的時候
[00:06:32.000 --> 00:06:35.000]  主就把大使命賜給他們
[00:06:35.000 --> 00:06:37.000]  拜是什麼意思呢?
[00:06:37.000 --> 00:06:43.000]  就是把耶穌放在主的地位上
[00:06:43.000 --> 00:06:46.000]  主啊,我們順服你
[00:06:46.000 --> 00:06:47.000]  你是我們的主
[00:06:47.000 --> 00:06:50.000]  你發號使令吧
[00:06:50.000 --> 00:06:53.000]  你要能做的,我們願意做
[00:06:53.000 --> 00:06:56.000]  這就是敬拜的基本的意義
[00:06:56.000 --> 00:06:58.000]  尊主偉大
[00:06:58.000 --> 00:07:00.000]  與主的旨意為重
[00:07:00.000 --> 00:07:07.000]  來全心全意全力的順服他的旨意和計劃
[00:07:07.000 --> 00:07:14.000]  所以門徒用這樣一個敬拜的心態來接受了大使命
[00:07:14.000 --> 00:07:18.000]  我們也是要用一個尊主偉大
[00:07:18.000 --> 00:07:22.000]  尊主的旨意為重的同樣的心態
[00:07:22.000 --> 00:07:25.000]  來接受大使命
[00:07:25.000 --> 00:07:32.000]  託付給我們今天的華人的基督徒
[00:07:32.000 --> 00:07:36.000]  當時門徒在這裡說
[00:07:36.000 --> 00:07:39.000]  還有人疑惑
[00:07:39.000 --> 00:07:46.000]  今天我們不再疑惑耶穌基督是受死而復活的主了
[00:07:46.000 --> 00:07:49.000]  但是可能還有不少的華人的基督徒
[00:07:49.000 --> 00:07:54.000]  對於主的大使命還在三心兩意
[00:07:54.000 --> 00:07:56.000]  還在疑惑
[00:07:56.000 --> 00:08:02.000]  疑惑到底華人的教會是不是需要做大使命的工作呢?
[00:08:02.000 --> 00:08:06.000]  我們是不是應該擔起這個使命呢?
[00:08:06.000 --> 00:08:10.000]  還在猶豫不定
[00:08:10.000 --> 00:08:12.000]  感謝主
[00:08:12.000 --> 00:08:18.000]  使後來這十一個門徒都接受了大使命
[00:08:18.000 --> 00:08:19.000]  照樣
[00:08:19.000 --> 00:08:23.000]  但願今天華人的眾教會
[00:08:23.000 --> 00:08:30.000]  眾基督徒都一樣的接受大使命的託付
[00:08:30.000 --> 00:08:33.000]  我們願意對著主說
[00:08:33.000 --> 00:08:38.000]  祢的命令就是我們一切一切的皈依
[00:08:38.000 --> 00:08:43.000]  我們願意把我們的身心靈都奉獻給祢
[00:08:43.000 --> 00:08:48.000]  全心全意的來奉行祢的大至於的命令
[00:08:48.000 --> 00:08:53.000]  將祢的福音來廣傳天下
[00:08:53.000 --> 00:08:57.000]  我們來到第三點
[00:08:57.000 --> 00:09:04.000]  就是主耶穌要門徒把大使命聽得清清楚楚
[00:09:04.000 --> 00:09:07.000]  也了解得清清楚楚
[00:09:07.000 --> 00:09:10.000]  所以第十八節說
[00:09:10.000 --> 00:09:15.000]  耶穌進前來對他們說
[00:09:15.000 --> 00:09:19.000]  在第十六節和十七節
[00:09:19.000 --> 00:09:22.000]  已經說他們見了耶穌了
[00:09:22.000 --> 00:09:26.000]  但是現在耶穌要講大使命的時候
[00:09:26.000 --> 00:09:29.000]  祂進前來
[00:09:29.000 --> 00:09:32.000]  再進前幾步
[00:09:32.000 --> 00:09:38.000]  很明顯主的意思就是要門徒們聽清楚
[00:09:38.000 --> 00:09:43.000]  確確實實的聽見了解接受
[00:09:43.000 --> 00:09:47.000]  今天華人的基督徒也應該如此
[00:09:47.000 --> 00:09:51.000]  把大使命的託付聽清楚
[00:09:51.000 --> 00:09:52.000]  看清楚
[00:09:52.000 --> 00:09:54.000]  想清楚
[00:09:54.000 --> 00:09:56.000]  了解清楚
[00:09:56.000 --> 00:10:00.000]  確確實實的接受在心中
[00:10:00.000 --> 00:10:05.000]  在基督所說第三章第五節第六節
[00:10:05.000 --> 00:10:07.000]  保羅在那裡提到
[00:10:07.000 --> 00:10:12.000]  聖靈把一個奧秘顯示出來
[00:10:12.000 --> 00:10:15.000]  給基督徒看見了解
[00:10:15.000 --> 00:10:17.000]  什麼奧秘呢?
[00:10:17.000 --> 00:10:21.000]  就是福音是為了全球的人類的
[00:10:21.000 --> 00:10:24.000]  不是單單為了以色列人的
[00:10:24.000 --> 00:10:29.000]  這件事聖靈把它顯明出來
[00:10:29.000 --> 00:10:35.000]  今天在聖靈把這個真理顯明了兩千年之後的今天
[00:10:35.000 --> 00:10:39.000]  還有不少的華人教會和基督徒
[00:10:39.000 --> 00:10:44.000]  未曾看見這個奧秘的顯明
[00:10:44.000 --> 00:10:48.000]  對他們來說大使命還是個隱藏的奧秘
[00:10:48.000 --> 00:10:54.000]  但願聖靈今天把這個還隱藏的奧秘
[00:10:54.000 --> 00:10:59.000]  充分的完全的顯示出來
[00:10:59.000 --> 00:11:06.000]  解開給華人教會和基督徒看見了解接受
[00:11:06.000 --> 00:11:11.000]  也靠得住擔起這個責任來
[00:11:11.000 --> 00:11:20.000]  第四點就是大使命必然成功的保證
[00:11:20.000 --> 00:11:23.000]  在第十八節下半節
[00:11:23.000 --> 00:11:30.000]  主耶穌說天上地下所有的權柄都賜給我了
[00:11:30.000 --> 00:11:33.000]  這是主確實的話
[00:11:33.000 --> 00:11:39.000]  在祂的手中有天上地下一切的權柄
[00:11:39.000 --> 00:11:42.000]  在祂的掌握之中
[00:11:42.000 --> 00:11:45.000]  因此我們可以放心
[00:11:45.000 --> 00:11:50.000]  我們知道這位天地權柄的主
[00:11:50.000 --> 00:11:54.000]  祂的命令、祂的計劃
[00:11:54.000 --> 00:11:56.000]  一方面我們要接受
[00:11:56.000 --> 00:12:00.000]  一方面我們要相信必然成功
[00:12:00.000 --> 00:12:02.000]  感謝主
[00:12:02.000 --> 00:12:06.000]  這裡所說的權柄有兩個意義在裡頭
[00:12:06.000 --> 00:12:10.000]  一個是權威一個是能力
[00:12:10.000 --> 00:12:14.000]  這兩樣意義有所分別
[00:12:14.000 --> 00:12:18.000]  權威是與地位有關的
[00:12:18.000 --> 00:12:22.000]  能力是個人工作所需要的
[00:12:22.000 --> 00:12:24.000]  我用一個比喻來講
[00:12:24.000 --> 00:12:30.000]  一個交通警察在十字路口指揮交通
[00:12:30.000 --> 00:12:36.000]  所有的駕駛者都需要聽他的指揮
[00:12:36.000 --> 00:12:38.000]  接受他的權威
[00:12:38.000 --> 00:12:44.000]  因為在他的後面是政府的後盾
[00:12:44.000 --> 00:12:47.000]  他有政府的授權
[00:12:47.000 --> 00:12:52.000]  所以他有這個指揮的權力
[00:12:52.000 --> 00:12:56.000]  所有的駕駛者都要聽他的指揮
[00:12:56.000 --> 00:12:59.000]  他可能是個小小的個子
[00:12:59.000 --> 00:13:00.000]  身量很矮
[00:13:00.000 --> 00:13:08.000]  但是他的權威不需要他身體很高大強壯
[00:13:08.000 --> 00:13:12.000]  能力就不同了
[00:13:12.000 --> 00:13:14.000]  就與個人有關了
[00:13:14.000 --> 00:13:16.000]  一個摔跤的人
[00:13:16.000 --> 00:13:18.000]  一個角力的人
[00:13:18.000 --> 00:13:26.000]  他必須有身體健壯的能力才能夠達成
[00:13:26.000 --> 00:13:31.000]  耶穌基督他有權威
[00:13:31.000 --> 00:13:33.000]  聖靈有能力
[00:13:33.000 --> 00:13:38.000]  所以這裡說的權柄包括耶穌基督的權威
[00:13:38.000 --> 00:13:41.000]  加上聖靈的能力
[00:13:41.000 --> 00:13:45.000]  我們奉主耶穌基督的權威
[00:13:45.000 --> 00:13:48.000]  去進行大聖命的工作
[00:13:48.000 --> 00:13:53.000]  我們也運用聖靈保護使者的能力
[00:13:53.000 --> 00:13:58.000]  在我們的每一步的工作中得到幫助
[00:13:58.000 --> 00:13:59.000]  蠻有力量
[00:13:59.000 --> 00:14:01.000]  蠻有信心
[00:14:01.000 --> 00:14:02.000]  蠻有喜樂
[00:14:02.000 --> 00:14:08.000]  那樣的向前去從事大聖命的工作
[00:14:08.000 --> 00:14:11.000]  第五點
[00:14:11.000 --> 00:14:15.000]  這裡告訴我們大聖命託付的對象
[00:14:15.000 --> 00:14:19.000]  主耶穌把大聖命託付給誰呢?
[00:14:19.000 --> 00:14:21.000]  第十九節
[00:14:21.000 --> 00:14:24.000]  所以尼門要去
[00:14:24.000 --> 00:14:25.000]  尼門
[00:14:25.000 --> 00:14:28.000]  這個尼門是指誰說的呢?
[00:14:28.000 --> 00:14:32.000]  有的人有不同的解釋
[00:14:32.000 --> 00:14:38.000]  有的人認為尼門是指這十一個門徒說的
[00:14:38.000 --> 00:14:41.000]  如果是這樣那就慘了
[00:14:41.000 --> 00:14:44.000]  這十一個門徒
[00:14:44.000 --> 00:14:47.000]  他們能做什麼呢?
[00:14:47.000 --> 00:14:53.000]  我相信當時這十一個門徒聽見主把大聖命託付給他們的時候
[00:14:53.000 --> 00:14:56.000]  聽見主說你們要去
[00:14:56.000 --> 00:14:59.000]  是萬民做的門徒的時候
[00:14:59.000 --> 00:15:03.000]  他們一聽見萬民他們就愣了
[00:15:03.000 --> 00:15:05.000]  他們愕然
[00:15:05.000 --> 00:15:08.000]  這怎麼可能呢?
[00:15:08.000 --> 00:15:10.000]  就是我們這十一個人
[00:15:10.000 --> 00:15:12.000]  要去做成這個工作
[00:15:12.000 --> 00:15:14.000]  大家談了一看和我
[00:15:14.000 --> 00:15:16.000]  我看看你
[00:15:16.000 --> 00:15:19.000]  發現對方都不像那個樣子
[00:15:19.000 --> 00:15:21.000]  能做成這個工作的樣子
[00:15:21.000 --> 00:15:24.000]  都不像
[00:15:24.000 --> 00:15:28.000]  主把這個大聖命的責任
[00:15:28.000 --> 00:15:31.000]  單單託付當時的十一個門徒嗎?
[00:15:31.000 --> 00:15:33.000]  當然不是
[00:15:33.000 --> 00:15:35.000]  不可能
[00:15:35.000 --> 00:15:40.000]  有的人說大聖命是給第一代的基督徒的
[00:15:40.000 --> 00:15:43.000]  所以後代的基督徒不必理會
[00:15:43.000 --> 00:15:46.000]  這個解釋當然也不對
[00:15:46.000 --> 00:15:53.000]  單單第一代的基督徒也不可能把福音傳遍天下
[00:15:53.000 --> 00:15:56.000]  單單講時間的因素
[00:15:56.000 --> 00:16:00.000]  一經一千一萬都不可能
[00:16:00.000 --> 00:16:05.000]  那麼唯一的正確的解釋
[00:16:05.000 --> 00:16:07.000]  合理的解釋
[00:16:07.000 --> 00:16:10.000]  就是你們兩個字是指著
[00:16:10.000 --> 00:16:16.000]  歷史歷代各地各方所有的基督徒說的
[00:16:16.000 --> 00:16:20.000]  這個大聖命是給他們的
[00:16:20.000 --> 00:16:24.000]  也包括我們今天基督徒在內
[00:16:24.000 --> 00:16:29.000]  我們要靠得住單其這個責任
[00:16:29.000 --> 00:16:33.000]  我們中間沒有一個人是例外的
[00:16:33.000 --> 00:16:35.000]  弟兄姊妹
[00:16:35.000 --> 00:16:39.000]  千萬不要認為你是個例外
[00:16:39.000 --> 00:16:40.000]  沒有例外
[00:16:40.000 --> 00:16:43.000]  我們都被包裹在其中
[00:16:43.000 --> 00:16:46.000]  我們一起很榮幸的
[00:16:46.000 --> 00:16:48.000]  很喜樂的
[00:16:48.000 --> 00:16:52.000]  很有信心的來接受大聖命的託付
[00:16:52.000 --> 00:16:55.000]  知道這位大聖命的主
[00:16:55.000 --> 00:17:00.000]  是有天上地下一切全明的主
[00:17:00.000 --> 00:17:02.000]  他才見我們
[00:17:02.000 --> 00:17:03.000]  讓你不要退辭
[00:17:03.000 --> 00:17:05.000]  不要懼怕
[00:17:05.000 --> 00:17:06.000]  不要猶豫
[00:17:06.000 --> 00:17:12.000]  宜然決然的接受單其這個寶貴的
[00:17:12.000 --> 00:17:17.000]  意義重大的責任
[00:17:17.000 --> 00:17:19.000]  第六
[00:17:19.000 --> 00:17:27.000]  大聖命的工作的策略是什麼呢
[00:17:27.000 --> 00:17:28.000]  主耶穌說
[00:17:28.000 --> 00:17:31.000]  所以你們要去
[00:17:31.000 --> 00:17:33.000]  去
[00:17:33.000 --> 00:17:34.000]  不是等
[00:17:34.000 --> 00:17:36.000]  不是等人來
[00:17:36.000 --> 00:17:37.000]  那是去
[00:17:37.000 --> 00:17:39.000]  把福音傳開
[00:17:39.000 --> 00:17:42.000]  無論本地的福音工作
[00:17:42.000 --> 00:17:46.000]  和遠方的福音工作都是一樣
[00:17:46.000 --> 00:17:48.000]  你在本地佈道的時候
[00:17:48.000 --> 00:17:51.000]  哪一個教會單單坐在禮拜堂裡面
[00:17:51.000 --> 00:17:53.000]  等人來
[00:17:53.000 --> 00:17:56.000]  那越等人越少
[00:17:56.000 --> 00:17:57.000]  要出去
[00:17:57.000 --> 00:18:02.000]  出去到人群中和他們解出
[00:18:02.000 --> 00:18:07.000]  用積極的方式去找到他們
[00:18:07.000 --> 00:18:09.000]  吸引他們
[00:18:09.000 --> 00:18:12.000]  在他們中間傳福音
[00:18:12.000 --> 00:18:14.000]  遠方的拆團工作
[00:18:14.000 --> 00:18:17.000]  大聖命的施工也是一樣
[00:18:17.000 --> 00:18:19.000]  必須去
[00:18:19.000 --> 00:18:22.000]  耶穌基督離開天家
[00:18:22.000 --> 00:18:25.000]  到世界來了
[00:18:25.000 --> 00:18:26.000]  從天上來講
[00:18:26.000 --> 00:18:29.000]  祂是去了
[00:18:29.000 --> 00:18:33.000]  我們的大聖命的主自己去了
[00:18:33.000 --> 00:18:35.000]  我們跟隨大聖命的主
[00:18:35.000 --> 00:18:37.000]  來做大聖命的工作
[00:18:37.000 --> 00:18:40.000]  也是同樣的策略
[00:18:40.000 --> 00:18:42.000]  我們去
[00:18:42.000 --> 00:18:43.000]  感謝主
[00:18:43.000 --> 00:18:46.000]  歷時歷代以來
