
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,你們好。
[00:00:03.000 --> 00:00:09.000]  今天我們一同領受關於侍奉的信息。
[00:00:09.000 --> 00:00:14.000]  每一個侍奉的人都需要受訓練。
[00:00:14.000 --> 00:00:17.000]  受人的訓練是一回事,
[00:00:17.000 --> 00:00:22.000]  最重要的是受神自己的訓練。
[00:00:22.000 --> 00:00:30.000]  在聖經裏面有一個訓練可以叫做"曠野神學院的訓練"。
[00:00:30.000 --> 00:00:40.000]  在聖經裏面,至少有七位是接受了曠野神學院的訓練。
[00:00:40.000 --> 00:00:44.000]  我們看一看他們受了什麼訓練,
[00:00:44.000 --> 00:00:48.000]  他們學了什麼寶貴的功課。
[00:00:48.000 --> 00:00:53.000]  首先我們想到師徒保羅。
[00:00:53.000 --> 00:00:59.000]  保羅在蒙昭以後,在阿拉伯曠野住了三年。
[00:00:59.000 --> 00:01:07.000]  這是記載在《加拿大書》第一章十五節到十八節。
[00:01:07.000 --> 00:01:12.000]  《加拿大書》第一章十五節到十八節,
[00:01:12.000 --> 00:01:17.000]  這一段經文這樣說保羅的話。
[00:01:17.000 --> 00:01:21.000]  然而那幫我從母府裏分別出來,
[00:01:21.000 --> 00:01:24.000]  有師恩招我的神,
[00:01:24.000 --> 00:01:29.000]  既然樂意將他兒子取世在我心裏,
[00:01:29.000 --> 00:01:33.000]  將我幫他傳在外邦人中,
[00:01:33.000 --> 00:01:37.000]  我就沒有與許所諧氣的人商量,
[00:01:37.000 --> 00:01:43.000]  也沒有上耶路撒冷去見那些逼我先做師徒的人,
[00:01:43.000 --> 00:01:46.000]  唯獨往阿拉伯去。
[00:01:46.000 --> 00:01:50.000]  後來又回到達瑪色。
[00:01:50.000 --> 00:01:55.000]  過了三年,才上耶路撒冷去見基法,
[00:01:55.000 --> 00:01:58.000]  和他同住了十五天。
[00:01:58.000 --> 00:02:05.000]  在這裏我們看見保羅到了阿拉伯的曠野去,
[00:02:05.000 --> 00:02:10.000]  三年之久,這是一個很長的時間。
[00:02:10.000 --> 00:02:16.000]  他在這三年裏面,安靜在神的面前,
[00:02:16.000 --> 00:02:20.000]  直接地從神學熟領的功課,
[00:02:20.000 --> 00:02:26.000]  作爲他日後侍奉的訓練和裝備。
[00:02:26.000 --> 00:02:30.000]  他在這三年的期間,
[00:02:30.000 --> 00:02:35.000]  學了至少兩樣基本的功課。
[00:02:35.000 --> 00:02:44.000]  第一樣的功課,就是他學習個人與神面對面,
[00:02:44.000 --> 00:02:50.000]  這樣的與神有密切的交通。
[00:02:50.000 --> 00:02:57.000]  今天很多人在羣體的生活中迷失了方向,
[00:02:57.000 --> 00:03:04.000]  受了羣衆的影響,受了潮流的影響。
[00:03:04.000 --> 00:03:11.000]  失去了應該侍奉的本位和重點,
