
[00:00:00.000 --> 00:00:03.880]  今天我講主耶穌是道路
[00:00:03.880 --> 00:00:05.800]  當我預備的時候
[00:00:05.800 --> 00:00:11.240]  我心裡想應該用什麼經文來傳達這個信息
[00:00:11.240 --> 00:00:13.760]  我想來想去
[00:00:13.760 --> 00:00:20.000]  覺得希伯來書是一個好的出口
[00:00:20.000 --> 00:00:24.520]  所以請大家翻到新約
[00:00:25.280 --> 00:00:32.520]  希伯來書是在第313頁
[00:00:32.520 --> 00:00:36.120]  新約313頁
[00:00:36.120 --> 00:00:42.840]  在希伯來書裡面多次提到道路
[00:00:42.840 --> 00:00:46.320]  我們要走的道路
[00:00:46.320 --> 00:00:53.280]  我們就把這些經文拿來思想領受
[00:00:53.720 --> 00:00:55.640]  我們先做一個禱告
[00:00:55.640 --> 00:00:58.360]  天父
[00:00:58.360 --> 00:01:01.400]  我們用預備好的心
[00:01:01.400 --> 00:01:05.680]  藉著主耶穌基督來到你的面前
[00:01:05.680 --> 00:01:11.160]  我們願意把我們的心完全打開
[00:01:11.160 --> 00:01:14.960]  在你的面前謙卑下來
[00:01:14.960 --> 00:01:20.240]  用信心和所聽見的道互相調和
[00:01:21.480 --> 00:01:24.040]  我們也願意用順服的心
[00:01:24.040 --> 00:01:26.640]  來接受你的真理之道
[00:01:26.640 --> 00:01:28.160]  好來遵行它
[00:01:28.160 --> 00:01:30.600]  所以我求你
[00:01:30.600 --> 00:01:33.800]  賜給我們俗靈的悟性
[00:01:33.800 --> 00:01:40.400]  懇求主藉著聖靈來光照我們的思想
[00:01:40.400 --> 00:01:45.240]  使我們的感情意志理智
[00:01:45.240 --> 00:01:48.840]  都能夠和你的真道配合起來
[00:01:49.520 --> 00:01:51.760]  讓我們在你的生命之中
[00:01:51.760 --> 00:01:57.040]  能夠互相的勉勵來奔走這條道路
[00:01:57.040 --> 00:02:02.840]  我們現在把這個時間恭敬的交託在你的恩手中
[00:02:02.840 --> 00:02:08.040]  讓我們每一個人在這個時間裡面都有所領受
[00:02:08.040 --> 00:02:12.000]  我們這樣的仰望交託
[00:02:12.000 --> 00:02:14.560]  奉主耶穌基督的聖名
[00:02:14.560 --> 00:02:15.760]  阿們
[00:02:17.560 --> 00:02:20.440]  請大家看四處的經文
[00:02:20.440 --> 00:02:24.800]  我們先看第一章第十節
[00:02:24.800 --> 00:02:27.440]  第一章第十節
[00:02:27.440 --> 00:02:32.240]  原來那為萬物所屬
[00:02:32.240 --> 00:02:34.560]  為萬物所本的
[00:02:34.560 --> 00:02:38.400]  要領許多的兒子進榮耀裡去
[00:02:38.400 --> 00:02:41.040]  是救他們的元帥
[00:02:41.040 --> 00:02:43.840]  因受苦難得以完全
[00:02:43.840 --> 00:02:45.520]  本是合宜的
[00:02:46.240 --> 00:02:48.240]  我們注意當中的一句
[00:02:48.240 --> 00:02:53.360]  要領許多的兒子進榮耀裡去
[00:02:53.360 --> 00:02:55.760]  這是一條路
[00:02:55.760 --> 00:03:00.840]  第二章對不起
[00:03:00.840 --> 00:03:01.880]  我說第一章
[00:03:01.880 --> 00:03:03.680]  對不起
[00:03:03.680 --> 00:03:06.600]  第二章第十節
[00:03:06.600 --> 00:03:08.440]  第二章第十節
[00:03:08.440 --> 00:03:10.200]  我再讀一次
[00:03:10.200 --> 00:03:13.000]  原來那為萬物所屬
[00:03:13.000 --> 00:03:14.800]  為萬物所本的
[00:03:15.000 --> 00:03:18.800]  要領許多的兒子進榮耀裡去
[00:03:18.800 --> 00:03:21.920]  這裡提到一條路
[00:03:21.920 --> 00:03:26.120]  這條路的帶領者就是領路人
[00:03:26.120 --> 00:03:28.040]  就是耶穌基督
[00:03:28.040 --> 00:03:33.440]  被帶領者就是信基督的人
[00:03:33.440 --> 00:03:39.120]  這條路的方向和終點是什麼
[00:03:39.120 --> 00:03:42.400]  要進榮耀裡去
[00:03:43.440 --> 00:03:46.200]  那麼這條路的作用是什麼
[00:03:46.200 --> 00:03:52.320]  使信耶穌的人都成為神的兒子的樣式
[00:03:52.320 --> 00:03:57.240]  這是一個總體的認識
[00:03:57.240 --> 00:03:59.640]  我們的主是神的兒子
[00:03:59.640 --> 00:04:01.000]  他來到世上
[00:04:01.000 --> 00:04:04.080]  為神得到許多的兒女
[00:04:04.080 --> 00:04:09.200]  這些兒女們不但在地位上是神的兒女
[00:04:09.200 --> 00:04:11.840]  而且在他們的形象上
[00:04:12.120 --> 00:04:17.080]  他們的本質上也是像神的兒子
[00:04:17.080 --> 00:04:24.440]  所以一個真真正正的神的兒子們
[00:04:24.440 --> 00:04:28.840]  和主耶穌一同經過這條路
[00:04:28.840 --> 00:04:32.400]  到了終點進入榮耀
[00:04:32.400 --> 00:04:38.520]  這條路就是像神兒子的路
[00:04:38.520 --> 00:04:41.720]  感謝天父
[00:04:41.920 --> 00:04:44.760]  耶穌基督是神的獨生子
[00:04:44.760 --> 00:04:46.440]  他來到世界上
[00:04:46.440 --> 00:04:49.280]  得到很多的人信主
[00:04:49.280 --> 00:04:51.480]  因此做了天父的兒女
[00:04:51.480 --> 00:04:54.240]  然後慢慢改變
[00:04:54.240 --> 00:04:57.480]  都變成神的兒子的樣式
[00:04:57.480 --> 00:05:00.960]  都是向主耶穌神的獨生子
[00:05:00.960 --> 00:05:03.320]  這是生命的改變
[00:05:03.320 --> 00:05:07.400]  這條路非常非常的寶貴
[00:05:07.400 --> 00:05:11.560]  我們信主的人都是走這條路
[00:05:12.520 --> 00:05:13.840]  越來越向主
[00:05:13.840 --> 00:05:16.400]  在這個路上變化
[00:05:16.400 --> 00:05:17.720]  不斷的變化
[00:05:17.720 --> 00:05:20.680]  心亦更新而變化
[00:05:20.680 --> 00:05:22.640]  裡面改變以後
[00:05:22.640 --> 00:05:25.800]  外面的形象也改變
[00:05:25.800 --> 00:05:30.040]  彰顯主耶穌的樣式
[00:05:30.040 --> 00:05:34.680]  這是我們走的第一條路
[00:05:34.680 --> 00:05:37.200]  是主耶穌為我們開的路
[00:05:37.200 --> 00:05:39.520]  也是主耶穌領路的路
[00:05:40.520 --> 00:05:43.800]  現在我們看第二條路
[00:05:43.800 --> 00:05:47.360]  我們看第四章
[00:05:47.360 --> 00:05:49.440]  第四章十一節
[00:05:49.440 --> 00:05:51.640]  四章十一節
[00:05:51.640 --> 00:05:58.520]  所以我們務必竭力進入那安息
[00:05:58.520 --> 00:06:03.160]  免得有人學那不信從的樣子跌倒了
[00:06:03.160 --> 00:06:05.360]  這裡提到進入
[00:06:05.840 --> 00:06:12.360]  這也是一條路帶領我們進入安息
[00:06:12.360 --> 00:06:14.920]  進入表示是一條路
[00:06:14.920 --> 00:06:22.280]  這條路的目標終點就是那安息
[00:06:22.280 --> 00:06:25.000]  這是指著什麼說的呢
[00:06:25.000 --> 00:06:27.880]  我們熟悉聖經的人都知道
[00:06:27.880 --> 00:06:31.400]  當日以色列人在曠野的時候
[00:06:32.480 --> 00:06:38.440]  約蘇鴉帶領他們進入英許美地
[00:06:38.440 --> 00:06:40.040]  就是進入迦南
[00:06:40.040 --> 00:06:43.720]  也就是進入那流乃玉密之地
[00:06:43.720 --> 00:06:47.080]  那就是豐盛的地方
[00:06:47.080 --> 00:06:53.560]  那麼迦南也是預表蘇陵的豐盛的生活
[00:06:53.560 --> 00:06:57.800]  大家也知道約蘇鴉這個人物
[00:06:57.800 --> 00:07:00.600]  是預表主耶穌基督的
[00:07:02.240 --> 00:07:04.800]  所以約蘇鴉帶領以色列人進迦南
[00:07:04.800 --> 00:07:06.920]  就等於預先表明
[00:07:06.920 --> 00:07:11.440]  耶穌基督帶領信徒進到蘇陵的迦南
[00:07:11.440 --> 00:07:15.640]  也就是有豐盛生命的一個境界
[00:07:15.640 --> 00:07:20.560]  在那裡有神的豐富的恩典
[00:07:20.560 --> 00:07:24.000]  用乃玉密來象徵
[00:07:24.000 --> 00:07:28.760]  我們能夠在那裡結出蘇陵的果子來
[00:07:28.760 --> 00:07:31.400]  這是我們的第二條路
[00:07:32.120 --> 00:07:34.000]  這條路是誰帶領呢?
[00:07:34.000 --> 00:07:38.400]  舊約的約蘇鴉是預先表明耶穌基督
[00:07:38.400 --> 00:07:42.200]  而且約蘇鴉和耶穌這兩個名字
[00:07:42.200 --> 00:07:44.160]  原來是完全一樣的
[00:07:44.160 --> 00:07:45.880]  約蘇鴉是希伯來文
[00:07:45.880 --> 00:07:47.400]  耶穌是希臘文
[00:07:47.400 --> 00:07:51.040]  都是救主的意思
[00:07:51.040 --> 00:07:54.120]  拯救者或者說救主
[00:07:54.120 --> 00:07:58.520]  約蘇鴉是神說玉璧的領袖
[00:07:58.520 --> 00:08:00.520]  帶領以色列人進迦南
[00:08:00.520 --> 00:08:02.800]  應許美麗留南雲密之地
[00:08:02.800 --> 00:08:05.800]  預先表明耶穌基督帶領基督徒
[00:08:05.800 --> 00:08:08.960]  進到蘇陵的豐美之地
[00:08:08.960 --> 00:08:10.320]  好
[00:08:10.320 --> 00:08:13.600]  這第二條路也是我們的主帶領
[00:08:13.600 --> 00:08:17.640]  我們走這條路的終點是什麼?
[00:08:17.640 --> 00:08:20.480]  就是豐盛的生命
[00:08:20.480 --> 00:08:22.640]  不是僅僅有生命
[00:08:22.640 --> 00:08:25.480]  而且有豐盛的生命
[00:08:26.160 --> 00:08:30.040]  我現在就是先把這四條路很簡單的說一下
[00:08:30.040 --> 00:08:32.880]  然後回來樣樣的詳細看
[00:08:32.880 --> 00:08:35.160]  第三條路
[00:08:35.160 --> 00:08:37.560]  第六章第一節
[00:08:37.560 --> 00:08:39.160]  第六章第一節
[00:08:39.160 --> 00:08:43.040]  所以我們應當離開基督道理的開端
[00:08:43.040 --> 00:08:46.880]  竭力進到完全的地步
[00:08:46.880 --> 00:08:49.880]  這裡又有進這個字
[00:08:49.880 --> 00:08:54.560]  我們第一處的經文看見進榮耀的去
[00:08:54.840 --> 00:08:59.480]  第二處的經文看見進入安息美地
[00:08:59.480 --> 00:09:01.120]  豐盛美地
[00:09:01.120 --> 00:09:03.800]  在這裡我們看見又進
[00:09:03.800 --> 00:09:05.840]  進到哪裡?
[00:09:05.840 --> 00:09:08.040]  完全的地步
[00:09:08.040 --> 00:09:15.560]  我們從基督道理的開端為出發點
[00:09:15.560 --> 00:09:17.840]  然後走這條路
[00:09:17.840 --> 00:09:20.240]  長進長進
[00:09:20.240 --> 00:09:24.080]  進到基督的完全裡面
[00:09:25.080 --> 00:09:28.680]  這是追求完全的路
[00:09:28.680 --> 00:09:31.400]  我們現在看第四條路
[00:09:31.400 --> 00:09:34.640]  請大家看第十章
[00:09:34.640 --> 00:09:37.000]  第十章
[00:09:37.000 --> 00:09:38.920]  第十九節
[00:09:38.920 --> 00:09:42.920]  十章十九節
[00:09:42.920 --> 00:09:43.920]  弟兄們
[00:09:43.920 --> 00:09:45.800]  我們經營耶穌的血
[00:09:45.800 --> 00:09:48.880]  得以坦然進入至聖所
[00:09:48.880 --> 00:09:51.880]  進入至聖所
[00:09:51.880 --> 00:09:53.680]  第二十節
[00:09:54.680 --> 00:09:56.680]  是藉著他
[00:09:56.680 --> 00:09:58.000]  就是耶穌基督
[00:09:58.000 --> 00:10:02.000]  給我們開了一條又新又火的路
[00:10:02.000 --> 00:10:03.880]  從曼子經過
[00:10:03.880 --> 00:10:06.480]  這曼子就是他的身體
[00:10:06.480 --> 00:10:10.960]  主耶穌給我們開了一條又新又火的路
[00:10:10.960 --> 00:10:12.560]  這條路就是他自己
[00:10:12.560 --> 00:10:15.000]  所以耶穌就是道路
[00:10:15.000 --> 00:10:17.280]  那麼這條道路
[00:10:17.280 --> 00:10:19.000]  引往哪裡去呢?
[00:10:19.000 --> 00:10:20.760]  終點在哪裡呢?
[00:10:20.760 --> 00:10:22.920]  至聖所
[00:10:23.280 --> 00:10:27.200]  至聖所就是神的面前
[00:10:27.200 --> 00:10:30.600]  再到神的面前
[00:10:30.600 --> 00:10:33.920]  從前在以色列人的聖殿裡頭
[00:10:33.920 --> 00:10:37.960]  最裡面的那一部分叫至聖所
[00:10:37.960 --> 00:10:39.960]  是代表與神同在
[00:10:39.960 --> 00:10:42.000]  進到神的面前
[00:10:42.000 --> 00:10:43.960]  和他有密切的關係
[00:10:43.960 --> 00:10:45.600]  密切的交通
[00:10:45.600 --> 00:10:47.880]  密切的團契
[00:10:47.880 --> 00:10:52.200]  耶穌基督給我們開了這條路
[00:10:52.200 --> 00:10:54.200]  可以坦然無懼的
[00:10:54.200 --> 00:10:57.080]  進到天父的面前
[00:10:57.080 --> 00:10:59.280]  原來我們不能進到天父的面前
[00:10:59.280 --> 00:11:02.000]  因為有罪在中間諸葛
[00:11:02.000 --> 00:11:05.680]  罪把我們和天父上帝隔開了
[00:11:05.680 --> 00:11:10.000]  我們和他斷絕了團契交通
[00:11:10.000 --> 00:11:11.720]  現在主耶穌
