
[00:00:00.000 --> 00:00:04.640]  在《創世紀》一開始就講出了人類的起源
[00:00:04.640 --> 00:00:07.280]  即是人從何而來
[00:00:07.280 --> 00:00:09.760]  目的是甚麼
[00:00:09.760 --> 00:00:11.520]  上帝在地上做人
[00:00:11.520 --> 00:00:16.880]  其實是希望人的生活是一個好的生活
[00:00:16.880 --> 00:00:18.880]  上帝在地上做人的時候
[00:00:18.880 --> 00:00:23.040]  一開始其實整個世界都是美好
[00:00:23.040 --> 00:00:25.440]  人和上帝之間的關係很和諧
[00:00:25.440 --> 00:00:27.360]  人和人之間的關係很和諧
[00:00:27.360 --> 00:00:30.400]  人和世界之間的關係也很和諧
[00:00:30.400 --> 00:00:33.760]  但因為阿當犯罪的緣故
[00:00:33.760 --> 00:00:37.120]  他不以上帝為生命的主
[00:00:37.120 --> 00:00:40.640]  罪的最基本內容就是
[00:00:40.640 --> 00:00:43.760]  我不再以上帝為生命的主
[00:00:43.760 --> 00:00:46.240]  我要取代上帝的位置
[00:00:46.240 --> 00:00:49.760]  我希望個人我要取代上帝的位置
[00:00:49.760 --> 00:00:51.840]  這就是罪
[00:00:51.840 --> 00:00:53.680]  罪進入了世界裡
[00:00:53.680 --> 00:00:56.400]  影響了人和上帝之間的關係
[00:00:56.400 --> 00:00:59.920]  也影響了人和人之間的關係
[00:00:59.920 --> 00:01:03.520]  也影響了人和世界之間的關係
[00:01:03.520 --> 00:01:07.840]  所以上帝在地上讓我們好好的管理
[00:01:07.840 --> 00:01:10.400]  但是人因為罪的緣故
[00:01:10.400 --> 00:01:14.000]  變成一個很自我為中心的地步
[00:01:14.000 --> 00:01:17.760]  所以我怎會破壞這個世界
[00:01:17.760 --> 00:01:21.440]  去為自己生活的滿足所用
[00:01:21.440 --> 00:01:22.800]  所以現在我們可以說
[00:01:22.800 --> 00:01:25.200]  正在破壞這個世界很多很多的東西
[00:01:25.200 --> 00:01:27.280]  關係混亂了
[00:01:27.280 --> 00:01:29.360]  上帝最終極的計劃
[00:01:29.360 --> 00:01:31.760]  就是怎樣讓神和人之間的關係
[00:01:31.760 --> 00:01:33.200]  神和人之間的關係
[00:01:33.200 --> 00:01:34.720]  人和大地的關係
[00:01:34.720 --> 00:01:37.680]  都能夠回復一個原初的狀態
[00:01:37.680 --> 00:01:39.920]  當然我們在信仰角度可以明白
[00:01:39.920 --> 00:01:41.600]  上帝怎樣完成這個計劃
[00:01:41.600 --> 00:01:44.160]  是藉著耶穌為我們的罪
[00:01:44.160 --> 00:01:45.680]  釘在十字架上
[00:01:45.680 --> 00:01:49.280]  以致我們能夠和上帝有一個復和的關係
[00:01:49.280 --> 00:01:51.680]  能夠再一次去認識上帝
[00:01:51.680 --> 00:01:52.960]  去跟從上帝
[00:01:52.960 --> 00:01:54.080]  也因為這樣的緣故
[00:01:54.080 --> 00:01:55.520]  我們有更多的愛
[00:01:55.520 --> 00:01:57.680]  去和人相處
[00:01:57.680 --> 00:01:59.360]  了解我們人的位置
[00:01:59.360 --> 00:02:06.400]  也知道怎樣和大自然有一個更好的關係
[00:02:06.400 --> 00:02:09.680]  在《創世紀》第50章
[00:02:09.680 --> 00:02:11.360]  這一段經文裏面
[00:02:11.360 --> 00:02:15.280]  可以說出了人在過程裏面
[00:02:15.280 --> 00:02:20.560]  怎樣去經歷人和上帝的關係
[00:02:20.560 --> 00:02:21.920]  人和人的關係
[00:02:21.920 --> 00:02:23.840]  人和自己的關係
[00:02:23.840 --> 00:02:26.960]  的態度和心態
[00:02:26.960 --> 00:02:30.000]  在《創世紀》裏面
[00:02:30.000 --> 00:02:30.560]  我想問一下
[00:02:30.560 --> 00:02:31.600]  誰看過《創世紀》的
[00:02:31.600 --> 00:02:33.120]  你舉手看看
[00:02:33.120 --> 00:02:34.080]  應該很多
[00:02:34.080 --> 00:02:35.200]  如果你還沒看完
[00:02:35.200 --> 00:02:39.200]  你今天就要從《創世紀》第1章看50章
[00:02:39.200 --> 00:02:42.080]  不久就看完50章的聖經
[00:02:42.080 --> 00:02:43.760]  在這一段經文裏面
[00:02:43.760 --> 00:02:45.760]  記載在最後一章的聖經
[00:02:45.760 --> 00:02:48.320]  由《創世紀》第37章開始
[00:02:48.320 --> 00:02:49.920]  到第50章
[00:02:49.920 --> 00:02:53.280]  就是在說約瑟的生平
[00:02:53.280 --> 00:02:54.400]  這個故事
[00:02:54.400 --> 00:02:56.720]  這一段經文的背景就是
[00:02:56.720 --> 00:02:59.600]  約瑟雅各有很多的兒子
[00:02:59.600 --> 00:03:03.600]  然後約瑟的其他哥哥就妒忌
[00:03:03.600 --> 00:03:04.960]  或者憎恨約瑟
[00:03:04.960 --> 00:03:06.480]  所以趁著一個機會
[00:03:06.480 --> 00:03:09.280]  就將他賣給其他人
[00:03:09.280 --> 00:03:10.240]  賣給其他人
[00:03:10.240 --> 00:03:13.680]  這些人就帶他去埃及做奴隸
[00:03:13.680 --> 00:03:15.520]  但是神保守著約瑟
[00:03:15.520 --> 00:03:18.480]  讓他從一個奴隸的位置
[00:03:18.480 --> 00:03:19.920]  然後坐牢
[00:03:19.920 --> 00:03:23.120]  然後晉升到當時的埃及的
[00:03:23.120 --> 00:03:24.320]  就是宰相的地位
[00:03:24.320 --> 00:03:26.800]  一人之下 萬人之上
[00:03:26.800 --> 00:03:29.440]  用了一個字眼去說
[00:03:29.440 --> 00:03:31.040]  也是因為這樣的緣故
[00:03:31.040 --> 00:03:35.280]  就是在當時的大地的饑荒
[00:03:35.280 --> 00:03:37.040]  很多地方都有饑荒
[00:03:37.040 --> 00:03:39.040]  因為約瑟他在這個位置
[00:03:39.040 --> 00:03:40.640]  所以他能夠保存
[00:03:40.640 --> 00:03:43.680]  當時雅各家的一族所有人的生命
[00:03:43.680 --> 00:03:44.880]  在大饑荒的時候
[00:03:44.880 --> 00:03:46.880]  仍然有充足的糧食
[00:03:46.880 --> 00:03:50.880]  去渡過這個不容易經過的時刻
[00:03:50.880 --> 00:03:55.280]  在這個時間裏面
[00:03:55.280 --> 00:03:57.040]  約瑟和他的一家人
[00:03:57.040 --> 00:03:59.680]  就是約瑟接了他們一家人
[00:03:59.680 --> 00:04:01.920]  去到埃及地方住了17年
[00:04:01.920 --> 00:04:04.800]  然後雅各就死了
[00:04:04.800 --> 00:04:05.840]  雅各死了
[00:04:05.840 --> 00:04:09.040]  那他的哥哥就很擔心了
[00:04:09.040 --> 00:04:11.680]  就是在一刻裏面
[00:04:11.680 --> 00:04:13.040]  他們很害怕
[00:04:13.040 --> 00:04:14.000]  害怕甚麼呢
[00:04:14.000 --> 00:04:16.000]  大家都可以想像得到
[00:04:16.000 --> 00:04:19.600]  約瑟會不會因為爸爸不在的緣故
[00:04:19.600 --> 00:04:23.840]  而對我們進行一個報復呢
[00:04:23.840 --> 00:04:25.440]  之前爸爸還在
[00:04:25.440 --> 00:04:28.000]  可能約瑟看著爸爸的情面
[00:04:28.000 --> 00:04:29.760]  不會對我們怎樣
[00:04:29.760 --> 00:04:31.120]  但是爸爸不在了
[00:04:31.120 --> 00:04:32.880]  這個保護傘不在了
[00:04:32.880 --> 00:04:34.960]  約瑟怎樣對我們呢
[00:04:34.960 --> 00:04:36.640]  所以他們就很害怕
[00:04:36.640 --> 00:04:39.520]  害怕約瑟有一個報復的行動
[00:04:39.520 --> 00:04:41.280]  所以在這個時候
[00:04:41.280 --> 00:04:43.440]  他的哥哥就派了一些人
[00:04:43.440 --> 00:04:46.560]  去到約瑟的面前求情
[00:04:46.560 --> 00:04:52.640]  這個求情就是求約瑟不要懷恨他們
[00:04:52.640 --> 00:04:56.320]  照著你的父親所說的去對待我們
[00:04:56.320 --> 00:04:59.440]  懷恨的意思不單是在腦裏面
[00:04:59.440 --> 00:05:00.240]  心裏面去懷
[00:05:00.240 --> 00:05:02.960]  意思就是迫伯的意思
[00:05:02.960 --> 00:05:04.080]  就是有行動的
[00:05:04.080 --> 00:05:08.720]  就是你不要向我們有報復的行動
[00:05:08.720 --> 00:05:11.120]  在這裏可以見到
[00:05:11.120 --> 00:05:16.240]  由創世紀45章開始
[00:05:16.240 --> 00:05:17.360]  去到這裏
[00:05:17.360 --> 00:05:19.200]  短短五章的經文
[00:05:19.200 --> 00:05:21.360]  其實已經過了17年的時間
[00:05:21.360 --> 00:05:25.200]  在約瑟和他哥哥開始相認的時候
[00:05:25.200 --> 00:05:26.240]  在過程裏面
[00:05:26.240 --> 00:05:30.160]  他的哥哥一直下來都沒有向約瑟認錯
[00:05:30.160 --> 00:05:31.920]  一直都沒有
[00:05:31.920 --> 00:05:34.000]  就是沒有承認自己的過錯
[00:05:34.000 --> 00:05:35.200]  沒有承認自己
[00:05:35.200 --> 00:05:39.280]  就是將你賣給其他人成為奴隸
[00:05:39.280 --> 00:05:41.280]  其實是不對的
[00:05:41.280 --> 00:05:42.480]  沒有說過
[00:05:42.480 --> 00:05:46.000]  所以可以說在整個過程裏面
[00:05:46.000 --> 00:05:48.640]  他們都受著很多的困擾
[00:05:48.640 --> 00:05:50.560]  他們一直都擔心
[00:05:50.560 --> 00:05:52.800]  究竟約瑟會怎樣對我們呢
[00:05:52.800 --> 00:05:53.760]  約瑟怎樣想呢
[00:05:53.760 --> 00:05:54.480]  他們不知道
[00:05:54.480 --> 00:05:58.560]  因為沒有正面的去處理這個問題
[00:05:58.560 --> 00:06:03.440]  所以在這個過程裏面
[00:06:03.440 --> 00:06:05.920]  約瑟的哥哥和約瑟的關係
[00:06:05.920 --> 00:06:08.960]  基本上沒有真正的去解決
[00:06:08.960 --> 00:06:13.680]  或者去面對一個曾經這麼大傷害的事情
[00:06:13.680 --> 00:06:16.960]  他們很擔心約瑟會否以牙還牙呢
[00:06:16.960 --> 00:06:21.840]  也可以說他們的擔憂和害怕
[00:06:21.840 --> 00:06:24.640]  也都反映了他們未明白
[00:06:24.640 --> 00:06:28.160]  未知道約瑟究竟心裏在想些甚麼
[00:06:28.160 --> 00:06:30.080]  究竟他是否真真
[00:06:30.080 --> 00:06:34.160]  他怎樣看我們曾經出賣過他的這件事
[00:06:34.160 --> 00:06:39.360]  他會否因著爸爸離世的緣故
[00:06:39.360 --> 00:06:43.360]  而對我們做出種種不好的行動呢
[00:06:43.360 --> 00:06:44.800]  不過這個擔心
[00:06:44.800 --> 00:06:45.680]  他們也都有
[00:06:45.680 --> 00:06:48.320]  他們哥哥的擔心和憂慮
[00:06:48.320 --> 00:06:50.400]  幸好沒有停留在這裏
[00:06:50.400 --> 00:06:51.920]  他們有行動
[00:06:51.920 --> 00:06:55.840]  行動就是派人去求情
[00:06:55.840 --> 00:06:58.640]  而他們求情的方法
[00:06:58.640 --> 00:06:59.840]  用我們的角度去說
[00:06:59.840 --> 00:07:01.920]  是很有策略的
[00:07:01.920 --> 00:07:03.760]  是很有方法的
[00:07:03.760 --> 00:07:05.200]  所以一開始的時候
[00:07:05.200 --> 00:07:07.600]  他們派人去求情
[00:07:07.600 --> 00:07:11.520]  他們就說第一個出動是甚麼呢
[00:07:11.520 --> 00:07:13.040]  當然是出動爸爸
[00:07:13.040 --> 00:07:14.080]  接著就說
[00:07:14.080 --> 00:07:16.480]  你看著爸爸的份上
[00:07:16.480 --> 00:07:18.400]  即是你爸爸曾經吩咐過你
[00:07:18.400 --> 00:07:21.120]  曾經說過你要怎樣對我們
[00:07:21.120 --> 00:07:22.960]  你要聽你爸爸的話
[00:07:22.960 --> 00:07:25.680]  意思是不要令你爸爸失望
[00:07:25.680 --> 00:07:27.360]  不要令雅各失望
[00:07:27.360 --> 00:07:30.720]  所以第一個擺出來的就是
[00:07:30.720 --> 00:07:32.480]  你要看著爸爸的份上
[00:07:32.480 --> 00:07:33.920]  你寬恕我們
[00:07:33.920 --> 00:07:36.000]  不要以惡報惡
[00:07:36.000 --> 00:07:37.120]  是很有策略的
[00:07:37.120 --> 00:07:39.600]  所以一開始就說你父親
[00:07:39.600 --> 00:07:41.360]  你雅各曾經吩咐過
[00:07:41.360 --> 00:07:43.760]  你應該要跟著你爸爸去做
[00:07:43.760 --> 00:07:46.400]  第二個更厲害
[00:07:46.400 --> 00:07:48.320]  不過在過程裏面我可以看到
[00:07:48.320 --> 00:07:49.680]  其實他們的哥哥
[00:07:49.680 --> 00:07:52.720]  即是他們的幾個哥哥
[00:07:52.720 --> 00:07:55.920]  其實沒有去淡化自己的惡行
[00:07:55.920 --> 00:07:59.120]  沒有淡化自己曾經怎樣傷害過弱勢力
[00:07:59.120 --> 00:08:00.160]  沒有
[00:08:00.160 --> 00:08:02.640]  他們很承認自己所作的是惡
[00:08:02.640 --> 00:08:04.480]  我們的是罪惡
[00:08:04.480 --> 00:08:10.160]  他們沒有去作任何的掩飾
[00:08:10.160 --> 00:08:12.080]  接著第二步
[00:08:12.080 --> 00:08:15.360]  出願爸爸就出甚麼呢
[00:08:15.360 --> 00:08:17.120]  當然是出上帝
[00:08:17.120 --> 00:08:20.080]  即是說上帝約瑟
[00:08:20.080 --> 00:08:24.480]  我和你敬拜同一個上帝
[00:08:24.480 --> 00:08:26.640]  你父親上帝的僕人
[00:08:26.640 --> 00:08:29.920]  即是你將一個屬靈的因素加進去
[00:08:29.920 --> 00:08:32.400]  即是你看著上帝的份上
[00:08:32.400 --> 00:08:35.520]  上帝怎樣去對你
[00:08:35.520 --> 00:08:37.840]  求你都怎樣對我們
[00:08:37.840 --> 00:08:40.560]  我們是敬拜同一個上帝
[00:08:40.560 --> 00:08:44.400]  所以求你看著上帝的份上
[00:08:44.400 --> 00:08:46.000]  即是你饒恕我們
[00:08:46.000 --> 00:08:47.520]  說很懂得求情
[00:08:47.520 --> 00:08:49.520]  出現人間的關係
[00:08:49.520 --> 00:08:51.760]  接著出賣屬靈的關係
[00:08:51.760 --> 00:08:55.280]  目的就是希望約瑟你不念舊惡
[00:08:55.280 --> 00:09:00.400]  你不要以惡報惡
[00:09:00.400 --> 00:09:01.600]  他希望是這樣
[00:09:01.600 --> 00:09:04.720]  饒恕我們過去曾經所做的過錯
[00:09:04.720 --> 00:09:08.560]  當約瑟聽完這些說話之後
[00:09:08.560 --> 00:09:10.080]  有甚麼反應呢
[00:09:10.080 --> 00:09:10.880]  在這裡說
[00:09:10.880 --> 00:09:11.840]  三個字說完了
[00:09:11.840 --> 00:09:13.680]  他說就哭了
[00:09:13.680 --> 00:09:14.640]  他就哭了
[00:09:14.640 --> 00:09:16.320]  即是約瑟聽完之後
[00:09:16.320 --> 00:09:17.600]  他就哭了
[00:09:17.600 --> 00:09:19.200]  為甚麼哭呢
[00:09:19.200 --> 00:09:20.960]  有幾個可能性
[00:09:20.960 --> 00:09:22.000]  第一個可能性就是
[00:09:22.000 --> 00:09:24.480]  當約瑟聽完這番說話之後
[00:09:24.480 --> 00:09:28.320]  他可能想起剛過世的爸爸
[00:09:28.320 --> 00:09:31.840]  所以在那一刻他就流淚了
[00:09:31.840 --> 00:09:34.800]  也有可能他終於等到了
[00:09:34.800 --> 00:09:36.320]  等了十多年
[00:09:36.320 --> 00:09:39.200]  他哥哥真的知道自己的過錯了
[00:09:39.200 --> 00:09:42.000]  所以他也因著這個緣故
[00:09:42.000 --> 00:09:44.720]  流出快樂的眼淚
[00:09:44.720 --> 00:09:47.600]  也有可能約瑟在想
[00:09:47.600 --> 00:09:49.680]  經過了十七年和你們相處
[00:09:49.680 --> 00:09:51.040]  在階級的時間
[00:09:51.040 --> 00:09:52.960]  你還不認識我的為人嗎
[00:09:52.960 --> 00:09:55.280]  十七年我怎樣對待你們呢
[00:09:55.280 --> 00:09:57.360]  怎樣去照顧你們呢
[00:09:57.360 --> 00:09:59.120]  難道你們也不明白
[00:09:59.120 --> 00:10:01.120]  我的心想甚麼嗎
[00:10:01.120 --> 00:10:04.400]  所以約瑟在這裡感到心酸
[00:10:04.400 --> 00:10:06.000]  他也哭了
[00:10:06.000 --> 00:10:08.640]  我們不知道他哭的原因是甚麼
[00:10:08.640 --> 00:10:12.960]  不過當他有這樣的反應的時候
[00:10:12.960 --> 00:10:15.760]  一群約瑟的哥哥
[00:10:15.760 --> 00:10:21.280]  派去的人回報給約瑟的哥哥知道的時候
[00:10:21.280 --> 00:10:23.120]  他聽見約瑟的反應
[00:10:23.120 --> 00:10:26.240]  起碼知道約瑟沒有懷恨在心
[00:10:26.240 --> 00:10:29.600]  想著以惡報惡
[00:10:29.600 --> 00:10:30.640]  走了第一步
[00:10:30.640 --> 00:10:33.920]  接著他們就直接去找約瑟
[00:10:33.920 --> 00:10:38.240]  在他面前求他的寬恕
[00:10:38.240 --> 00:10:39.440]  也很有策略
[00:10:39.440 --> 00:10:40.560]  可以這麼說
[00:10:40.560 --> 00:10:41.680]  很有方法
[00:10:41.680 --> 00:10:42.640]  不要說策略
[00:10:42.640 --> 00:10:43.760]  好像要負面一點的策略
[00:10:43.760 --> 00:10:44.960]  就是很有方法
[00:10:44.960 --> 00:10:46.160]  那個方法就是
[00:10:46.160 --> 00:10:50.480]  就是說我是你的僕人
[00:10:50.480 --> 00:10:54.880]  求你去寬恕我們所作的
[00:10:54.880 --> 00:10:57.920]  在這裡可以說
[00:10:57.920 --> 00:10:59.200]  他們暗示
[00:10:59.200 --> 00:11:03.520]  承認之前我們對你所作的是一件惡事
[00:11:03.520 --> 00:11:04.960]  我們是你的僕人
[00:11:04.960 --> 00:11:07.280]  其實你可以怎樣對我們都可以
[00:11:07.280 --> 00:11:11.040]  你對我們所作任何的事
[00:11:11.040 --> 00:11:13.040]  都是應份
[00:11:13.040 --> 00:11:13.840]  可以這麼說
