
[00:00:00.000 --> 00:00:02.000]  傳道書提到
[00:00:02.000 --> 00:00:05.560]  有時我們人生做一些重重複複
[00:00:05.560 --> 00:00:07.280]  沒什麼意思的事
[00:00:07.280 --> 00:00:09.280]  會變成覺得很荒謬
[00:00:09.280 --> 00:00:15.360]  傳道書也提到有第二種人生的荒謬
[00:00:15.360 --> 00:00:21.120]  就是原來人生有很多都是整定的
[00:00:21.120 --> 00:00:22.480]  是嗎
[00:00:22.480 --> 00:00:25.600]  我們人世間有很多我們的遭遇
[00:00:25.600 --> 00:00:28.720]  我們的人生很多都是整定的
[00:00:28.720 --> 00:00:32.160]  如果一切很多都是整定的時候
[00:00:32.160 --> 00:00:34.400]  表示我們作為一個人
[00:00:34.400 --> 00:00:37.680]  我們對我們的命運無法控制
[00:00:37.680 --> 00:00:40.400]  人生是不是很無奈呢
[00:00:40.400 --> 00:00:43.040]  人生是不是變得很無奈呢
[00:00:43.040 --> 00:00:49.200]  其實傳道者在傳道書第三章提出這個問題
[00:00:49.200 --> 00:00:52.720]  我覺得也提出得相當深刻
[00:00:52.720 --> 00:00:55.200]  在傳道書第三章
[00:00:55.200 --> 00:00:59.520]  它說凡事都有定期
[00:00:59.520 --> 00:01:02.880]  天下萬物都有定時
[00:01:02.880 --> 00:01:07.360]  接著由第二節一直到第八節
[00:01:07.360 --> 00:01:08.960]  這幾節裡面
[00:01:08.960 --> 00:01:12.960]  傳道者有一種詩歌的方式
[00:01:12.960 --> 00:01:16.080]  說了有十四對
[00:01:16.080 --> 00:01:19.520]  就是二十八次有時這個字
[00:01:19.520 --> 00:01:23.760]  這段話相當有詩意
[00:01:23.760 --> 00:01:26.320]  內容也相當豐富
[00:01:26.320 --> 00:01:29.840]  我覺得應該和大家花點時間
[00:01:29.840 --> 00:01:36.560]  去研究一下這十四對人生的定數是怎樣
[00:01:36.560 --> 00:01:39.520]  由第二節一直講下去
[00:01:39.520 --> 00:01:44.160]  一開始就講到我們人生的大限有時
[00:01:44.160 --> 00:01:47.760]  生有時死亦有時
[00:01:47.760 --> 00:01:50.640]  人的出生是定了
[00:01:50.640 --> 00:01:53.520]  人的死亡也是定了
[00:01:53.520 --> 00:01:56.400]  人的大限是定數
[00:01:56.400 --> 00:02:00.560]  接著講到有幾樣人的活動
[00:02:00.560 --> 00:02:02.160]  都是定了
[00:02:02.160 --> 00:02:04.400]  到時到後就要發生
[00:02:04.400 --> 00:02:06.960]  你都沒得控制
[00:02:06.960 --> 00:02:10.400]  它說到災眾有時拔出
[00:02:10.400 --> 00:02:13.440]  有時災眾是說到農耕的生活
[00:02:13.440 --> 00:02:18.080]  災眾是插秧插和去殺種
[00:02:18.080 --> 00:02:20.160]  然後到時到後
[00:02:20.160 --> 00:02:22.640]  你發覺你又將東西拔出來
[00:02:22.640 --> 00:02:24.320]  你殺下去想它生長
[00:02:24.320 --> 00:02:26.240]  到時你嫌它煩
[00:02:26.240 --> 00:02:28.720]  在地上一大堆根拔出來
[00:02:28.720 --> 00:02:31.600]  香港人可能就不太覺
[00:02:31.600 --> 00:02:35.120]  去到外國加拿大要種東西拔地
[00:02:35.120 --> 00:02:37.680]  弄到腰都痛了
[00:02:37.680 --> 00:02:40.240]  早知就不要種那麼多
[00:02:40.240 --> 00:02:42.640]  要拔出來
[00:02:42.640 --> 00:02:48.480]  另外殺戮有時醫治有時
[00:02:48.480 --> 00:02:50.240]  在這個社會裏面
[00:02:50.240 --> 00:02:54.640]  有醫生由早到晚拼命去救人
[00:02:54.640 --> 00:02:57.440]  這個社會裏面有些人由早到晚想辦法
[00:02:57.440 --> 00:02:59.760]  怎樣去弄人怎樣去動他
[00:02:59.760 --> 00:03:02.080]  這個世界就是這樣
[00:03:02.080 --> 00:03:05.920]  拆毀有時建造有時
[00:03:05.920 --> 00:03:09.040]  在這個社會裏面我們看到屋不斷建
[00:03:09.040 --> 00:03:11.120]  屋又不斷拆
[00:03:11.120 --> 00:03:14.080]  人的活動就是這樣
[00:03:14.080 --> 00:03:17.360]  有人連夜趕科場
[00:03:17.360 --> 00:03:19.120]  有人辭官歸官
[00:03:19.120 --> 00:03:20.240]  有人湧去那裏
[00:03:20.240 --> 00:03:21.200]  有人在那裏
[00:03:21.200 --> 00:03:23.280]  千萬不要快點走
[00:03:23.280 --> 00:03:25.040]  人生就是這樣
[00:03:25.040 --> 00:03:27.200]  有左有右
[00:03:27.200 --> 00:03:28.560]  有起有跛
[00:03:28.560 --> 00:03:31.760]  人的感情就是這樣
[00:03:31.760 --> 00:03:34.640]  哭有時笑有時
[00:03:34.640 --> 00:03:36.560]  這是個人的感情
[00:03:36.560 --> 00:03:40.960]  我們發覺人生當我們哭泣的時候
[00:03:40.960 --> 00:03:43.760]  也有歡笑的時候
[00:03:43.760 --> 00:03:47.600]  歡笑的時候我們知道我們也會有哭泣的時候
[00:03:47.600 --> 00:03:49.200]  在群體
[00:03:49.200 --> 00:03:51.440]  跟著他講到哀動有時
[00:03:51.440 --> 00:03:52.480]  跳舞有時
[00:03:52.480 --> 00:03:53.600]  中東的希伯來人
[00:03:53.600 --> 00:03:57.520]  他們開心的時候一起跳舞
[00:03:57.520 --> 00:03:59.520]  希伯來人很喜歡這樣跳舞
[00:03:59.520 --> 00:04:04.720]  是代表他們一群人很快樂慶祝的時候
[00:04:04.720 --> 00:04:08.960]  然後一群人碰見痛苦的時候一起哀動
[00:04:08.960 --> 00:04:10.240]  這是人的感情
[00:04:10.240 --> 00:04:14.160]  人的感情裏面有些事情發生了
[00:04:14.160 --> 00:04:15.680]  有了定數
[00:04:15.680 --> 00:04:18.720]  有了定命
