
[00:00:00.000 --> 00:00:04.160]  很多人會說耶穌與撒瑪利亞的婦人聊天
[00:00:04.160 --> 00:00:07.800]  是祂個人報道的一個示範
[00:00:07.800 --> 00:00:10.000]  如何透過水
[00:00:10.000 --> 00:00:11.760]  即是打的井水
[00:00:11.760 --> 00:00:13.920]  來講到生命的活水
[00:00:13.920 --> 00:00:17.600]  當中的對話裏面有這一段是很有趣的
[00:00:17.600 --> 00:00:20.000]  就是講到在哪裏去敬拜
[00:00:20.000 --> 00:00:22.480]  撒瑪利亞的婦人說
[00:00:22.480 --> 00:00:29.200]  他們的祖宗在撒瑪利亞地方的山上敬拜
[00:00:29.200 --> 00:00:31.200]  特別是基里森山那個地方
[00:00:31.200 --> 00:00:36.800]  而猶太人就說他們敬拜的地方在耶路撒冷
[00:00:36.800 --> 00:00:39.320]  這樣要講一下歷史
[00:00:39.320 --> 00:00:42.000]  這個是猶太人的習慣
[00:00:42.000 --> 00:00:42.920]  為甚麼呢?
[00:00:42.920 --> 00:00:46.800]  就是因為撒瑪利亞是屬於以色列的北邊
[00:00:46.800 --> 00:00:47.800]  即是叫北國
[00:00:47.800 --> 00:00:49.800]  即是以色列國
[00:00:49.800 --> 00:00:54.520]  由於他們距離南面的耶路撒冷有一段距離
[00:00:54.520 --> 00:00:57.440]  所以在歷史上他們是很想
[00:00:57.440 --> 00:01:01.600]  在北邊找一個方便的地方來去敬拜的
[00:01:01.600 --> 00:01:06.160]  在舊約聖經是會看到這些歷史的記載
[00:01:06.160 --> 00:01:09.520]  但是因為撒瑪利亞人
[00:01:09.520 --> 00:01:13.440]  他們曾經是和異族通婚
[00:01:13.440 --> 00:01:18.880]  以致猶太人覺得他們種族上不純正
[00:01:18.880 --> 00:01:23.560]  在宗教上離開了耶路撒冷的中央崇拜聖所
[00:01:23.560 --> 00:01:25.800]  所以這兩個原因底下
[00:01:25.800 --> 00:01:29.440]  他們兩個族人是互不來往的
[00:01:29.440 --> 00:01:31.960]  以致這個故事很特別
[00:01:31.960 --> 00:01:32.560]  為甚麼呢?
[00:01:32.560 --> 00:01:34.320]  耶穌傳道的時候
[00:01:34.320 --> 00:01:37.800]  基本上是原本按猶太人規矩
[00:01:37.800 --> 00:01:40.720]  是不會進入撒瑪利亞人的村莊的
[00:01:40.720 --> 00:01:42.520]  但是他卻是會這樣做
[00:01:42.520 --> 00:01:44.240]  表示了耶穌基督
[00:01:44.240 --> 00:01:48.320]  祂是將福音帶給在猶太人眼中
[00:01:48.320 --> 00:01:50.880]  不純正的撒瑪利亞人
[00:01:50.880 --> 00:01:52.160]  當然了
[00:01:52.160 --> 00:01:56.640]  撒瑪利亞人覺得猶太人比較排斥他們
[00:01:56.640 --> 00:01:57.840]  自高自大
[00:01:57.840 --> 00:02:01.240]  在宗教上只規定一個的中央聖所
[00:02:01.240 --> 00:02:03.000]  就是耶路撒冷的聖殿
[00:02:03.000 --> 00:02:05.280]  這些是獨斷的表現
[00:02:05.280 --> 00:02:08.280]  這是耶穌時代的現實
[00:02:08.280 --> 00:02:10.280]  但是我想讀這段經文
[00:02:10.280 --> 00:02:13.000]  我們要留心耶穌的回應
[00:02:13.000 --> 00:02:14.720]  在第四章21節
[00:02:14.720 --> 00:02:15.840]  耶穌說
[00:02:15.840 --> 00:02:21.040]  「夫人,你當信我,時候將到,
[00:02:21.040 --> 00:02:25.520]  你們拜父也不在這座山上。」
[00:02:25.520 --> 00:02:26.720]  這是很正常的
[00:02:26.720 --> 00:02:28.400]  猶太人說了
[00:02:28.400 --> 00:02:30.280]  但是下一句更有趣
[00:02:30.280 --> 00:02:32.640]  「也不在耶路撒冷。」
[00:02:32.640 --> 00:02:34.320]  大家現在讀聖經
[00:02:34.320 --> 00:02:38.040]  就知道耶路撒冷的聖殿後來被毀
[00:02:38.040 --> 00:02:40.200]  所以耶穌說這番話
[00:02:40.200 --> 00:02:43.200]  其實你在經書裡看得到
[00:02:43.200 --> 00:02:49.880]  他也會說這個殿會拆毀
[00:02:49.880 --> 00:02:53.240]  三天之後會復活等等
[00:02:53.240 --> 00:02:55.720]  那些猶太人聽到其實不太明白
[00:02:55.720 --> 00:02:58.840]  耶穌被釘十字架
[00:02:58.840 --> 00:03:02.720]  也預言著這個聖殿將來也不會在這裡
[00:03:02.720 --> 00:03:05.320]  所以你要到後面的時候
[00:03:05.320 --> 00:03:07.960]  才明白耶穌說這番話
[00:03:07.960 --> 00:03:14.200]  他說到他比眼見的聖殿更加重要
[00:03:14.200 --> 00:03:17.560]  究竟耶穌這樣說是不是無伶兩可呢
[00:03:17.560 --> 00:03:19.280]  也不是在這裡也不是在那裡
[00:03:19.280 --> 00:03:20.480]  那是說什麼呢
[00:03:20.480 --> 00:03:22.520]  我們就要讀下去
[00:03:22.520 --> 00:03:24.520]  其實耶穌不是無伶兩可
[00:03:24.520 --> 00:03:25.560]  第二十二節他說
[00:03:25.560 --> 00:03:28.200]  「你們所拜的你們不太知道
[00:03:28.200 --> 00:03:30.320]  我們所拜的就是猶太人所拜的
[00:03:30.320 --> 00:03:31.440]  我們知道
[00:03:31.440 --> 00:03:33.480]  因為救恩是從猶太人而出
[00:03:33.480 --> 00:03:34.440]  起碼是說的
[00:03:34.440 --> 00:03:36.680]  應許約的問題
[00:03:36.680 --> 00:03:38.880]  就是神和大衛有約的
[00:03:38.880 --> 00:03:42.520]  就是大衛的子孫坐在大衛的寶座上
[00:03:42.520 --> 00:03:45.720]  所以耶穌就承繼著這個傳統
[00:03:45.720 --> 00:03:48.320]  也就是說我們知道我們拜誰
[00:03:48.320 --> 00:03:52.160]  因為救恩是從大衛的描銳而出
[00:03:52.160 --> 00:03:53.840]  所以理由在這裡
[00:03:53.840 --> 00:03:56.000]  耶穌仍然覺得猶太人
[00:03:56.000 --> 00:03:58.720]  他是承繼著信仰的正統
[00:03:58.720 --> 00:04:01.360]  而撒瑪利亞人在信仰上出了一些問題
[00:04:01.360 --> 00:04:02.840]  第一他和彝族通婚
[00:04:02.840 --> 00:04:05.280]  就混淆了猶太人的傳統
[00:04:05.280 --> 00:04:09.120]  並且他還在北面自己設立聖所
[00:04:09.120 --> 00:04:12.720]  當中牽涉了很多偶像的崇拜
[00:04:12.720 --> 00:04:15.760]  耶穌對猶太人和撒瑪利亞人
[00:04:15.760 --> 00:04:19.320]  在不同地點去崇拜的評論
[00:04:19.320 --> 00:04:20.640]  就到這裡為止
[00:04:20.640 --> 00:04:22.320]  你看經文就是這樣
[00:04:22.320 --> 00:04:23.560]  然後他說什麼呢
[00:04:23.560 --> 00:04:27.480]  他說其實不在這裡不在那裡
[00:04:27.480 --> 00:04:29.720]  那就是在哪裡呢
[00:04:29.720 --> 00:04:31.600]  然後二十三節他說
[00:04:31.600 --> 00:04:34.840]  「時後將到,如今就時了。」
[00:04:34.840 --> 00:04:39.200]  真正拜父的是要用心靈和誠實拜他
[00:04:39.200 --> 00:04:41.320]  因為父要這樣的人拜他
[00:04:41.320 --> 00:04:43.720]  耶穌其實這樣回答
[00:04:43.720 --> 00:04:46.640]  你看他不是那麼傳統猶太人
[00:04:46.640 --> 00:04:49.680]  傳統猶太人一定是追下去咬下去
[00:04:49.680 --> 00:04:51.400]  但是他說完就算了
[00:04:51.400 --> 00:04:54.400]  然後就說其實現在就是時候了
[00:04:54.400 --> 00:04:56.800]  你在哪個山上拜都不要緊
[00:04:56.800 --> 00:04:58.600]  但是真正去拜父的
[00:04:58.600 --> 00:05:01.080]  你要用心靈和誠實去敬拜
[00:05:01.080 --> 00:05:01.960]  這個是重要的
[00:05:01.960 --> 00:05:05.720]  就是說耶穌已經將崇拜的地點
[00:05:05.720 --> 00:05:07.960]  轉到你的內心
[00:05:07.960 --> 00:05:10.280]  你在哪裡拜上帝不要緊
[00:05:10.280 --> 00:05:12.960]  你的心不是敬拜上帝就是最重要
[00:05:12.960 --> 00:05:14.640]  你去哪裡都沒有用
[00:05:14.640 --> 00:05:15.600]  四章二十四之八
[00:05:15.600 --> 00:05:17.080]  「神是靈」
[00:05:17.080 --> 00:05:18.920]  《無合本聖經》就說神是個靈
[00:05:18.920 --> 00:05:20.040]  其實也不是很對
[00:05:20.040 --> 00:05:21.920]  因為沒有這個文章
[00:05:21.920 --> 00:05:25.240]  所以拜他你必須用心靈和誠實拜他
[00:05:25.240 --> 00:05:26.840]  因為神是靈
[00:05:26.840 --> 00:05:28.760]  所以只有人的心靈
[00:05:28.760 --> 00:05:31.320]  才可以和神的靈溝通
[00:05:31.320 --> 00:05:32.440]  你要留心
[00:05:32.440 --> 00:05:34.000]  是說溝通
[00:05:34.000 --> 00:05:36.920]  人的心靈和神的靈溝通
[00:05:36.920 --> 00:05:40.320]  才是崇拜最重要的地方
[00:05:40.320 --> 00:05:42.760]  你的心不是去敬拜上帝
[00:05:42.760 --> 00:05:44.320]  那就不會溝通
[00:05:44.320 --> 00:05:47.640]  也不會達到真正的崇拜
[00:05:47.640 --> 00:05:51.160]  撒瑪利亞的婦人聽到這樣
[00:05:51.160 --> 00:05:52.240]  她又沒有反對
[00:05:52.240 --> 00:05:53.600]  沒有提出異議
[00:05:53.600 --> 00:05:58.600]  她明白崇拜最重要的地方
[00:05:58.600 --> 00:06:01.480]  不一定在撒瑪利亞的基尼心山上
[00:06:01.480 --> 00:06:03.920]  又不一定在耶路撒冷上
[00:06:03.920 --> 00:06:06.600]  而是要用心靈和誠實去敬拜
[00:06:06.600 --> 00:06:08.120]  到了第25節
[00:06:08.120 --> 00:06:09.880]  婦人說
[00:06:09.880 --> 00:06:12.120]  其實婦人沒有和耶穌再爭辯
[00:06:12.120 --> 00:06:14.120]  她說要細心看經文
[00:06:14.120 --> 00:06:16.520]  第一,耶穌評論在哪裡崇拜
[00:06:16.520 --> 00:06:18.320]  也說了一句就停了
[00:06:18.320 --> 00:06:20.920]  然後又問她
[00:06:20.920 --> 00:06:22.840]  然後耶穌又再說
[00:06:22.840 --> 00:06:24.680]  其實她說完就停了
[00:06:24.680 --> 00:06:27.960]  她說用心靈誠實就夠了
[00:06:27.960 --> 00:06:31.120]  然後婦人就把題目轉了
[00:06:31.120 --> 00:06:33.200]  就說我知道彌賽亞
[00:06:33.200 --> 00:06:35.120]  就是那位稱為基督的
[00:06:35.120 --> 00:06:39.280]  他要來,他來就把一切的事說明出來
[00:06:39.280 --> 00:06:40.880]  他就把題目轉了
