
[00:00:00.000 --> 00:00:02.200]  今天講到這裏 我想提一提
[00:00:02.200 --> 00:00:06.200]  剛才我在三、四天前從多倫多回到香港
[00:00:06.200 --> 00:00:09.100]  我記得在兩個星期前在這裏跟大家說
[00:00:09.100 --> 00:00:11.900]  請大家為我這次的旅程祈禱
[00:00:11.900 --> 00:00:14.500]  我知道德地影哲會是真實為我代禱
[00:00:14.500 --> 00:00:16.200]  所以我很感謝你們
[00:00:16.200 --> 00:00:20.700]  這次去到多倫多是參加在加拿大整個的華人宣道會
[00:00:20.700 --> 00:00:24.300]  75間堂會 聯合的宣教大會
[00:00:24.300 --> 00:00:28.200]  他們1800人參加整個的大會
[00:00:28.200 --> 00:00:31.300]  我去到的時候很驚訝自己竟然沒有時差
[00:00:31.300 --> 00:00:34.800]  一去到就可以如常地工作生活
[00:00:34.800 --> 00:00:38.300]  亦都感受到在講道當中有神自己的同在
[00:00:38.300 --> 00:00:39.800]  覺得神恩待我
[00:00:39.800 --> 00:00:42.900]  能夠將信息可以清楚地講明
[00:00:42.900 --> 00:00:44.900]  有一兩次好像想作病一樣
[00:00:44.900 --> 00:00:46.100]  但心裏都沒有病
[00:00:46.100 --> 00:00:48.900]  我就知道一定有很多人為我祈禱
[00:00:48.900 --> 00:00:51.300]  所以我感謝大家為我的代求
[00:00:51.300 --> 00:00:53.400]  在當日在這個營會當中
[00:00:53.400 --> 00:00:55.900]  有大約110多位弟兄姊妹
[00:00:55.900 --> 00:00:59.300]  奉獻自己作全職的宣教士
[00:00:59.300 --> 00:01:00.500]  或者大職的宣教
[00:01:00.500 --> 00:01:03.200]  或者是堂會的目職的侍奉
[00:01:03.200 --> 00:01:05.300]  我深為他們很感謝神
[00:01:05.300 --> 00:01:07.700]  亦都很盼望在香港
[00:01:07.700 --> 00:01:11.300]  我們香港宣道會有101間
[00:01:11.300 --> 00:01:13.700]  亦都更加應該更加努力
[00:01:13.700 --> 00:01:18.500]  投身在宣教的支援和直接的服事上面
[00:01:18.500 --> 00:01:23.000]  所以盼望神在各地的華人教會興起人來服事祂
[00:01:23.000 --> 00:01:25.300]  亦多謝大家為我的祈禱
[00:01:25.300 --> 00:01:26.900]  大家同心一齊再次祈禱
[00:01:26.900 --> 00:01:29.300]  我們今天大家一起思想聖經的訊息
[00:01:29.300 --> 00:01:34.000]  再次仰望主
[00:01:34.000 --> 00:01:36.000]  主我們感謝祢
[00:01:36.000 --> 00:01:40.100]  因為祢本身就是施恩的主
[00:01:40.100 --> 00:01:43.700]  主祢上上呼籲我們要向祢大大張口
[00:01:43.700 --> 00:01:46.500]  祢就給我們充滿
[00:01:46.500 --> 00:01:49.300]  主祢說過當我們去信靠祢的時候
[00:01:49.300 --> 00:01:52.300]  我們就經歷祢的信神
[00:01:52.300 --> 00:01:54.300]  主要求祢保守我們的心
[00:01:54.300 --> 00:01:57.300]  讓我們的心向準祢
[00:01:57.300 --> 00:02:00.300]  讓沒有其他的事情吸引我們的心
[00:02:00.300 --> 00:02:02.500]  過於祢自己
[00:02:02.500 --> 00:02:04.900]  讓我們專心尋求祢的時候
[00:02:04.900 --> 00:02:08.700]  就得到真正生命的豐盛
[00:02:08.700 --> 00:02:10.500]  主祢知道很多時候
[00:02:10.500 --> 00:02:12.900]  祢呼籲我們侍奉祢
[00:02:12.900 --> 00:02:16.700]  其實並不是祢有什麼需要
[00:02:16.700 --> 00:02:20.100]  主祢只是渴望我們在侍奉祢的時候
[00:02:20.100 --> 00:02:23.900]  我們可以更大蒙受祢的恩惠
[00:02:23.900 --> 00:02:26.500]  因此求主幫助我們人生的路上
[00:02:26.500 --> 00:02:27.900]  我們知道服侍祢
[00:02:27.900 --> 00:02:29.700]  知道跟隨祢
[00:02:29.700 --> 00:02:30.700]  而祢能夠得著
[00:02:30.700 --> 00:02:32.500]  祢要我們得著的
[00:02:32.500 --> 00:02:34.500]  有一天見祢的面的時候
[00:02:34.500 --> 00:02:36.700]  我們能夠豐豐富富
[00:02:36.700 --> 00:02:39.300]  進入祢自己的國度裡面
[00:02:39.300 --> 00:02:40.700]  今天這個時間
[00:02:40.700 --> 00:02:43.300]  我們求親愛的主與我們同在
[00:02:43.300 --> 00:02:45.300]  除去一切的難阻
[00:02:45.300 --> 00:02:46.500]  只給我們心靈
[00:02:46.500 --> 00:02:48.900]  一顆一火開闖的心
[00:02:48.900 --> 00:02:51.300]  能夠領受祢的道
[00:02:51.300 --> 00:02:53.300]  求主聖靈工作
[00:02:53.300 --> 00:02:55.300]  施恩於我們
[00:02:55.300 --> 00:02:56.700]  我們同心祈禱
[00:02:56.700 --> 00:02:59.100]  奉主耶穌聖名祈求
[00:02:59.100 --> 00:03:00.100]  阿們
[00:03:01.100 --> 00:03:04.100]  大家還記得我們今年教會的主題
[00:03:04.100 --> 00:03:06.100]  有八個字
[00:03:06.100 --> 00:03:09.100]  你不記得也看到了
[00:03:09.100 --> 00:03:10.100]  大家一起讀一讀
[00:03:10.100 --> 00:03:12.100]  生敬禮
[00:03:12.100 --> 00:03:14.100]  生命純存
[00:03:14.100 --> 00:03:15.500]  摘根聖賢
[00:03:15.500 --> 00:03:17.100]  生命純存
[00:03:17.100 --> 00:03:18.100]  我們很想呼籲弟兄姊妹
[00:03:18.100 --> 00:03:20.100]  在今年裡面大家彼此鼓勵
[00:03:20.100 --> 00:03:23.100]  更加認真地讀聖經
[00:03:23.100 --> 00:03:26.100]  摘在神的聖賢裡面
[00:03:26.100 --> 00:03:29.100]  以至生命可以純存
[00:03:29.100 --> 00:03:31.100]  領受神的話
[00:03:31.100 --> 00:03:34.100]  生命被神的話所煉成
[00:03:34.100 --> 00:03:37.100]  神的道潔淨我們的生命
[00:03:37.100 --> 00:03:39.100]  也指教我們走應走的路
[00:03:39.100 --> 00:03:43.100]  生命一步一步變得純存
[00:03:43.100 --> 00:03:44.100]  當說純存的時候
[00:03:44.100 --> 00:03:46.100]  我簡單一個比喻
[00:03:46.100 --> 00:03:49.100]  如果你在眼前有很多的水杯
[00:03:49.100 --> 00:03:52.100]  給你用來喝水
[00:03:52.100 --> 00:03:54.100]  有角色形狀的水杯
[00:03:54.100 --> 00:03:55.100]  有高有矮
[00:03:55.100 --> 00:03:57.100]  有些是用銀器做的
[00:03:57.100 --> 00:04:00.100]  有些是用上等的瓷器做的
[00:04:00.100 --> 00:04:04.100]  你猜你會選哪一種杯子來喝水呢?
[00:04:04.100 --> 00:04:08.100]  或者你說我喜歡矮的杯子
[00:04:08.100 --> 00:04:10.100]  但我相信最重要的是
[00:04:10.100 --> 00:04:13.100]  你會選擇乾淨的杯子來喝水
[00:04:13.100 --> 00:04:15.100]  無論是什麼形狀都好
[00:04:15.100 --> 00:04:17.100]  你最緊張的就是
[00:04:17.100 --> 00:04:18.100]  到底乾不乾淨
[00:04:18.100 --> 00:04:19.100]  喝了之後
[00:04:19.100 --> 00:04:23.100]  自己是否不會有什麼問題
[00:04:23.100 --> 00:04:26.100]  你會選擇乾淨的杯子來喝水
[00:04:26.100 --> 00:04:28.100]  同樣我相信我們的神
[00:04:28.100 --> 00:04:31.100]  祂最重視的就是
[00:04:31.100 --> 00:04:34.100]  我們能夠有純存的生命
[00:04:34.100 --> 00:04:36.100]  以致祂可以用我們
[00:04:36.100 --> 00:04:39.100]  成為賜福的器皿
[00:04:39.100 --> 00:04:40.100]  能夠透過我們的生命
[00:04:40.100 --> 00:04:44.100]  將恩典、將祝福帶給其他人
[00:04:44.100 --> 00:04:46.100]  因此基督徒所追求的
[00:04:46.100 --> 00:04:48.100]  是透過神自己的真理
[00:04:48.100 --> 00:04:50.100]  叫我們的生命純存
