
[00:00:00.000 --> 00:00:04.280]  羅馬書第八章第一節到第三節
[00:00:04.280 --> 00:00:07.480]  如果你有留心看明白的話
[00:00:07.480 --> 00:00:11.560]  有兩個非常重要的宣佈
[00:00:11.560 --> 00:00:17.040]  這兩個宣佈是通常在撒旦和魔鬼
[00:00:17.040 --> 00:00:21.560]  在我們心裡扭曲了的事實的宣佈
[00:00:21.560 --> 00:00:23.680]  第一個宣佈第一節
[00:00:23.680 --> 00:00:31.200]  如今在基督裡面的人就不會再被定罪了
[00:00:31.200 --> 00:00:33.200]  這是很重要的宣佈
[00:00:33.200 --> 00:00:35.520]  只要你是回歸基督
[00:00:35.520 --> 00:00:37.520]  無論你犯了什麼罪
[00:00:37.520 --> 00:00:41.160]  無論你以為你的罪惡多麼深重
[00:00:41.160 --> 00:00:43.160]  沒有人可以饒恕
[00:00:43.160 --> 00:00:45.160]  甚至你自己也不饒恕的話
[00:00:45.160 --> 00:00:48.640]  在基督裡面都可以被饒恕
[00:00:48.640 --> 00:00:52.840]  千萬不要被魔鬼撒旦迷惑你
[00:00:52.840 --> 00:00:54.840]  來扭曲這個事實
[00:00:54.840 --> 00:00:58.800]  沒有一樣罪神不可以饒恕的
[00:00:58.800 --> 00:01:01.280]  不過這不是我們今天的重點
[00:01:01.280 --> 00:01:02.280]  因為今天我們講聖靈
[00:01:02.280 --> 00:01:04.280]  第二和第三節講聖靈
[00:01:04.280 --> 00:01:06.280]  第二個很重要的宣佈
[00:01:06.280 --> 00:01:10.520]  就是因為那個次生命聖靈的律
[00:01:10.520 --> 00:01:14.000]  是釋放了我們
[00:01:14.000 --> 00:01:17.320]  這個釋放就是在你和我
[00:01:17.320 --> 00:01:19.920]  日常的生活裡面作為基督徒
[00:01:19.920 --> 00:01:22.640]  有很多的基督徒感覺到
[00:01:22.640 --> 00:01:26.080]  還有經歷著罪的綑綁
[00:01:26.080 --> 00:01:28.880]  覺得自己沒辦法被釋放
[00:01:28.880 --> 00:01:31.600]  但是聖經有一個很重要的宣佈
[00:01:31.600 --> 00:01:33.600]  你不要被撒旦騙你
[00:01:33.600 --> 00:01:35.600]  是聖靈來了
[00:01:35.600 --> 00:01:37.600]  這個次生命的聖靈
[00:01:37.600 --> 00:01:39.200]  釋放了你
[00:01:39.200 --> 00:01:40.960]  第三節我覺得和合本
[00:01:40.960 --> 00:01:41.960]  譯不到味道
[00:01:41.960 --> 00:01:43.240]  新譯本也好一點
[00:01:43.240 --> 00:01:44.240]  新譯本說
[00:01:44.240 --> 00:01:49.040]  律法因為肉體和軟弱所做不到的
[00:01:49.040 --> 00:01:51.040]  上帝做到了
[00:01:51.040 --> 00:01:53.040]  這句話很重要
[00:01:53.040 --> 00:01:54.040]  漏了譯
[00:01:54.040 --> 00:01:55.040]  這句話很重要
[00:01:55.040 --> 00:01:57.040]  就是你和我做不到
[00:01:57.040 --> 00:01:59.040]  雖然我們信了耶穌
[00:01:59.040 --> 00:02:02.040]  但是為什麼你和我還在這麼軟弱的生活裡面
[00:02:02.040 --> 00:02:04.040]  很多時候某一些的罪
[00:02:04.040 --> 00:02:06.040]  經常纏繞著你和我
[00:02:06.040 --> 00:02:08.040]  每個人有不同
[00:02:08.040 --> 00:02:10.040]  有些人纏繞在情慾裡面
[00:02:10.040 --> 00:02:13.040]  有些基督徒仍然纏繞在冷漠裡面
[00:02:13.040 --> 00:02:15.040]  有些纏繞在脾氣裡面
[00:02:15.040 --> 00:02:16.040]  有些纏繞在驕傲裡面
[00:02:16.040 --> 00:02:18.040]  有些纏繞在妒忌裡面
[00:02:18.040 --> 00:02:20.040]  有些纏繞在放縱裡面
[00:02:20.040 --> 00:02:21.040]  有些纏繞在貪婪裡面
[00:02:21.040 --> 00:02:22.040]  我不知道剛才數的時候
[00:02:22.040 --> 00:02:23.040]  突然間某一句話
[00:02:23.040 --> 00:02:24.040]  打中你
[00:02:24.040 --> 00:02:26.040]  如果是的話你就要很小心了
[00:02:26.040 --> 00:02:28.040]  就是說那些東西一出現的時候
[00:02:28.040 --> 00:02:30.040]  你發覺你根本無可
[00:02:30.040 --> 00:02:32.040]  無可抵抗的又掉回去
[00:02:32.040 --> 00:02:33.040]  又掉回去
[00:02:33.040 --> 00:02:35.040]  看到那個人又生氣
[00:02:35.040 --> 00:02:37.040]  看到那個人又妒忌他
[00:02:37.040 --> 00:02:38.040]  笑都笑得比較噁心
[00:02:38.040 --> 00:02:40.040]  不知道為什麼不想這樣
[00:02:40.040 --> 00:02:41.040]  又要這樣
[00:02:41.040 --> 00:02:43.040]  你感覺到這樣的話
[00:02:43.040 --> 00:02:44.040]  這句話就宣佈給你聽
[00:02:44.040 --> 00:02:47.040]  你可以不需要再這樣過日子
[00:02:47.040 --> 00:02:49.040]  因為他可以釋放你
[00:02:49.040 --> 00:02:50.040]  不是你厲害
[00:02:50.040 --> 00:02:51.040]  是聖靈
[00:02:51.040 --> 00:02:54.040]  生命的靈去釋放了你
[00:02:54.040 --> 00:02:55.040]  還加多一句話
[00:02:55.040 --> 00:02:57.040]  你本來靠著肉體做不到的事情
[00:02:57.040 --> 00:02:58.040]  現在神做到了
[00:02:58.040 --> 00:03:00.040]  不過更重要
[00:03:00.040 --> 00:03:01.040]  因為神這麼做的時候
[00:03:01.040 --> 00:03:03.040]  付了很大的代價
[00:03:03.040 --> 00:03:04.040]  什麼代價
[00:03:04.040 --> 00:03:06.040]  就是因為他要猜險自己的兒子
[00:03:06.040 --> 00:03:08.040]  釘死十字架
[00:03:08.040 --> 00:03:10.040]  來換這個禮物回來
[00:03:10.040 --> 00:03:11.040]  這個禮物就是
[00:03:11.040 --> 00:03:13.040]  聖靈不是就這樣給的
[00:03:13.040 --> 00:03:17.040]  用神用自己的命去換聖靈
[00:03:17.040 --> 00:03:18.040]  賜給你
[00:03:18.040 --> 00:03:20.040]  為了釋放你
[00:03:20.040 --> 00:03:24.040]  以至你不需要再做罪的奴隸
[00:03:24.040 --> 00:03:27.040]  明白這個多麼重要的宣佈嗎
[00:03:27.040 --> 00:03:28.040]  不要讓撒拿大人再騙你
[00:03:28.040 --> 00:03:29.040]  說不行的
[00:03:29.040 --> 00:03:30.040]  我都是軟弱的
[00:03:30.040 --> 00:03:31.040]  我做不到得勝的基督徒
[00:03:31.040 --> 00:03:32.040]  不是的
[00:03:32.040 --> 00:03:33.040]  是可以的
[00:03:33.040 --> 00:03:36.040]  因為已經有解藥了
[00:03:36.040 --> 00:03:38.040]  以前以為是絕症
[00:03:38.040 --> 00:03:40.040]  現在絕症有解藥了
[00:03:40.040 --> 00:03:42.040]  是非常昂貴的解藥
[00:03:42.040 --> 00:03:43.040]  不過你不要
[00:03:43.040 --> 00:03:44.040]  你就笨了
[00:03:44.040 --> 00:03:45.040]  就是這個意思
[00:03:45.040 --> 00:03:47.040]  我記得幾年前
[00:03:47.040 --> 00:03:50.040]  有機會去青海省
[00:03:50.040 --> 00:03:51.040]  青海省很遠
[00:03:51.040 --> 00:03:52.040]  大家知道
[00:03:52.040 --> 00:03:54.040]  最大的市就是西寧市
[00:03:54.040 --> 00:03:56.040]  去探訪教會
[00:03:56.040 --> 00:03:57.040]  神學院
[00:03:57.040 --> 00:03:59.040]  第一次去到西寧市
[00:03:59.040 --> 00:04:01.040]  第二天早上起床就去吃早餐
[00:04:01.040 --> 00:04:03.040]  走出去酒店門口旁邊
[00:04:03.040 --> 00:04:05.040]  走過去找找看哪裡有早餐
[00:04:05.040 --> 00:04:07.040]  旁邊有一間藥材店
[00:04:07.040 --> 00:04:08.040]  很大的藥材店
[00:04:08.040 --> 00:04:10.040]  我走過去沒有留意
[00:04:10.040 --> 00:04:11.040]  我一看
[00:04:11.040 --> 00:04:12.040]  有個大牌寫著
[00:04:12.040 --> 00:04:15.040]  有天山雪蓮賣
[00:04:15.040 --> 00:04:17.040]  嘩!很厲害
[00:04:17.040 --> 00:04:19.040]  那時候看武俠小說才有的
[00:04:19.040 --> 00:04:22.040]  天山雪蓮
[00:04:22.040 --> 00:04:24.040]  冒著生命危險
[00:04:24.040 --> 00:04:27.040]  天山找到一棵這麼多
[00:04:27.040 --> 00:04:28.040]  回去救師妹
[00:04:28.040 --> 00:04:29.040]  就是那一種
[00:04:29.040 --> 00:04:30.040]  天山雪蓮
[00:04:30.040 --> 00:04:31.040]  嘩!很厲害
[00:04:31.040 --> 00:04:32.040]  走去看一看
[00:04:32.040 --> 00:04:33.040]  一包一包
[00:04:33.040 --> 00:04:34.040]  看起來也不是很貴
[00:04:34.040 --> 00:04:36.040]  一個多兩塊一包
[00:04:36.040 --> 00:04:38.040]  後來再走過去
[00:04:38.040 --> 00:04:40.040]  原來整條街都是
[00:04:40.040 --> 00:04:43.040]  到處都是天山雪蓮
[00:04:43.040 --> 00:04:47.040]  後來我臨走也沒有買
[00:04:47.040 --> 00:04:49.040]  因為天山雪蓮
[00:04:49.040 --> 00:04:50.040]  我回到香港
[00:04:50.040 --> 00:04:51.040]  別人說你沒有買天山雪蓮
[00:04:51.040 --> 00:04:52.040]  很厲害的
[00:04:52.040 --> 00:04:53.040]  可以治百病的
[00:04:53.040 --> 00:04:54.040]  可以解毒的
[00:04:54.040 --> 00:04:55.040]  我說是呀
[00:04:55.040 --> 00:04:56.040]  沒有買
[00:04:56.040 --> 00:04:57.040]  因為太多了
[00:04:57.040 --> 00:04:58.040]  反而沒有買
[00:04:58.040 --> 00:04:59.040]  是不是活該
[00:04:59.040 --> 00:05:01.040]  人就是這麼壞
