
[00:00:00.000 --> 00:00:02.420]  我們一起思想有三位弟兄
[00:00:02.420 --> 00:00:05.600]  他們以心事奉主的見證
[00:00:05.600 --> 00:00:11.000]  大家會知道我們今季的主題是「雲彩見證」
[00:00:11.000 --> 00:00:12.140]  六十週年的時候
[00:00:12.140 --> 00:00:15.040]  我們會說很多前輩、很多先賢
[00:00:15.040 --> 00:00:17.640]  他們帶給我們的祝福
[00:00:17.640 --> 00:00:19.900]  我們也很感謝神
[00:00:19.900 --> 00:00:23.240]  因為有很多生命曾經祝福我們
[00:00:23.240 --> 00:00:25.940]  我記得我自己在青年的時期
[00:00:25.940 --> 00:00:30.200]  我想回到我的成長一個很重要的原因
[00:00:30.200 --> 00:00:32.400]  是因為看傳記
[00:00:32.400 --> 00:00:34.160]  我看很多傳記
[00:00:34.160 --> 00:00:36.500]  很多人他們的人生的經歷
[00:00:36.500 --> 00:00:39.760]  他們的成長很多很鼓勵我的心
[00:00:39.760 --> 00:00:45.000]  我都勉勵自己要追求成長
[00:00:45.000 --> 00:00:47.500]  當我們得到別人的幫助的時候
[00:00:47.500 --> 00:00:49.800]  我估計我們都不會停在那裡
[00:00:49.800 --> 00:00:54.960]  也都希望自己都能夠成為別人的榜樣
[00:00:54.960 --> 00:00:58.440]  我上星期在「目的心」提及榜樣的事情
[00:00:58.440 --> 00:01:00.100]  我們有時候都會說
[00:01:00.100 --> 00:01:04.640]  這個時候真的一代不如一代了
[00:01:04.640 --> 00:01:07.040]  但我們有時候想深一層
[00:01:07.040 --> 00:01:08.660]  下一代不如我們
[00:01:08.660 --> 00:01:10.460]  假設真的這樣
[00:01:10.460 --> 00:01:16.400]  原因可能是我們不能夠將榜樣帶給他們
[00:01:16.400 --> 00:01:19.840]  所以我們盼望自己能夠得到別人的鼓勵
[00:01:19.840 --> 00:01:22.640]  也都希望自己能夠成為身邊的人
[00:01:22.640 --> 00:01:24.860]  和下一代的鼓勵
[00:01:24.860 --> 00:01:30.300]  以致神的恩典能夠透過我們能夠臨到別人
[00:01:30.300 --> 00:01:32.540]  所以這段時間我們看「運彩日見證」
[00:01:32.540 --> 00:01:34.860]  我們思想很多不同的人的故事
[00:01:34.860 --> 00:01:38.860]  在當中一起去仰望神自己的工作
[00:01:38.860 --> 00:01:40.800]  在今天所提到的三位人物
[00:01:40.800 --> 00:01:42.640]  第一位大家看聖經的時候
[00:01:42.640 --> 00:01:45.100]  就看到第八章十六節
[00:01:45.100 --> 00:01:47.300]  這位提多
[00:01:47.300 --> 00:01:47.940]  多謝神
[00:01:47.940 --> 00:01:49.040]  我們看和合本
[00:01:49.040 --> 00:01:51.660]  多謝神感動提多的心
[00:01:51.660 --> 00:01:56.060]  叫他待你們殷勤像我一樣
[00:01:56.060 --> 00:01:58.700]  聖經提到一位人物提多
[00:01:58.700 --> 00:02:01.560]  他很殷勤或者說很熱情
[00:02:01.560 --> 00:02:04.300]  待哥倫多教會的弟兄姊妹
[00:02:04.300 --> 00:02:07.600]  愛護他們不單單在責任上
[00:02:07.600 --> 00:02:10.500]  而是很真實從心裏面
[00:02:10.500 --> 00:02:14.200]  很熱誠地愛護弟兄姊妹
[00:02:14.200 --> 00:02:16.300]  大家可能都會很體會到
[00:02:16.300 --> 00:02:20.940]  熱情和冷淡可以有很大分別
[00:02:20.940 --> 00:02:23.540]  我不知道你們有沒有去過一些餐廳
[00:02:23.540 --> 00:02:28.140]  進去不知道那間餐廳有什麼可以點
[00:02:28.140 --> 00:02:29.800]  想著想著不知道怎麼辦
[00:02:29.800 --> 00:02:31.600]  有個侍應走過來
[00:02:31.600 --> 00:02:35.100]  你就問他你們有什麼吃的
[00:02:35.100 --> 00:02:37.400]  侍應瞄一瞄你
[00:02:37.400 --> 00:02:39.900]  然後就把菜牌給你
[00:02:39.900 --> 00:02:41.060]  自己看吧
[00:02:41.060 --> 00:02:44.260]  然後你想問他已經走了
[00:02:44.260 --> 00:02:45.740]  你會不會覺得很冷淡
[00:02:45.740 --> 00:02:50.060]  沒有人去好像特別留意你的需要
[00:02:50.060 --> 00:02:53.000]  我記得有一次在美國一個地方
[00:02:53.000 --> 00:02:54.400]  去到一間唐人餐館
[00:02:54.400 --> 00:02:56.360]  當地唐人不算多
[00:02:56.360 --> 00:02:59.700]  進去的時候我和太太坐下想點些菜
[00:02:59.700 --> 00:03:01.860]  剛剛有一個會廣東話的走過來
[00:03:01.860 --> 00:03:03.740]  問我們哪裡來的
[00:03:03.740 --> 00:03:06.740]  很熱情地和我們招呼
[00:03:06.740 --> 00:03:10.400]  接著我就和他說不如叫這個菜吧
[00:03:10.400 --> 00:03:12.200]  我看著他
[00:03:12.200 --> 00:03:14.600]  他兩個眉頭一皺
[00:03:14.600 --> 00:03:17.040]  然後靜悄悄在我耳邊說
[00:03:17.040 --> 00:03:21.380]  這些是外國人才吃的
[00:03:21.380 --> 00:03:23.680]  中國人不吃這些的
[00:03:23.680 --> 00:03:26.440]  你不適合吃的
[00:03:26.440 --> 00:03:28.480]  然後一直告訴我們
[00:03:28.480 --> 00:03:32.840]  其實哪些才是中國菜
[00:03:32.840 --> 00:03:34.980]  他後來介紹一些好的菜式
[00:03:34.980 --> 00:03:36.580]  我們點了之後
[00:03:36.580 --> 00:03:38.680]  整個過程他很照顧我們
[00:03:38.680 --> 00:03:40.280]  走過來問我們還沒有
[00:03:40.280 --> 00:03:42.380]  我幫你吹吹廚房
[00:03:42.380 --> 00:03:43.380]  然後來到的時候
[00:03:43.380 --> 00:03:45.580]  怎麼樣?適不適合吃?
[00:03:45.580 --> 00:03:48.380]  然後一直這樣來招呼我們
[00:03:48.380 --> 00:03:49.980]  離開之後感覺很開心
[00:03:49.980 --> 00:03:53.880]  因為享受一頓很美味的中國菜
[00:03:53.880 --> 00:03:58.880]  熱情和冷淡是可以很大分別的
[00:03:58.880 --> 00:04:00.380]  你可以感受到一個人
[00:04:00.380 --> 00:04:02.680]  當他侍奉的時候
[00:04:02.680 --> 00:04:03.880]  是因為無可奈何
[00:04:03.880 --> 00:04:06.980]  責任上要做而有的侍奉
[00:04:06.980 --> 00:04:09.380]  為什麼他會多走幾步
[00:04:09.380 --> 00:04:11.980]  很想去侍奉神
[00:04:11.980 --> 00:04:14.680]  很想去幫助你
[00:04:14.680 --> 00:04:16.480]  先提到一位提堂
[00:04:16.480 --> 00:04:19.980]  他得到神的感動
[00:04:19.980 --> 00:04:22.980]  不只是他自己的性情
[00:04:22.980 --> 00:04:24.780]  是神感動他的心
[00:04:24.780 --> 00:04:28.080]  以至他代弟兄姊妹好恩勤
[00:04:28.080 --> 00:04:31.480]  這種感動是從神而來的
[00:04:31.480 --> 00:04:33.780]  是神不斷地感動
[00:04:33.780 --> 00:04:35.880]  其實感動原來的文字
[00:04:35.880 --> 00:04:39.580]  是一個不斷感動的含義
[00:04:39.580 --> 00:04:40.580]  星期五、六
[00:04:40.580 --> 00:04:43.080]  如果你來到教會的堂慶報道會
[00:04:43.080 --> 00:04:45.280]  我想你會心被感染
[00:04:45.280 --> 00:04:46.680]  因為你見到很多弟兄姊妹
[00:04:46.680 --> 00:04:49.480]  帶很多親友來到
[00:04:49.480 --> 00:04:52.580]  坐滿正堂、副堂、課室
[00:04:52.580 --> 00:04:55.080]  當你看到他們帶來的朋友
[00:04:55.080 --> 00:04:56.280]  在決志的時候
[00:04:56.280 --> 00:04:58.580]  湧上台的時候
[00:04:58.580 --> 00:05:00.180]  你的心會很感動
[00:05:00.180 --> 00:05:02.880]  你會感覺很開心
[00:05:02.880 --> 00:05:06.080]  因為很多人歸向上帝
[00:05:06.080 --> 00:05:07.880]  神有時候透過某些事情
[00:05:07.880 --> 00:05:09.280]  感動我們的心
[00:05:09.280 --> 00:05:12.580]  叫我們恩勤去侍奉祂
[00:05:12.580 --> 00:05:14.280]  而祂會這樣做
[00:05:14.280 --> 00:05:16.080]  因為祂願意我們
[00:05:16.080 --> 00:05:19.180]  一路來跟隨
[00:05:19.180 --> 00:05:20.780]  弟兄姊妹去祈禱
[00:05:20.780 --> 00:05:24.680]  求神將感動賜給你
[00:05:24.680 --> 00:05:26.680]  不要讓自己侍奉神的心
[00:05:26.680 --> 00:05:29.280]  一步步冷淡了
[00:05:29.280 --> 00:05:33.180]  求祂繼續地感動你
[00:05:33.180 --> 00:05:35.280]  另一位我們再看
[00:05:35.280 --> 00:05:36.680]  在第十八節說到
[00:05:36.680 --> 00:05:41.280]  「我們還打發一位兄弟和他同去
[00:05:41.280 --> 00:05:45.980]  這人在福音上得了眾教會的稱讚」
[00:05:45.980 --> 00:05:47.780]  這裡提到另一位弟兄
[00:05:47.780 --> 00:05:49.580]  他是在馬其頓教會
[00:05:49.580 --> 00:05:53.780]  或者說眾教會一起所稱讚的
[00:05:53.780 --> 00:05:56.780]  很明顯在他們中間的領袖
[00:05:56.780 --> 00:05:58.580]  他是得到大家所讚賞
[00:05:58.580 --> 00:06:01.680]  在福音的事實上很熱心
[00:06:01.680 --> 00:06:05.380]  還有被差派來做一件事
[00:06:05.380 --> 00:06:05.980]  做什麼事呢?
[00:06:05.980 --> 00:06:07.780]  大家會知道就是當時
[00:06:07.780 --> 00:06:09.880]  耶路撒冷遇到饑荒
[00:06:09.880 --> 00:06:12.280]  因此外邦教會包括馬其頓
[00:06:12.280 --> 00:06:15.780]  包括這裡所說的哥林多
[00:06:15.780 --> 00:06:17.480]  他們就收集金錢
[00:06:17.480 --> 00:06:21.880]  支持耶路撒冷的需要
[00:06:21.880 --> 00:06:25.580]  大概其實他們可以發個消息給耶路撒冷
[00:06:25.580 --> 00:06:27.080]  我們收集了一筆錢
[00:06:27.080 --> 00:06:30.680]  你們派人來拿回去吧
[00:06:30.680 --> 00:06:32.580]  但是他們不願意這麼做
[00:06:32.580 --> 00:06:34.080]  他們付出代價
[00:06:34.080 --> 00:06:35.780]  多走一步
[00:06:35.780 --> 00:06:38.980]  差派他們最重要的領袖
[00:06:38.980 --> 00:06:41.880]  是他們所很重視的人
[00:06:41.880 --> 00:06:43.680]  放下手頭的工作
[00:06:43.680 --> 00:06:47.380]  要將這筆錢帶到耶路撒冷
[00:06:47.380 --> 00:06:50.380]  是表明他們樂意的心
[00:06:50.380 --> 00:06:53.280]  大家看看下面的經文
[00:06:53.280 --> 00:06:55.280]  第十九節
[00:06:55.280 --> 00:06:58.680]  「不但這樣他也被眾教會挑選
