
[00:00:00.000 --> 00:00:03.040]  我上個月跟大家說過
[00:00:03.040 --> 00:00:06.460]  我在過去這40年裡都見過不少教會
[00:00:06.460 --> 00:00:08.060]  也參與過不少教會
[00:00:08.060 --> 00:00:09.860]  有些好像全科堂一樣這麼好的
[00:00:09.860 --> 00:00:11.160]  心臟都瘋了
[00:00:11.160 --> 00:00:12.460]  一樣瘋的
[00:00:12.460 --> 00:00:13.540]  不是每一間都瘋
[00:00:13.540 --> 00:00:14.860]  每一間都瘋就慘了
[00:00:14.860 --> 00:00:17.600]  有瘋的 就是說會有墮落的
[00:00:17.600 --> 00:00:19.280]  所以在這個時間
[00:00:19.280 --> 00:00:22.400]  我更想在我們全科堂大家覺得很好的時候
[00:00:22.400 --> 00:00:23.660]  我們更加要小心
[00:00:23.660 --> 00:00:27.700]  因為撒旦魔鬼肯定不喜歡我們
[00:00:27.700 --> 00:00:29.240]  他肯定會有很多方法
[00:00:29.240 --> 00:00:31.900]  所以我心裡特別有負擔
[00:00:31.900 --> 00:00:35.340]  很想跟大家一起從聖經的角度
[00:00:35.340 --> 00:00:37.420]  再一次看神的心意
[00:00:37.420 --> 00:00:39.020]  在一間教會是怎麼樣
[00:00:39.020 --> 00:00:40.640]  今天這篇講道
[00:00:40.640 --> 00:00:42.140]  剛才牧師也說了
[00:00:42.140 --> 00:00:43.560]  這篇講道是不容易講的
[00:00:43.560 --> 00:00:45.040]  我會很坦白地講
[00:00:45.040 --> 00:00:47.660]  我們一起來看聖經的標準
[00:00:47.660 --> 00:00:49.960]  我們只是看聖經的標準來講
[00:00:49.960 --> 00:00:52.660]  就是不同凡響的教會
[00:00:52.660 --> 00:00:55.260]  不同凡響的信仰
[00:00:55.260 --> 00:00:56.760]  你看我今天的大綱
[00:00:56.760 --> 00:00:59.060]  你就知道是講三樣東西
[00:00:59.060 --> 00:01:01.660]  不同凡響的信仰
[00:01:01.660 --> 00:01:04.740]  我們全科堂因為有一間教會
[00:01:04.740 --> 00:01:06.700]  因為有不同凡響的信仰
[00:01:06.700 --> 00:01:08.540]  和其他社團是不同的
[00:01:08.540 --> 00:01:10.940]  因為我們有不同凡響的會友
[00:01:10.940 --> 00:01:12.260]  你不要罵我
[00:01:12.260 --> 00:01:14.740]  這麼嬌織的 不同凡響的會友
[00:01:14.740 --> 00:01:16.140]  一會兒告訴你聖經說的
[00:01:16.140 --> 00:01:18.460]  不同凡響的會友是怎麼樣的會友
[00:01:18.460 --> 00:01:20.260]  就是大家
[00:01:20.260 --> 00:01:22.820]  還有我們有不同凡響的教會領袖
[00:01:22.820 --> 00:01:24.620]  這樣的時候我相信
[00:01:24.620 --> 00:01:27.220]  就是一個神會保守
[00:01:27.220 --> 00:01:33.020]  會帶領和一直可以有成長的好的教會
[00:01:33.020 --> 00:01:38.300]  剛才我們講說一個教會
[00:01:38.300 --> 00:01:42.100]  和一般的社團有什麼不同
[00:01:42.100 --> 00:01:44.900]  其實沒有什麼很大的不同
[00:01:44.900 --> 00:01:46.300]  在某些方面
[00:01:46.300 --> 00:01:48.300]  如果從一個社會學的角度
[00:01:48.300 --> 00:01:50.420]  我記得在若干年前
[00:01:50.420 --> 00:01:52.700]  我在加拿大的多倫多
[00:01:52.700 --> 00:01:54.700]  參加過有人邀請我
[00:01:54.700 --> 00:01:59.700]  和太太去一個籌款晚會
[00:01:59.700 --> 00:02:02.700]  籌款晚會是一個團體舉辦的
[00:02:02.700 --> 00:02:04.700]  團體的名字叫做
[00:02:04.700 --> 00:02:07.700]  如果沒有記錯的話叫做Bruce Trail Club
[00:02:07.700 --> 00:02:10.020]  不知道牧師記不記得
[00:02:10.020 --> 00:02:12.020]  Bruce Trail是怎麼樣的呢
[00:02:12.020 --> 00:02:12.900]  就是這樣的
[00:02:12.900 --> 00:02:14.900]  在加拿大多倫多
[00:02:14.900 --> 00:02:16.900]  到處都很漂亮
[00:02:16.900 --> 00:02:18.900]  田園很漂亮
[00:02:18.900 --> 00:02:21.900]  有湖 有很多樹林
[00:02:21.900 --> 00:02:27.900]  經過很多年 很多人發掘了很多步行徑
[00:02:27.900 --> 00:02:30.300]  你知道的 步行徑很多的
[00:02:30.300 --> 00:02:35.500]  有些最短的走一個多小時就走完 很漂亮的
[00:02:35.500 --> 00:02:39.100]  有水 有樹林
[00:02:39.100 --> 00:02:43.700]  有些夠勁的可以走幾天
[00:02:43.700 --> 00:02:45.500]  要紮營
[00:02:45.500 --> 00:02:46.900]  很爽的
[00:02:46.900 --> 00:02:49.900]  很多人走這些
[00:02:49.900 --> 00:02:52.900]  大家組成了一個這樣的會議
[00:02:52.900 --> 00:02:54.900]  大家要入會的 不用給錢的
[00:02:54.900 --> 00:02:56.900]  不過大家有個牌子
[00:02:56.900 --> 00:02:59.900]  我是屬於喜歡走這些步行徑的人
[00:02:59.900 --> 00:03:01.900]  有些人很勁的 走七天的
[00:03:01.900 --> 00:03:05.900]  有些人說我初哥走一點點
[00:03:05.900 --> 00:03:08.900]  總之無論如何他們有他們的活動
[00:03:08.900 --> 00:03:10.900]  那天晚上我就去他們的籌款晚會
[00:03:10.900 --> 00:03:13.900]  去到百多二百人 不是開玩笑的
[00:03:13.900 --> 00:03:15.900]  很大家 有些認識有些不認識
[00:03:15.900 --> 00:03:16.900]  很多大家都不認識的
[00:03:16.900 --> 00:03:18.900]  不過大家走在一起的時候
[00:03:18.900 --> 00:03:20.900]  什麼民族都有的
[00:03:20.900 --> 00:03:22.900]  中國人也有 外國人也有
[00:03:22.900 --> 00:03:23.900]  大家很好的聊天
[00:03:23.900 --> 00:03:25.900]  因為大家都是走這些步行徑的人
[00:03:25.900 --> 00:03:27.900]  大家分享不同的經驗
[00:03:27.900 --> 00:03:30.900]  那天晚上有些影片的演講
[00:03:30.900 --> 00:03:32.900]  有些錄影
[00:03:32.900 --> 00:03:34.900]  還有人出來講見證的
[00:03:34.900 --> 00:03:37.900]  講說他走了步行徑
[00:03:37.900 --> 00:03:38.900]  之前沒有走過
[00:03:38.900 --> 00:03:42.900]  走過之後整個人都身心靈都很開心
[00:03:42.900 --> 00:03:43.900]  沒有宗教信仰的
[00:03:43.900 --> 00:03:47.900]  這個活動完全是一個社區的活動
[00:03:47.900 --> 00:03:52.900]  那天晚上我整晚在開會的時候
[00:03:52.900 --> 00:03:55.900]  在看著這個活動的時候
[00:03:55.900 --> 00:03:56.900]  我就想到一個問題
[00:03:56.900 --> 00:03:59.900]  他們好像整個教會一樣
[00:03:59.900 --> 00:04:02.900]  有影片看 有人出來講見證
[00:04:02.900 --> 00:04:03.900]  又有籌款
[00:04:03.900 --> 00:04:07.900]  然後又會有定期活動
[00:04:07.900 --> 00:04:10.900]  大家聊天的時候很投契
[00:04:10.900 --> 00:04:11.900]  你又支持我 我又支持你
[00:04:11.900 --> 00:04:13.900]  你又鼓勵我 我又鼓勵你
[00:04:13.900 --> 00:04:14.900]  整個教會這樣
[00:04:14.900 --> 00:04:16.900]  教會和他們有什麼分別呢
[00:04:16.900 --> 00:04:18.900]  我告訴你
