
[00:00:00.000 --> 00:00:03.320]  我們開始第一講的題目
[00:00:03.320 --> 00:00:06.320]  迎向趨勢面對明天
[00:00:06.320 --> 00:00:14.440]  我記得我曾經和大家說過
[00:00:14.440 --> 00:00:17.640]  我覺得香港教會一個最大的問題
[00:00:17.640 --> 00:00:23.040]  就是教會經常比社會慢
[00:00:23.040 --> 00:00:25.280]  教會所瞭解的東西
[00:00:25.280 --> 00:00:30.960]  和所要明白的東西都是比外面遲得多
[00:00:30.960 --> 00:00:32.000]  外面流行
[00:00:32.000 --> 00:00:35.480]  然後教會開始有些年輕人流行的時候
[00:00:35.480 --> 00:00:36.720]  牧師就害怕了
[00:00:36.720 --> 00:00:40.040]  於是就想看看怎麼面對
[00:00:40.040 --> 00:00:41.400]  我覺得這是一個很大的悲劇
[00:00:41.400 --> 00:00:44.200]  其實這不是基督教應該有的態度
[00:00:44.200 --> 00:00:45.840]  我們從初期教會看見
[00:00:45.840 --> 00:00:48.720]  教會應該是比外面的社會早
[00:00:48.720 --> 00:00:52.240]  你看初期教會對男女的平等
[00:00:52.240 --> 00:00:54.080]  對奴隸的制度
[00:00:54.080 --> 00:00:55.800]  對文化的瞭解
[00:00:55.800 --> 00:00:57.480]  對真理的追尋
[00:00:57.480 --> 00:01:00.040]  對戰爭和暴力的瞭解
[00:01:00.040 --> 00:01:04.200]  全部都比當時的羅馬社會快幾百年
[00:01:04.200 --> 00:01:05.760]  但我不知道為什麼到現在
[00:01:05.760 --> 00:01:07.080]  香港的教會
[00:01:07.080 --> 00:01:09.240]  幾時都慢人一二十年
[00:01:09.240 --> 00:01:12.720]  現在好一點起碼慢人五六年
[00:01:12.720 --> 00:01:14.240]  所以我自己一直有個負擔
[00:01:14.240 --> 00:01:21.600]  我希望為香港的教會提出一些方向
[00:01:21.600 --> 00:01:23.680]  希望我們可以跑得快
[00:01:23.680 --> 00:01:25.960]  帶著這個社會來走
[00:01:25.960 --> 00:01:28.880]  這是我們基督徒的使命
[00:01:28.880 --> 00:01:31.120]  在兩年前我開始提出
[00:01:31.120 --> 00:01:32.960]  這個所謂政治神學
[00:01:32.960 --> 00:01:35.040]  Political Theology
[00:01:35.040 --> 00:01:38.920]  講到基督徒的參政的需要和使命
[00:01:38.920 --> 00:01:41.320]  我們看見今天香港很多弟兄姊妹
[00:01:41.320 --> 00:01:43.200]  很多團體已經很積極地
[00:01:43.200 --> 00:01:45.360]  在這個帶上相當前線
[00:01:45.360 --> 00:01:47.400]  這個我們都很高興
[00:01:47.400 --> 00:01:49.360]  在上年我提出第二條路線
[00:01:49.360 --> 00:01:51.480]  就是這個靈修的神學
[00:01:51.480 --> 00:01:52.880]  屬靈的經歷和操練
[00:01:52.880 --> 00:01:54.240]  我感謝神體見
[00:01:54.240 --> 00:01:56.120]  有不少弟兄姊妹和教會
[00:01:56.120 --> 00:01:59.880]  在這方面開始有一個反省追尋
[00:01:59.880 --> 00:02:01.480]  這體現神的恩典
[00:02:01.480 --> 00:02:05.840]  所以我定義在這裡提出第三條路線
[00:02:05.840 --> 00:02:07.680]  我稱它為基督徒的未來學
[00:02:07.680 --> 00:02:10.680]  Christian Theology
[00:02:10.680 --> 00:02:11.640]  如果神恩代
[00:02:11.640 --> 00:02:13.880]  我下一年會提出第四條
[00:02:13.880 --> 00:02:16.920]  第五條
[00:02:16.920 --> 00:02:19.720]  基督徒的未來學好像很新鮮
[00:02:19.720 --> 00:02:22.440]  其實這個不是一個新名詞
[00:02:22.440 --> 00:02:23.760]  在基督教可能是新名詞
[00:02:23.760 --> 00:02:25.480]  但是在外面的社會
[00:02:25.480 --> 00:02:27.960]  已經是大概有20年的時間
[00:02:27.960 --> 00:02:30.400]  近這10年發展得相當快
[00:02:30.400 --> 00:02:35.160]  也很有系統的研究
[00:02:35.160 --> 00:02:39.000]  我看見上一年突破機構的大趨勢
[00:02:39.000 --> 00:02:43.560]  其實是未來學的一個研究的成果
[00:02:43.560 --> 00:02:46.000]  大家看我筆記的內涵
[00:02:46.000 --> 00:02:49.280]  知道其實是和這個大趨勢很接近
[00:02:49.280 --> 00:02:52.760]  這是我有意這樣做的
[00:02:52.760 --> 00:02:54.760]  當我看大趨勢的時候
[00:02:54.760 --> 00:02:58.160]  我看見他們一個很好的研究
[00:02:58.160 --> 00:03:00.440]  描述出一個現象
[00:03:00.440 --> 00:03:04.200]  將來香港和華人的社會
[00:03:04.200 --> 00:03:08.440]  所面對的七條發展的方向
[00:03:08.440 --> 00:03:10.600]  很到肉很精彩地說出來
[00:03:10.600 --> 00:03:12.640]  當我坐在這裡看
[00:03:12.640 --> 00:03:16.080]  再借他們的錄音帶重新再聽
[00:03:16.080 --> 00:03:18.280]  聽完之後我有一個感覺
[00:03:18.280 --> 00:03:21.520]  他們似乎欠缺了進一步的剖析
[00:03:21.520 --> 00:03:23.440]  就是說了現象
[00:03:23.440 --> 00:03:26.240]  但是現象背後究竟是什麼令他們這樣呢
[00:03:26.240 --> 00:03:28.760]  現象背後究竟應該怎樣去面對呢
[00:03:28.760 --> 00:03:30.200]  有沒有一幅圖畫呢
[00:03:30.200 --> 00:03:33.200]  就好像有些零碎
[00:03:33.200 --> 00:03:38.800]  尤其是後來好像沒有什麼答案
[00:03:38.800 --> 00:03:40.920]  我問梁永泰弟兄
[00:03:40.920 --> 00:03:42.120]  我說為什麼你們這樣呢
[00:03:42.120 --> 00:03:46.440]  他說傳播人不應該給太多答案
[00:03:46.440 --> 00:03:47.280]  我覺得是的
[00:03:47.280 --> 00:03:48.920]  不過我覺得不太夠
[00:03:48.920 --> 00:03:52.680]  最後只能引用CB139的讀幾節
[00:03:52.680 --> 00:03:55.080]  我覺得不太夠
[00:03:55.080 --> 00:03:58.280]  我自己在那個時候覺得不自量力
[00:03:58.280 --> 00:04:03.640]  嘗試為《大吹小》寫一個續篇
[00:04:03.640 --> 00:04:06.440]  用《大吹小》裡面的剖析
[00:04:06.440 --> 00:04:11.120]  進一步看這個現象背後究竟是一幅什麼圖畫
[00:04:11.120 --> 00:04:13.520]  這幅圖畫我們如何面對它
[00:04:13.520 --> 00:04:14.360]  帶來什麼挑戰
[00:04:14.360 --> 00:04:17.240]  我相信這是很有意思的做法
[00:04:17.240 --> 00:04:19.680]  現在我馬上和大家思想
[00:04:19.680 --> 00:04:23.960]  在這七個趨勢的背後
[00:04:23.960 --> 00:04:30.040]  究竟是一幅怎樣的深層意義
[00:04:30.040 --> 00:04:36.280]  我自己將這七個趨勢的次序調亂了
[00:04:36.280 --> 00:04:37.320]  和它本來的不同
[00:04:37.320 --> 00:04:38.320]  大家記得
[00:04:38.320 --> 00:04:40.720]  它開始是講安全感的
[00:04:40.720 --> 00:04:42.640]  調換了背後
[00:04:42.640 --> 00:04:43.480]  我有個意思在這裡
[00:04:43.480 --> 00:04:45.880]  其實它背後的深層意義
[00:04:45.880 --> 00:04:48.280]  我自己覺得是一個扣著一個的
[00:04:48.280 --> 00:04:51.720]  然後我們發現它畫出了一幅圖畫
[00:04:51.720 --> 00:04:54.840]  首先我會很快地從這七個方面
[00:04:54.840 --> 00:04:58.400]  看看背後究竟是什麼意思
[00:04:58.400 --> 00:05:03.000]  首先和大家講的是高科技
[00:05:03.000 --> 00:05:08.320]  將來香港的社會是一個追求高科技的趨勢
[00:05:08.320 --> 00:05:11.800]  高科技
[00:05:11.800 --> 00:05:20.160]  追求高科技基本上有兩個意義
[00:05:20.160 --> 00:05:22.360]  一個我可以說是一個信息的革命
[00:05:22.360 --> 00:05:24.520]  Information Revolution
[00:05:24.520 --> 00:05:25.840]  什麼叫高科技呢
[00:05:25.840 --> 00:05:27.520]  我們經常聽到這個字眼
[00:05:27.520 --> 00:05:30.720]  我們看見很先進的儀器
[00:05:30.720 --> 00:05:32.400]  但是這些先進的儀器背後
[00:05:32.400 --> 00:05:34.600]  究竟隱藏著什麼意義
[00:05:34.600 --> 00:05:38.120]  我相信第一個最重要的就是新的革命
[00:05:38.120 --> 00:05:41.000]  一個所謂信息的革命
[00:05:41.000 --> 00:05:43.600]  這個信息革命是比對以前
[00:05:43.600 --> 00:05:46.920]  人類有文化以來的兩個革命來說的
[00:05:46.920 --> 00:05:49.280]  大家知道最初的早期文化革命
[00:05:49.280 --> 00:05:51.120]  我可以說是一個農業的革命
[00:05:51.120 --> 00:05:53.160]  人開始從遊牧民族
[00:05:53.160 --> 00:05:55.600]  或者是狩獵的民族
[00:05:55.600 --> 00:05:58.840]  是懂得開始耕種
[00:05:58.840 --> 00:06:01.480]  這個開始了人類的文化
[00:06:01.480 --> 00:06:04.320]  第二個革命是工業的革命
[00:06:04.320 --> 00:06:06.680]  18世紀末至19世紀開始
[00:06:06.680 --> 00:06:08.960]  這個西方社會是一個工業的革命
[00:06:08.960 --> 00:06:12.440]  大家都很熟悉的Industrial Revolution
[00:06:12.440 --> 00:06:13.760]  學者告訴我們
[00:06:13.760 --> 00:06:16.800]  只不過短短超過100年左右的時間
[00:06:16.800 --> 00:06:19.040]  竟然在人類的文化發展裡面
[00:06:19.040 --> 00:06:20.440]  發展了第三個革命
[00:06:20.440 --> 00:06:21.520]  我們叫信息的革命
[00:06:21.520 --> 00:06:24.680]  Information Revolution
[00:06:24.680 --> 00:06:27.760]  究竟工業的革命和信息的革命有什麼不同呢
[00:06:27.760 --> 00:06:28.680]  分別很大
[00:06:28.680 --> 00:06:30.840]  雖然都是技術上很大的進步
[00:06:30.840 --> 00:06:33.200]  但是意義上有很大不同
[00:06:33.200 --> 00:06:34.920]  在工業革命基本上來說
[00:06:34.920 --> 00:06:38.000]  18、19世紀工業革命的人開始發現了
[00:06:38.000 --> 00:06:42.680]  機械、機器和大型的動力
[00:06:42.680 --> 00:06:45.920]  我們記得蒸汽機、火車這些都是
[00:06:45.920 --> 00:06:47.600]  的積布機
[00:06:47.600 --> 00:06:51.120]  這些都是我們很熟悉的工業革命的成果
[00:06:51.120 --> 00:06:53.000]  工業革命有什麼特別呢
[00:06:53.000 --> 00:06:54.400]  工業革命可以說是
[00:06:54.400 --> 00:06:58.760]  將人的身體和體力一個很大的延展
[00:06:58.760 --> 00:07:00.640]  如果你看看積布機
[00:07:00.640 --> 00:07:02.920]  以前人用人手積的時候
[00:07:02.920 --> 00:07:06.720]  可能要20天積到一件毛衣
[00:07:06.720 --> 00:07:09.000]  積布機發明瞭之後
[00:07:09.000 --> 00:07:11.600]  一天的時候可以出200件
[00:07:11.600 --> 00:07:14.600]  這個是人體力的一個很大的延展
[00:07:14.600 --> 00:07:16.360]  火車更加是
[00:07:16.360 --> 00:07:19.160]  有了火車之後和沒有火車的時間差很遠
[00:07:19.160 --> 00:07:22.000]  甚至有馬也不同
[00:07:22.000 --> 00:07:26.800]  可能以前要兩三個月才去到的地方
[00:07:26.800 --> 00:07:29.040]  可以說一天之內就去到
[00:07:29.040 --> 00:07:32.160]  這個是人身體很快很大的延展
[00:07:32.160 --> 00:07:33.800]  這個工業革命的特質
[00:07:33.800 --> 00:07:37.440]  所以人突然間發覺他的手腳能力
[00:07:37.440 --> 00:07:39.560]  可以去到很遠很快
[00:07:39.560 --> 00:07:41.600]  這個工業革命所發生的一個
[00:07:41.600 --> 00:07:43.520]  可以稱為革命的地方
[00:07:43.520 --> 00:07:45.280]  那你說信息革命有什麼特別呢
[00:07:45.280 --> 00:07:47.760]  如果我們對比工業革命我們可以這麼說
[00:07:47.760 --> 00:07:48.800]  信息革命
[00:07:48.800 --> 00:07:50.760]  Information Revolution
[00:07:50.760 --> 00:07:55.640]  可以說是一個電腦時代的信息爆炸
[00:07:55.640 --> 00:07:59.400]  這個信息的爆炸就是說現在我們開始有電腦
[00:07:59.400 --> 00:08:01.320]  在電腦的意義底下
[00:08:01.320 --> 00:08:03.520]  開始滲透到每一個家庭
[00:08:03.520 --> 00:08:05.240]  而電腦的意義就是
[00:08:05.240 --> 00:08:07.200]  很多的知識
[00:08:07.200 --> 00:08:09.360]  你以前不知道的你可以買回來
[00:08:09.360 --> 00:08:10.720]  有很多的消息
[00:08:10.720 --> 00:08:11.400]  你現在不知道的
[00:08:11.400 --> 00:08:13.520]  但是按兩個按鈕就立刻可以知道
[00:08:13.520 --> 00:08:14.760]  在某個意義來說
[00:08:14.760 --> 00:08:18.240]  我們可以說是人腦的延展
[00:08:18.240 --> 00:08:21.400]  工業革命是人身體力量的延展
[00:08:21.400 --> 00:08:23.120]  這個應該很厲害
[00:08:23.120 --> 00:08:26.160]  由電腦開始這個高科技帶來的
[00:08:26.160 --> 00:08:28.160]  是一個人腦的延展
[00:08:28.160 --> 00:08:30.120]  人腦的延展是什麼意思呢
[00:08:30.120 --> 00:08:32.440]  就是以前你的腦沒有這麼快
[00:08:32.440 --> 00:08:33.640]  現在可以這麼快了
[00:08:33.640 --> 00:08:35.640]  計算機已經知道了
[00:08:35.640 --> 00:08:39.320]  神童有什麼用呢
[00:08:39.320 --> 00:08:41.520]  你只是拿來上下風下金銷而已
[00:08:41.520 --> 00:08:45.040]  其實實際上你哪裡夠電腦這麼快呢
[00:08:45.040 --> 00:08:46.600]  兩下就按出來了
[00:08:46.600 --> 00:08:47.560]  數字多複雜
[00:08:47.560 --> 00:08:48.720]  一下就計算出來了
[00:08:48.720 --> 00:08:50.240]  以前你沒有電腦之前
[00:08:50.240 --> 00:08:52.480]  你的腦沒辦法運算得這麼快
[00:08:52.480 --> 00:08:53.600]  沒可能
[00:08:53.600 --> 00:08:55.960]  你可以很快的時間運算很多東西
[00:08:55.960 --> 00:08:59.040]  並且你可以很快的時間儲藏很多東西
[00:08:59.040 --> 00:09:00.720]  以前你的腦的記憶力有限
[00:09:00.720 --> 00:09:01.680]  你看完一本書
[00:09:01.680 --> 00:09:02.480]  再看一本
[00:09:02.480 --> 00:09:03.040]  第十本
[00:09:03.040 --> 00:09:03.600]  第二十本
[00:09:03.600 --> 00:09:04.440]  二百本的時候
[00:09:04.440 --> 00:09:06.560]  你就開始忘記了第一本了
[00:09:06.560 --> 00:09:07.800]  你的腦里裝的都是有限的東西
[00:09:07.800 --> 00:09:10.720]  但是你的電腦幫你載著這些東西
[00:09:10.720 --> 00:09:12.440]  你很快的按個鍵
[00:09:12.440 --> 00:09:13.440]  可以幫你找出來
[00:09:13.440 --> 00:09:16.680]  並且它幫你自動找回你想要找的東西
[00:09:16.680 --> 00:09:18.280]  這個很重要
[00:09:18.280 --> 00:09:19.880]  我記得我在夏威夷的時候
[00:09:19.880 --> 00:09:22.640]  有機會做一些研究工作
[00:09:22.640 --> 00:09:23.800]  在夏威夷大學
[00:09:23.800 --> 00:09:27.280]  他們有一個電腦的程式
[00:09:27.280 --> 00:09:29.920]  我那時候在做一個論文
[00:09:29.920 --> 00:09:32.560]  我在做一個北宋的
[00:09:32.560 --> 00:09:34.640]  一個中國的哲學家的論文
[00:09:34.640 --> 00:09:35.320]  很偏門的
[00:09:35.320 --> 00:09:36.840]  我想知道一下
[00:09:36.840 --> 00:09:39.120]  究竟外國有多少人做過
[00:09:39.120 --> 00:09:43.280]  圖書館的主任就覺得有辦法
[00:09:43.280 --> 00:09:45.960]  於是他在電腦里有一個聯絡網
[00:09:45.960 --> 00:09:48.560]  他只不過在半個小時之內
[00:09:48.560 --> 00:09:50.480]  就可以將全個北美
[00:09:50.480 --> 00:09:52.120]  美國加上加拿大
[00:09:52.120 --> 00:09:54.360]  所有大學
[00:09:54.360 --> 00:09:57.920]  有儲藏關於哲學家的資料
[00:09:57.920 --> 00:10:00.520]  和有做過的碩士論文和博士論文
[00:10:00.520 --> 00:10:02.920]  全部打出來給我看
[00:10:02.920 --> 00:10:04.920]  我可以在半個小時之內
[00:10:04.920 --> 00:10:07.040]  就知道了究竟北美
[00:10:07.040 --> 00:10:08.760]  整個北美的學者裡面
[00:10:08.760 --> 00:10:10.880]  對於這個問題研究了多少
[00:10:10.880 --> 00:10:14.320]  我突然覺得這是一個很大的腦部的延展
[00:10:14.320 --> 00:10:15.440]  如果要我自己去找
[00:10:15.440 --> 00:10:16.640]  逐間大學去找
[00:10:16.640 --> 00:10:18.000]  我想起碼花了十年八年
[00:10:18.000 --> 00:10:19.360]  我都不知道做成什麼樣子
[00:10:19.360 --> 00:10:20.680]  但只不過半個小時
[00:10:20.680 --> 00:10:21.440]  我就可以知道
[00:10:21.440 --> 00:10:23.960]  大概現在我做這個論文的題目
[00:10:23.960 --> 00:10:26.400]  全世界大部分的人都沒有做過
[00:10:26.400 --> 00:10:28.080]  我有很大的安全感
[00:10:28.080 --> 00:10:29.280]  都沒碰過
[00:10:29.280 --> 00:10:31.760]  不怕了
[00:10:31.760 --> 00:10:35.560]  這是一個腦部很大的延展
[00:10:35.560 --> 00:10:37.000]  一個腦這樣的延展
[00:10:37.000 --> 00:10:39.160]  一個革命帶給一個什麼樣的結果呢
[00:10:39.160 --> 00:10:40.720]  我想我們特別著重
[00:10:40.720 --> 00:10:41.560]  那個影響
[00:10:41.560 --> 00:10:43.200]  心靈上的影響
[00:10:43.200 --> 00:10:45.920]  我指出有兩方面
[00:10:45.920 --> 00:10:46.960]  第一就是一種
[00:10:46.960 --> 00:10:48.240]  用了英成的字眼
[00:10:48.240 --> 00:10:51.880]  自我無限化的感覺
[00:10:51.880 --> 00:10:54.080]  人一種自我無限化的傾向
[00:10:54.080 --> 00:10:55.120]  為什麼呢
[00:10:55.120 --> 00:10:57.600]  如果你看一下工業革命
[00:10:57.600 --> 00:10:59.480]  十八十九世紀的工業革命
[00:10:59.480 --> 00:11:00.720]  帶來什麼樣的結果呢
[00:11:00.720 --> 00:11:01.520]  一個很自然的結果
[00:11:01.520 --> 00:11:04.840]  人對自己很有信心
[00:11:04.840 --> 00:11:07.200]  一個極端的人民主義的時代開始
[00:11:07.200 --> 00:11:07.800]  十九世紀
[00:11:07.800 --> 00:11:09.200]  你看馬克思的思想
[00:11:09.200 --> 00:11:12.440]  你看尼採的思想
[00:11:12.440 --> 00:11:13.920]  我們可以看見一個工業革命
[00:11:13.920 --> 00:11:16.560]  突然間人覺得他自己偉大了很多
[00:11:16.560 --> 00:11:18.840]  哇 那些以前想要三個月才去到的地方
[00:11:18.840 --> 00:11:20.240]  我一天就去到
[00:11:20.240 --> 00:11:21.320]  多厲害
[00:11:21.320 --> 00:11:23.600]  以前想要的東西是不可能做到的
[00:11:23.600 --> 00:11:24.320]  誰知道
[00:11:24.320 --> 00:11:27.720]  我兩下就做到了很輝煌很偉大的成績
[00:11:27.720 --> 00:11:30.080]  人感覺到自己很偉大
[00:11:30.080 --> 00:11:31.600]  這個信息革命
[00:11:31.600 --> 00:11:33.680]  就更加帶來一個更大的樂觀
[00:11:33.680 --> 00:11:34.200]  為什麼呢
[00:11:34.200 --> 00:11:35.600]  因為他連腦子都延展了
[00:11:35.600 --> 00:11:36.880]  就像我剛才說的
[00:11:36.880 --> 00:11:38.080]  我可以半個小時裡面
[00:11:38.080 --> 00:11:40.200]  知道全美國在這個問題上
[00:11:40.200 --> 00:11:40.960]  有多少人做過
[00:11:40.960 --> 00:11:41.760]  做過什麼
[00:11:41.760 --> 00:11:44.000]  起底了
[00:11:44.000 --> 00:11:44.640]  多高興
[00:11:44.640 --> 00:11:46.920]  突然覺得自己多偉大
[00:11:46.920 --> 00:11:48.800]  這個很重要
[00:11:48.800 --> 00:11:51.400]  並且我們在商業上更加重要
[00:11:51.400 --> 00:11:52.360]  你去到中環
[00:11:52.360 --> 00:11:55.880]  你和一些所謂的高級行政人員聊天的時候
[00:11:55.880 --> 00:11:59.560]  你感覺到他裡面有一種銳氣和傲氣
[00:11:59.560 --> 00:12:01.240]  因為他有電腦
[00:12:01.240 --> 00:12:04.520]  有一群智囊和高科技幫助
[00:12:04.520 --> 00:12:07.840]  他一下子就可以知道對方的機構所有的資料
[00:12:07.840 --> 00:12:10.120]  大部分的資料他都知道
[00:12:10.120 --> 00:12:11.160]  地產呢
[00:12:11.160 --> 00:12:12.240]  按兩下的時候
[00:12:12.240 --> 00:12:13.640]  有一群人一下子就可以知道
[00:12:13.640 --> 00:12:16.440]  甚至他一路去估計這塊地多少錢
[00:12:16.440 --> 00:12:20.000]  甚至一路打那個無線電通訊的時候
[00:12:20.000 --> 00:12:20.520]  他知道了
[00:12:20.520 --> 00:12:21.800]  立刻可以算出多少錢
[00:12:21.800 --> 00:12:23.160]  值不值得投資
[00:12:23.160 --> 00:12:25.680]  他突然間感覺自己可以控制到
[00:12:25.680 --> 00:12:28.680]  所有的資料和這個社會的發展
[00:12:28.680 --> 00:12:30.040]  這事實上是這樣的
[00:12:30.040 --> 00:12:33.640]  香港的地產控制在不超過一百個人的手裡
[00:12:33.640 --> 00:12:37.440]  你想想那些人會不會有一個很強烈的自我無限的感覺
[00:12:37.440 --> 00:12:41.880]  通過高科技產生這樣的一種瞭解
[00:12:41.880 --> 00:12:44.280]  但另外一個結果
[00:12:44.280 --> 00:12:45.840]  隱含在這裡
[00:12:45.840 --> 00:12:49.240]  當人感覺到自己越來越延展的時候
[00:12:49.240 --> 00:12:51.320]  通過工業的革命和
[00:12:51.320 --> 00:12:53.000]  可以說是訊息的革命
[00:12:53.000 --> 00:12:55.480]  人將他自己的範圍越來越延展
[00:12:55.480 --> 00:12:56.360]  但事實上呢
[00:12:56.360 --> 00:12:58.800]  世界上的人就越來越多
[00:12:58.800 --> 00:13:00.560]  你想想現象是怎麼樣的
[00:13:00.560 --> 00:13:02.640]  人與人之間的關係
[00:13:02.640 --> 00:13:04.160]  就應該越來越密的
[00:13:04.160 --> 00:13:05.000]  但人與人
[00:13:05.000 --> 00:13:08.120]  每一個人的延展力量是越來越強的
[00:13:08.120 --> 00:13:09.520]  越來越快的
[00:13:09.520 --> 00:13:11.760]  於是你發覺那個衝突
[00:13:11.760 --> 00:13:13.320]  那個交接的危機
[00:13:13.320 --> 00:13:18.520]  其實是越來越緊切的
[00:13:18.520 --> 00:13:19.800]  因為你可以延展得很快
[00:13:19.800 --> 00:13:20.600]  他也可以延展得很快
[00:13:20.600 --> 00:13:22.560]  剛才說你感覺自己很偉大
[00:13:22.560 --> 00:13:23.720]  一下子可以起到別人的底
[00:13:23.720 --> 00:13:24.960]  其實你自己知道的
[00:13:24.960 --> 00:13:26.920]  別人一下子都可以起到你的底
[00:13:26.920 --> 00:13:29.720]  大家知道人造衛星的做法
[00:13:29.720 --> 00:13:33.320]  美國和蘇聯有很多人造衛星在天上
[00:13:33.320 --> 00:13:36.120]  它的力量可以使你
[00:13:36.120 --> 00:13:37.320]  在天上
[00:13:37.320 --> 00:13:39.760]  可以觀察到一個人在他門口
[00:13:39.760 --> 00:13:41.480]  在看哪一張報紙
[00:13:41.480 --> 00:13:44.600]  大家看過這些特輯就知道
[00:13:44.600 --> 00:13:45.600]  所以你沒得走的
[00:13:45.600 --> 00:13:48.240]  你都不知道去到哪裡
[00:13:48.240 --> 00:13:51.200]  根本你完全是可以讓人知道你
[00:13:51.200 --> 00:13:52.520]  你感覺到一個很大的威脅
