
[00:00:00.000 --> 00:00:05.000]  當我們一開始說上帝直接罪耶穌的死
[00:00:05.000 --> 00:00:06.600]  為我們釘在十字架上
[00:00:06.600 --> 00:00:10.400]  我們相信耶穌已經為我們的罪釘在十字架上
[00:00:10.400 --> 00:00:11.800]  我們已經相信了耶穌
[00:00:11.800 --> 00:00:13.800]  這是一個上帝的拯救
[00:00:13.800 --> 00:00:15.400]  而在那一開始
[00:00:15.400 --> 00:00:18.600]  直到我們離開這個世界
[00:00:18.600 --> 00:00:20.000]  這一段時間
[00:00:20.000 --> 00:00:23.800]  我們都說是一個成性的過程
[00:00:23.800 --> 00:00:27.400]  所以拯救和成性基本上是分不開的
[00:00:27.400 --> 00:00:31.800]  開始了上帝對我們拯救的那一刻
[00:00:31.800 --> 00:00:33.600]  我們有新的生命
[00:00:33.600 --> 00:00:37.200]  新的生命一生裡去跟從上帝
[00:00:37.200 --> 00:00:39.800]  今天第二次我們說
[00:00:39.800 --> 00:00:41.800]  在這個成性的過程裡
[00:00:41.800 --> 00:00:44.800]  最重要的一個內容是什麼呢
[00:00:44.800 --> 00:00:47.200]  一個焦點是什麼呢
[00:00:47.200 --> 00:00:48.800]  很重要的焦點就是
[00:00:48.800 --> 00:00:55.800]  成性就是信服耶穌
[00:00:55.800 --> 00:00:57.200]  在一段經文裡
[00:00:57.200 --> 00:01:01.000]  第十五章第一至八節說了
[00:01:01.000 --> 00:01:04.200]  耶穌說我是真葡萄樹
[00:01:04.200 --> 00:01:07.000]  在約翰福音有七次耶穌說
[00:01:07.000 --> 00:01:08.000]  我是是什麼
[00:01:08.000 --> 00:01:08.600]  我是什麼
[00:01:08.600 --> 00:01:09.800]  我是羊的門
[00:01:09.800 --> 00:01:11.200]  我是好武人
[00:01:11.200 --> 00:01:13.200]  這裡耶穌最後一次說
[00:01:13.200 --> 00:01:14.200]  我是
[00:01:14.200 --> 00:01:16.400]  我是葡萄樹
[00:01:16.400 --> 00:01:18.000]  葡萄樹在舊約來說
[00:01:18.000 --> 00:01:21.000]  很多時候都指向以色列人
[00:01:21.000 --> 00:01:23.800]  以色列人是一棵葡萄樹
[00:01:23.800 --> 00:01:29.200]  上帝所栽種的一個樹
[00:01:29.200 --> 00:01:30.400]  就是葡萄樹
[00:01:30.400 --> 00:01:32.000]  不過當很多時候去說
[00:01:32.000 --> 00:01:32.800]  以色列人是
[00:01:32.800 --> 00:01:36.800]  上帝在葡萄園裡所栽種的葡萄樹的時候
[00:01:36.800 --> 00:01:39.400]  很多時候都是從負面角度去說
[00:01:39.400 --> 00:01:41.800]  就是說這個葡萄樹
[00:01:41.800 --> 00:01:46.000]  沒有去完成上帝給他的使命
[00:01:46.000 --> 00:01:49.200]  或者沒有結應該有的果子
[00:01:49.200 --> 00:01:53.600]  這個葡萄樹將要面對上帝的審判
[00:01:53.600 --> 00:01:55.000]  所以很多時候去說
[00:01:55.000 --> 00:02:00.200]  以色列人是上帝的葡萄園當中的葡萄樹的時候
[00:02:00.200 --> 00:02:03.400]  通常是對他有一個審判和警告
[00:02:03.400 --> 00:02:05.200]  但現在耶穌在這裡
[00:02:05.200 --> 00:02:06.200]  去說出
[00:02:06.200 --> 00:02:09.600]  過去失敗的葡萄樹
[00:02:09.600 --> 00:02:11.200]  今天耶穌說
[00:02:11.200 --> 00:02:13.400]  我是真的葡萄樹
[00:02:13.400 --> 00:02:16.000]  我才是真真正正的
[00:02:16.000 --> 00:02:17.800]  那一個葡萄樹
[00:02:17.800 --> 00:02:21.400]  過去以色列人
[00:02:21.400 --> 00:02:23.600]  結不到果子
[00:02:23.600 --> 00:02:27.600]  他們沒有遵行上帝給他們的吩咐
[00:02:27.600 --> 00:02:29.600]  上帝其實是揀選以色列人
[00:02:29.600 --> 00:02:32.200]  要他們成為一個獨特的群體
[00:02:32.200 --> 00:02:34.400]  去帶領其他的外邦人
[00:02:34.400 --> 00:02:35.600]  去認識上帝
[00:02:35.600 --> 00:02:37.400]  但他們沒有完成這個使命
[00:02:37.400 --> 00:02:38.200]  耶穌說
[00:02:38.200 --> 00:02:41.600]  我才是真正的葡萄樹
[00:02:41.600 --> 00:02:44.200]  去引領人歸向上帝的那一位
[00:02:44.200 --> 00:02:45.800]  在猶太人來說
[00:02:45.800 --> 00:02:49.400]  他們很多時候都將猶大的節旗
[00:02:49.400 --> 00:02:52.200]  很多地點
[00:02:52.200 --> 00:02:53.800]  有些神聖的地方
[00:02:53.800 --> 00:02:54.800]  有些節旗
[00:02:54.800 --> 00:02:56.000]  然後聖殿
[00:02:56.000 --> 00:02:59.800]  這些一切都是他們相當的看重
[00:02:59.800 --> 00:03:03.400]  那個是作為上帝賜福給他們
[00:03:03.400 --> 00:03:06.600]  也作為上帝同在的一個表徵
[00:03:06.600 --> 00:03:08.200]  但在福音書裡面
[00:03:08.200 --> 00:03:09.400]  耶穌經常說
[00:03:09.400 --> 00:03:13.400]  他的地位是超越過這些猶太的節旗
[00:03:13.400 --> 00:03:17.400]  超越過那些你們看為神聖的地方
[00:03:17.400 --> 00:03:21.000]  更加超越了聖殿
[00:03:21.000 --> 00:03:22.000]  現在這一刻
[00:03:22.000 --> 00:03:22.800]  耶穌在說
[00:03:22.800 --> 00:03:24.200]  他更加超越了
[00:03:24.200 --> 00:03:26.000]  作為整個民族
[00:03:26.000 --> 00:03:27.000]  以色列人
[00:03:27.000 --> 00:03:29.000]  作為上帝獨人的身份
[00:03:29.000 --> 00:03:30.600]  他都超越了
[00:03:30.600 --> 00:03:32.600]  他是一個真正的葡萄樹
[00:03:32.600 --> 00:03:35.200]  所以這個真正的葡萄樹
[00:03:35.200 --> 00:03:37.600]  不是指那些活躍的以色列人
[00:03:37.600 --> 00:03:38.800]  這個民族
[00:03:38.800 --> 00:03:41.400]  而是耶穌說指向自己
[00:03:41.400 --> 00:03:43.600]  整個以色列民族
[00:03:43.600 --> 00:03:46.200]  聖經說他們是一個上帝的獨人
[00:03:46.200 --> 00:03:49.000]  不過這個上帝的獨人
[00:03:49.000 --> 00:03:51.000]  是代表著指向將來
[00:03:51.000 --> 00:03:52.400]  要來臨的
[00:03:52.400 --> 00:03:55.000]  差派來臨的那一位彌賽亞
[00:03:55.000 --> 00:03:56.000]  耶穌說
[00:03:56.000 --> 00:03:59.800]  現在上帝所差派來的彌賽亞
[00:03:59.800 --> 00:04:00.800]  已經來到了
[00:04:00.800 --> 00:04:05.400]  我就是那一個真正上帝的獨人
[00:04:05.400 --> 00:04:07.600]  唯有人直著他
[00:04:07.600 --> 00:04:12.200]  才可以和上帝建立一個正常的關係
[00:04:12.200 --> 00:04:14.400]  在《讓風》第十四章
[00:04:14.400 --> 00:04:15.400]  耶穌已經說
[00:04:15.400 --> 00:04:16.600]  和一群門徒說
[00:04:16.600 --> 00:04:18.000]  我在你們的裡面
[00:04:18.000 --> 00:04:20.400]  你們也在我的裡面
[00:04:20.400 --> 00:04:21.400]  即是
[00:04:21.400 --> 00:04:23.400]  一些門徒可能都不明白
[00:04:23.400 --> 00:04:24.400]  我在你裡面
[00:04:24.400 --> 00:04:25.000]  你在我裡面
[00:04:25.000 --> 00:04:26.200]  究竟是什麼意思呢?
[00:04:26.200 --> 00:04:27.000]  在第十五章
[00:04:27.000 --> 00:04:29.800]  耶穌更清楚地說出這個關係
[00:04:29.800 --> 00:04:32.600]  他就是那個葡萄樹的樹幹
[00:04:32.600 --> 00:04:34.800]  門徒就好像枝子一樣
[00:04:34.800 --> 00:04:36.000]  枝子
[00:04:36.000 --> 00:04:38.000]  它本身是沒有生命的
[00:04:38.000 --> 00:04:40.800]  它要連於這個葡萄樹
[00:04:40.800 --> 00:04:43.800]  它才有這個生命
[00:04:43.800 --> 00:04:47.800]  它才可以去結這個果子
[00:04:47.800 --> 00:04:51.200]  這個不是很難去理解
[00:04:51.200 --> 00:04:52.400]  大家去看一棵樹
[00:04:52.400 --> 00:04:55.200]  你知道一棵枝子和一棵樹身
[00:04:55.200 --> 00:04:57.800]  枝子如果離開了樹身
[00:04:57.800 --> 00:05:01.400]  就是一個沒有生命的柴
[00:05:01.400 --> 00:05:03.000]  我們的身體也一樣
[00:05:03.000 --> 00:05:04.600]  我們的身體如果
[00:05:04.600 --> 00:05:08.200]  手指意外地斷了
[00:05:08.200 --> 00:05:10.200]  我們用膠水黏回去
[00:05:10.200 --> 00:05:11.800]  有沒有幫助?
[00:05:11.800 --> 00:05:12.800]  沒有幫助
[00:05:12.800 --> 00:05:14.400]  我們唯有有機地
[00:05:14.400 --> 00:05:15.800]  和身體連繫了
[00:05:15.800 --> 00:05:18.800]  我們的手指才會去動
[00:05:18.800 --> 00:05:21.400]  才有生命的一個表現
[00:05:21.400 --> 00:05:22.600]  所以
[00:05:22.600 --> 00:05:24.400]  耶穌在這裡說
[00:05:24.400 --> 00:05:27.200]  我和一群你們門徒的關係
[00:05:27.200 --> 00:05:28.200]  正正就是這樣
[00:05:28.200 --> 00:05:31.600]  就好像葡萄樹和一個枝子的關係一樣
[00:05:31.600 --> 00:05:32.400]  接著
[00:05:32.400 --> 00:05:33.600]  耶穌在這裡說
[00:05:33.600 --> 00:05:35.600]  上帝在當中的角色
[00:05:35.600 --> 00:05:36.800]  是很重要的
[00:05:36.800 --> 00:05:39.800]  祂是作為一個修剪葡萄樹的
[00:05:39.800 --> 00:05:42.800]  原定人
[00:05:42.800 --> 00:05:46.800]  葡的角色有兩個
[00:05:46.800 --> 00:05:50.800]  第一就是那些結果子的枝子
[00:05:50.800 --> 00:05:52.400]  健康的枝子
[00:05:52.400 --> 00:05:53.600]  可以結果子的
[00:05:53.600 --> 00:05:54.400]  祂就修理
[00:05:54.400 --> 00:05:55.400]  修理它
[00:05:55.400 --> 00:05:58.400]  以至這些枝子結果子更多
[00:05:58.400 --> 00:06:01.000]  另一方面
[00:06:01.000 --> 00:06:05.400]  葡把那些不結果子的枝子剪去
[00:06:05.400 --> 00:06:08.200]  將它燒在一些火當中
[00:06:08.200 --> 00:06:11.200]  作為一個消滅
[00:06:11.200 --> 00:06:12.200]  消除
[00:06:12.200 --> 00:06:14.400]  另一個角度去說
[00:06:14.400 --> 00:06:16.800]  一個真正相信耶穌的人
[00:06:16.800 --> 00:06:20.000]  某個程度一定有某方面的果子
[00:06:20.000 --> 00:06:23.400]  不結果代表著一個枝子
[00:06:23.400 --> 00:06:27.800]  基本上和葡萄樹沒有生命的連結
[00:06:27.800 --> 00:06:29.400]  所以它結不到果子
[00:06:29.400 --> 00:06:32.400]  所以焦點不是有沒有果子
[00:06:32.400 --> 00:06:34.000]  焦點就是
[00:06:34.000 --> 00:06:36.400]  它有沒有連於樹身
[00:06:36.400 --> 00:06:39.400]  信徒也不是去看
[00:06:39.400 --> 00:06:41.800]  有多少的果子出來
[00:06:41.800 --> 00:06:44.000]  最重要是它有沒有連於
[00:06:44.000 --> 00:06:49.000]  耶穌這個生命的主上面
[00:06:49.000 --> 00:06:53.200]  耶穌在第三節說
[00:06:53.200 --> 00:06:55.600]  祂的道具有潔淨的功能
[00:06:55.600 --> 00:06:56.800]  在這裡說道
[00:06:56.800 --> 00:06:59.200]  道是指耶穌
[00:06:59.200 --> 00:07:00.600]  祂所說的一切
[00:07:00.600 --> 00:07:01.600]  和祂的身份
[00:07:01.600 --> 00:07:02.600]  祂的使命
[00:07:02.600 --> 00:07:05.200]  耶穌來到地上表達
[00:07:05.200 --> 00:07:08.000]  祂就是上帝差派來的救主
[00:07:08.000 --> 00:07:11.000]  祂要完成上帝給祂的使命
[00:07:11.000 --> 00:07:13.600]  現在人要直著祂
[00:07:13.600 --> 00:07:17.600]  才可以去到上帝的面前
[00:07:17.600 --> 00:07:18.600]  可以說
[00:07:18.600 --> 00:07:20.000]  耶穌在這裡說
[00:07:20.000 --> 00:07:21.600]  我所作的一切
[00:07:21.600 --> 00:07:23.000]  我的身份
[00:07:23.000 --> 00:07:25.400]  我的完成的使命
[00:07:25.400 --> 00:07:27.600]  是讓人的生命得到潔淨
[00:07:27.600 --> 00:07:33.600]  是讓人可以和上帝建立一個正常的關係
[00:07:33.600 --> 00:07:37.000]  可以說沒有一個枝子
[00:07:37.000 --> 00:07:39.400]  本身是有生命的
[00:07:39.400 --> 00:07:40.800]  正如我剛才所說
[00:07:40.800 --> 00:07:42.000]  我們的手
[00:07:42.000 --> 00:07:43.200]  如果離開我們的身體
[00:07:43.200 --> 00:07:44.600]  它沒有生命
[00:07:44.600 --> 00:07:47.400]  唯有手連於我們的身體
[00:07:47.400 --> 00:07:49.000]  直著我們身體的機能
[00:07:49.000 --> 00:07:51.000]  去給它一個養分
[00:07:51.000 --> 00:07:54.400]  它才有一個生活的能力
[00:07:54.400 --> 00:07:56.200]  或者一個行動
[00:07:56.200 --> 00:07:59.600]  所以枝子和葡萄樹的關係
[00:07:59.600 --> 00:08:02.800]  是要緊緊連於樹身
[00:08:02.800 --> 00:08:05.600]  正如門徒和耶穌的關係
[00:08:05.600 --> 00:08:08.000]  最重要的不是那個行為
[00:08:08.000 --> 00:08:10.800]  而是要生命緊緊連於
[00:08:10.800 --> 00:08:13.200]  在耶穌的裡面
[00:08:13.200 --> 00:08:14.600]  所以耶穌說
[00:08:14.600 --> 00:08:16.800]  你們要常常在我裡面
[00:08:16.800 --> 00:08:18.400]  就是要在我裡面
[00:08:18.400 --> 00:08:20.400]  要緊緊連著我
[00:08:20.400 --> 00:08:25.600]  你才會自然有結果子的生命
[00:08:25.600 --> 00:08:27.800]  關係不是外來添加
[00:08:27.800 --> 00:08:29.600]  黏上去的一個關係
[00:08:29.600 --> 00:08:33.000]  而是有一個有機生命的一個聯繫
[00:08:33.000 --> 00:08:36.800]  樹身直著枝子去結果子
[00:08:36.800 --> 00:08:41.400]  而這個枝子也連在樹身裡面
