
[00:00:00.000 --> 00:00:03.560]  石頭形狀18章1到4節。
[00:00:03.560 --> 00:00:08.440]  這世以後,保羅離開雅典,來到哥林多。
[00:00:08.440 --> 00:00:13.200]  他遇見一個身在本都的猶太人,名叫雅居拉。
[00:00:13.200 --> 00:00:17.760]  不久前,他帶著吃著白雞拉從意大利來,
[00:00:17.760 --> 00:00:22.560]  因為克勞蒂命令所有的猶太人都離開羅馬,
[00:00:22.560 --> 00:00:24.760]  保羅去投靠他們。
[00:00:24.760 --> 00:00:27.760]  他們本是製造正朋偉業,
[00:00:27.760 --> 00:00:33.240]  保羅因與他們同業,就和他們同住,一同做工。
[00:00:33.240 --> 00:00:40.760]  每逢安息日,保羅在會堂里辯論,勸導猶太人和希臘人。
[00:00:40.760 --> 00:00:45.160]  在這裡面問候各位弟兄姐妹,平安!
[00:00:45.160 --> 00:00:51.000]  感謝上帝的恩典,也感謝安福堂的牧師弟兄姐妹給我機會,
[00:00:51.000 --> 00:00:54.640]  在這裡能夠可以跟大家一起分享神的話。
[00:00:54.640 --> 00:01:02.320]  我們在這個時候再次向神交給神,我們做一個交托的禱告。
[00:01:02.320 --> 00:01:07.440]  親愛的天父上帝,我們來到你的面前向你獻上我們的感恩和贊美。
[00:01:07.440 --> 00:01:10.400]  使你自己的愛造就我們在這裡,
[00:01:10.400 --> 00:01:15.360]  使你把異象給了我們恩強討的牧者同工們,
[00:01:15.360 --> 00:01:20.080]  讓他們看到這裡的需要,設立了普通話的聚會。
[00:01:20.080 --> 00:01:24.480]  我們感謝贊美你,因為神你實在愛我們的同胞,
[00:01:24.480 --> 00:01:29.600]  讓我們在不同的地方都能夠有機會聽到福音,相信主。
[00:01:29.600 --> 00:01:33.640]  也讓我們能夠不但是領受你自己的恩典,
[00:01:33.640 --> 00:01:39.040]  同時也讓我們成為一個祀福的管道,能夠成為別人的祝福。
[00:01:39.040 --> 00:01:43.280]  讓我們領受你的福音的時候,也能夠去傳揚福音。
[00:01:43.280 --> 00:01:49.600]  求主你帶領我們以下的時間,聽我們在你面前的禱告,奉耶穌基督的名求。
[00:01:49.600 --> 00:01:51.360]  阿們。
[00:01:51.360 --> 00:01:58.400]  我們感謝我們的神,今天能夠在這裡一同來思想上帝的話語。
[00:01:58.400 --> 00:02:00.800]  好。
[00:02:00.800 --> 00:02:06.560]  我們剛才已經讀了經文,當我講到使命人生的時候,
[00:02:06.560 --> 00:02:12.320]  可能我們又看了剛才《使徒行傳》第18章1到4節,
[00:02:12.320 --> 00:02:20.160]  大多數我們可能會想到使徒保羅,他是一個有使命人生的使徒。
[00:02:20.160 --> 00:02:27.280]  從他在達瑪山的路上門光照以後,到他最後使徒行傳的結尾,
[00:02:27.280 --> 00:02:31.760]  他都說,故此我沒有回備那從天上來的意象。
[00:02:31.760 --> 00:02:36.120]  但是我們今天要看的人物不是使徒保羅。
[00:02:36.120 --> 00:02:42.000]  我想今天我們看的就是一對的夫妻,也被看為好像是平信徒。
[00:02:42.000 --> 00:02:48.640]  但是他們所流露出來的生命,他們確實真的是有使命人生。
[00:02:48.640 --> 00:02:53.200]  也就是因為他們不是使徒,跟我們一樣的是一個平信徒。
[00:02:53.200 --> 00:02:58.840]  那他們的見證更是成為我們的榜樣,成為我們的鼓勵。
[00:02:58.840 --> 00:03:02.840]  這對夫婦就是亞居拉跟百吉拉夫婦。
[00:03:02.840 --> 00:03:09.880]  所以我的題目是使命人生,會從三個方面我們去看他們所做的。
[00:03:09.880 --> 00:03:16.760]  第一個就是不忘使命,第二個更新使命,第三個是強化使命。
[00:03:16.760 --> 00:03:19.600]  第一個我們首先看的是不忘使命,
[00:03:19.600 --> 00:03:23.600]  在剛才讀過的第十八章的第二第三節,
[00:03:23.600 --> 00:03:26.840]  我們看到他們是猶太人,
[00:03:26.840 --> 00:03:30.920]  他們在聖在本丟,在戈拉丟,
[00:03:30.920 --> 00:03:35.720]  命猶太人離開羅馬的時候,他們離開。
[00:03:35.720 --> 00:03:40.640]  他們是自作帳篷的,然後保羅投靠了他們。
[00:03:40.640 --> 00:03:44.720]  所以從這兩節的經文裡面,我們看到
[00:03:44.720 --> 00:03:49.120]  他們是猶太的基督徒。
[00:03:49.120 --> 00:03:53.200]  他們為什麼要離開羅馬,剛才聖經講得很清楚,
[00:03:53.200 --> 00:03:56.720]  是在羅馬皇帝戈拉丟的時間,
[00:03:56.720 --> 00:04:00.200]  這個是在主後49年。
[00:04:00.200 --> 00:04:05.400]  在羅馬的猶太人經常會發生騷亂,
[00:04:05.400 --> 00:04:08.000]  為什麼會發生騷亂呢?
[00:04:08.000 --> 00:04:12.160]  因為從猶太教的角度去看,
[00:04:12.160 --> 00:04:16.960]  對基督教興起是認為猶太教裡面的異端,
[00:04:16.960 --> 00:04:20.520]  所以他們就想盡辦法要把它去鏟除。
[00:04:20.520 --> 00:04:24.280]  所以我們看,使徒保羅在沒有信耶穌之前,
[00:04:24.280 --> 00:04:25.680]  他就是那麼激進,
[00:04:25.680 --> 00:04:28.000]  所以拿了祭祀場的權柄,
[00:04:28.000 --> 00:04:30.920]  去到大馬社到處抓基督徒。
[00:04:30.920 --> 00:04:33.840]  所以從猶太教的角度來講,
[00:04:33.840 --> 00:04:38.800]  新的基督教對他們來說是一個異端。
[00:04:38.800 --> 00:04:42.120]  但是當時的羅馬皇帝來說,
[00:04:42.120 --> 00:04:44.640]  他分不清楚你們為什麼爭吵,
[00:04:44.640 --> 00:04:45.680]  用什麼教義,
[00:04:45.680 --> 00:04:48.720]  反正你們是猶太人和猶太人之間,
