
[00:00:00.000 --> 00:00:02.000]  中國人有一句說話
[00:00:02.000 --> 00:00:03.500]  一句成語
[00:00:03.500 --> 00:00:08.000]  叫做「輕樂淺信」
[00:00:08.000 --> 00:00:09.500]  隨便去承諾
[00:00:09.500 --> 00:00:11.500]  隨便去答應一些事情
[00:00:11.500 --> 00:00:13.500]  後來不能夠實行
[00:00:13.500 --> 00:00:15.500]  變得很膚淺
[00:00:15.500 --> 00:00:19.500]  或者說沒有信用
[00:00:19.500 --> 00:00:22.500]  但是對我們上帝來說
[00:00:22.500 --> 00:00:25.500]  我估計我們人生都有很多不同的階段
[00:00:25.500 --> 00:00:28.500]  曾經向神作出一些承諾
[00:00:28.500 --> 00:00:34.500]  或者是一些我們奉獻的決心、決志
[00:00:34.500 --> 00:00:36.500]  但是可能有其他事情出現
[00:00:36.500 --> 00:00:39.500]  忘記了之前有的承諾
[00:00:39.500 --> 00:00:41.500]  不能夠實現
[00:00:41.500 --> 00:00:46.500]  過程裏面上帝不一定會去懲罰人
[00:00:46.500 --> 00:00:49.500]  但是祂會用很多不同的方式來提醒我們
[00:00:49.500 --> 00:00:55.500]  催促我們去實現我們的承諾
[00:00:55.500 --> 00:01:01.500]  你發覺當何時我們真的能夠去承諾對神的一些
[00:01:01.500 --> 00:01:05.500]  我們曾經完成了對神的承諾的時候
[00:01:05.500 --> 00:01:10.500]  你就體會到神將祂自己的恩典更多次給我們
[00:01:10.500 --> 00:01:14.500]  你發覺聖經說當我們何時奉獻的時候
[00:01:14.500 --> 00:01:16.500]  不是說上帝有些缺乏
[00:01:16.500 --> 00:01:19.500]  所以我們要幫補一下上帝
[00:01:19.500 --> 00:01:23.500]  而是很多時候當聖經裏面提到奉獻的時候
[00:01:23.500 --> 00:01:28.500]  是在想何時我們將自己越能夠奉獻給主
[00:01:28.500 --> 00:01:31.500]  就越屬於主
[00:01:31.500 --> 00:01:34.500]  當我們越屬於主 主也都屬於我們
[00:01:34.500 --> 00:01:37.500]  而祂也可以將祂的一切
[00:01:37.500 --> 00:01:41.500]  包括祂自己也都賜給我們
[00:01:41.500 --> 00:01:43.500]  在過程裏面是叫我們更深刻的
[00:01:43.500 --> 00:01:46.500]  更完全的得著主耶穌
[00:01:46.500 --> 00:01:50.500]  你發覺上帝是會不斷地來鼓勵我們
[00:01:50.500 --> 00:01:52.500]  或者催促我們
[00:01:52.500 --> 00:01:56.500]  去真的尊崇祂在我們身上的主權
[00:01:56.500 --> 00:01:59.500]  去將自己奉獻給上帝
[00:01:59.500 --> 00:02:02.500]  因此今天當我們想到聖經的一個人物哈拿的時候
[00:02:02.500 --> 00:02:07.500]  我們就想到神為何會這樣引導他
[00:02:07.500 --> 00:02:12.500]  而他怎樣能夠將自己的生命 將他的孩子奉獻
[00:02:12.500 --> 00:02:14.500]  而上帝怎樣賜福給他
[00:02:14.500 --> 00:02:18.500]  我們大家一起再看聖經今天讀的《撒慕爾記》上
[00:02:18.500 --> 00:02:20.500]  其中第一章的經文
[00:02:20.500 --> 00:02:27.500]  《撒慕爾記》上大家會知道這段經文的背景
[00:02:27.500 --> 00:02:30.500]  在當時的以色列人他們來到一個階段
[00:02:30.500 --> 00:02:34.500]  是信仰人生裏面一個很黑暗的日子
[00:02:34.500 --> 00:02:37.500]  很多百姓他們遠離開神
[00:02:37.500 --> 00:02:40.500]  請提到當時他們是任意而行的
[00:02:40.500 --> 00:02:42.500]  國家裏面沒有王
[00:02:42.500 --> 00:02:44.500]  他們各人自己就是王
[00:02:44.500 --> 00:02:46.500]  自己做自己的主
[00:02:46.500 --> 00:02:49.500]  各人做自己所歡喜的事情
[00:02:49.500 --> 00:02:52.500]  甚至連當時的祭司都犯罪
[00:02:52.500 --> 00:02:54.500]  請提到有祭司的兩個兒子
[00:02:54.500 --> 00:02:56.500]  他們不單止行淫亂
[00:02:56.500 --> 00:03:00.500]  而且剝削百姓很多的祭品
[00:03:00.500 --> 00:03:04.500]  拿來自肥自己得到其中的益處
[00:03:04.500 --> 00:03:08.500]  整個的民族好像在一個很黑暗的處境裏面
[00:03:08.500 --> 00:03:13.500]  但突然間《撒慕爾記》上一章開始就見到曙光出現
[00:03:13.500 --> 00:03:18.500]  見到整個民族有機會可以經歷復蘇
[00:03:18.500 --> 00:03:22.500]  原因是因為一個小女子
[00:03:22.500 --> 00:03:24.500]  這個小女子哈娜
[00:03:24.500 --> 00:03:29.500]  她將自己的孩子奉獻出來
[00:03:29.500 --> 00:03:33.500]  這個孩子是她自己很渴望得到的
[00:03:33.500 --> 00:03:35.500]  但當她得到的時候
[00:03:35.500 --> 00:03:38.500]  她沒有堅持要保留著他
[00:03:38.500 --> 00:03:41.500]  而是她將這個孩子奉獻出來
[00:03:41.500 --> 00:03:44.500]  這個就是大家熟悉的撒慕爾
[00:03:44.500 --> 00:03:48.500]  撒慕爾的出現帶來給整個民族一個轉機
[00:03:48.500 --> 00:03:51.500]  將人的心轉向上帝
[00:03:51.500 --> 00:03:56.500]  奉獻帶來的不單止是給自己的恩惠
[00:03:56.500 --> 00:04:01.500]  而是帶來給身邊很多的人生命的祝福
[00:04:01.500 --> 00:04:04.500]  當我們去看哈娜的歷史的時候
[00:04:04.500 --> 00:04:07.500]  你會發覺她來自一個很複雜的家庭
[00:04:07.500 --> 00:04:09.500]  大家可能以前有機會讀過一段經文
[00:04:09.500 --> 00:04:11.500]  你會留意到一個家庭
[00:04:11.500 --> 00:04:13.500]  一個丈夫 兩個太太
[00:04:13.500 --> 00:04:16.500]  後果一定是爭執
[00:04:16.500 --> 00:04:19.500]  一定是很多很多的家庭的矛盾
[00:04:19.500 --> 00:04:22.500]  哈娜面對著很多的
[00:04:22.500 --> 00:04:26.500]  特別是她另一位的家人給她的排斥
[00:04:26.500 --> 00:04:29.500]  另一位太太比尼娜
[00:04:29.500 --> 00:04:32.500]  常常取笑她說她沒有小孩
[00:04:32.500 --> 00:04:35.500]  她自己有很多個小孩
[00:04:35.500 --> 00:04:38.500]  聖經裏面是用眾數說到她自己
[00:04:38.500 --> 00:04:43.500]  但是她取笑哈娜說她沒有子女
[00:04:43.500 --> 00:04:47.500]  大家都知道在當時希伯來人的觀念裏
[00:04:47.500 --> 00:04:50.500]  他們覺得一個婦女結婚之後沒有孩子
[00:04:50.500 --> 00:04:53.500]  是一個極大的羞恥
[00:04:53.500 --> 00:04:57.500]  因此她利用這個機會來取笑她
[00:04:57.500 --> 00:05:03.500]  每當他們去到士羅這個地方獻祭的時候
[00:05:03.500 --> 00:05:09.500]  每個人都會給一份祭品
[00:05:09.500 --> 00:05:14.500]  因為他們獻祭之後的生畜
[00:05:14.500 --> 00:05:16.500]  分成很多的祭肉
[00:05:16.500 --> 00:05:19.500]  然後一份一份給自己家中的每一個成員
[00:05:19.500 --> 00:05:21.500]  但是哈娜她只有一個人
[00:05:21.500 --> 00:05:23.500]  所以她只得到一份
[00:05:23.500 --> 00:05:26.500]  而比尼娜得到的是很多份
[00:05:26.500 --> 00:05:29.500]  因為她每一個小孩都會得到一份
[00:05:29.500 --> 00:05:34.500]  在那個時候哈娜就更加受到對方的取笑
[00:05:34.500 --> 00:05:38.500]  甚至曾經說到她一直哭
[00:05:38.500 --> 00:05:42.500]  她極其的苦惱她吃不下飯等等
[00:05:42.500 --> 00:05:44.500]  讀到這段聖經的時候
[00:05:44.500 --> 00:05:45.500]  你也會問一個問題
[00:05:45.500 --> 00:05:48.500]  為甚麼神不讓哈娜有小孩呢?
[00:05:48.500 --> 00:05:52.500]  在當時的婦女絕大多數都會有自己的孩子
[00:05:52.500 --> 00:05:57.500]  但是好像神特別沒有理會到哈娜的情況
[00:05:57.500 --> 00:06:00.500]  當你很多時候都會問
[00:06:00.500 --> 00:06:04.500]  為甚麼我沒有她有的那些孩子
[00:06:04.500 --> 00:06:07.500]  為甚麼我以前成績比她好
[00:06:07.500 --> 00:06:11.500]  但她會得到一份好工作而我沒有呢?
[00:06:11.500 --> 00:06:13.500]  為甚麼我有一些的時候
[00:06:13.500 --> 00:06:17.500]  本來有的健康突然間沒有了呢?
[00:06:17.500 --> 00:06:21.500]  我們都會常常問神為甚麼會沒有
[00:06:21.500 --> 00:06:23.500]  或者我們都會常常想起
[00:06:23.500 --> 00:06:27.500]  聖經裏面提及到保羅的一根刺
[00:06:27.500 --> 00:06:32.500]  你記得他身上有一些病患一直困擾他
[00:06:32.500 --> 00:06:34.500]  而保羅有沒有向神求呢?
[00:06:34.500 --> 00:06:37.500]  有 求過多少次?
[00:06:37.500 --> 00:06:39.500]  求過三次
[00:06:39.500 --> 00:06:42.500]  求神將這根刺拿走
