
[00:00:00.000 --> 00:00:03.280]  今日我們繼續思想使命教會其中一方面
[00:00:03.280 --> 00:00:09.000]  使命教會是一間抗衡文化的教會
[00:00:09.000 --> 00:00:12.000]  昨天大家看到電視新聞
[00:00:12.000 --> 00:00:14.680]  提到車公廟的情況
[00:00:14.680 --> 00:00:18.680]  我在初二的時候有機會乘馬鐵到新界的地方
[00:00:18.680 --> 00:00:21.000]  在會景的時候經過一個站
[00:00:21.000 --> 00:00:24.800]  我一看,咦?車公廟站?
[00:00:24.800 --> 00:00:28.280]  我在香港幾十年還沒有去過車公廟
[00:00:28.280 --> 00:00:32.200]  我和家人一起說,我們去看看
[00:00:32.200 --> 00:00:36.480]  我們就立刻下車,走到車公廟的門口
[00:00:36.480 --> 00:00:40.200]  我們沒有進去,在門口一直看情況
[00:00:40.200 --> 00:00:43.000]  發覺真的人山人海
[00:00:43.000 --> 00:00:45.680]  很多人一直湧進去
[00:00:45.680 --> 00:00:51.600]  很多警察在馬路兩邊分流,主持秩序
[00:00:51.600 --> 00:00:55.600]  看到人流不斷湧進去廟裡
[00:00:55.600 --> 00:00:57.600]  在廟裡我們看不到裡面的情況
[00:00:57.600 --> 00:01:01.000]  但看到很多煙在上面湧出來
[00:01:01.000 --> 00:01:03.600]  很多人在裡面拜祭
[00:01:03.600 --> 00:01:06.200]  很多人認為,中國人特別這樣說
[00:01:06.200 --> 00:01:10.000]  新年一定要向神求福
[00:01:10.000 --> 00:01:14.000]  祈福,求神讓我全年保守
[00:01:14.000 --> 00:01:17.200]  或者可以進去把車輪轉一轉
[00:01:17.200 --> 00:01:20.200]  或者可以轉一下我的運氣
[00:01:20.200 --> 00:01:23.800]  很多人都以為,當他們在新年的時候
[00:01:23.800 --> 00:01:26.600]  向他們心中的神拜祭
[00:01:26.600 --> 00:01:28.800]  就會得到福氣
[00:01:28.800 --> 00:01:32.600]  很多年前,當教會思想這件事的時候就想
[00:01:32.600 --> 00:01:36.400]  我們過去是沒有農曆新年的崇拜
[00:01:36.400 --> 00:01:39.800]  在那段時間我們就想,我們要學習
[00:01:39.800 --> 00:01:42.400]  鼓勵弟兄姊妹在農曆年初一
[00:01:42.400 --> 00:01:46.200]  先向那位真神獻上我們的敬拜
[00:01:46.200 --> 00:01:49.600]  承認惠獨耶和華是上帝
[00:01:49.600 --> 00:01:52.800]  因此我們就安排了年初一的崇拜
[00:01:52.800 --> 00:01:55.000]  弟兄姊妹回來一起敬拜神
[00:01:55.000 --> 00:01:58.600]  然後再向親友拜年
[00:01:58.600 --> 00:02:02.600]  所以每一次我們都在新年的時候向主說
[00:02:02.600 --> 00:02:04.800]  主啊,惠獨你是上帝
[00:02:04.800 --> 00:02:10.000]  我們願意尋求祢的幫助
[00:02:10.000 --> 00:02:12.400]  在這個社會當中有很多不同的事情
[00:02:12.400 --> 00:02:15.000]  值得我們常常去反思
[00:02:15.000 --> 00:02:19.400]  當然在文化裡面不是全部都是不好的
[00:02:19.400 --> 00:02:22.800]  在其中我們要常常分辨
[00:02:22.800 --> 00:02:27.400]  有些文化可能是很美善的
[00:02:27.400 --> 00:02:29.200]  我們去擁抱它
[00:02:29.200 --> 00:02:33.200]  支持,繼續去延續這種文化
[00:02:33.200 --> 00:02:36.800]  有些文化可能有些失去意義
[00:02:36.800 --> 00:02:38.600]  去更新它
[00:02:38.600 --> 00:02:40.600]  有些文化可能有問題
[00:02:40.600 --> 00:02:43.000]  我們學習去抗衡它
[00:02:43.000 --> 00:02:46.200]  這些是基督徒在聖經中給我們的勉勵
[00:02:46.200 --> 00:02:48.200]  我們學習在這個社會當中
[00:02:48.200 --> 00:02:51.400]  成為真正對這個社會的祝福
[00:02:51.400 --> 00:02:52.800]  而今天讀的聖經
[00:02:52.800 --> 00:02:56.000]  就是教導我們怎樣能夠作光明的子女
[00:02:56.000 --> 00:02:58.200]  影響這個世界
[00:02:58.200 --> 00:02:59.600]  大家揭開聖經
[00:02:59.600 --> 00:03:02.200]  幫助讀過二弗所書的經文
[00:03:02.200 --> 00:03:08.600]  首先聖經說到的就是
[00:03:08.600 --> 00:03:10.000]  屬神的人
[00:03:10.000 --> 00:03:13.400]  我們的本質是光明的兒女
[00:03:13.400 --> 00:03:16.000]  在第五章第八節
[00:03:16.000 --> 00:03:17.400]  我們先看
[00:03:19.800 --> 00:03:22.800]  聖經說你們從前是黑暗的
[00:03:22.800 --> 00:03:26.000]  現今在主裡卻是光明的
[00:03:26.000 --> 00:03:30.400]  行事為人就應當像光明的兒女
[00:03:30.400 --> 00:03:33.600]  聖經提到以前是黑暗的
[00:03:33.600 --> 00:03:35.200]  但是改變了
[00:03:35.200 --> 00:03:37.800]  如今是光明的
[00:03:37.800 --> 00:03:39.600]  這個光明聖經說到
[00:03:39.600 --> 00:03:43.800]  在主裡面卻是光明的
[00:03:43.800 --> 00:03:46.600]  聖經不單止說我們行事為人
[00:03:46.600 --> 00:03:49.800]  可以活出一個光明的表現
[00:03:49.800 --> 00:03:53.000]  更加說到我們的本質改變了
[00:03:53.000 --> 00:03:55.600]  耶穌基督進入我們的心裡面
[00:03:55.600 --> 00:03:57.800]  將我們的生命改變了
[00:03:57.800 --> 00:04:00.200]  所謂經文原來的意思就是
[00:04:00.200 --> 00:04:04.800]  在主裡面你們是光
[00:04:04.800 --> 00:04:06.200]  或者再具體說
[00:04:06.200 --> 00:04:09.600]  我們是一個一個的光體
[00:04:09.600 --> 00:04:11.600]  我們本身就是光
[00:04:11.600 --> 00:04:14.800]  我們的本質已經改變了
[00:04:14.800 --> 00:04:17.200]  所以當你去到一些黑暗的地方
[00:04:17.200 --> 00:04:19.400]  或者你覺得你的公司很黑暗
[00:04:19.400 --> 00:04:21.600]  很多人事複雜的問題
[00:04:21.600 --> 00:04:23.800]  或者很多公司的一些手法
[00:04:23.800 --> 00:04:26.200]  很多欺詐的成分
[00:04:26.200 --> 00:04:29.600]  你不要單單有很大的感慨
[00:04:29.600 --> 00:04:32.600]  天下這麼黑暗
[00:04:32.600 --> 00:04:34.400]  但你自己想一想
[00:04:34.400 --> 00:04:37.200]  我是一個光體
[00:04:37.200 --> 00:04:39.400]  我是光
[00:04:39.400 --> 00:04:41.000]  如果我在他們當中
[00:04:41.000 --> 00:04:43.800]  但願我能夠發揮出光明的作用
[00:04:43.800 --> 00:04:46.000]  可以影響這個地方
[00:04:46.000 --> 00:04:49.400]  將光帶進黑暗裡面
[00:04:49.400 --> 00:04:51.200]  這正是聖經所提及的
[00:04:51.200 --> 00:04:53.600]  「你們行事為人
[00:04:53.600 --> 00:04:57.200]  要像光明的兒女」
[00:04:57.200 --> 00:05:00.000]  然後你跳一跳到下面的經文
[00:05:00.000 --> 00:05:02.000]  你看看第八節
[00:05:02.000 --> 00:05:06.800]  對不起 下面第十五節
[00:05:06.800 --> 00:05:08.400]  十五節有這樣說
[00:05:08.400 --> 00:05:13.400]  「所以你們行事為人要謹慎」
[00:05:13.400 --> 00:05:16.600]  這裡所說的謹慎不是一個很被動的做法
[00:05:16.600 --> 00:05:18.800]  哪些要小心不要做
[00:05:18.800 --> 00:05:21.400]  而是主動地去留心
[00:05:21.400 --> 00:05:23.800]  哪些是屬於光明的事
[00:05:23.800 --> 00:05:25.600]  就去行出來
[00:05:25.600 --> 00:05:28.400]  這就是聖經所說的謹慎的意思
[00:05:28.400 --> 00:05:32.400]  主動地去找出一些光明的事情
[00:05:32.400 --> 00:05:34.400]  然後行在當中
[00:05:34.400 --> 00:05:39.600]  然後你去看下面第十六節
[00:05:39.600 --> 00:05:44.400]  「要把握時機 因為這時代邪惡」
