
[00:00:00.000 --> 00:00:04.000]  佛神我們向祢舉目
[00:00:04.000 --> 00:00:08.000]  我們在祢的面前等候
[00:00:08.000 --> 00:00:10.000]  等候祢藉著真理的靈
[00:00:10.000 --> 00:00:12.000]  向我們說話
[00:00:12.000 --> 00:00:14.000]  我們等候祢藉著聖靈
[00:00:14.000 --> 00:00:17.000]  帶領我們進入真理
[00:00:17.000 --> 00:00:20.000]  天父我們謝謝祢
[00:00:20.000 --> 00:00:24.000]  將救恩賜給我們在記錄裡
[00:00:24.000 --> 00:00:27.000]  謝謝祢把聖經賜給我們
[00:00:27.000 --> 00:00:31.000]  將真理在其中
[00:00:31.000 --> 00:00:37.000]  我們謝謝祢把能力的靈賜給我們
[00:00:37.000 --> 00:00:39.000]  在這一切之中
[00:00:39.000 --> 00:00:42.000]  我們看見祢完美的計畫
[00:00:42.000 --> 00:00:46.000]  我們看見祢超然的智慧
[00:00:46.000 --> 00:00:49.000]  我們在祢的面前仰望
[00:00:49.000 --> 00:00:51.000]  等候
[00:00:51.000 --> 00:00:54.000]  也用信心來領受
[00:00:54.000 --> 00:00:57.000]  天父向我們講話
[00:00:57.000 --> 00:01:01.000]  讓我們在祢的話語中看見亮光
[00:01:01.000 --> 00:01:03.000]  受到感動
[00:01:03.000 --> 00:01:05.000]  得到指引
[00:01:05.000 --> 00:01:08.000]  讓我們看見祢的道路
[00:01:08.000 --> 00:01:11.000]  所以說今天晚上
[00:01:11.000 --> 00:01:13.000]  接著我們要看的聖經
[00:01:13.000 --> 00:01:16.000]  是我們每一個人得到的幫助
[00:01:16.000 --> 00:01:19.000]  奉主耶穌基督的名禱告
[00:01:19.000 --> 00:01:21.000]  阿們
[00:01:21.000 --> 00:01:24.000]  各位弟兄姊妹
[00:01:24.000 --> 00:01:26.000]  各位弟兄姊妹
[00:01:26.000 --> 00:01:33.000]  昨天晚上我們看見聖靈的工作
[00:01:33.000 --> 00:01:41.000]  我們從聖靈得到豐盛的生命之和
[00:01:41.000 --> 00:01:48.000]  這個豐盛的生命使我們自己得到滿足
[00:01:48.000 --> 00:01:55.000]  然後讓豐盛的生命從我們流出去
[00:01:55.000 --> 00:02:00.000]  和別人一同的蒙恩
[00:02:00.000 --> 00:02:04.000]  成為賜福的器皿
[00:02:04.000 --> 00:02:12.000]  這是聖靈在我們的生命中非常重要的工作
[00:02:12.000 --> 00:02:15.000]  我們是一個封閉的器皿
[00:02:15.000 --> 00:02:21.000]  還是一個流通的器皿
[00:02:21.000 --> 00:02:29.000]  這是聖靈向我們每一個人發出的挑戰
[00:02:29.000 --> 00:02:36.000]  聖靈幫助我們看見自己的真相
[00:02:36.000 --> 00:02:41.000]  有沒有神的恩典從我流出去
[00:02:41.000 --> 00:02:46.000]  有沒有神的愛從我流出去
[00:02:46.000 --> 00:02:51.000]  有沒有生命的表現流出去
[00:02:51.000 --> 00:02:56.000]  這是我們願意自我省察
[00:02:56.000 --> 00:02:59.000]  聖靈光照
[00:02:59.000 --> 00:03:03.000]  讓我們看見自己的情況
[00:03:03.000 --> 00:03:07.000]  讓我們生出渴慕的心
[00:03:07.000 --> 00:03:13.000]  我們嚮往神的大能的作為
[00:03:13.000 --> 00:03:17.000]  讓聖靈從我們身上開始工作
[00:03:17.000 --> 00:03:22.000]  也完成工作
[00:03:22.000 --> 00:03:23.000]  我再說
[00:03:23.000 --> 00:03:34.000]  我們渴慕的就是成為神手中的賜福器皿
[00:03:34.000 --> 00:03:43.000]  今天晚上我們要一同看聖靈另外一方面的工作
[00:03:43.000 --> 00:03:47.000]  也是在《以西傑書》裏面
[00:03:47.000 --> 00:03:51.000]  當我們看《以西傑書》的時候
[00:03:51.000 --> 00:03:54.000]  我們發現有一句話
[00:03:54.000 --> 00:03:57.000]  出現了七次
[00:03:57.000 --> 00:04:03.000]  就是聖靈將我舉起
[00:04:03.000 --> 00:04:09.000]  這是聖靈的舉起之功
[00:04:09.000 --> 00:04:13.000]  使我們超越了自己
[00:04:13.000 --> 00:04:16.000]  沒有一個人能超越自己
[00:04:16.000 --> 00:04:22.000]  但是聖靈在我們身上做功
[00:04:22.000 --> 00:04:24.000]  在《以西傑書》裏面
[00:04:24.000 --> 00:04:32.000]  用耶和華的手來形容聖靈
[00:04:32.000 --> 00:04:36.000]  聖靈的手抓住我們
[00:04:36.000 --> 00:04:39.000]  然後把我們舉起來
[00:04:39.000 --> 00:04:44.000]  七次在《以西傑書》裏面這樣說
[00:04:44.000 --> 00:04:48.000]  聖靈將我舉起
[00:04:48.000 --> 00:04:50.000]  七次在《以西傑書》裏面說
[00:04:50.000 --> 00:04:52.000]  聖靈將我們舉起
[00:04:52.000 --> 00:04:56.000]  我們簡單地看幾個例子
[00:04:56.000 --> 00:05:03.000]  二章第二節
[00:05:03.000 --> 00:05:05.000]  祂對我說話的時候
[00:05:05.000 --> 00:05:08.000]  靈就進入我裏面
[00:05:08.000 --> 00:05:10.000]  使我站起來
[00:05:10.000 --> 00:05:12.000]  祂對我說話的時候
[00:05:12.000 --> 00:05:13.000]  靈就進入我裏面
[00:05:13.000 --> 00:05:15.000]  使我站起來
[00:05:15.000 --> 00:05:18.000]  再看第三章第十二節
[00:05:18.000 --> 00:05:20.000]  再看三章十二節
[00:05:20.000 --> 00:05:25.000]  那時靈將我舉起
[00:05:25.000 --> 00:05:26.000]  十四節
[00:05:26.000 --> 00:05:31.000]  於是靈將我舉起
[00:05:31.000 --> 00:05:37.000]  再看第四十三章
[00:05:37.000 --> 00:05:39.000]  第五節
[00:05:39.000 --> 00:05:41.000]  四十三章第五節
[00:05:41.000 --> 00:05:43.000]  靈將我舉起
[00:05:43.000 --> 00:05:45.000]  帶入內院
[00:05:45.000 --> 00:05:47.000]  聖殿的內院
[00:05:47.000 --> 00:05:49.000]  靈將我舉起
[00:05:49.000 --> 00:05:50.000]  帶入內院
[00:05:50.000 --> 00:05:51.000]  是聖殿的內院
[00:05:51.000 --> 00:05:58.000]  看見夜華的榮光充滿其中
[00:05:58.000 --> 00:06:00.000]  在那裏聽見聲音
[00:06:00.000 --> 00:06:06.000]  認識了聖殿的意義
[00:06:06.000 --> 00:06:08.000]  弟兄姊妹們
[00:06:08.000 --> 00:06:11.000]  今天我們需要聖靈的手
[00:06:11.000 --> 00:06:12.000]  抓住我們
[00:06:12.000 --> 00:06:17.000]  幫我們舉起來
[00:06:17.000 --> 00:06:20.000]  讓我們超越自己
[00:06:20.000 --> 00:06:23.000]  使我們超越了自己
[00:06:23.000 --> 00:06:26.000]  聖靈能夠把你我
[00:06:26.000 --> 00:06:29.000]  從原來的那個水準舉起來
[00:06:29.000 --> 00:06:31.000]  聖靈能夠將你我
[00:06:31.000 --> 00:06:33.000]  從原來的水準舉起來
[00:06:33.000 --> 00:06:36.000]  今天晚上我們要特別
[00:06:36.000 --> 00:06:37.000]  將注意力
[00:06:37.000 --> 00:06:43.000]  集中在聖靈舉起的一個重點上
[00:06:43.000 --> 00:06:44.000]  今天晚上我們集中
[00:06:44.000 --> 00:06:48.000]  來看聖靈舉起的一個重點上
[00:06:48.000 --> 00:06:55.000]  請翻到第37章
[00:06:55.000 --> 00:06:58.000]  第一節
[00:06:58.000 --> 00:07:04.000]  夜華的靈降在我身上
[00:07:04.000 --> 00:07:10.000]  夜華藉祂的靈帶我出去
[00:07:10.000 --> 00:07:17.000]  有一個意象展示在眼前
[00:07:17.000 --> 00:07:21.000]  從當時的現實的處境
[00:07:21.000 --> 00:07:25.000]  就是以色列人被奴
[00:07:25.000 --> 00:07:29.000]  在被奴之地為奴
[00:07:29.000 --> 00:07:31.000]  現在神的靈
[00:07:31.000 --> 00:07:36.000]  先知以色列被舉起來
[00:07:36.000 --> 00:07:40.000]  帶祂離開原來的地方
[00:07:40.000 --> 00:07:42.000]  到了高處
[00:07:42.000 --> 00:07:45.000]  在那裏看見一個意象
[00:07:45.000 --> 00:07:47.000]  什麼意象呢
[00:07:47.000 --> 00:07:52.000]  神要拯救贖祂的人
[00:07:52.000 --> 00:07:54.000]  祂就在這個意象中
[00:07:54.000 --> 00:07:55.000]  看見什麼呢
[00:07:55.000 --> 00:07:56.000]  在這個意象中
[00:07:56.000 --> 00:07:57.000]  祂看見什麼呢
[00:07:57.000 --> 00:08:02.000]  一個相對的兩種情況
[00:08:02.000 --> 00:08:04.000]  一方面
[00:08:04.000 --> 00:08:06.000]  祂在一個平原上
[00:08:06.000 --> 00:08:10.000]  看見滿了死人的骸骨
[00:08:10.000 --> 00:08:11.000]  一方面在一個平原上
[00:08:11.000 --> 00:08:13.000]  看見滿了死人的骸骨
[00:08:13.000 --> 00:08:17.000]  那些死人的骸骨乾透了
[00:08:17.000 --> 00:08:19.000]  那些死人的骸骨乾透了
[00:08:19.000 --> 00:08:20.000]  在這個時候
[00:08:20.000 --> 00:08:23.000]  神接著聖靈問祂說
[00:08:23.000 --> 00:08:24.000]  在這個時候
[00:08:24.000 --> 00:08:25.000]  神接著聖靈問祂說
[00:08:25.000 --> 00:08:26.000]  人子啊
[00:08:26.000 --> 00:08:27.000]  人子啊
[00:08:27.000 --> 00:08:31.000]  這些骸骨能夠復活嗎
[00:08:31.000 --> 00:08:33.000]  這些骸骨能夠復活嗎
[00:08:33.000 --> 00:08:35.000]  已經死透了乾透了
[00:08:35.000 --> 00:08:37.000]  還能再醒起來嗎
[00:08:37.000 --> 00:08:39.000]  已經死透了乾透了
[00:08:39.000 --> 00:08:41.000]  還能夠醒起來嗎
[00:08:41.000 --> 00:08:43.000]  伊西傑回答得很好
[00:08:43.000 --> 00:08:44.000]  伊西傑回答得很好
[00:08:44.000 --> 00:08:45.000]  主啊
[00:08:45.000 --> 00:08:46.000]  祢知道
[00:08:46.000 --> 00:08:47.000]  主啊
