
[00:00:00.000 --> 00:00:06.000]  請大家再翻回我們讀過的經文羅馬書第六章
[00:00:06.000 --> 00:00:10.700]  (唸經)
[00:00:10.700 --> 00:00:15.500]  第一節到第十四節
[00:00:15.500 --> 00:00:19.100]  這段經文的主題就是
[00:00:19.100 --> 00:00:25.600]  與主同死同活
[00:00:25.600 --> 00:00:32.400]  這也是今天我們要領受訊息的題目
[00:00:32.400 --> 00:00:38.600]  在這段經文裏面有三個字眼
[00:00:38.600 --> 00:00:47.600]  可以說是與主同死同復活的要詞
[00:00:47.600 --> 00:00:53.600]  第一個字眼就是知道兩個字
[00:00:53.600 --> 00:00:57.600]  在這段經文裏面三次提到兩個字
[00:00:57.600 --> 00:01:05.600]  第一次提到是在第三節
[00:01:05.600 --> 00:01:07.600]  第一次提到就是在第三節
[00:01:07.600 --> 00:01:13.200]  用一個問題的方式出現
[00:01:13.200 --> 00:01:18.400]  是頭三個字:豈不知
[00:01:18.400 --> 00:01:25.000]  下面就講到與主同死同活
[00:01:25.000 --> 00:01:31.200]  豈不知這個問題的意思就是說
[00:01:31.200 --> 00:01:38.800]  應該知道,但是好像不知道
[00:01:38.800 --> 00:01:44.600]  有的時候我們是在這樣的狀態之中
[00:01:44.600 --> 00:01:51.600]  有不少的基督徒是在這樣的情況之中
[00:01:51.600 --> 00:01:55.200]  似乎知道,卻沒有知道
[00:01:55.200 --> 00:01:58.600]  好像已經知道了,不過其實就是不知道
[00:01:58.600 --> 00:02:02.800]  頭腦知道,但是表現上好像不知道
[00:02:02.800 --> 00:02:06.800]  頭腦是知道,不過表現上又好像不知道
[00:02:06.800 --> 00:02:11.400]  所以保羅這樣提醒我們,知道嗎?真的知道嗎?
[00:02:11.400 --> 00:02:16.000]  所以保羅提醒我們,知道嗎?真的知道嗎?
[00:02:16.000 --> 00:02:20.600]  第二次是在第六節
[00:02:20.600 --> 00:02:26.400]  這個時候用確定的話來講
[00:02:26.400 --> 00:02:30.200]  因為知道
[00:02:30.200 --> 00:02:32.600]  知道什麼呢?
[00:02:32.600 --> 00:02:39.000]  我們與主同死同活
[00:02:39.000 --> 00:02:45.400]  第九節第三次提到知道
[00:02:45.400 --> 00:02:50.800]  知道基督為我們墜死了
[00:02:50.800 --> 00:02:55.000]  又為我們復活了
[00:02:55.000 --> 00:03:02.000]  確實知道主這樣的經歷
[00:03:02.000 --> 00:03:08.400]  這兩個字知道是非常重要
[00:03:08.400 --> 00:03:12.400]  我們真正願意很明確地知道真知道
[00:03:12.400 --> 00:03:17.200]  我們真正想要很明確地知道是真知道
[00:03:17.200 --> 00:03:21.400]  第二個字眼是一個字來的
[00:03:21.400 --> 00:03:28.000]  信,我們看第八節
[00:03:28.000 --> 00:03:32.800]  我們若是與基督同死,就信必與他同活
[00:03:32.800 --> 00:03:38.400]  我們的知道現在帶進信心的範圍裏面來了
[00:03:38.400 --> 00:03:42.200]  我們的知道現在帶入信心的範圍裏面了
[00:03:42.200 --> 00:03:47.200]  神的工作常常是藉著信心
[00:03:47.200 --> 00:03:52.400]  聖靈是透過我們的信心
[00:03:52.400 --> 00:03:56.000]  在我們的生命生活中運行工作
[00:03:56.000 --> 00:04:02.600]  信是什麼?
[00:04:02.600 --> 00:04:03.400]  信是什麼?
[00:04:03.400 --> 00:04:09.400]  就是我們與神的接觸點
[00:04:09.400 --> 00:04:16.600]  就是我們與神的際遇點
[00:04:16.600 --> 00:04:19.800]  我們和神有一個Living Encounter
[00:04:19.800 --> 00:04:28.000]  我們和神這樣的面對面
[00:04:28.000 --> 00:04:34.600]  現在我們把我們所知道的帶進信的領域裏面來
[00:04:34.600 --> 00:04:41.800]  我們現在將我們所知道的帶入信的領域裏面
[00:04:41.800 --> 00:04:44.000]  謝謝
[00:04:44.000 --> 00:04:48.800]  我再說了,但用一天的範圍裏面
[00:04:48.800 --> 00:04:52.600]  帶入這樣的範圍裏面
[00:04:52.600 --> 00:04:54.400]  那麼第三個字眼
[00:04:54.400 --> 00:04:56.200]  第三個字眼呢?
[00:04:56.200 --> 00:04:57.400]  一個字
[00:04:57.400 --> 00:04:58.400]  是一個字來的
[00:04:58.400 --> 00:05:05.400]  就是第十一節我們的經句裏面的一個字
[00:05:05.400 --> 00:05:06.200]  看
[00:05:06.200 --> 00:05:08.200]  就是看字
[00:05:08.200 --> 00:05:11.200]  我們向罪看自己是死的
[00:05:11.200 --> 00:05:13.800]  我們向罪看自己是死的
[00:05:13.800 --> 00:05:16.400]  我們向神看自己是活的
[00:05:16.400 --> 00:05:19.000]  我們向神看自己是活的
[00:05:19.000 --> 00:05:23.200]  這個看就是我們的新的立場
[00:05:23.200 --> 00:05:25.800]  這個看是我們一個新的立場
[00:05:25.800 --> 00:05:28.000]  這是我們新的概念
[00:05:28.000 --> 00:05:29.600]  是我們新的看面
[00:05:29.600 --> 00:05:32.400]  這是我們新的觀點與角度
[00:05:32.400 --> 00:05:35.000]  是我們新的觀點與角度
[00:05:35.000 --> 00:05:38.800]  我們站穩這個立場
[00:05:38.800 --> 00:05:42.800]  我們把它當作事實
[00:05:42.800 --> 00:05:48.400]  向罪我看自己是死的
[00:05:48.400 --> 00:05:52.400]  我當自己是死的
[00:05:52.400 --> 00:05:57.800]  站穩向罪死這個立場
[00:05:57.800 --> 00:06:01.400]  一個死人沒有作用
[00:06:01.400 --> 00:06:04.000]  我們向罪不再起作用
[00:06:04.000 --> 00:06:05.800]  它也對我們沒有作用
[00:06:05.800 --> 00:06:07.600]  我們向罪是不起作用
[00:06:07.600 --> 00:06:09.400]  罪對我們也起不了作用
[00:06:09.400 --> 00:06:11.400]  這是一個事實嗎?
[00:06:11.400 --> 00:06:14.600]  不是事實
[00:06:14.600 --> 00:06:19.200]  但是我們要它成為事實
[00:06:19.200 --> 00:06:23.800]  要它成為事實的開始
[00:06:23.800 --> 00:06:25.600]  就是要知道
[00:06:25.600 --> 00:06:27.100]  信
[00:06:27.100 --> 00:06:30.000]  站穩立場
[00:06:30.000 --> 00:06:31.600]  然後
[00:06:31.600 --> 00:06:37.600]  它就一步一步成為事實
[00:06:37.600 --> 00:06:40.800]  所有真的向罪死的人
[00:06:40.800 --> 00:06:47.800]  都是經過這樣的過程
[00:06:47.800 --> 00:06:52.400]  我們向神看自己是活的
[00:06:52.400 --> 00:06:54.400]  活生生的
[00:06:54.400 --> 00:06:56.600]  活潑潑的
[00:06:56.600 --> 00:07:00.800]  身體力行的
[00:07:00.800 --> 00:07:09.000]  對我們成為非常真實寶貴的一件事
[00:07:09.000 --> 00:07:10.200]  好
[00:07:10.200 --> 00:07:13.200]  我們向自己死
[00:07:13.200 --> 00:07:18.200]  我們向自己死
[00:07:18.200 --> 00:07:22.200]  意思就是說我們超越了自我中心
[00:07:22.200 --> 00:07:23.400]  我們向自己死
[00:07:23.400 --> 00:07:26.000]  就是說我們超越了自我中心
[00:07:26.000 --> 00:07:28.400]  我們向罪死
[00:07:28.400 --> 00:07:32.200]  我們超越了罪的詮釋
[00:07:32.200 --> 00:07:34.600]  我們向神活
[00:07:34.600 --> 00:07:38.800]  那就是讓基督的人生的樣式
[00:07:38.800 --> 00:07:46.400]  重現在我們基督徒身上
[00:07:46.400 --> 00:07:51.000]  這是基督徒的道路
