
[00:00:00.000 --> 00:00:04.000]  在此給我們一次機會
[00:00:04.000 --> 00:00:07.000]  聚集在他的師恩臺前
[00:00:07.000 --> 00:00:10.000]  一同領受他的話語
[00:00:10.000 --> 00:00:12.000]  作為我們的靈糧
[00:00:12.000 --> 00:00:17.000]  作為我們生命長進的指導
[00:00:17.000 --> 00:00:19.000]  我深深感覺
[00:00:19.000 --> 00:00:22.000]  在這次的夏令會裡面
[00:00:22.000 --> 00:00:24.000]  或者說進修會
[00:00:24.000 --> 00:00:26.000]  或者說退修會裡面
[00:00:26.000 --> 00:00:29.000]  我們需要禱告
[00:00:29.000 --> 00:00:37.000]  我們不曉得來參加這個聚會的弟兄姊妹們的心情是如何
[00:00:37.000 --> 00:00:40.000]  目的是如何
[00:00:40.000 --> 00:00:42.000]  現在到會的
[00:00:42.000 --> 00:00:49.000]  不過是報名的三分之一
[00:00:49.000 --> 00:00:52.000]  我們從現在復會的情形來推想
[00:00:52.000 --> 00:00:56.000]  很可能有一部分的弟兄姊妹
[00:00:56.000 --> 00:00:58.000]  他們來的目的
[00:00:58.000 --> 00:01:00.000]  不一定是追求
[00:01:00.000 --> 00:01:03.000]  不一定是科目做的話
[00:01:03.000 --> 00:01:07.000]  可能有其他的因素在裡面
[00:01:07.000 --> 00:01:10.000]  所以我們要多多的禱告
[00:01:10.000 --> 00:01:17.000]  要求主使所有報名參加這次聚會的弟兄姊妹們
[00:01:17.000 --> 00:01:21.000]  都從聖靈受感動
[00:01:21.000 --> 00:01:24.000]  都能夠有科目的心
[00:01:24.000 --> 00:01:28.000]  用謙卑的態度來領受主的話
[00:01:28.000 --> 00:01:31.000]  當然有不少的弟兄姊妹
[00:01:31.000 --> 00:01:34.000]  因為放工以後才能來
[00:01:34.000 --> 00:01:35.000]  他們到的遲
[00:01:35.000 --> 00:01:37.000]  還要經過報名的手續
[00:01:37.000 --> 00:01:42.000]  還要安置定住的地方
[00:01:42.000 --> 00:01:43.000]  有的帶了小孩子
[00:01:43.000 --> 00:01:45.000]  也要將他們照顧好
[00:01:45.000 --> 00:01:47.000]  有許多的因素
[00:01:47.000 --> 00:01:51.000]  使他們還沒有來參加這個聚會
[00:01:51.000 --> 00:01:53.000]  但是無論如何
[00:01:53.000 --> 00:01:58.000]  我們是需要多多的偉大會禱告
[00:01:58.000 --> 00:02:03.000]  求主使我們有一個禱告的退休會
[00:02:03.000 --> 00:02:09.000]  一個通心仰望等候領受的退休會
[00:02:09.000 --> 00:02:12.000]  兄弟說要傳講的信息的主題
[00:02:12.000 --> 00:02:17.000]  是從聖經歷史中的十大關鍵
[00:02:17.000 --> 00:02:21.000]  看信徒屬靈生命的經歷
[00:02:21.000 --> 00:02:24.000]  在聖經所記載的歷史裡面
[00:02:24.000 --> 00:02:28.000]  至少有十個關鍵
[00:02:28.000 --> 00:02:31.000]  這些關鍵意義重大
[00:02:31.000 --> 00:02:35.000]  對於當時大有影響
[00:02:35.000 --> 00:02:39.000]  對於將來也大有影響
[00:02:39.000 --> 00:02:41.000]  所以我們把它叫做關鍵
[00:02:41.000 --> 00:02:44.000]  或者說關頭
[00:02:44.000 --> 00:02:49.000]  我們從聖經歷史的這些關鍵
[00:02:49.000 --> 00:02:52.000]  來聯想到我們屬祖的人
[00:02:52.000 --> 00:02:56.000]  個人生命裡面的需要
[00:02:56.000 --> 00:02:58.000]  這些關鍵
[00:02:58.000 --> 00:03:02.000]  也是我們個人的屬靈經歷的關鍵
[00:03:02.000 --> 00:03:08.000]  每一個關鍵都需要神特別的恩典
[00:03:08.000 --> 00:03:09.000]  我再說
[00:03:09.000 --> 00:03:14.000]  每一個關鍵都需要神特別的恩典
[00:03:14.000 --> 00:03:19.000]  然後我們才能夠在關鍵裡面
[00:03:19.000 --> 00:03:23.000]  使危機變成轉機
[00:03:23.000 --> 00:03:25.000]  蒙新的恩典
[00:03:25.000 --> 00:03:27.000]  有新的長進
[00:03:27.000 --> 00:03:29.000]  有新的得著
[00:03:29.000 --> 00:03:33.000]  更加符合父神的心意
[00:03:33.000 --> 00:03:36.000]  讓我們更能夠被祂使用
[00:03:36.000 --> 00:03:40.000]  每一次面對關鍵的時候
[00:03:40.000 --> 00:03:45.000]  我們是否認識神的旨意
[00:03:45.000 --> 00:03:51.000]  我們是否了解我們的腳步應該採取的道路
[00:03:51.000 --> 00:03:55.000]  這件事關係重大
[00:03:55.000 --> 00:03:59.000]  所以我們用五次的聚會的時間
[00:03:59.000 --> 00:04:02.000]  來講這十大關鍵
[00:04:02.000 --> 00:04:06.000]  今天晚上我們只看第一個關鍵
[00:04:06.000 --> 00:04:10.000]  賜福契民的關鍵
[00:04:10.000 --> 00:04:12.000]  神檢選亞伯拉罕
[00:04:12.000 --> 00:04:16.000]  要他做賜福的契民
[00:04:16.000 --> 00:04:20.000]  亞伯拉罕肯不肯接受神的護照
[00:04:20.000 --> 00:04:24.000]  這件事不但與他自己有重大的關係
[00:04:24.000 --> 00:04:28.000]  也與父神整個的救恩的計畫
[00:04:28.000 --> 00:04:30.000]  有密切的關係
[00:04:30.000 --> 00:04:34.000]  因為父神檢選亞伯拉罕的時候
[00:04:34.000 --> 00:04:37.000]  不但檢選他自己
[00:04:37.000 --> 00:04:39.000]  而且在亞伯拉罕裡面
[00:04:39.000 --> 00:04:41.000]  檢選了以色列人
[00:04:41.000 --> 00:04:44.000]  就是他的入身的後裔
[00:04:44.000 --> 00:04:46.000]  也在亞伯拉罕裡面
[00:04:46.000 --> 00:04:48.000]  檢選了信徒
[00:04:48.000 --> 00:04:52.000]  就是他的屬靈的子孫
[00:04:52.000 --> 00:04:59.000]  更加我們看見耶穌基督是從亞伯拉罕生出來的
[00:04:59.000 --> 00:05:02.000]  在耶穌基督的身上
[00:05:02.000 --> 00:05:05.000]  神找到了最大的
[00:05:05.000 --> 00:05:08.000]  最重要的賜福的契民
[00:05:08.000 --> 00:05:11.000]  所以神對亞伯拉罕的護照
[00:05:11.000 --> 00:05:14.000]  是一個代表性的護照
[00:05:14.000 --> 00:05:18.000]  亞伯拉罕代表以色列人
[00:05:18.000 --> 00:05:20.000]  代表信徒
[00:05:20.000 --> 00:05:22.000]  他也是主耶穌基督
[00:05:22.000 --> 00:05:27.000]  在這個意義上的一個重要的預表
[00:05:27.000 --> 00:05:34.000]  所以今天晚上我們要按照各位手中有的獎義的大綱
[00:05:34.000 --> 00:05:36.000]  我們來一同領受
[00:05:36.000 --> 00:05:40.000]  在領受之前請大家低頭禱告
[00:05:40.000 --> 00:05:45.000]  父神我們奉主耶穌基督寶貴的名
[00:05:45.000 --> 00:05:48.000]  進到你的施恩臺前
[00:05:48.000 --> 00:05:50.000]  我們願意用科目的心
[00:05:50.000 --> 00:05:52.000]  預備好的靈
[00:05:52.000 --> 00:05:54.000]  來接受你的話語
[00:05:54.000 --> 00:05:59.000]  求主除去我們內心一切的攔阻
[00:05:59.000 --> 00:06:03.000]  我們知道撒旦想用盡辦法
[00:06:03.000 --> 00:06:06.000]  使我們的心塞住
[00:06:06.000 --> 00:06:09.000]  聽不進去你的話語
[00:06:09.000 --> 00:06:13.000]  我們懇求你與我們同在
[00:06:13.000 --> 00:06:15.000]  與每一次的聚會同在
[00:06:15.000 --> 00:06:18.000]  與每一種的聚會同在
[00:06:18.000 --> 00:06:22.000]  你不讓那惡者有任何的驕傲
[00:06:22.000 --> 00:06:25.000]  你除去我們心裡一切的攔阻
[00:06:25.000 --> 00:06:28.000]  讓我們完全的靜下來
[00:06:28.000 --> 00:06:31.000]  把我們的心靈持怒敞開
[00:06:31.000 --> 00:06:33.000]  在你的施恩臺前
[00:06:33.000 --> 00:06:35.000]  求主光照我們
[00:06:35.000 --> 00:06:38.000]  求聖靈親自的教導我們
[00:06:38.000 --> 00:06:43.000]  祝你的孩子把自己無依無靠的交託在你的恩授中
[00:06:43.000 --> 00:06:45.000]  求你憐憫
[00:06:45.000 --> 00:06:49.000]  我們單單仰望你自己
[00:06:49.000 --> 00:06:51.000]  施恩的是你
[00:06:51.000 --> 00:06:55.000]  求你在我們中間行走
[00:06:55.000 --> 00:06:58.000]  請刺下你的話語的時候
[00:06:58.000 --> 00:07:03.000]  藉助聖靈的工作進到我們每一個人的內心的深處
[00:07:03.000 --> 00:07:06.000]  供應我們殊靈的需要
[00:07:06.000 --> 00:07:09.000]  所以我求你摸到我們的心
[00:07:09.000 --> 00:07:12.000]  求你讓我們眼睛睜開
[00:07:12.000 --> 00:07:16.000]  看見你如何的看見我們
[00:07:16.000 --> 00:07:18.000]  用你的眼光來看
[00:07:18.000 --> 00:07:20.000]  來想
[00:07:20.000 --> 00:07:23.000]  求主是我們今天第一次的聚會
[00:07:23.000 --> 00:07:25.000]  等你自己的報受
[00:07:25.000 --> 00:07:28.000]  我們同心合力仰望交託
[00:07:28.000 --> 00:07:31.000]  是奉主耶穌基督的聖名
[00:07:31.000 --> 00:07:33.000]  阿們
[00:07:33.000 --> 00:07:35.000]  我們首先注意
[00:07:35.000 --> 00:07:39.000]  亞伯拉罕所蒙的雙重的恩照
[00:07:39.000 --> 00:07:44.000]  記載在《創世紀》十二章第三節裡面
[00:07:44.000 --> 00:07:51.000]  請大家翻到《創世紀》第十二章第三節
[00:07:51.000 --> 00:07:55.000]  我們將三節讀讀
[00:07:55.000 --> 00:07:57.000]  第一到第三
[00:07:57.000 --> 00:07:59.000]  耶和華對亞伯拉罕說
[00:07:59.000 --> 00:08:01.000]  你要離開本地
[00:08:01.000 --> 00:08:02.000]  本族
[00:08:02.000 --> 00:08:03.000]  富家
[00:08:03.000 --> 00:08:06.000]  王我說要指示你的地區
[00:08:06.000 --> 00:08:08.000]  我必叫你成為大國
[00:08:08.000 --> 00:08:10.000]  我必賜福給你
[00:08:10.000 --> 00:08:12.000]  叫你的名偉大
[00:08:12.000 --> 00:08:14.000]  你也要叫別人得福
[00:08:14.000 --> 00:08:16.000]  為你祝福的
[00:08:16.000 --> 00:08:18.000]  我必賜福於他
[00:08:18.000 --> 00:08:19.000]  那咒诅你的
[00:08:19.000 --> 00:08:20.000]  我必咒诅他
[00:08:20.000 --> 00:08:22.000]  地上的萬族
[00:08:22.000 --> 00:08:25.000]  都要因你的福
[00:08:25.000 --> 00:08:27.000]  在這裡我們看見
[00:08:27.000 --> 00:08:30.000]  神對亞伯拉罕說
[00:08:30.000 --> 00:08:32.000]  我必賜福給你
[00:08:32.000 --> 00:08:36.000]  你也要叫別人得福
[00:08:36.000 --> 00:08:39.000]  這是一個雙重的護照
[00:08:39.000 --> 00:08:41.000]  敵同的護照
[00:08:41.000 --> 00:08:43.000]  是賜福的護照
[00:08:43.000 --> 00:08:47.000]  父神要賜福給亞伯拉罕自己
[00:08:47.000 --> 00:08:51.000]  這是一個寶貴的護照
[00:08:51.000 --> 00:08:55.000]  但是神的護照不停止在這裡
[00:08:55.000 --> 00:08:57.000]  還有下一半
[00:08:57.000 --> 00:09:01.000]  你也要叫別人蒙福
[00:09:01.000 --> 00:09:06.000]  神要亞伯拉罕做賜福的其名
[00:09:06.000 --> 00:09:09.000]  每一個像亞伯拉罕一樣蒙照的人
[00:09:09.000 --> 00:09:13.000]  都是蒙了這雙重的護照
[00:09:13.000 --> 00:09:15.000]  可惜有許多的人
[00:09:15.000 --> 00:09:18.000]  只注意了第一重的護照
[00:09:18.000 --> 00:09:21.000]  亞伯拉罕要賜福給我
[00:09:21.000 --> 00:09:27.000]  就忘記了忽略了第二重的護照
[00:09:27.000 --> 00:09:30.000]  就是要做賜福的其名
[00:09:30.000 --> 00:09:32.000]  每一個基督徒
[00:09:32.000 --> 00:09:37.000]  遲早都要面對第二重的護照
[00:09:37.000 --> 00:09:40.000]  做賜福的其名
[00:09:40.000 --> 00:09:44.000]  求神幫助我們在座的每一位弟兄姊妹
[00:09:44.000 --> 00:09:47.000]  不但要第一重的護照
[00:09:47.000 --> 00:09:53.000]  而且進一步接受神的第二重的護照
[00:09:53.000 --> 00:09:55.000]  清楚了解
[00:09:55.000 --> 00:09:59.000]  父神在自己身上的旨意和計畫
