
[00:00:00.000 --> 00:00:03.000]  當聖經提到沉睡的時候
[00:00:03.000 --> 00:00:06.000]  有一個很重要的訊息
[00:00:06.000 --> 00:00:09.000]  就像我們現在所講及的
[00:00:09.000 --> 00:00:13.000]  就是一邊行一邊睡
[00:00:13.000 --> 00:00:16.000]  在日間當行路的時候
[00:00:16.000 --> 00:00:19.000]  一邊行一邊睡
[00:00:19.000 --> 00:00:24.000]  這就是聖經裏面包含了一種沉睡的含義
[00:00:24.000 --> 00:00:27.000]  當然如果在實際生活上
[00:00:27.000 --> 00:00:30.000]  如果你能夠一邊行一邊睡
[00:00:30.000 --> 00:00:33.000]  你的技術也很高超
[00:00:33.000 --> 00:00:36.000]  我相信沒有誰可以這樣做
[00:00:36.000 --> 00:00:39.000]  但當然有些人能夠這樣做
[00:00:39.000 --> 00:00:41.000]  我們叫他們做什麼?
[00:00:41.000 --> 00:00:44.000]  做夢遊
[00:00:44.000 --> 00:00:46.000]  我真的認識一個親人
[00:00:46.000 --> 00:00:49.000]  他的家庭有一次去到一個地方旅行
[00:00:49.000 --> 00:00:52.000]  半夜的時候全部人都睡了
[00:00:52.000 --> 00:00:55.000]  突然間酒店的員工走來敲門
[00:00:55.000 --> 00:00:57.000]  帶了一個小童
[00:00:57.000 --> 00:00:59.000]  小童哥是不是你們?
[00:00:59.000 --> 00:01:02.000]  他說:是呀,女兒怎麼會走出去?
[00:01:02.000 --> 00:01:06.000]  原來小孩子半夜夢遊
[00:01:06.000 --> 00:01:09.000]  出了酒店周圍的地方
[00:01:09.000 --> 00:01:11.000]  一個人周圍走
[00:01:11.000 --> 00:01:13.000]  經過游泳池
[00:01:13.000 --> 00:01:15.000]  可能遇到陌生人
[00:01:15.000 --> 00:01:17.000]  最後被員工發現
[00:01:17.000 --> 00:01:20.000]  問及他:你哪裡來的?
[00:01:20.000 --> 00:01:21.000]  在哪間房?
[00:01:21.000 --> 00:01:23.000]  他才醒過來
[00:01:23.000 --> 00:01:26.000]  但他不知道自己住哪間房
[00:01:26.000 --> 00:01:28.000]  所以經過一輪查冊
[00:01:28.000 --> 00:01:31.000]  敲門之後才找到他的父母
[00:01:31.000 --> 00:01:34.000]  帶他進去
[00:01:34.000 --> 00:01:38.000]  如果一邊行一邊睡
[00:01:38.000 --> 00:01:41.000]  或者你覺得很有效率
[00:01:41.000 --> 00:01:43.000]  可以一邊工作一邊睡
[00:01:43.000 --> 00:01:45.000]  但另一方面你會很清楚知道
[00:01:45.000 --> 00:01:48.000]  這種情況是極其危險的情形
[00:01:48.000 --> 00:01:50.000]  隨時會遇到意外
[00:01:50.000 --> 00:01:54.000]  甚至有很多傷亡
[00:01:54.000 --> 00:01:56.000]  聖經講述一個情況
[00:01:56.000 --> 00:02:00.000]  人既然在白天生活
[00:02:00.000 --> 00:02:03.000]  就不應該沉睡
[00:02:03.000 --> 00:02:05.000]  亦意味著屬神的人
[00:02:05.000 --> 00:02:07.000]  既然屬於白日
[00:02:07.000 --> 00:02:09.000]  聖經稱為白日之子
[00:02:09.000 --> 00:02:11.000]  白晝之子
[00:02:11.000 --> 00:02:13.000]  就不應該沉睡
[00:02:13.000 --> 00:02:15.000]  所以在聖經第五章
[00:02:15.000 --> 00:02:17.000]  貼在前書
[00:02:17.000 --> 00:02:20.000]  正是勉勵我們要留心
[00:02:20.000 --> 00:02:23.000]  不要在白日來沉睡
[00:02:23.000 --> 00:02:27.000]  大家請先看聖經第五章第二節
[00:02:27.000 --> 00:02:31.000]  聖經說:因為你們自己清楚知道
[00:02:31.000 --> 00:02:33.000]  主的日子來到
[00:02:33.000 --> 00:02:37.000]  就像夜間的賊來到一樣
[00:02:37.000 --> 00:02:40.000]  貼前是每一章聖經都有提及
[00:02:40.000 --> 00:02:42.000]  主耶穌再來的事情
[00:02:42.000 --> 00:02:45.000]  在這裡去到第五章最後一章的時候
[00:02:45.000 --> 00:02:48.000]  聖經說:你們知道主的日子來到
[00:02:48.000 --> 00:02:53.000]  亦是主再來要施行審判的日子
[00:02:53.000 --> 00:02:56.000]  這個日子沒有人能夠避開
[00:02:56.000 --> 00:03:00.000]  聖經用兩個比喻來描述這種情況
[00:03:00.000 --> 00:03:01.000]  第一種情況是
[00:03:01.000 --> 00:03:06.000]  主的日子來到就像夜間的賊來到一樣
[00:03:06.000 --> 00:03:08.000]  夜間的賊來到
[00:03:08.000 --> 00:03:11.000]  是不會事先通知你的
[00:03:11.000 --> 00:03:13.000]  亦不會打電話給你
[00:03:13.000 --> 00:03:15.000]  今晚三點半鐘來
[00:03:15.000 --> 00:03:17.000]  時間合不合適
[00:03:17.000 --> 00:03:19.000]  不會跟你商量
[00:03:19.000 --> 00:03:22.000]  不會跟你預約
[00:03:22.000 --> 00:03:25.000]  是會在你完全意想不到
[00:03:25.000 --> 00:03:27.000]  沒有預料到的情況
[00:03:27.000 --> 00:03:31.000]  出其不意突然間會出現
[00:03:31.000 --> 00:03:34.000]  聖經描述主耶穌的再來
[00:03:34.000 --> 00:03:37.000]  是沒有人能夠預料何時
[00:03:37.000 --> 00:03:42.000]  是突然間出來出現的情況
[00:03:42.000 --> 00:03:43.000]  聖經又再說
[00:03:43.000 --> 00:03:44.000]  主耶穌再來的時候
[00:03:44.000 --> 00:03:49.000]  好像婦人懷胎生產的時候的情形
[00:03:49.000 --> 00:03:50.000]  第三節
[00:03:50.000 --> 00:03:53.000]  人正在說平安穩妥的時候
[00:03:53.000 --> 00:03:57.000]  毀滅性的災禍就突然臨到他們
[00:03:57.000 --> 00:04:02.000]  好像生產的痛苦臨到懷胎的婦人一樣
[00:04:02.000 --> 00:04:05.000]  他們絕不能逃脫
[00:04:05.000 --> 00:04:08.000]  一位女士要生產孩子的時候
[00:04:08.000 --> 00:04:11.000]  她沒錯大概預計到是何時
[00:04:11.000 --> 00:04:14.000]  但當胎兒要出生的時候
[00:04:14.000 --> 00:04:18.000]  她不可以說這個時候不太方便
[00:04:18.000 --> 00:04:21.000]  我正在享受一餐豐富的晚餐
[00:04:21.000 --> 00:04:24.000]  小孩請你遲些再來
[00:04:24.000 --> 00:04:28.000]  是不可以將事情推延的
[00:04:28.000 --> 00:04:32.000]  不可以去改變那個時刻
[00:04:32.000 --> 00:04:35.000]  她要去接受那個時刻
[00:04:35.000 --> 00:04:37.000]  是不可以逃避開的
[00:04:37.000 --> 00:04:39.000]  聖經就說到這種情況
[00:04:39.000 --> 00:04:41.000]  當主來到日子的時候
[00:04:41.000 --> 00:04:43.000]  既然我們不能夠逃避開
[00:04:43.000 --> 00:04:47.000]  亦不能夠作所謂的預備
[00:04:47.000 --> 00:04:52.000]  反而我們是常作準備
[00:04:52.000 --> 00:04:53.000]  沒有預料到是何時
[00:04:53.000 --> 00:04:55.000]  但常作準備
[00:04:55.000 --> 00:04:59.000]  就是一種真正的回應的態度
[00:04:59.000 --> 00:05:00.000]  正因為這樣的情況
[00:05:00.000 --> 00:05:01.000]  聖經就說沒錯
[00:05:01.000 --> 00:05:04.000]  我們要面對將來神的審判
[00:05:04.000 --> 00:05:06.000]  但這個時候我們作為神的子民
[00:05:06.000 --> 00:05:09.000]  要怎樣去作準備呢?
[00:05:09.000 --> 00:05:11.000]  因此第五節就再說
[00:05:11.000 --> 00:05:14.000]  祂說:你們都是光明之子
[00:05:14.000 --> 00:05:15.000]  白晝之子
[00:05:15.000 --> 00:05:17.000]  我們不是屬於黑夜的
[00:05:17.000 --> 00:05:20.000]  也不是屬於黑暗的
[00:05:20.000 --> 00:05:24.000]  是光明之子相對於黑暗
[00:05:24.000 --> 00:05:26.000]  黑暗亦都意味著
[00:05:26.000 --> 00:05:29.000]  是在罪惡的權勢之下
[00:05:29.000 --> 00:05:33.000]  在罪惡的綑綁的裏面
[00:05:33.000 --> 00:05:34.000]  但不是在黑暗當中
[00:05:34.000 --> 00:05:39.000]  亦都意味著是屬於光明的
[00:05:39.000 --> 00:05:44.000]  是屬於在光的因點裏面
[00:05:44.000 --> 00:05:46.000]  不是屬於黑夜的
[00:05:46.000 --> 00:05:48.000]  相對於白晝的
[00:05:48.000 --> 00:05:50.000]  我們既然是白晝之子
[00:05:50.000 --> 00:05:53.000]  就不屬於這個黑夜的世界
[00:05:53.000 --> 00:05:55.000]  一個沒有盼望的世界
[00:05:55.000 --> 00:05:57.000]  而是屬於有盼望的
[00:05:57.000 --> 00:06:00.000]  一個光明的世界
[00:06:00.000 --> 00:06:03.000]  當聖經提到我們是白晝之子
[00:06:03.000 --> 00:06:04.000]  是光明之子
[00:06:04.000 --> 00:06:06.000]  是說我們已經有的
[00:06:06.000 --> 00:06:09.000]  一種屬靈的生命狀況
[00:06:09.000 --> 00:06:11.000]  是上帝將我們從黑暗的權勢
[00:06:11.000 --> 00:06:15.000]  轉移到祂自己的愛子的角度
[00:06:15.000 --> 00:06:17.000]  亦都是光明的角度
[00:06:17.000 --> 00:06:20.000]  我們今日雖然仍然生活在這個世界上
[00:06:20.000 --> 00:06:26.000]  但我們生命已經在神的光明的角度裏面
[00:06:26.000 --> 00:06:29.000]  亦都聖經說我們是光明之子
[00:06:29.000 --> 00:06:31.000]  白晝之子
[00:06:31.000 --> 00:06:33.000]  既然是白晝之子
[00:06:33.000 --> 00:06:36.000]  聖經就接著說第六節
[00:06:36.000 --> 00:06:40.000]  所以我們不要沉睡像別人一樣
[00:06:40.000 --> 00:06:43.000]  總要警醒謹慎
[00:06:43.000 --> 00:06:44.000]  不要沉睡
[00:06:44.000 --> 00:06:45.000]  有些人會沉睡
[00:06:45.000 --> 00:06:47.000]  但你不需要沉睡
[00:06:47.000 --> 00:06:50.000]  因為你在白天裏
[00:06:50.000 --> 00:06:52.000]  這裏的沉睡亦都包含了一種
[00:06:52.000 --> 00:06:54.000]  很特別的講述道人
[00:06:54.000 --> 00:06:58.000]  那種在道德上的隨意而行
[00:06:58.000 --> 00:07:00.000]  任意而行
[00:07:00.000 --> 00:07:03.000]  沒有所謂是與非對與錯
