
[00:00:00.000 --> 00:00:02.000]  希望你們平安
[00:00:02.000 --> 00:00:04.000]  雖然來你們的次數不是很多
[00:00:04.000 --> 00:00:06.000]  但是還是非常快樂
[00:00:06.000 --> 00:00:08.000]  非常期待的
[00:00:08.000 --> 00:00:10.000]  很抱歉今天
[00:00:10.000 --> 00:00:12.000]  我待會
[00:00:12.000 --> 00:00:14.000]  講完到我就立刻要走了
[00:00:14.000 --> 00:00:16.000]  因爲我是下午三點半
[00:00:16.000 --> 00:00:18.000]  的飛機啊
[00:00:18.000 --> 00:00:20.000]  所以就要立刻趕去機場
[00:00:20.000 --> 00:00:22.000]  很抱歉不能跟你們
[00:00:22.000 --> 00:00:24.000]  留下來聊天
[00:00:24.000 --> 00:00:26.000]  不過希望我們以後
[00:00:26.000 --> 00:00:28.000]  還有很多很多的機會
[00:00:28.000 --> 00:00:30.000]  看着你們樹林的家
[00:00:30.000 --> 00:00:34.000]  今天我會
[00:00:34.000 --> 00:00:36.000]  用一幅所書
[00:00:36.000 --> 00:00:38.000]  來跟你們分享
[00:00:38.000 --> 00:00:40.000]  聖經怎麼樣看待
[00:00:40.000 --> 00:00:42.000]  婚姻與家庭
[00:00:42.000 --> 00:00:46.000]  今天
[00:00:46.000 --> 00:00:48.000]  我們面對的世界
[00:00:48.000 --> 00:00:50.000]  有非常嚴重的
[00:00:50.000 --> 00:00:52.000]  婚姻與家庭的危機
[00:00:52.000 --> 00:00:54.000]  最大的危機
[00:00:54.000 --> 00:00:56.000]  不是多元婚姻
[00:00:56.000 --> 00:00:58.000]  不是同性戀
[00:00:58.000 --> 00:01:00.000]  不是離婚的問題
[00:01:00.000 --> 00:01:02.000]  這些都是問題
[00:01:02.000 --> 00:01:04.000]  但是這不是最主要的問題
[00:01:04.000 --> 00:01:06.000]  今天我們教會
[00:01:06.000 --> 00:01:08.000]  而且是我們整個社會
[00:01:08.000 --> 00:01:10.000]  面對最嚴重的問題
[00:01:10.000 --> 00:01:12.000]  是
[00:01:12.000 --> 00:01:14.000]  好多人不願意
[00:01:14.000 --> 00:01:16.000]  結婚
[00:01:16.000 --> 00:01:18.000]  結了婚也不願意生孩子
[00:01:18.000 --> 00:01:20.000]  我想在中國
[00:01:20.000 --> 00:01:22.000]  的情況也差不多啊
[00:01:22.000 --> 00:01:24.000]  不然的話政府不會派錢啊
[00:01:24.000 --> 00:01:26.000]  派錢就是因爲
[00:01:26.000 --> 00:01:28.000]  人不願意生啊
[00:01:28.000 --> 00:01:30.000]  跟從前偷偷生幾個不一樣
[00:01:30.000 --> 00:01:32.000]  現在給錢都不願意生
[00:01:32.000 --> 00:01:34.000]  那現在我們面對的問題是
[00:01:34.000 --> 00:01:36.000]  你不能再假設
[00:01:36.000 --> 00:01:38.000]  一夫一妻
[00:01:38.000 --> 00:01:40.000]  有幾個孩子
[00:01:40.000 --> 00:01:42.000]  是一個正常的家庭
[00:01:42.000 --> 00:01:44.000]  可能在一個教會的團體裏面
[00:01:44.000 --> 00:01:46.000]  有三分之一以上的人
[00:01:46.000 --> 00:01:48.000]  不許這樣講
[00:01:48.000 --> 00:01:50.000]  我試過有一次在教會
[00:01:50.000 --> 00:01:52.000]  講婚姻的道
[00:01:52.000 --> 00:01:54.000]  臺下有一個姐妹就投訴
[00:01:54.000 --> 00:01:56.000]  你講這些
[00:01:56.000 --> 00:01:58.000]  東西跟我沒關係啊
[00:01:58.000 --> 00:02:00.000]  你是歧視我們單身的人啊
[00:02:00.000 --> 00:02:02.000]  所以我們現在面臨的問題是
[00:02:02.000 --> 00:02:04.000]  你不能再假設
[00:02:04.000 --> 00:02:06.000]  婚姻家庭
[00:02:06.000 --> 00:02:08.000]  是正常的
[00:02:08.000 --> 00:02:10.000]  那這是一個非常嚴重的
[00:02:10.000 --> 00:02:12.000]  危機
[00:02:12.000 --> 00:02:14.000]  不過今天我不會打算跟你們
[00:02:14.000 --> 00:02:16.000]  去分析這些社會的問題
[00:02:16.000 --> 00:02:18.000]  或者教會怎麼樣去應對
[00:02:18.000 --> 00:02:20.000]  那我們還是
[00:02:20.000 --> 00:02:22.000]  回到源頭
[00:02:22.000 --> 00:02:24.000]  我們正面的去
[00:02:24.000 --> 00:02:26.000]  做聖經的教導
[00:02:26.000 --> 00:02:28.000]  聖經有關婚姻與家庭的教導
[00:02:28.000 --> 00:02:32.000]  最重要的不是在
[00:02:32.000 --> 00:02:34.000]  《創世紀》也不是在
[00:02:34.000 --> 00:02:36.000]  《哥林多前書》而是在這裏
[00:02:36.000 --> 00:02:38.000]  《已父所述》第五章
[00:02:38.000 --> 00:02:40.000]  這一段經文
[00:02:40.000 --> 00:02:42.000]  是對婚姻與家庭
[00:02:42.000 --> 00:02:44.000]  最完備的教導
[00:02:44.000 --> 00:02:46.000]  最完備的教導
[00:02:46.000 --> 00:02:48.000]  那在這裏
[00:02:48.000 --> 00:02:50.000]  保羅講到
[00:02:50.000 --> 00:02:52.000]  婚姻家庭的
[00:02:52.000 --> 00:02:54.000]  三重的關係
[00:02:54.000 --> 00:02:56.000]  夫妻
[00:02:56.000 --> 00:02:58.000]  父母兒女
[00:02:58.000 --> 00:03:00.000]  還有主僕
[00:03:00.000 --> 00:03:02.000]  主人僕人
[00:03:02.000 --> 00:03:04.000]  人家從前家庭是一個生產的單位
[00:03:04.000 --> 00:03:06.000]  所以在家裏是有工作
[00:03:06.000 --> 00:03:08.000]  有故宮的
[00:03:08.000 --> 00:03:10.000]  不過
[00:03:10.000 --> 00:03:12.000]  我們在香港也有幾十萬個家庭
[00:03:12.000 --> 00:03:14.000]  是有菲律賓
[00:03:14.000 --> 00:03:16.000]  或者泰國或者是英尼的傭工
[00:03:16.000 --> 00:03:18.000]  但是
[00:03:18.000 --> 00:03:20.000]  今天因爲時間所限
[00:03:20.000 --> 00:03:22.000]  原來我是打算講兩個
[00:03:22.000 --> 00:03:24.000]  現在決定還是講一個就夠了
[00:03:24.000 --> 00:03:26.000]  我們就集中講
[00:03:26.000 --> 00:03:28.000]  夫妻的關係
[00:03:28.000 --> 00:03:30.000]  父母兒女的關係
[00:03:30.000 --> 00:03:32.000]  還有主僕的關係
[00:03:32.000 --> 00:03:34.000]  就在今天暫時不講了
[00:03:34.000 --> 00:03:36.000]  以後有機會再講
[00:03:36.000 --> 00:03:42.000]  夫妻關係
[00:03:44.000 --> 00:03:46.000]  以夫所書
[00:03:46.000 --> 00:03:48.000]  五章22到33節
[00:03:48.000 --> 00:03:50.000]  夫妻關係是
