
[00:00:00.000 --> 00:00:06.860]  這一段經文是講到保羅在菲律賓的地方
[00:00:06.860 --> 00:00:10.740]  轉到馬其頓的首都
[00:00:10.740 --> 00:00:13.420]  當時叫做貼薩羅尼加的地方
[00:00:13.420 --> 00:00:17.500]  去做一個傳道的工作
[00:00:17.500 --> 00:00:20.900]  他首先去了當中猶太人的會堂
[00:00:20.900 --> 00:00:26.420]  接著很多人 有一部分人相信了耶穌
[00:00:26.740 --> 00:00:32.100]  但是這個果效引來當地的猶太人的不滿
[00:00:32.100 --> 00:00:40.300]  所以可以說是聳動了其他人對保羅的衝擊
[00:00:40.300 --> 00:00:43.940]  希望藉著一些政治力量
[00:00:43.940 --> 00:00:46.780]  其他人的力量
[00:00:46.780 --> 00:00:51.860]  以至保羅不能夠繼續做傳道的工作
[00:00:52.700 --> 00:00:58.020]  但是當有一群猶太人去到保羅住的地方
[00:00:58.020 --> 00:01:00.260]  接著抓不到他們
[00:01:00.260 --> 00:01:04.940]  就抓了當時保羅住的地方的業主
[00:01:04.940 --> 00:01:07.900]  就是耶穌和一些信耶穌的人
[00:01:07.900 --> 00:01:10.180]  就把他們抓到一些官府裡
[00:01:10.180 --> 00:01:13.380]  希望將他們定罪
[00:01:13.380 --> 00:01:19.260]  但是最後當地的官員知道事情不是很嚴重
[00:01:19.260 --> 00:01:20.940]  可以這麼說 就把他們放了
[00:01:21.460 --> 00:01:29.460]  但這件事情也引致保羅在一個地方離開
[00:01:29.460 --> 00:01:34.700]  當時的信徒就將保羅送到比利亞的地方
[00:01:34.700 --> 00:01:37.620]  接著在比利亞的地方去傳道
[00:01:37.620 --> 00:01:40.820]  接著同一件事件的翻版
[00:01:40.820 --> 00:01:42.900]  本來傳道的工作不錯
[00:01:42.900 --> 00:01:47.660]  但是就引來了貼薩羅尼加的猶太人繼續追趕
[00:01:47.700 --> 00:01:50.220]  可以說保羅去到哪裡
[00:01:50.220 --> 00:01:54.060]  他們就追到哪裡防止去做傳道的工作
[00:01:54.060 --> 00:02:03.060]  到最後一群信徒就將保羅送到當時希臘的首都雅典的地方
[00:02:03.060 --> 00:02:06.300]  這可以說是整段經文裡
[00:02:06.300 --> 00:02:12.220]  大約一個這樣的事件的路加的表達
[00:02:12.220 --> 00:02:14.380]  接著我們再詳細去看看
[00:02:14.420 --> 00:02:17.820]  究竟在過程裡發生了什麼事
[00:02:17.820 --> 00:02:20.700]  我們有一句話可以說
[00:02:20.700 --> 00:02:22.980]  「條條大道就通羅馬」
[00:02:22.980 --> 00:02:28.020]  形容這個話是說在羅馬的帝國裡
[00:02:28.020 --> 00:02:31.660]  他們的管理相當好
[00:02:31.660 --> 00:02:35.140]  交通的設施相當做得好
[00:02:35.140 --> 00:02:36.460]  一個地方去到一個地方
[00:02:36.460 --> 00:02:39.220]  可以用比以前更快的時間
[00:02:39.220 --> 00:02:42.380]  其實這個預備是相當重要的
[00:02:42.780 --> 00:02:49.740]  因為交通的便利以至福音的傳播是更加迅速
[00:02:49.740 --> 00:02:55.540]  一開始就說到保羅先去到暗非波尼
[00:02:55.540 --> 00:03:00.420]  接著就去到阿波羅尼亞這個地方
[00:03:00.420 --> 00:03:02.180]  再到貼薩羅尼加
[00:03:02.180 --> 00:03:04.620]  一個行程大約需要一天的時間
[00:03:04.620 --> 00:03:08.140]  以往這個行程可能需要很長的時間
[00:03:08.140 --> 00:03:11.940]  但是當時來說大約用了一天的時間
[00:03:12.340 --> 00:03:15.100]  保羅就在貼薩羅尼加一個地方
[00:03:15.100 --> 00:03:21.100]  去到會堂當中做一個傳道的工作
[00:03:21.100 --> 00:03:24.300]  保羅去到這個會堂是當時的猶太人
[00:03:24.300 --> 00:03:26.100]  他們有足夠的人的時候
[00:03:26.100 --> 00:03:28.980]  他們就會在一個地方去敬拜上帝的地方
[00:03:28.980 --> 00:03:34.820]  但是保羅進入這個會堂的目的不是去敬拜上帝
[00:03:34.820 --> 00:03:37.620]  當然這個也有一個副作用在裡面
[00:03:37.620 --> 00:03:40.340]  他最重要的目的就是要去到這個地方裡
[00:03:40.580 --> 00:03:44.100]  向到這一群人去傳講福音
[00:03:44.100 --> 00:03:48.100]  他在貼薩羅尼加的地方裡
[00:03:48.100 --> 00:03:52.260]  可以說連續三個主人
[00:03:52.260 --> 00:04:00.460]  三個安息日就在會堂裡做傳道的工作
[00:04:00.460 --> 00:04:03.420]  當然保羅在貼薩羅尼加這個地方
[00:04:03.420 --> 00:04:07.460]  應該不止有三個安息日
[00:04:07.460 --> 00:04:09.460]  就是大約三個星期的時間
[00:04:09.820 --> 00:04:11.420]  不止是這個時間
[00:04:11.420 --> 00:04:15.300]  因為我們知道保羅在貼薩羅尼加這個地方裡
[00:04:15.300 --> 00:04:17.420]  其實他也自己作供
[00:04:17.420 --> 00:04:19.460]  他供給自己的需要
[00:04:19.460 --> 00:04:23.900]  所以我們相信他留在這個地方的時間應該更長
[00:04:23.900 --> 00:04:26.820]  不過在這裡盧家就用了
[00:04:26.820 --> 00:04:28.260]  保羅一到這個地方
[00:04:28.260 --> 00:04:31.980]  最終有三個安息日在當中做傳道的工作
[00:04:31.980 --> 00:04:33.820]  可以這麼說
[00:04:33.820 --> 00:04:38.820]  盧家去記載保羅在貼薩羅尼加這個地方
[00:04:38.900 --> 00:04:40.420]  他沒有說有多少人信耶穌
[00:04:40.420 --> 00:04:45.260]  盧家的強調就是保羅究竟在這裡傳了什麼信息
[00:04:45.260 --> 00:04:48.340]  可以說保羅在這裡說
[00:04:48.340 --> 00:04:52.460]  在初期的教會信仰的依據都是聖經
[00:04:52.460 --> 00:04:54.460]  這裡的聖經是指舊約聖經
[00:04:54.460 --> 00:04:57.900]  當時新約聖經還沒有去組成
[00:04:57.900 --> 00:05:03.940]  所以保羅是依據著舊約聖經裡面的真理
[00:05:03.940 --> 00:05:06.580]  去傳講福音
[00:05:07.380 --> 00:05:10.500]  保羅用的傳達方式是一個辯論的方式
[00:05:10.500 --> 00:05:12.580]  可以說是一個討論
[00:05:12.580 --> 00:05:13.900]  一個辯論的方式
[00:05:13.900 --> 00:05:16.220]  他的重心有兩個很重要
[00:05:16.220 --> 00:05:19.620]  第一就是去證明耶穌就是基督
[00:05:19.620 --> 00:05:22.220]  耶穌就是那個彌賽亞
[00:05:22.220 --> 00:05:26.220]  保羅在舊約裡面所說的彌賽亞
[00:05:26.220 --> 00:05:29.740]  他有兩個很重要的內容
[00:05:29.740 --> 00:05:32.580]  第一就是彌賽亞必然要受苦
[00:05:32.580 --> 00:05:35.780]  第二他要從死裡復活
[00:05:36.780 --> 00:05:38.780]  當時猶太人聽到這個信息
[00:05:38.780 --> 00:05:42.180]  應該會很震驚
[00:05:42.180 --> 00:05:46.780]  因為他們所理解的彌賽亞的救主
[00:05:46.780 --> 00:05:49.380]  是一個軍事上的救主
[00:05:49.380 --> 00:05:53.580]  他們等待著上帝所應許的彌賽亞
[00:05:53.580 --> 00:05:56.100]  來到軍事的強人
[00:05:56.100 --> 00:05:58.100]  帶領我們一群以色列人
[00:05:58.100 --> 00:06:01.380]  重新建立一個以色列的國家
[00:06:01.380 --> 00:06:03.900]  重新建立我們的民族
[00:06:04.340 --> 00:06:07.940]  因為當時以色列國已經亡國了
[00:06:07.940 --> 00:06:09.460]  有幾百年的時間
[00:06:09.460 --> 00:06:11.940]  也被當時的羅馬帝國統治著
[00:06:11.940 --> 00:06:15.260]  他們很希望等待著一個軍事的強人
[00:06:15.260 --> 00:06:17.740]  來帶領我們這個民族
[00:06:17.740 --> 00:06:20.180]  再重新建立自己的國家
[00:06:20.180 --> 00:06:22.300]  這是他們的等待 他們的期望
[00:06:22.300 --> 00:06:24.500]  他們所理解的彌賽亞
[00:06:24.500 --> 00:06:26.220]  或者在舊約聖經裡面
[00:06:26.220 --> 00:06:29.260]  所謂上帝應許差派來的那個僕人
[00:06:29.260 --> 00:06:30.860]  那個救主是這樣的意思
[00:06:31.340 --> 00:06:32.700]  但是保羅在這裡說
[00:06:32.700 --> 00:06:34.540]  上帝所應許的
[00:06:34.540 --> 00:06:36.860]  所預備的那個彌賽亞
[00:06:36.860 --> 00:06:41.740]  那個救主是拯救地上每一個人
[00:06:41.740 --> 00:06:44.900]  還有就是這個彌賽亞來到是要受苦的
[00:06:44.900 --> 00:06:48.220]  他要受苦以至於死
[00:06:48.220 --> 00:06:51.460]  接著他要從死裡面復活
[00:06:51.460 --> 00:06:53.660]  接著保羅在這裡說
[00:06:53.660 --> 00:06:58.180]  耶穌已經完全滿足了
[00:06:58.420 --> 00:07:01.780]  這兩個很重要的彌賽亞的條件
[00:07:01.780 --> 00:07:04.300]  他來受苦以至於死
[00:07:04.300 --> 00:07:06.700]  他也從死人當中復活
[00:07:06.700 --> 00:07:10.460]  所以耶穌就是上帝所應許來的
[00:07:10.460 --> 00:07:12.980]  那個救主 那個彌賽亞
[00:07:12.980 --> 00:07:15.540]  保羅說完這個信息之後
[00:07:15.540 --> 00:07:17.660]  可以說果效相當不錯
[00:07:17.660 --> 00:07:20.220]  有很多猶太人相信耶穌
[00:07:20.220 --> 00:07:23.140]  也有些在會堂裡面
[00:07:23.140 --> 00:07:26.460]  敬拜上帝的外邦人也相信了耶穌
[00:07:27.140 --> 00:07:29.980]  也有些尊貴的婦女相信了耶穌
[00:07:29.980 --> 00:07:32.540]  為什麼說尊貴的婦女
[00:07:32.540 --> 00:07:37.220]  可能是指一些比較上流社會的階層
[00:07:37.220 --> 00:07:38.740]  人士的太太
[00:07:38.740 --> 00:07:39.860]  可能是指這一群人
[00:07:39.860 --> 00:07:42.620]  就是他們不同種族
[00:07:42.620 --> 00:07:46.300]  或者不同類型的人都相信了耶穌
[00:07:46.300 --> 00:07:49.180]  但是這個傳道的果效
[00:07:49.180 --> 00:07:53.780]  它是挑起了當時猶太人的嫉妒
[00:07:54.700 --> 00:07:58.140]  也可以說可能是一群猶太人
[00:07:58.140 --> 00:08:00.060]  嫉妒保羅的傳道的果效
[00:08:00.060 --> 00:08:04.300]  也將一些人從猶太教裡面
[00:08:04.300 --> 00:08:05.420]  本來是回會堂
[00:08:05.420 --> 00:08:06.540]  然後就被拉出來
[00:08:06.540 --> 00:08:07.820]  可能因為這樣的原因
[00:08:07.820 --> 00:08:11.020]  他們想這一群猶太人
[00:08:11.020 --> 00:08:14.860]  要去阻止保羅繼續做傳道的工作
