
[00:00:00.000 --> 00:00:04.000]  昨日我們看到第20節的時候,
[00:00:04.000 --> 00:00:08.000]  我們很清楚看到保羅表達了
[00:00:08.000 --> 00:00:10.500]  他對人生不斷起伏,
[00:00:10.500 --> 00:00:14.000]  多節的時候一種基本的態度,
[00:00:14.000 --> 00:00:17.000]  無論是生是死,
[00:00:17.000 --> 00:00:19.500]  他都有勇氣去面對,
[00:00:19.500 --> 00:00:22.000]  無所畏懼。
[00:00:22.000 --> 00:00:24.000]  他之所以能夠是這樣,
[00:00:24.000 --> 00:00:27.000]  因為他心靈裏面充滿了基督,
[00:00:27.000 --> 00:00:31.000]  基督的風聖在他裏面成為了統治他,
[00:00:31.000 --> 00:00:34.000]  掌管他一切的動力。
[00:00:34.000 --> 00:00:38.000]  所以他就有這件事成為他心裏面滿足,
[00:00:38.000 --> 00:00:40.000]  他對羅馬的審訊,
[00:00:40.000 --> 00:00:42.000]  他不知道結果是怎樣的,
[00:00:42.000 --> 00:00:44.000]  因為他實在不知道,
[00:00:44.000 --> 00:00:45.000]  他在等待審訊,
[00:00:45.000 --> 00:00:46.000]  在坐牢,
[00:00:46.000 --> 00:00:48.000]  但是要等待判決。
[00:00:48.000 --> 00:00:52.000]  這個判決可能是死的判決,
[00:00:52.000 --> 00:00:55.000]  也可能給他一個生的出路,
[00:00:55.000 --> 00:00:57.000]  但是他不知道,
[00:00:57.000 --> 00:01:01.000]  他心裏面只有一樣東西,
[00:01:01.000 --> 00:01:04.000]  就是無論生或死,
[00:01:04.000 --> 00:01:06.000]  最重要的一樣東西就是,
[00:01:06.000 --> 00:01:08.000]  是否能夠榮耀主,
[00:01:08.000 --> 00:01:09.000]  如果能夠榮耀主,
[00:01:09.000 --> 00:01:10.000]  生也好,
[00:01:10.000 --> 00:01:11.000]  死也好,
[00:01:11.000 --> 00:01:12.000]  就滿足了。
[00:01:12.000 --> 00:01:15.000]  這個就是保羅的生命,
[00:01:15.000 --> 00:01:18.000]  一個很具體的反映。
[00:01:18.000 --> 00:01:20.000]  保羅這種生命的態度,
[00:01:20.000 --> 00:01:21.000]  和教導,
[00:01:21.000 --> 00:01:24.000]  彰顯基督教信仰的真義,
[00:01:24.000 --> 00:01:26.000]  可以說是人類歷史裏面,
[00:01:26.000 --> 00:01:28.000]  一種超懸弱缺,
[00:01:28.000 --> 00:01:32.000]  很獨特的一種教導。
[00:01:32.000 --> 00:01:35.000]  這種教導和世界上所有的教導,
[00:01:35.000 --> 00:01:37.000]  是很不同的,
[00:01:37.000 --> 00:01:38.000]  很不同的。
[00:01:38.000 --> 00:01:42.000]  這個世界只是盡量地去顯露自己,
[00:01:42.000 --> 00:01:44.000]  然後得著自己的權益,
[00:01:44.000 --> 00:01:46.000]  是吧?
[00:01:46.000 --> 00:01:49.000]  不會隱藏自己的。
[00:01:49.000 --> 00:01:51.000]  每個人都想在這個世界裏,
[00:01:51.000 --> 00:01:53.000]  給人認識,
[00:01:53.000 --> 00:01:56.000]  每個人都很想得到知名度,
[00:01:56.000 --> 00:01:58.000]  但是有些知名度的人,
[00:01:58.000 --> 00:02:00.000]  怎樣能夠在尋求知名度的人,
[00:02:00.000 --> 00:02:03.000]  都要下獄呢?
[00:02:03.000 --> 00:02:06.000]  就是因為他們只是爭取自己,
[00:02:06.000 --> 00:02:10.000]  為自己想得著很多世上的東西,
[00:02:10.000 --> 00:02:11.000]  但是保羅的教導,
[00:02:11.000 --> 00:02:13.000]  就是要我們放棄自己,
[00:02:13.000 --> 00:02:16.000]  只有將基督顯露在我們面前的時候,
[00:02:16.000 --> 00:02:20.000]  這個才是保羅要告訴我們,
[00:02:20.000 --> 00:02:24.000]  基督教最重要的信仰理念。
[00:02:24.000 --> 00:02:25.000]  因此,
[00:02:25.000 --> 00:02:27.000]  保羅就成為了解釋基督教信仰,
[00:02:27.000 --> 00:02:29.000]  和生活最受注目,
[00:02:29.000 --> 00:02:33.000]  也是一個最佳的傳釋者。
[00:02:33.000 --> 00:02:37.000]  所以他在寫這本書給菲律賓教會的時候,
[00:02:37.000 --> 00:02:40.000]  他很有趣地描述他自己,
[00:02:40.000 --> 00:02:42.000]  這種描述的方面,
[00:02:42.000 --> 00:02:46.000]  是將他從生不救以來的經驗,
[00:02:46.000 --> 00:02:50.000]  他現在已經信主三十三年了,
[00:02:50.000 --> 00:02:52.000]  他以人性的不促,
[00:02:52.000 --> 00:02:56.000]  和他自己心裏面那種很渴慕,
[00:02:56.000 --> 00:03:00.000]  給信徒能夠得著他生命裏面那份信仰,
[00:03:00.000 --> 00:03:02.000]  所以充滿人性的感情,
[00:03:02.000 --> 00:03:04.000]  和人性的思想在這裏,
[00:03:04.000 --> 00:03:07.000]  來循循善誘的誘導,
[00:03:07.000 --> 00:03:12.000]  給信徒活著為基督。
[00:03:12.000 --> 00:03:14.000]  所以在這本書裏面,
[00:03:14.000 --> 00:03:17.000]  我們看到他自己越來越隱藏,
[00:03:17.000 --> 00:03:22.000]  越將基督放在更高的位置上,
[00:03:22.000 --> 00:03:23.000]  給我們看到,
[00:03:23.000 --> 00:03:27.000]  菲律賓書裏面只是看到神的榮光,
[00:03:27.000 --> 00:03:29.000]  遮蓋保羅,
[00:03:29.000 --> 00:03:33.000]  保羅自己卻越來越降卑,
[00:03:33.000 --> 00:03:35.000]  明日我們開始看第二章的時候,
[00:03:35.000 --> 00:03:38.000]  就看到他以基督耶穌的心為心,
[00:03:38.000 --> 00:03:42.000]  這種所謂降卑的形態,
[00:03:42.000 --> 00:03:46.000]  成為他自己都要謙卑下來,
[00:03:46.000 --> 00:03:49.000]  所以保羅就壓縮他自己,
[00:03:49.000 --> 00:03:52.000]  只是將基督放在他面前,
[00:03:52.000 --> 00:03:54.000]  所以這種心願,
[00:03:54.000 --> 00:03:56.000]  這種願望就成為了,
[00:03:56.000 --> 00:03:59.000]  在這本書信當中,
[00:03:59.000 --> 00:04:01.000]  也都能夠是代表整個基督教信仰,
[00:04:01.000 --> 00:04:04.000]  最精粹的一句話,
[00:04:04.000 --> 00:04:10.000]  就是「我活著就是基督,是活的基督,
[00:04:10.000 --> 00:04:14.000]  不是別的,就是復活的基督。」
[00:04:14.000 --> 00:04:17.000]  這位基督不是釘死了,
[00:04:17.000 --> 00:04:21.000]  已經在歷史裏面煙灰消滅,
[00:04:21.000 --> 00:04:22.000]  不是,
[00:04:22.000 --> 00:04:24.000]  他仍然活在人類歷史之中,
[00:04:24.000 --> 00:04:26.000]  活在歷史時空之上,
[00:04:26.000 --> 00:04:28.000]  他統管萬由,
[00:04:28.000 --> 00:04:31.000]  所以保羅說「我活著就是基督。」
[00:04:31.000 --> 00:04:35.000]  無論他前途是光明,
[00:04:35.000 --> 00:04:37.000]  或者黑暗,
[00:04:37.000 --> 00:04:41.000]  這些對他來說不是最重要的,
[00:04:41.000 --> 00:04:43.000]  最重要的就是,
[00:04:43.000 --> 00:04:45.000]  即使他生活不如意,
[00:04:45.000 --> 00:04:48.000]  即使他將來可能要面對審訊而判決,
[00:04:48.000 --> 00:04:53.000]  可能要用最殘忍的手段來對待他而死亡,
[00:04:53.000 --> 00:04:54.000]  但是對他說,
[00:04:54.000 --> 00:04:56.000]  這件事都不是最重要,
[00:04:56.000 --> 00:04:59.000]  他自己生存不是最重要的,
[00:04:59.000 --> 00:05:01.000]  他心裏面最高渴望,
[00:05:01.000 --> 00:05:04.000]  就是他生命裏面能夠活出,
[00:05:04.000 --> 00:05:07.000]  真正的基督的正直生命,
[00:05:07.000 --> 00:05:11.000]  這是他最終極的一種淑寧的價值觀,
[00:05:11.000 --> 00:05:15.000]  這種價值觀就指導著他的生活形態,
[00:05:15.000 --> 00:05:18.000]  在面對生活不同處境的時候,
[00:05:18.000 --> 00:05:23.000]  他就採取和選擇恰當的生活方式,
[00:05:23.000 --> 00:05:28.000]  這正是這一段我們今天要研讀的經文的主旨,
[00:05:28.000 --> 00:05:33.000]  我們香港人實在是特別活在保護傘底下的一班人,
[00:05:33.000 --> 00:05:38.000]  我們都是中國人,
[00:05:38.000 --> 00:05:42.000]  但是為何我們特別活在一國兩制底下呢?
[00:05:42.000 --> 00:05:45.000]  我們仍然有自由,
[00:05:45.000 --> 00:05:47.000]  這是我們的選擇,
[00:05:47.000 --> 00:05:48.000]  是否我們的選擇?
[00:05:48.000 --> 00:05:52.000]  而是國家為我們選擇了這樣的模式,
