
[00:00:00.000 --> 00:00:02.880]  很快又到聖誕節的日子了
[00:00:02.880 --> 00:00:06.080]  聖誕節裏面我們在街上有很多不同的燈飾
[00:00:06.080 --> 00:00:08.160]  有很多擺設
[00:00:08.160 --> 00:00:12.080]  有很多大餐等著我們去吃
[00:00:12.080 --> 00:00:16.320]  但我經常都會說聖誕節是甚麼日子呢
[00:00:16.320 --> 00:00:20.080]  在香港有兩個節日是和基督教有關的
[00:00:20.080 --> 00:00:22.880]  一個就是聖誕節 一個就是復活節
[00:00:22.880 --> 00:00:25.720]  聖誕節就是紀念耶穌的降生
[00:00:25.720 --> 00:00:29.240]  耶穌從天而降 成為一個人
[00:00:29.240 --> 00:00:32.440]  復活節就是紀念耶穌從死裏復活
[00:00:32.440 --> 00:00:37.720]  讓我們知道我們人生有一個永恆的盼望
[00:00:37.720 --> 00:00:41.080]  聖誕節剛才我們所讀的兩段經文
[00:00:41.080 --> 00:00:44.240]  講了耶穌的出生 也講了耶穌的死亡
[00:00:44.240 --> 00:00:48.560]  祂出生的時候是有天使去宣稱
[00:00:48.560 --> 00:00:51.720]  這個救世主已經來到了
[00:00:51.720 --> 00:00:56.760]  有一群牧羊人很歡天理地的歌頌
[00:00:56.760 --> 00:01:00.280]  在至高之處榮耀歸於神
[00:01:00.280 --> 00:01:04.280]  在地上平安歸於他所喜悅的人
[00:01:04.280 --> 00:01:07.320]  在耶穌的一生到最後
[00:01:07.320 --> 00:01:08.760]  祂被釘在十字架
[00:01:08.760 --> 00:01:11.920]  有兩個犯人 一個犯人去譏笑耶穌
[00:01:11.920 --> 00:01:16.040]  如果你是上帝派來的救世主
[00:01:16.040 --> 00:01:18.120]  那你就不用被釘在十字架
[00:01:18.120 --> 00:01:19.680]  但另一個人就去說
[00:01:19.680 --> 00:01:20.840]  另一個囚犯說
[00:01:20.840 --> 00:01:24.160]  我們所作的 我們所受的是應當的
[00:01:24.160 --> 00:01:28.440]  但這個人沒有犯過一件不好的事
[00:01:28.440 --> 00:01:30.080]  所以他就跟耶穌說
[00:01:30.080 --> 00:01:32.280]  求祢在德國降臨的時候
[00:01:32.280 --> 00:01:34.240]  求祢紀念我
[00:01:34.240 --> 00:01:35.640]  耶穌跟他說
[00:01:35.640 --> 00:01:37.160]  因著你的信心
[00:01:37.160 --> 00:01:41.440]  你今天就在我樂園當中
[00:01:41.440 --> 00:01:45.120]  聖誕節紀念耶穌的降生
[00:01:45.120 --> 00:01:47.880]  耶穌的一生究竟祂做了什麼呢
[00:01:47.880 --> 00:01:50.720]  可以說祂說了什麼呢
[00:01:50.720 --> 00:01:51.760]  其實耶穌來
[00:01:51.760 --> 00:01:55.960]  祂是宣告上帝給了祂一個很重要的訊息
[00:01:55.960 --> 00:01:57.080]  這個訊息是什麼呢
[00:01:57.080 --> 00:01:58.560]  天國近了
[00:01:58.560 --> 00:02:00.640]  你們應當悔改
[00:02:00.640 --> 00:02:01.840]  天國近了
[00:02:01.840 --> 00:02:03.320]  你們應當悔改
[00:02:03.320 --> 00:02:04.440]  什麼意思呢
[00:02:04.440 --> 00:02:07.120]  就是這個世界上有一個上帝
[00:02:07.120 --> 00:02:10.040]  這個上帝會施行一個公義的審判
[00:02:10.040 --> 00:02:12.320]  地上所有人間來說
[00:02:12.320 --> 00:02:14.320]  你覺得不公義不公道的事
[00:02:14.320 --> 00:02:17.560]  最後都會有一個公義的判斷
[00:02:17.560 --> 00:02:19.280]  這個時間就到了
[00:02:19.280 --> 00:02:20.320]  所以耶穌說
[00:02:20.320 --> 00:02:21.680]  天國近了
[00:02:21.680 --> 00:02:23.680]  你們應當悔改
[00:02:23.680 --> 00:02:26.960]  在耶穌大約三十歲
[00:02:26.960 --> 00:02:28.400]  人間的年紀
[00:02:28.400 --> 00:02:29.640]  祂出來傳道
[00:02:29.640 --> 00:02:33.400]  用了三年的時間去做傳道的工作
[00:02:33.400 --> 00:02:34.520]  在過程當中
[00:02:34.520 --> 00:02:36.840]  祂用了很多神蹟騎士
[00:02:36.840 --> 00:02:41.320]  去證明祂宣告的真理
[00:02:41.320 --> 00:02:42.160]  在我們來說
[00:02:42.160 --> 00:02:44.680]  耶穌行了很多神蹟
[00:02:44.680 --> 00:02:47.600]  如果我們在現場
[00:02:47.600 --> 00:02:48.920]  看到耶穌說
[00:02:48.920 --> 00:02:51.040]  將聾的聽回
[00:02:51.040 --> 00:02:53.040]  啞的也能立即說話
[00:02:53.040 --> 00:02:54.640]  有重病就死了
[00:02:54.640 --> 00:02:56.000]  也可以康復
[00:02:56.000 --> 00:02:57.600]  死人也可以去復活
[00:02:57.600 --> 00:02:59.360]  當我們看到這樣的神蹟的時候
[00:02:59.360 --> 00:03:00.480]  我們有什麼反應
[00:03:00.480 --> 00:03:01.000]  我們說
[00:03:01.000 --> 00:03:02.200]  哇 這個真是
[00:03:02.200 --> 00:03:06.440]  上帝所猜測來的那一個僕人
[00:03:06.440 --> 00:03:09.320]  眾星托著他
[00:03:09.320 --> 00:03:10.440]  但是
[00:03:10.440 --> 00:03:12.160]  現實是不是這樣呢
[00:03:12.160 --> 00:03:15.080]  眾人的反應是不是這樣呢
[00:03:15.080 --> 00:03:16.160]  罪行中
[00:03:16.160 --> 00:03:19.760]  耶穌是被釘在十字架上
[00:03:19.760 --> 00:03:21.560]  被一些不同的人
[00:03:21.560 --> 00:03:25.080]  說祂自稱自己是王
[00:03:25.080 --> 00:03:28.360]  祂有一個作反的意圖
[00:03:28.360 --> 00:03:29.760]  祂有動亂罪
[00:03:29.760 --> 00:03:33.440]  所以被抓去審判官面前
[00:03:33.440 --> 00:03:36.000]  我一直想和大家去思想一個問題
[00:03:36.000 --> 00:03:37.320]  究竟
[00:03:37.320 --> 00:03:38.960]  哪一些人
[00:03:38.960 --> 00:03:42.720]  去將耶穌推向十字架的路呢
[00:03:42.720 --> 00:03:44.040]  究竟哪一些人
[00:03:44.040 --> 00:03:47.160]  在耶穌被釘十字架的過程裡
[00:03:47.160 --> 00:03:50.800]  是要負上責任呢
[00:03:50.800 --> 00:03:53.080]  在另一些經這樣記載
[00:03:53.080 --> 00:03:55.160]  耶穌的出生的情況
[00:03:55.160 --> 00:03:58.040]  在《馬太方》第二章一至三節這樣說
[00:03:58.040 --> 00:03:59.920]  當以希律王的時候
[00:03:59.920 --> 00:04:02.880]  耶穌生在猶大的伯利恆
[00:04:02.880 --> 00:04:06.480]  有幾個博士從東方來到耶路撒冷說
[00:04:06.480 --> 00:04:10.120]  那生下來作猶大人之王的在那裡
[00:04:10.120 --> 00:04:12.520]  我們在東方看見他的星
[00:04:12.520 --> 00:04:14.200]  特來拜他
[00:04:14.200 --> 00:04:16.840]  希律王聽見了就心裡不安
[00:04:16.840 --> 00:04:20.280]  耶路撒冷合成的人也都不安
[00:04:20.280 --> 00:04:21.160]  在這裡
[00:04:21.160 --> 00:04:22.840]  當耶穌降生之後
[00:04:22.840 --> 00:04:25.560]  有幾個博士從很遠處來到
[00:04:25.560 --> 00:04:27.640]  他們說我望見這顆星
[00:04:27.640 --> 00:04:30.040]  我們說伯利恆之星
[00:04:30.040 --> 00:04:32.000]  來到當中我們想敬拜祂
[00:04:32.000 --> 00:04:34.040]  帶著黃金、魚香、抹藥
[00:04:34.040 --> 00:04:35.560]  很貴重的禮物
[00:04:35.560 --> 00:04:41.080]  來敬拜這個生下來作猶大王的人
[00:04:41.080 --> 00:04:43.120]  接著到希律王
[00:04:43.120 --> 00:04:45.360]  希律王是當時的統治者
[00:04:45.360 --> 00:04:46.440]  他聽見之後
[00:04:46.440 --> 00:04:48.800]  他心裡不安
[00:04:48.800 --> 00:04:52.600]  接著耶路撒冷合成的人也都不安
[00:04:52.600 --> 00:04:54.200]  為什麼不安呢?
[00:04:54.200 --> 00:04:57.280]  有很多原因
[00:04:57.280 --> 00:04:58.200]  希律王不安
[00:04:58.200 --> 00:05:01.720]  就是因為他作為一個統治者
[00:05:01.720 --> 00:05:04.040]  現在有個人聲稱
[00:05:04.040 --> 00:05:06.760]  生下來要作猶大人的王
[00:05:06.760 --> 00:05:11.680]  這個其實某程度是一個對政權的威脅
[00:05:11.680 --> 00:05:13.120]  從心理上
[00:05:13.120 --> 00:05:15.240]  所以他心裡有不安
[00:05:15.240 --> 00:05:17.520]  耶路撒冷合成的人也都不安
[00:05:17.520 --> 00:05:20.200]  為什麼耶路撒冷合成的人都不安呢?
[00:05:20.200 --> 00:05:21.960]  他們不是等待著
[00:05:21.960 --> 00:05:24.680]  已經等了很多年
[00:05:24.680 --> 00:05:27.040]  等了千年很多年
[00:05:27.040 --> 00:05:30.760]  上帝差派來的救世主來到了
[00:05:30.760 --> 00:05:32.640]  來到的時候為什麼會不安呢?
[00:05:32.640 --> 00:05:34.880]  有當時的一些背景
[00:05:34.880 --> 00:05:36.480]  這個希律王其實
[00:05:36.480 --> 00:05:40.120]  在晚年的時候
[00:05:40.120 --> 00:05:42.400]  他是一個相當猜忌的人
[00:05:42.400 --> 00:05:45.240]  他有很多妄想症
[00:05:45.240 --> 00:05:47.640]  他有很多殘忍的行為
[00:05:47.640 --> 00:05:49.800]  他殺了很多自己的親信
[00:05:49.800 --> 00:05:51.320]  很多親人
[00:05:51.320 --> 00:05:53.640]  他太太和兩個兒子
[00:05:53.640 --> 00:05:54.920]  都欣賞他的猜忌
[00:05:54.920 --> 00:05:56.920]  他覺得他們會對他不好
[00:05:56.920 --> 00:05:57.760]  或者威脅他
[00:05:57.760 --> 00:05:59.960]  所以把他們都殺了
[00:05:59.960 --> 00:06:03.680]  所以當耶路撒冷的人聽見的時候
[00:06:03.680 --> 00:06:04.800]  他們都害怕
[00:06:04.800 --> 00:06:06.040]  這個消息出來
[00:06:06.040 --> 00:06:08.800]  這個希律王聽見這樣的消息
[00:06:08.800 --> 00:06:12.040]  究竟會做出一些什麼行為呢?
[00:06:12.040 --> 00:06:14.600]  所以他們聽見之後
[00:06:14.600 --> 00:06:17.120]  他們心裡也都不安
[00:06:17.120 --> 00:06:21.120]  當這個希律王聽見這幾個博士這樣說的時候
[00:06:21.120 --> 00:06:22.040]  他就跟他說
[00:06:22.040 --> 00:06:24.440]  你找到他的時候
[00:06:24.440 --> 00:06:26.320]  找到這個鷹孩的時候
[00:06:26.320 --> 00:06:28.040]  你回來告訴我
[00:06:28.040 --> 00:06:30.520]  讓我也去見一見他
[00:06:30.520 --> 00:06:35.320]  接著這幾個博士就去到耶穌那裡
[00:06:35.320 --> 00:06:38.040]  因著天使的引領
[00:06:38.040 --> 00:06:39.600]  但天使也跟他說
[00:06:39.600 --> 00:06:43.800]  你見完之後放下禮物你們就走
[00:06:43.800 --> 00:06:46.640]  因為這個希律王想要殺耶穌
[00:06:46.640 --> 00:06:51.480]  接著天使也跟約瑟和瑪利亞說
[00:06:51.480 --> 00:06:52.560]  你們快點走
[00:06:52.560 --> 00:06:56.960]  因為這個希律王準備殺害耶穌
[00:06:56.960 --> 00:07:00.320]  耶路撒冷和白利恆的距離不是很遠
[00:07:00.320 --> 00:07:02.840]  所以這件事的發生
[00:07:02.840 --> 00:07:07.200]  基本上大約是一天或兩天之間的事就會發生
[00:07:07.200 --> 00:07:12.240]  當時希律王見到這些博士對他的愚弄
[00:07:12.240 --> 00:07:14.120]  走了之後不回來
[00:07:14.120 --> 00:07:16.840]  所以他做了一個行動
[00:07:16.840 --> 00:07:18.400]  這個什麼行動呢?
[00:07:18.400 --> 00:07:19.960]  就是
[00:07:19.960 --> 00:07:21.360]  聖經記載
[00:07:21.360 --> 00:07:23.600]  希律見自己被博士愚弄
[00:07:23.600 --> 00:07:25.280]  就大大的發怒
[00:07:25.280 --> 00:07:29.680]  警察將白利恆成女並四警所有的男孩
[00:07:29.680 --> 00:07:33.560]  照著他向博士仔細查問的時候
[00:07:33.560 --> 00:07:37.800]  凡兩歲以內的都殺盡了
[00:07:37.800 --> 00:07:39.080]  下了一個命令
[00:07:39.080 --> 00:07:40.600]  就是在那個地方
[00:07:40.600 --> 00:07:44.520]  兩歲以內的嬰孩全部殺盡
[00:07:44.520 --> 00:07:47.040]  當時耶穌大約是六至十二個月
[00:07:47.040 --> 00:07:48.440]  但免除後患
[00:07:48.440 --> 00:07:50.000]  將年紀拉闊
[00:07:50.000 --> 00:07:54.080]  就不會有一個走漏
[00:07:54.080 --> 00:07:57.400]  在一個
[00:07:57.400 --> 00:08:02.560]  當時白利恆的總人口也不是很多
[00:08:02.560 --> 00:08:05.200]  但最起碼
[00:08:05.200 --> 00:08:06.560]  都有十幾二十個
[00:08:06.560 --> 00:08:09.680]  一個範疇的嬰孩
[00:08:09.680 --> 00:08:12.440]  因此而失去生命
[00:08:12.440 --> 00:08:14.440]  耶穌其實一出生
[00:08:14.440 --> 00:08:15.720]  就已經
[00:08:15.720 --> 00:08:19.800]  當時的統治者想置他於死地
[00:08:19.800 --> 00:08:21.720]  接著耶穌長大
[00:08:21.720 --> 00:08:22.920]  一路長大
[00:08:22.920 --> 00:08:26.360]  到大約三十歲出來傳道
[00:08:26.360 --> 00:08:28.120]  又發生什麼事呢
[00:08:28.120 --> 00:08:32.040]  我講其中發生的一件事
[00:08:32.040 --> 00:08:34.840]  讓大家知道耶穌出來傳道的時候
[00:08:34.840 --> 00:08:36.960]  他面對的是什麼情況
[00:08:36.960 --> 00:08:39.960]  在《馬克福音》裡有一段記載
[00:08:39.960 --> 00:08:41.240]  耶穌進了會堂
[00:08:41.240 --> 00:08:42.760]  在那裡有一個人
[00:08:42.760 --> 00:08:44.360]  敷乾了一隻手
[00:08:44.360 --> 00:08:46.240]  眾人窺探耶穌
