
[00:00:00.000 --> 00:00:03.000]  哥林多前書第一章
[00:00:03.000 --> 00:00:05.000]  奉神旨意
[00:00:05.000 --> 00:00:08.000]  夢照作耶穌基督使徒的保羅
[00:00:08.000 --> 00:00:10.000]  和弟兄所提尼
[00:00:10.000 --> 00:00:14.000]  寫信在哥林多神的教會
[00:00:14.000 --> 00:00:17.000]  就是在基督耶穌裏成聖
[00:00:17.000 --> 00:00:19.000]  夢照作聖徒的
[00:00:19.000 --> 00:00:22.000]  以及所有在各處
[00:00:22.000 --> 00:00:25.000]  求告我主耶穌基督之名的人
[00:00:25.000 --> 00:00:28.000]  基督是他們的主
[00:00:28.000 --> 00:00:31.000]  也是我們的主
[00:00:31.000 --> 00:00:33.000]  願恩惠、平安、
[00:00:33.000 --> 00:00:36.000]  重申我們的負
[00:00:36.000 --> 00:00:40.000]  並主耶穌基督歸於你們
[00:00:40.000 --> 00:00:43.000]  我經常為你們感謝我的神
[00:00:43.000 --> 00:00:46.000]  因神在基督耶穌裏
[00:00:46.000 --> 00:00:49.000]  所賜給你們的恩惠
[00:00:49.000 --> 00:00:52.000]  又因你們在祂裏凡事富足
[00:00:52.000 --> 00:00:56.000]  口才、知識都傳遍
[00:00:56.000 --> 00:00:59.000]  正如我為基督作的見證
[00:00:59.000 --> 00:01:03.000]  在你們心裏得而堅固
[00:01:03.000 --> 00:01:06.000]  以致你們在恩賜上
[00:01:06.000 --> 00:01:09.000]  沒有一件事不及人
[00:01:09.000 --> 00:01:13.000]  等候我們的主耶穌基督顯現
[00:01:13.000 --> 00:01:17.000]  祂也必定會堅固你們到底
[00:01:17.000 --> 00:01:20.000]  叫你們在我們主耶穌基督的日子
[00:01:20.000 --> 00:01:23.000]  無可責備
[00:01:23.000 --> 00:01:26.000]  神是信實的
[00:01:26.000 --> 00:01:29.000]  你們原本就是被祂所召
[00:01:29.000 --> 00:01:31.000]  好與祂的兒子
[00:01:31.000 --> 00:01:35.000]  我們的主耶穌基督一同得分
[00:01:35.000 --> 00:01:37.000]  弟兄們
[00:01:37.000 --> 00:01:39.000]  我藉著我們主耶穌基督的名
[00:01:39.000 --> 00:01:42.000]  勸你們都說一樣的話
[00:01:42.000 --> 00:01:45.000]  你們中間不可以分黨
[00:01:45.000 --> 00:01:49.000]  只要一心一意彼此相合
[00:01:49.000 --> 00:01:53.000]  因為格萊士家裏的人
[00:01:53.000 --> 00:01:56.000]  曾經對我提起兄弟們來
[00:01:56.000 --> 00:01:59.000]  說你們中間有紛爭
[00:01:59.000 --> 00:02:01.000]  我的意思是
[00:02:01.000 --> 00:02:03.000]  你們各人說
[00:02:03.000 --> 00:02:05.000]  我是屬保羅的
[00:02:05.000 --> 00:02:07.000]  我是屬阿波羅的
[00:02:07.000 --> 00:02:09.000]  我是屬基法的
[00:02:09.000 --> 00:02:12.000]  我是屬基督的
[00:02:12.000 --> 00:02:15.000]  基督是分開的嗎?
[00:02:15.000 --> 00:02:18.000]  保羅為你們釘十字架嗎?
[00:02:18.000 --> 00:02:22.000]  你們是奉保羅的名受洗嗎?
[00:02:22.000 --> 00:02:24.000]  我感謝神
[00:02:24.000 --> 00:02:28.000]  除了基里斯堡和該有之外
[00:02:28.000 --> 00:02:31.000]  我沒有和你們一個人私洗
[00:02:31.000 --> 00:02:33.000]  免得有人說
[00:02:33.000 --> 00:02:36.000]  你們是奉我的名去受洗
[00:02:36.000 --> 00:02:40.000]  我也和史提反家私洗過
[00:02:40.000 --> 00:02:42.000]  此外
[00:02:42.000 --> 00:02:45.000]  還有沒有和其他人私洗
[00:02:45.000 --> 00:02:48.000]  我卻記不清了
[00:02:48.000 --> 00:02:50.000]  基督差遣我
[00:02:50.000 --> 00:02:53.000]  原本不是為了私洗
[00:02:53.000 --> 00:02:55.000]  而是為了傳福音
[00:02:55.000 --> 00:02:58.000]  並且不用智慧的言語
[00:02:58.000 --> 00:03:02.000]  免得基督的十字架被落空了
[00:03:02.000 --> 00:03:04.000]  因為十字架的道理
[00:03:04.000 --> 00:03:08.000]  在那些滅亡的人是愚蠢的
[00:03:08.000 --> 00:03:09.000]  在我們得救的人
[00:03:09.000 --> 00:03:12.000]  卻是神的大能
[00:03:12.000 --> 00:03:14.000]  就如經上所記
[00:03:14.000 --> 00:03:17.000]  我要滅絕智慧人的智慧
[00:03:17.000 --> 00:03:20.000]  廢棄聰明人的聰明
[00:03:20.000 --> 00:03:22.000]  智慧人在哪裡?
[00:03:22.000 --> 00:03:24.000]  民事在哪裡?
[00:03:24.000 --> 00:03:28.000]  這個世界上的辨識在哪裡?
[00:03:28.000 --> 00:03:31.000]  神豈不是叫這個世上的智慧
[00:03:31.000 --> 00:03:33.000]  變成為愚蠢嗎?
[00:03:33.000 --> 00:03:36.000]  世人憑自己的智慧
[00:03:36.000 --> 00:03:39.000]  既然不認識神
[00:03:39.000 --> 00:03:43.000]  神就樂意用人所當作愚蠢的道理
[00:03:43.000 --> 00:03:45.000]  拯救那些信的人
[00:03:45.000 --> 00:03:49.000]  這就是神的智慧
[00:03:49.000 --> 00:03:52.000]  猶太人是要神蹟
[00:03:52.000 --> 00:03:55.000]  希利尼人是求智慧
[00:03:55.000 --> 00:03:59.000]  我們卻是全釘十字架的基督
[00:03:59.000 --> 00:04:01.000]  在猶太人來說
[00:04:01.000 --> 00:04:03.000]  是半腳石
[00:04:03.000 --> 00:04:06.000]  對於外邦人來說是愚蠢
[00:04:06.000 --> 00:04:09.000]  但是在那些蒙召的
[00:04:09.000 --> 00:04:13.000]  無論是猶太人、希利尼人、基督
[00:04:13.000 --> 00:04:17.000]  總為神的能力、神的智慧
[00:04:17.000 --> 00:04:21.000]  因神的愚蠢總被人智慧
[00:04:21.000 --> 00:04:25.000]  神的軟弱總被人強壯
[00:04:25.000 --> 00:04:27.000]  弟兄們
[00:04:27.000 --> 00:04:29.000]  可見你們蒙召的
[00:04:29.000 --> 00:04:32.000]  按著肉體有智慧的不多
[00:04:32.000 --> 00:04:35.000]  有能力的不多
[00:04:35.000 --> 00:04:39.000]  有尊貴的也不多
[00:04:39.000 --> 00:04:43.000]  神卻揀選了世上愚蠢的
[00:04:43.000 --> 00:04:46.000]  要有智慧的羞愧
[00:04:46.000 --> 00:04:49.000]  又揀選了世上軟弱的
[00:04:49.000 --> 00:04:53.000]  要那些強壯的羞愧
[00:04:53.000 --> 00:04:57.000]  神也揀選了世上卑賤的
[00:04:57.000 --> 00:04:59.000]  被人厭惡的
[00:04:59.000 --> 00:05:02.000]  以及那些什麼都沒有的
[00:05:02.000 --> 00:05:05.000]  為要廢掉那些有的
[00:05:05.000 --> 00:05:08.000]  洗一切有血氣的
[00:05:08.000 --> 00:05:13.000]  在神面前一個也不能自誇
[00:05:13.000 --> 00:05:16.000]  但你們可以在基督耶穌裡面
[00:05:16.000 --> 00:05:18.000]  是本父神
[00:05:18.000 --> 00:05:22.000]  神又使祂成為我們的智慧
[00:05:22.000 --> 00:05:26.000]  公義、聖潔、救贖
[00:05:26.000 --> 00:05:28.000]  就如經上所記
[00:05:28.000 --> 00:05:32.000]  誇口的當指著主誇口
[00:05:32.000 --> 00:05:35.000]  第二章
[00:05:35.000 --> 00:05:37.000]  弟兄們
[00:05:37.000 --> 00:05:40.000]  從前我到你們那裡去
[00:05:40.000 --> 00:05:42.000]  並沒有用高賢大智
[00:05:42.000 --> 00:05:45.000]  對你們宣講神的傲卑
[00:05:45.000 --> 00:05:49.000]  因為我曾經定了主義
[00:05:49.000 --> 00:05:52.000]  在你們中間不知道其他的東西
