
[00:00:00.000 --> 00:00:08.000]  請大家翻過《易西哲書》三十三章,二十二節
[00:00:08.000 --> 00:00:35.000]  聖靈的手再一次抓住他,聖靈的手不但一次抓住他,但是一次又一次又一次多次抓住他。聖靈的工作不是一次就完了,聖靈的充滿也不是一次過。
[00:00:35.000 --> 00:01:02.000]  聖靈的恩典常常不斷的領到渴慕追求的人身上,這一次,聖靈的手抓住易西哲的時候,他的口就開了,他說:以後我的名傳揚信息。
[00:01:02.000 --> 00:01:24.000]  他講什麼信息呢?我們要特別看他信息裡面的一個要點。請看第三十一點,這是耶和華神對他的百姓的描寫。
[00:01:24.000 --> 00:01:46.000]  耶和華說:這些人他們的口多顯愛情,他們的心卻追隨財力,口裡有愛情,心卻追隨財力。
[00:01:46.000 --> 00:02:04.000]  口裡說:耶和華我愛你,但是心裡另有所崇拜,有偶像,把他們的心奪去,把他們的心放去。
[00:02:04.000 --> 00:02:26.000]  耶和華說:我的百姓真正的光景是這個樣子,他們的口和他們的心離開很遠,這件事是讓耶和華心裡憂傷難過的。
[00:02:26.000 --> 00:02:38.000]  有一幅圖畫,畫了一個人,伸出一隻手來,和主耶穌拉手,面露笑容。
[00:02:38.000 --> 00:02:55.000]  另外一隻手把他的心拿出來給世界,這隻手和主拉手,另外一隻手把他的心給了世界。
[00:02:55.000 --> 00:03:07.000]  有很多屬神的人,在神面前真實的屬靈的光景是如此。
[00:03:07.000 --> 00:03:19.000]  我們講到這的時候,就想到《真言書》裡面一句話,《真言書》二十五章十四節,
[00:03:19.000 --> 00:03:28.000]  在那裡有一句話說,有的人空誇贈送禮物,
[00:03:28.000 --> 00:03:34.000]  他的口裡說:我要送好的禮物給你,
[00:03:34.000 --> 00:03:37.000]  以此為指誇,
[00:03:37.000 --> 00:03:41.000]  但是事實上呢,是空誇,
[00:03:41.000 --> 00:03:49.000]  口裡說:我送禮物給你,最好的禮物給你,
[00:03:49.000 --> 00:03:55.000]  但是這些話都是空的虛的假的,
[00:03:55.000 --> 00:04:00.000]  下面跟著有一句形容的話說,
[00:04:00.000 --> 00:04:07.000]  這些人,就好像沒有魚的魚一樣,
[00:04:07.000 --> 00:04:11.000]  你看他好像有魚在裡面,
[00:04:11.000 --> 00:04:16.000]  但是事實上只有魚沒有魚,
[00:04:16.000 --> 00:04:24.000]  就好像平常所說的,聽見風就不見魚,
[00:04:24.000 --> 00:04:35.000]  當聖靈的手抓住一節的時候,你自己的心就體會到有話的感覺,
[00:04:35.000 --> 00:04:39.000]  他心裡也為這個事難過,
[00:04:39.000 --> 00:04:46.000]  他就把神的這個信息向以色列人傳講出來,
[00:04:46.000 --> 00:04:56.000]  我記得在1961年的時候,他的心裡有神那樣的傷痛,
[00:04:56.000 --> 00:05:07.000]  聖靈的手抓住他,他就從神的感覺裡面來有他自己的感覺,
[00:05:07.000 --> 00:05:10.000]  在菲律賓呢?
[00:05:10.000 --> 00:05:17.000]  那年的夏天,在那年的夏天,
[00:05:17.000 --> 00:05:26.000]  菲律賓的華僑教會有一個聯合的青年夏令會,
[00:05:26.000 --> 00:05:31.000]  他們在這個Lagoste這個城裡舉行,
[00:05:31.000 --> 00:05:40.000]  這個大會的主題,他們用中文和英文寫出來,
[00:05:40.000 --> 00:05:45.000]  用這個厚卡紙剪出來,
[00:05:45.000 --> 00:05:50.000]  就寫在講台後面的牆上,
[00:05:50.000 --> 00:05:58.000]  中文說,我在這裡,請參見我,
[00:05:58.000 --> 00:06:03.000]  英文呢?Here am I, Send me,
[00:06:03.000 --> 00:06:10.000]  第二天的早上,因為一夜刮大風,天氣改變,
[00:06:10.000 --> 00:06:15.000]  所以第二天早上大家到禮拜堂的時候,
[00:06:15.000 --> 00:06:22.000]  就發現這個英文字有幾個字被風吹掉了,
[00:06:22.000 --> 00:06:29.000]  原來是我在這裡,請參見我,
[00:06:29.000 --> 00:06:34.000]  現在把那個猜拳吹掉了,
[00:06:34.000 --> 00:06:44.000]  我在這裡,我,我在這裡,我,我,我,我,
[00:06:44.000 --> 00:06:49.000]  那個猜拳,那個心靈沒有了,
[00:06:49.000 --> 00:06:56.000]  一陣風把那個最重要的字吹去,
[00:06:56.000 --> 00:07:02.000]  發財,它會在我們不知不覺的時候,
[00:07:02.000 --> 00:07:05.000]  在我們睡覺的時候,
[00:07:05.000 --> 00:07:13.000]  把我們基督徒的人生裡面最重要的那個字拿去,
[00:07:13.000 --> 00:07:17.000]  把那個最重要的因素拿去,
[00:07:17.000 --> 00:07:22.000]  最後剩下的,就是我們自己,
[00:07:22.000 --> 00:07:25.000]  我,我,我,我,我,我,我,我,我,我,我,我,我,
[00:07:25.000 --> 00:07:31.000]  把豬放在一邊,把豬的十字架放在一邊,
[00:07:31.000 --> 00:07:36.000]  把豬給我們的屠夫放在一邊,
[00:07:36.000 --> 00:07:40.000]  把豬給我們的大使命放在一邊,
[00:07:40.000 --> 00:07:45.000]  多等容易落到這個地步,
[00:07:45.000 --> 00:07:50.000]  但願今天晚上,心靈的手,
[00:07:50.000 --> 00:07:55.000]  抓住我們在座的每一個人的心,
[00:07:55.000 --> 00:07:59.000]  讓我們體會神的感覺,
[00:07:59.000 --> 00:08:07.000]  讓我們知道,當神看見我們有這個轉變的時候,
[00:08:07.000 --> 00:08:11.000]  祂的心是何等的失望,
[00:08:11.000 --> 00:08:14.000]  祂的心是何等的傷痛,
[00:08:14.000 --> 00:08:25.000]  我們願意用一世界那個了解,那個感覺來感覺神的心,
[00:08:25.000 --> 00:08:31.000]  在這裡從三十節到三十二節有很深度的了解,
[00:08:31.000 --> 00:08:35.000]  在這節從三十節到三十二節有很深重的了解,
[00:08:35.000 --> 00:08:39.000]  我們來看看耶和華神怎樣形容祂的百姓,
[00:08:39.000 --> 00:08:42.000]  我們來看看耶和華神怎樣形容祂的百姓,
[00:08:42.000 --> 00:08:43.000]  在三十節,
[00:08:43.000 --> 00:08:44.000]  在三十節,
[00:08:44.000 --> 00:08:45.000]  來吧,來吧,
[00:08:45.000 --> 00:08:46.000]  來吧,來吧,
[00:08:46.000 --> 00:08:50.000]  我們聽聽看看耶和華有什麼話講一講,
[00:08:50.000 --> 00:08:54.000]  我們聽聽看看耶和華有什麼話說,
[00:08:54.000 --> 00:08:55.000]  在三十一節,
[00:08:55.000 --> 00:08:56.000]  在三十一節,
[00:08:56.000 --> 00:09:00.000]  祂們來到你們這裡,與同民來聚會,
[00:09:00.000 --> 00:09:04.000]  坐在你們面前,說不出那些文,
[00:09:04.000 --> 00:09:08.000]  祂們如同我的民,
[00:09:08.000 --> 00:09:11.000]  好像我的百姓,
[00:09:11.000 --> 00:09:15.000]  彷彿是我的民,
[00:09:15.000 --> 00:09:17.000]  其實呢,
[00:09:17.000 --> 00:09:19.000]  不是,
[00:09:19.000 --> 00:09:24.000]  祂們輕易的話卻不去行,
[00:09:24.000 --> 00:09:29.000]  因為祂們的口多顯愛情,心卻追隨財力,
[00:09:29.000 --> 00:09:34.000]  因為祂們的口多顯愛情,心卻追隨財力,
[00:09:34.000 --> 00:09:36.000]  請看下面一句,
[00:09:36.000 --> 00:09:41.000]  祂們看你,如山雨奏樂,聲音優雅之人,
[00:09:41.000 --> 00:09:43.000]  所唱的牙歌,
[00:09:43.000 --> 00:09:49.000]  祂們看你,如田野奏樂,聲音優雅之人,所唱的牙歌,
[00:09:49.000 --> 00:09:50.000]  二十節啊,
[00:09:50.000 --> 00:09:51.000]  二十節啊,
[00:09:51.000 --> 00:09:53.000]  你想祂們傳我的話,
[00:09:53.000 --> 00:09:54.000]  你想祂們傳我的話,
[00:09:54.000 --> 00:09:56.000]  祂們聽你講,
[00:09:56.000 --> 00:09:57.000]  祂們聽你講,
[00:09:57.000 --> 00:10:00.000]  祂們好像聽音樂一樣,
[00:10:00.000 --> 00:10:03.000]  好像聽牙歌一樣,
[00:10:03.000 --> 00:10:06.000]  多少時候,
[00:10:06.000 --> 00:10:08.000]  神的百姓,
[00:10:08.000 --> 00:10:10.000]  把神的話,
[00:10:10.000 --> 00:10:13.000]  當作一種消遣,
[00:10:13.000 --> 00:10:16.000]  當作牙歌,
[00:10:16.000 --> 00:10:18.000]  解解悶,
[00:10:18.000 --> 00:10:20.000]  散散心,
[00:10:20.000 --> 00:10:23.000]  是一種娛樂,
[00:10:23.000 --> 00:10:26.000]  有一個傳達人講得好,
[00:10:26.000 --> 00:10:29.000]  有很多禮拜堂,
[00:10:29.000 --> 00:10:31.000]  裡面的節目,
[00:10:31.000 --> 00:10:36.000]  差不多成為娛樂性的節目,
[00:10:36.000 --> 00:10:39.000]  基督徒來到禮拜堂,
[00:10:39.000 --> 00:10:41.000]  要開開心心,
[00:10:41.000 --> 00:10:43.000]  要解解悶,
[00:10:43.000 --> 00:10:45.000]  要聽聽牙歌,
[00:10:45.000 --> 00:10:49.000]  聽到傳達人的口才,
[00:10:49.000 --> 00:10:52.000]  我們來聽聽,
[00:10:52.000 --> 00:10:56.000]  聽聽耶和華有什麼話要跟我們講,
[00:10:56.000 --> 00:10:58.000]  這是耶和華的口中,
[00:10:58.000 --> 00:11:01.000]  講出來的對祂的百姓的形容,
[00:11:01.000 --> 00:11:03.000]  這是耶和華的口中,
[00:11:03.000 --> 00:11:05.000]  講出來對祂百姓的形容,
[00:11:05.000 --> 00:11:07.000]  最後一個結論,
[00:11:07.000 --> 00:11:08.000]  耶和華說,
[00:11:08.000 --> 00:11:14.000]  祂們不聽你的話,
[00:11:14.000 --> 00:11:17.000]  祂們不聽你的話,
[00:11:17.000 --> 00:11:20.000]  祂們好像聽了,
[00:11:20.000 --> 00:11:23.000]  但是不肯去做,
[00:11:23.000 --> 00:11:25.000]  這件事實,
[00:11:25.000 --> 00:11:31.000]  在伊斯傑的心中成為一個重擔,
[00:11:31.000 --> 00:11:33.000]  聖靈抓住他的時候,
[00:11:33.000 --> 00:11:40.000]  他就深深感覺到這件事實,
[00:11:40.000 --> 00:11:46.000]  我們再看另外一處的地方,
[00:11:46.000 --> 00:11:50.000]  請翻到第一章,
[00:11:50.000 --> 00:11:53.000]  第三節,
[00:11:53.000 --> 00:11:56.000]  第一章第三節,
[00:11:56.000 --> 00:11:59.000]  托華的靈,圓文作手,
[00:11:59.000 --> 00:12:05.000]  降在他身上,
[00:12:05.000 --> 00:12:06.000]  試一次,
[00:12:06.000 --> 00:12:11.000]  聖靈的手抓住一節有什麼作用?
[00:12:11.000 --> 00:12:15.000]  下面緊緊地告訴我們,
[00:12:15.000 --> 00:12:21.000]  他就看見耶和華榮耀的意象,
[00:12:21.000 --> 00:12:25.000]  這個意象分成兩部分,
[00:12:25.000 --> 00:12:27.000]  上面的部分,
[00:12:27.000 --> 00:12:31.000]  這是耶和華自己的榮耀,
[00:12:31.000 --> 00:12:36.000]  是記載二十六節到二十八節裏面,
[00:12:36.000 --> 00:12:39.000]  下面的一部分,
[00:12:39.000 --> 00:12:42.000]  是四火物的意象,
[00:12:42.000 --> 00:12:46.000]  這兩部分合起來,
[00:12:46.000 --> 00:12:53.000]  就是一個完整的耶和華榮耀的意象,
[00:12:53.000 --> 00:12:56.000]  我們走到這裏的時候,
[00:12:56.000 --> 00:12:59.000]  我們一定會覺得很奇怪,
[00:12:59.000 --> 00:13:01.000]  我們一定會問,
[00:13:01.000 --> 00:13:10.000]  為什麼四火物的意象是耶和華榮耀的一部分呢?
[00:13:10.000 --> 00:13:14.000]  四火物不過是天使而已,
[00:13:14.000 --> 00:13:17.000]  第十章告訴我們,
[00:13:17.000 --> 00:13:22.000]  這個四火物就是基督博,
[00:13:22.000 --> 00:13:26.000]  基督博是一種特別的天使,
[00:13:26.000 --> 00:13:35.000]  天使怎麼能夠和耶和華的榮耀相提並論?
