
[00:00:00.000 --> 00:00:07.000]  在現代的社會,像香港這樣的地方,人人都是很忙的。
[00:00:07.000 --> 00:00:11.000]  在現代這個社會,好像香港這樣的地方,人人都是很忙的。
[00:00:11.000 --> 00:00:18.000]  能夠有一連十天的聚會來參加,實在是不簡單的事。
[00:00:18.000 --> 00:00:22.000]  如果能夠一連十天去參加聚會,實在不是一件簡單的事。
[00:00:22.000 --> 00:00:29.000]  所以各位弟兄姊妹,參加聚會的精神,讓我深深地受感動。
[00:00:29.000 --> 00:00:33.000]  各位弟兄姊妹,參加聚會的精神,讓我深深地受感動。
[00:00:33.000 --> 00:00:38.000]  我相信如果不是主自己吸引人,沒有人能來。
[00:00:38.000 --> 00:00:42.000]  我相信如果不是主自己吸引人,沒有人能來。
[00:00:42.000 --> 00:00:45.000]  願主一直地吸引我們的心,
[00:00:45.000 --> 00:00:48.000]  願主一直地吸引我們的心,
[00:00:48.000 --> 00:00:55.000]  在大會中,在大會以後,一直我們都保持與主密切的關係。
[00:00:55.000 --> 00:01:00.000]  在大會中,在大會以後,一直我們都保持與主密切的關係。
[00:01:00.000 --> 00:01:06.000]  今天晚上我們來到最後的一個分題,
[00:01:06.000 --> 00:01:11.000]  就是國度的降臨和國度的圓滿的福分。
[00:01:11.000 --> 00:01:15.000]  是國度的降臨和國度的圓滿的福分。
[00:01:15.000 --> 00:01:18.000]  國度的降臨是什麼時候呢?
[00:01:18.000 --> 00:01:20.000]  國度的降臨是什麼時候呢?
[00:01:20.000 --> 00:01:24.000]  有兩個時事,兩個時間。
[00:01:24.000 --> 00:01:26.000]  有兩個時事,兩個時間。
[00:01:26.000 --> 00:01:29.000]  第一個時間,那就是現在。
[00:01:29.000 --> 00:01:32.000]  一個時間就是現在。
[00:01:32.000 --> 00:01:37.000]  我們每一個人的心中可以有天國降臨。
[00:01:37.000 --> 00:01:41.000]  我們每一個人的心中可以有天國降臨。
[00:01:41.000 --> 00:01:44.000]  什麼時候天國降臨在你我的心中呢?
[00:01:44.000 --> 00:01:48.000]  什麼時候天國降臨在你和我的心中呢?
[00:01:48.000 --> 00:01:50.000]  按照主自己所說的話。
[00:01:50.000 --> 00:01:52.000]  按照主自己所說的話。
[00:01:52.000 --> 00:01:54.000]  主道文這樣說,
[00:01:54.000 --> 00:01:55.000]  主道文這樣說,
[00:01:55.000 --> 00:01:57.000]  願你的國降臨。
[00:01:57.000 --> 00:01:59.000]  願你的國降臨。
[00:01:59.000 --> 00:02:00.000]  什麼時候降臨了呢?
[00:02:00.000 --> 00:02:01.000]  什麼時候降臨呢?
[00:02:01.000 --> 00:02:06.000]  你的旨意行在地上,如同行在天上。
[00:02:06.000 --> 00:02:09.000]  你的旨意行在地上,如同行在天上。
[00:02:09.000 --> 00:02:16.000]  祖國的降臨和我們遵行神的旨意,這兩件事是分不開的。
[00:02:16.000 --> 00:02:20.000]  主的國降臨和遵行神的旨意,這兩件事是不可以分開的。
[00:02:20.000 --> 00:02:26.000]  當我遵行神旨意的時候,就是在事實上,國度降臨在我心中了。
[00:02:26.000 --> 00:02:30.000]  當我遵行神旨意的時候,事實上就是神的國降臨在我心中了。
[00:02:30.000 --> 00:02:35.000]  所以主耶穌說,天國就在你們心裡。
[00:02:35.000 --> 00:02:38.000]  所以主耶穌說,天國就在你們的心裡。
[00:02:38.000 --> 00:02:41.000]  那麼這種的降臨,什麼時候發生呢?
[00:02:41.000 --> 00:02:43.000]  那麼這種降臨,是什麼時候發生呢?
[00:02:43.000 --> 00:02:45.000]  隨時可以發生。
[00:02:45.000 --> 00:02:46.000]  隨時可以發生。
[00:02:46.000 --> 00:02:48.000]  這個隨時是什麼時候呢?
[00:02:48.000 --> 00:02:50.000]  這個隨時是什麼時候呢?
[00:02:50.000 --> 00:02:56.000]  就是當我們真是學習到,追求到遵行神旨意的時候。
[00:02:56.000 --> 00:03:00.000]  就是當我們學習到追求到,順從神旨意的時候。
[00:03:00.000 --> 00:03:08.000]  所以我們隨時可以按照我們的追求來決定什麼時候國度降臨在我們心中。
[00:03:08.000 --> 00:03:13.000]  所以我們可以隨時按照我們的追求的程度來角度降臨在我們的心中。
[00:03:13.000 --> 00:03:17.000]  這也正像復興的來臨一樣。
[00:03:17.000 --> 00:03:19.000]  這也正像復興的來臨一樣。
[00:03:19.000 --> 00:03:21.000]  復興有兩種。
[00:03:21.000 --> 00:03:22.000]  復興有兩種。
[00:03:22.000 --> 00:03:25.000]  第一種是神特殊的恩典,
[00:03:25.000 --> 00:03:27.000]  是神特殊的恩典。
[00:03:27.000 --> 00:03:29.000]  讓聖靈澆灌下來,
[00:03:29.000 --> 00:03:31.000]  讓聖靈澆灌下來,
[00:03:31.000 --> 00:03:36.000]  讓一個地方,許多的地方,有大憤興的現象。
[00:03:36.000 --> 00:03:40.000]  讓一個地方,許多的地方,有大憤興的現象。
[00:03:40.000 --> 00:03:45.000]  那個時間是按神的旨意所定的來發生。
[00:03:45.000 --> 00:03:48.000]  那個時間是按神的旨意所定的來發生。
[00:03:48.000 --> 00:03:51.000]  還有第二種的復興,
[00:03:51.000 --> 00:03:53.000]  就是個人的復興,
[00:03:53.000 --> 00:03:55.000]  是個人的復興,
[00:03:55.000 --> 00:04:01.000]  是藉著一步一步的追求而進入復興的狀態。
[00:04:01.000 --> 00:04:04.000]  是藉著一步一步的追求而進入復興的狀態。
[00:04:04.000 --> 00:04:12.000]  這種的復興,我們每一個人可以藉著追求長進而得到。
[00:04:12.000 --> 00:04:16.000]  這種的復興,我們每一個人可以藉著追求長進而得到。
[00:04:16.000 --> 00:04:19.000]  所以我們要向神求這兩種的復興。
[00:04:19.000 --> 00:04:21.000]  所以我們要向神求這兩種的復興。
[00:04:21.000 --> 00:04:26.000]  第一種,我們求神按照祂的大恩典,
[00:04:26.000 --> 00:04:29.000]  把聖靈澆灌下來,
[00:04:29.000 --> 00:04:33.000]  求神按照祂的大恩典,把聖靈澆灌下來,
[00:04:33.000 --> 00:04:37.000]  讓宗教會得到甘霖的滋潤,
[00:04:37.000 --> 00:04:40.000]  讓宗教會得到甘霖的滋潤,
[00:04:40.000 --> 00:04:46.000]  這應該是我們這個時代,所有的基督徒要長長期求的一件大事。
[00:04:46.000 --> 00:04:50.000]  這應該是我們這個時代,所有的基督徒要長長期求的一件大事。
[00:04:50.000 --> 00:04:53.000]  當我們的禱告升上去的時候,
[00:04:53.000 --> 00:04:54.000]  當我們的禱告升上去的時候,
[00:04:54.000 --> 00:04:57.000]  越來越多的禱告升上去的時候,
[00:04:57.000 --> 00:04:59.000]  越來越多的禱告升上去的時候,
[00:04:59.000 --> 00:05:03.000]  讓神的寶座被我們的禱告包圍的時候,
[00:05:03.000 --> 00:05:06.000]  讓神的寶座被我們的禱告包圍的時候,
[00:05:06.000 --> 00:05:12.000]  我們就按照祂豐富的恩典,將大復興聖靈的澆灌撕下來。
[00:05:12.000 --> 00:05:16.000]  我們就按照祂豐富的恩典,將大復興聖靈的澆灌撕下來。
[00:05:16.000 --> 00:05:19.000]  但是話說回來,
[00:05:19.000 --> 00:05:22.000]  我們一方面那樣的祈求,
[00:05:22.000 --> 00:05:28.000]  同時我們不必等到大復興來臨,我們才可以復興。
[00:05:28.000 --> 00:05:32.000]  我們一方面祈求,但我們同時可以不需等待到大復興來臨,才復興。
[00:05:32.000 --> 00:05:39.000]  我們可以現在有一個追求渴慕的心,
[00:05:39.000 --> 00:05:46.000]  進入一步一步的長進,而進入復興的狀態。
[00:05:46.000 --> 00:05:49.000]  一步一步長進,進入到復興的狀態。
[00:05:49.000 --> 00:05:52.000]  這兩種的復興,我們都要追求。
[00:05:52.000 --> 00:05:54.000]  這兩種的復興,我們都要追求。
[00:05:54.000 --> 00:05:56.000]  我們都要寶貴,
[00:05:56.000 --> 00:05:58.000]  我們都要渴慕,
[00:05:58.000 --> 00:06:00.000]  我們都要渴慕,
[00:06:00.000 --> 00:06:02.000]  我們都要為祂來禱告。
[00:06:02.000 --> 00:06:04.000]  我們都要為此而禱告。
[00:06:04.000 --> 00:06:06.000]  主在來,
[00:06:06.000 --> 00:06:11.000]  我們要看一看主在來,
[00:06:11.000 --> 00:06:14.000]  就是國度的降臨的時候。
[00:06:14.000 --> 00:06:19.000]  我們再看看主在來,就是祂的國度要降臨的時候。
[00:06:19.000 --> 00:06:21.000]  主真的在來嗎?
[00:06:21.000 --> 00:06:22.000]  主真的在來嗎?
[00:06:22.000 --> 00:06:26.000]  這件事在你的內心裡面有把握嗎?
[00:06:26.000 --> 00:06:29.000]  這件事在你的內心裡面有把握嗎?
[00:06:29.000 --> 00:06:31.000]  如果有人問你,
[00:06:31.000 --> 00:06:37.000]  你確信主在來有什麼根據?
[00:06:37.000 --> 00:06:40.000]  你有什麼把握?
[00:06:40.000 --> 00:06:42.000]  你有什麼理由?
[00:06:42.000 --> 00:06:44.000]  這個很重要。
[00:06:44.000 --> 00:06:47.000]  如果一個人講不出來,
[00:06:47.000 --> 00:06:57.000]  他受壓力的時候,對主在來的盼望就模糊了,就失去了。
[00:06:57.000 --> 00:07:05.000]  如果你對主在來的信仰是人云亦云,
[00:07:05.000 --> 00:07:08.000]  是道聽途說,
[00:07:08.000 --> 00:07:11.000]  大家都這樣講,我也這樣講,
[00:07:11.000 --> 00:07:14.000]  大家這樣信,我也這樣信,
[00:07:14.000 --> 00:07:22.000]  但是沒有一個很清楚的理由,
[00:07:22.000 --> 00:07:27.000]  沒有這個信心的支柱,
[00:07:27.000 --> 00:07:29.000]  那是很危險的,
[00:07:29.000 --> 00:07:37.000]  很容易主在來的信仰就垂留失去了。
[00:07:37.000 --> 00:07:39.000]  好,讓我們用一點時間,
[00:07:39.000 --> 00:07:42.000]  根據神的話,
[00:07:42.000 --> 00:07:50.000]  再來確定我們對主在來的信心。
[00:07:50.000 --> 00:07:55.000]  首先我要和大家談到的,
[00:07:55.000 --> 00:08:04.000]  就是《聖經》裡面有四次提到日、夕、晚、了。
[00:08:04.000 --> 00:08:10.000]  這四次是關於四件不同的事,
[00:08:10.000 --> 00:08:15.000]  其中的三件是過去了,
[00:08:15.000 --> 00:08:17.000]  是歷史的見證,
