
[00:00:00.000 --> 00:00:02.640]  今天我們再次一同靈授
[00:00:02.640 --> 00:00:04.720]  從聖經裏面看
[00:00:04.720 --> 00:00:08.400]  如何的侍奉主蒙他的悅納
[00:00:08.400 --> 00:00:10.320]  合乎他的心意
[00:00:10.320 --> 00:00:13.280]  今天我們要靈授的題目
[00:00:13.280 --> 00:00:15.880]  叫侍奉主的心志
[00:00:15.880 --> 00:00:18.120]  我們要用伊利亞的心志
[00:00:18.120 --> 00:00:20.120]  做我們的方樣
[00:00:20.120 --> 00:00:23.520]  在七十路十一章第三節
[00:00:23.520 --> 00:00:27.160]  七十路十一章第三節告訴我們
[00:00:27.160 --> 00:00:28.600]  在末世的時候
[00:00:28.600 --> 00:00:33.440]  有兩個見證人要再次到世上來
[00:00:33.440 --> 00:00:36.640]  那麼聖經的學者告訴我們
[00:00:36.640 --> 00:00:41.160]  這兩位見證人之一就是先知伊利亞
[00:00:41.160 --> 00:00:44.880]  關於伊利亞要再來這件事
[00:00:44.880 --> 00:00:47.880]  有兩種的解釋
[00:00:47.880 --> 00:00:51.400]  第一種的解釋就是在末世的時候
[00:00:51.400 --> 00:00:55.880]  先知伊利亞要親自來到世上
[00:00:55.880 --> 00:00:59.680]  因爲瑪拉基書四章五節
[00:00:59.680 --> 00:01:04.800]  瑪拉基書四章五節有這樣清楚的預言
[00:01:04.800 --> 00:01:08.600]  就是說在耶和華大爾科魏的日子
[00:01:08.600 --> 00:01:12.320]  未到以前伊利亞要來
[00:01:12.320 --> 00:01:15.120]  這是第一種的解釋
[00:01:15.120 --> 00:01:18.080]  第二種的解釋就是
[00:01:18.080 --> 00:01:23.280]  將來有一位好像伊利亞的人要到世上來
[00:01:23.280 --> 00:01:26.920]  不是伊利亞自己乃是一位
[00:01:26.920 --> 00:01:31.320]  像他同樣心智的人到世上來
[00:01:31.320 --> 00:01:33.200]  正如主耶穌說
[00:01:33.200 --> 00:01:36.320]  施洗約翰就是伊利亞
[00:01:36.320 --> 00:01:41.200]  因爲他有伊利亞的心智和能力
[00:01:41.200 --> 00:01:44.560]  那麼這兩種的解釋都有道理
[00:01:44.560 --> 00:01:47.880]  我們要注重的不是要決定
[00:01:47.880 --> 00:01:50.960]  哪一種解釋更正確
[00:01:50.960 --> 00:01:55.440]  乃是說無論你採取哪一種的解釋
[00:01:55.440 --> 00:01:57.960]  有一件事是一樣的
[00:01:57.960 --> 00:02:00.480]  那就是在神的旨意中
[00:02:00.480 --> 00:02:04.400]  默示將有伊利亞心智的復興
[00:02:04.400 --> 00:02:06.640]  是他自己要來也好
[00:02:06.640 --> 00:02:10.800]  是一個與他同有心智的人也好
[00:02:10.800 --> 00:02:14.840]  總之是伊利亞心智的復興
[00:02:14.840 --> 00:02:18.320]  這是一個很重要的信息
[00:02:18.320 --> 00:02:22.320]  主的心意和計劃既然是如此
[00:02:22.320 --> 00:02:28.320]  那麼他就會先從侍奉主的人身上
[00:02:28.320 --> 00:02:32.960]  開始工作使他們有伊利亞的心智
[00:02:32.960 --> 00:02:35.600]  然後透過侍奉主的人
[00:02:35.600 --> 00:02:37.760]  帶領一般的弟兄姊妹
[00:02:37.760 --> 00:02:41.800]  也能夠得着伊利亞的心智
[00:02:41.800 --> 00:02:47.520]  我記得在一次全球複音大會的時候
[00:02:47.520 --> 00:02:51.000]  有一位主的僕人用換燈的方式
[00:02:51.000 --> 00:02:56.040]  把聖靈在全世界各地的工作放映出來
[00:02:56.040 --> 00:03:00.080]  他在結束的時候發了兩個問題
[00:03:00.080 --> 00:03:04.160]  第一,今天伊利亞的神在哪裏呢?
[00:03:04.160 --> 00:03:09.040]  第二,今天神的伊利亞們在哪裏呢?
[00:03:09.040 --> 00:03:11.680]  我聽見的時候心裏有一個禱告
[00:03:11.680 --> 00:03:17.320]  說主啊,求禰使我多有一點伊利亞的心智
[00:03:17.320 --> 00:03:19.880]  在末世的時代
[00:03:19.880 --> 00:03:21.640]  最需要的傳導人
[00:03:21.640 --> 00:03:26.720]  就是有伊利亞心智、能力、精神、態度的傳導人
[00:03:26.720 --> 00:03:30.680]  這樣的人要得到主大大的使用
[00:03:30.680 --> 00:03:34.600]  這成爲我們追求的目標
[00:03:34.600 --> 00:03:36.560]  那麼用餘下的時間
[00:03:36.560 --> 00:03:39.200]  我們要在聖經裏看一看
[00:03:39.200 --> 00:03:41.520]  伊利亞的心智和能力
[00:03:41.520 --> 00:03:47.120]  和末世的時候教會的一般的現象
[00:03:47.120 --> 00:03:50.200]  形成一個強烈的對比
[00:03:50.200 --> 00:03:53.840]  我們從這個對比裏面看見
[00:03:53.840 --> 00:03:57.480]  末世教會的需要也看見主
[00:03:57.480 --> 00:04:00.480]  要末世的教會所走的道路
[00:04:00.480 --> 00:04:03.240]  就是伊利亞心智的道路
[00:04:03.240 --> 00:04:04.600]  我們看一看
[00:04:04.600 --> 00:04:10.200]  末世和伊利亞之間的強烈的對比
[00:04:10.200 --> 00:04:12.480]  第一方面的對比
[00:04:12.480 --> 00:04:17.400]  在七十路三章十六節
[00:04:17.400 --> 00:04:20.640]  主對老弟家的教會說
[00:04:20.640 --> 00:04:23.840]  你既如溫水也不冷也不熱
[00:04:23.840 --> 00:04:29.040]  所以我必從我口中把你吐出去
[00:04:29.040 --> 00:04:33.600]  老弟家的教會是末世教會的一幅圖畫
[00:04:33.600 --> 00:04:37.600]  末世的教會一般說來是不冷不熱
[00:04:37.600 --> 00:04:38.480]  不錯
[00:04:38.480 --> 00:04:43.240]  有些教會很熱心、很追求、很長進
[00:04:43.240 --> 00:04:45.480]  也很努力傳福音
[00:04:45.480 --> 00:04:47.960]  我們爲這些教會感謝神
[00:04:47.960 --> 00:04:49.840]  但是一般來說
[00:04:49.840 --> 00:04:54.040]  末世的教會實在是不冷不熱
[00:04:54.040 --> 00:04:59.480]  但是伊利亞的心智剛剛與這種情況相反
[00:04:59.480 --> 00:05:03.160]  它有活熱的獻身的精神
[00:05:03.160 --> 00:05:08.320]  讓我們回想當日在加密山頂上
[00:05:08.320 --> 00:05:11.880]  一邊有巴黎的四百五十個先知
[00:05:11.880 --> 00:05:15.040]  再加上亞漢王所供養的
[00:05:15.040 --> 00:05:19.240]  四百亞舍拉的先知
[00:05:19.240 --> 00:05:25.080]  一共八百五十位假先知聚集在一起
[00:05:25.080 --> 00:05:29.440]  要和敬畏要華的人作對
[00:05:29.440 --> 00:05:34.000]  並且還有亞漢王和耶穌別給他們撐腰
[00:05:34.000 --> 00:05:38.000]  在這樣的一種勢力懸殊的情況之下
[00:05:38.000 --> 00:05:43.280]  任何的人都會灰心退後懼怕甚至於逃跑
[00:05:43.280 --> 00:05:45.280]  但是伊利亞呢
[00:05:45.280 --> 00:05:51.400]  他有把生命置於度外完全獻身的精神
[00:05:51.400 --> 00:05:54.120]  他爲要華站立得住
[00:05:54.120 --> 00:06:00.400]  結果神將火從天上降下來燃燒了
