
[00:00:00.000 --> 00:00:02.920]  我們回到聖經啟示錄第二章
[00:00:02.920 --> 00:00:07.280]  亦是我們讀到的聖經啟示錄當中的第三間教會
[00:00:07.280 --> 00:00:15.360]  第二章的第十二節提及別加摩教會
[00:00:15.360 --> 00:00:18.120]  這間教會蒙受神的稱讚
[00:00:18.120 --> 00:00:21.880]  指出他們願意堅守神的真道
[00:00:21.880 --> 00:00:24.040]  同一個原因
[00:00:24.040 --> 00:00:25.800]  神亦責備他們
[00:00:25.800 --> 00:00:30.160]  有部分弟兄姊妹否定主的道
[00:00:30.160 --> 00:00:32.880]  而承受神給予他們的責備
[00:00:32.880 --> 00:00:35.200]  當我們提到神的道的時候
[00:00:35.200 --> 00:00:38.040]  大家一定會想起聖經強調
[00:00:38.040 --> 00:00:40.880]  就是神的話是帶著能力的
[00:00:40.880 --> 00:00:43.520]  神的話是有權柄的
[00:00:43.520 --> 00:00:45.680]  不是一些死的文字
[00:00:45.680 --> 00:00:48.160]  是一些活的生命之道
[00:00:48.160 --> 00:00:51.680]  大家一定會想起當主耶穌降生的時候
[00:00:51.680 --> 00:00:55.560]  有天使向瑪利亞宣佈一個大喜的訊息
[00:00:55.800 --> 00:00:57.920]  但瑪利亞當時很難去接受
[00:00:57.920 --> 00:01:00.400]  她不明白亦不能相信
[00:01:00.400 --> 00:01:02.920]  但當時天使告訴她
[00:01:02.920 --> 00:01:06.640]  出於神口中的一切說話
[00:01:06.640 --> 00:01:10.120]  沒有一句不帶著能力
[00:01:10.120 --> 00:01:14.200]  神的話本身是帶著能力
[00:01:14.200 --> 00:01:16.240]  是叫生命改變
[00:01:16.240 --> 00:01:18.240]  亦是永存的道
[00:01:18.240 --> 00:01:22.120]  因此你記得在聖經二創書提到神的救恩的時候
[00:01:22.120 --> 00:01:23.720]  提到神的盼望
[00:01:23.880 --> 00:01:26.920]  其中的五十五章有一句說話很特別
[00:01:26.920 --> 00:01:29.760]  提到「不轉會」
[00:01:29.760 --> 00:01:34.200]  提到如果有雨雪從天而降
[00:01:34.200 --> 00:01:36.080]  降落地上的時候
[00:01:36.080 --> 00:01:37.840]  並不返回
[00:01:37.840 --> 00:01:41.600]  必然會滋潤田地泥土
[00:01:41.600 --> 00:01:44.040]  叫種子可以發芽生長
[00:01:44.040 --> 00:01:46.320]  是一定會產生果效的
[00:01:46.320 --> 00:01:48.720]  不會徒然返回
[00:01:48.720 --> 00:01:50.200]  然後說
[00:01:50.680 --> 00:01:52.560]  神口中所出的說話
[00:01:52.560 --> 00:01:54.800]  絕不徒然返回
[00:01:54.800 --> 00:01:57.680]  是必然成就神的旨意
[00:01:57.680 --> 00:01:59.880]  作成神要作的工作
[00:01:59.880 --> 00:02:02.160]  神所說的話
[00:02:02.160 --> 00:02:03.680]  祂要成就的事情
[00:02:03.680 --> 00:02:06.240]  是沒有任何事情能夠難做
[00:02:06.240 --> 00:02:07.400]  所以才說
[00:02:07.400 --> 00:02:09.880]  絕不徒然返回
[00:02:09.880 --> 00:02:11.680]  不會沒有果效
[00:02:11.680 --> 00:02:15.040]  因此每當我們想回到遵行主的時候
[00:02:15.040 --> 00:02:16.400]  不是說一些戒條
[00:02:16.400 --> 00:02:18.400]  你要聽話
[00:02:18.400 --> 00:02:19.040]  不是
[00:02:19.520 --> 00:02:22.400]  是說神的道本身就是永恆的道
[00:02:22.400 --> 00:02:25.040]  是會帶著能力的
[00:02:25.040 --> 00:02:28.480]  因此當我們順著神的道來生活的時候
[00:02:28.480 --> 00:02:29.680]  我們得著能力
[00:02:29.680 --> 00:02:32.880]  也因此會經歷神的能力
[00:02:32.880 --> 00:02:35.880]  也進入神給我們的風城裡面
[00:02:35.880 --> 00:02:39.960]  所以人無福在乎他是否願意
[00:02:39.960 --> 00:02:41.560]  遵行神的道
[00:02:41.560 --> 00:02:44.000]  這正是神讚賞
[00:02:44.000 --> 00:02:46.720]  別加摩教會的原因
[00:02:46.720 --> 00:02:49.760]  但願我們都能夠領受這份讚賞
[00:02:49.760 --> 00:02:53.440]  聖經第二章第十二節是這樣說
[00:02:53.440 --> 00:02:57.680]  「你要寫信給別加摩教會的使者說
[00:02:57.680 --> 00:03:00.960]  哪有兩刃利劍的說」
[00:03:00.960 --> 00:03:03.280]  在當時一開始的時候
[00:03:03.280 --> 00:03:06.160]  聖經就提及主自己說到自己
[00:03:06.160 --> 00:03:08.920]  是帶著兩刃的利劍
[00:03:08.920 --> 00:03:11.560]  這把劍是兩邊都鋒利的
[00:03:11.560 --> 00:03:14.440]  是一把很鋒利的利劍
[00:03:15.320 --> 00:03:17.840]  大家也會留意到聖經提及這些教會
[00:03:17.840 --> 00:03:20.360]  有地區性的一個名稱
[00:03:20.360 --> 00:03:21.600]  別加摩
[00:03:21.600 --> 00:03:24.680]  是當時羅馬帝國的一個省份
[00:03:24.680 --> 00:03:27.680]  亞西亞省的省府
[00:03:27.680 --> 00:03:29.520]  是一個重要的城市
[00:03:29.520 --> 00:03:31.640]  當時城市有一個特別的特徵
[00:03:31.640 --> 00:03:34.640]  就是他們是敬拜君王的
[00:03:34.640 --> 00:03:38.320]  當時羅馬的君王阿古士督
[00:03:38.320 --> 00:03:41.440]  他要求臣民當他是神來拜
[00:03:41.440 --> 00:03:43.520]  因此在公元二十九年
[00:03:43.520 --> 00:03:45.360]  在別加摩這個地方
[00:03:45.360 --> 00:03:47.320]  建立了第一間廟宇
[00:03:47.320 --> 00:03:49.760]  是要來敬拜他自己
[00:03:49.760 --> 00:03:52.160]  所有臣民要去敬拜他
[00:03:52.160 --> 00:03:53.240]  甚至有些地方
[00:03:53.240 --> 00:03:54.720]  如果哪一個不敬拜
[00:03:54.720 --> 00:03:55.800]  馬上處死
[00:03:55.800 --> 00:03:59.640]  因此每年最低限度有一次要去敬拜
[00:03:59.640 --> 00:04:01.720]  敬拜之後有一份證書給你
[00:04:01.720 --> 00:04:05.000]  你就可以免受任何的傷害
[00:04:05.000 --> 00:04:07.720]  而當時這個國家
[00:04:07.720 --> 00:04:11.120]  特別給亞加這個地方
[00:04:11.520 --> 00:04:14.280]  特別給他們一個很特別的權柄
[00:04:14.280 --> 00:04:15.960]  這個別加摩的地方
[00:04:15.960 --> 00:04:17.800]  就是給他們的省長
[00:04:17.800 --> 00:04:22.720]  有一個可以殺一切的臣民的權柄
[00:04:22.720 --> 00:04:24.720]  是操生殺之權
[00:04:24.720 --> 00:04:26.920]  羅馬給他們一個權柄
[00:04:26.920 --> 00:04:29.640]  就可以按省長的意思
[00:04:29.640 --> 00:04:33.040]  去殺一些他不接受的臣民
[00:04:33.040 --> 00:04:35.880]  因此這個象徵就是一把劍
[00:04:35.880 --> 00:04:38.600]  這把劍是賜給了省長
[00:04:38.760 --> 00:04:43.400]  他有權柄來執行死刑的權柄
[00:04:43.400 --> 00:04:46.200]  當時已經提到這位主
[00:04:46.200 --> 00:04:49.720]  他提出是拿著兩刃利劍的時候
[00:04:49.720 --> 00:04:51.440]  我相信當時別加摩的人民
[00:04:51.440 --> 00:04:53.880]  馬上想起羅馬那把劍
[00:04:53.880 --> 00:04:57.240]  那把可以殺他們的劍
[00:04:57.240 --> 00:04:59.480]  但同時也要告訴他們知道
[00:04:59.480 --> 00:05:03.200]  這位仁子同樣有一把劍出來的
[00:05:03.200 --> 00:05:04.800]  大家看第一章的時候
[00:05:05.040 --> 00:05:09.080]  提到這位仁子是口中出一把利劍
[00:05:09.080 --> 00:05:12.600]  這把劍不是用來殘害人的
[00:05:12.600 --> 00:05:15.520]  是神口中出的道
[00:05:15.520 --> 00:05:18.040]  成為了一把利劍
[00:05:18.040 --> 00:05:20.800]  大家回想當主耶穌
[00:05:20.800 --> 00:05:21.880]  站在地上的時候
[00:05:21.880 --> 00:05:23.400]  祂就告訴大家知道
[00:05:23.400 --> 00:05:25.680]  我來不是要去審判人
[00:05:25.680 --> 00:05:27.760]  我來是要做什麼呢?
[00:05:27.760 --> 00:05:29.600]  要拯救人
[00:05:29.600 --> 00:05:31.640]  要拯救不是審判
[00:05:31.880 --> 00:05:34.440]  但是不願意接受我的道的人
