
[00:00:00.000 --> 00:00:05.600]  我們見到聖經接受羅利嘉前書第一章經文
[00:00:05.600 --> 00:00:08.400]  我們思想到關於信望愛
[00:00:08.400 --> 00:00:11.000]  聖經裏面的訊息
[00:00:11.000 --> 00:00:13.800]  我剛剛在前兩天遇到一個家庭
[00:00:13.800 --> 00:00:16.400]  我們北宣家一對夫婦
[00:00:16.400 --> 00:00:18.800]  偶然之間見到他們三個孩子
[00:00:18.800 --> 00:00:20.600]  三個孩子都很小
[00:00:20.600 --> 00:00:23.000]  最大的好像是九歲
[00:00:23.000 --> 00:00:26.600]  我順便問一問弟弟什麼名字
[00:00:26.600 --> 00:00:30.400]  爸爸就告訴我信望愛
[00:00:30.400 --> 00:00:32.200]  我說信望愛?是的
[00:00:32.200 --> 00:00:38.200]  大的兒子是信,然後是望,然後是愛
[00:00:38.200 --> 00:00:43.400]  三個名字將聖經這三種重要的美德
[00:00:43.400 --> 00:00:45.000]  表達出來
[00:00:45.000 --> 00:00:47.600]  亦為他們家庭感恩
[00:00:47.600 --> 00:00:49.200]  當我們純粹講到信望愛的時候
[00:00:49.200 --> 00:00:52.200]  你一定會記得聖經前書十三章
[00:00:52.200 --> 00:00:57.600]  如今常傳的有信望愛
[00:00:57.600 --> 00:00:59.800]  聖經提到常傳
[00:00:59.800 --> 00:01:03.600]  亦都意味著信望愛這三種生命的美德
[00:01:03.600 --> 00:01:07.600]  是永遠延展的
[00:01:07.600 --> 00:01:11.600]  是長久的保留
[00:01:11.600 --> 00:01:14.200]  是不會失去的
[00:01:14.200 --> 00:01:16.800]  在信望愛所作的事情
[00:01:16.800 --> 00:01:18.400]  是神永遠紀念
[00:01:18.400 --> 00:01:21.800]  亦都是延展到永恆
[00:01:21.800 --> 00:01:23.200]  當我們思想的時候
[00:01:23.200 --> 00:01:25.800]  就明白我們所身處的世界
[00:01:25.800 --> 00:01:27.400]  我們所接觸的事物
[00:01:27.400 --> 00:01:31.400]  沒有什麼事情是會永存的
[00:01:31.400 --> 00:01:33.600]  你最寶貴的一些物品
[00:01:33.600 --> 00:01:36.600]  你會發覺慢慢爛了
[00:01:36.600 --> 00:01:39.200]  你很珍惜的過去某些成就
[00:01:39.200 --> 00:01:42.400]  過了某些日子之後發覺會消失了
[00:01:42.400 --> 00:01:45.000]  這個世界很多事情會過去的
[00:01:45.000 --> 00:01:48.200]  但聖經提及如今常傳的
[00:01:48.200 --> 00:01:50.600]  是信望愛
[00:01:50.600 --> 00:01:53.400]  而至聖經所提及的常傳
[00:01:53.400 --> 00:01:56.200]  在文字上是一個單數
[00:01:56.200 --> 00:01:58.400]  亦都意味著雖然是三方面
[00:01:58.400 --> 00:02:00.600]  但三方面互相配合
[00:02:00.600 --> 00:02:03.800]  而成為一個完整的整體
[00:02:03.800 --> 00:02:05.800]  是能夠叫我們在神的面前
[00:02:05.800 --> 00:02:09.400]  得著神要給我們豐盛的生命
[00:02:09.400 --> 00:02:10.800]  而互相的配合
[00:02:10.800 --> 00:02:12.400]  互相的激勵
[00:02:12.400 --> 00:02:14.000]  而能夠叫我們更加進入
[00:02:14.000 --> 00:02:17.600]  神給我們豐盛的生命裏面
[00:02:17.600 --> 00:02:20.200]  因此當我們今天思想到信望愛的時候
[00:02:20.200 --> 00:02:22.400]  通常想到這個時代
[00:02:22.400 --> 00:02:26.800]  其實很多人已經放棄信望愛
[00:02:26.800 --> 00:02:30.000]  很多人覺得為何要堅持
[00:02:30.000 --> 00:02:31.200]  為何他這樣做可以
[00:02:31.200 --> 00:02:33.200]  我這樣做不可以
[00:02:33.200 --> 00:02:37.400]  已經有很多人放棄這方面的尋求
[00:02:37.400 --> 00:02:39.600]  但聖經不斷勉勵我們
[00:02:39.600 --> 00:02:42.800]  要持定信望愛的人生
[00:02:42.800 --> 00:02:47.600]  因為這正是神給人一份極大的禮物
[00:02:47.600 --> 00:02:50.200]  當我們讀到聖經貼上前書的時候
[00:02:50.200 --> 00:02:53.000]  就看到聖經裏面透過這段經文
[00:02:53.000 --> 00:02:57.800]  勉勵我們要堅守住信望愛的人生
[00:02:57.800 --> 00:02:59.800]  我們一起來思想
[00:02:59.800 --> 00:03:03.800]  聖經第一章的第二節我們首先看
[00:03:03.800 --> 00:03:06.800]  我們上上為你們眾人感謝神
[00:03:06.800 --> 00:03:09.400]  禱告的時候提到你們
[00:03:09.400 --> 00:03:11.000]  在我們的父神面前
[00:03:11.000 --> 00:03:14.000]  不絕地紀念你們信心的工作
[00:03:14.000 --> 00:03:14.800]  第一
[00:03:14.800 --> 00:03:15.400]  第二
[00:03:15.400 --> 00:03:17.200]  愛心的勞苦
[00:03:17.200 --> 00:03:18.000]  第三
[00:03:18.000 --> 00:03:22.800]  因盼望我們主耶穌基督而有的堅忍
[00:03:22.800 --> 00:03:24.400]  保羅第二次宣教旅程
[00:03:24.400 --> 00:03:26.800]  去到帖索羅尼加這個地方
[00:03:26.800 --> 00:03:29.800]  他留在該地方一段很短的時間
[00:03:29.800 --> 00:03:31.800]  不足一個月
[00:03:31.800 --> 00:03:33.200]  在那段時間裏面
[00:03:33.200 --> 00:03:36.200]  很多人信耶穌他很感恩
[00:03:36.200 --> 00:03:38.800]  因此保羅他心裏充滿著感謝
[00:03:38.800 --> 00:03:41.400]  要寫信來為他們感恩
[00:03:41.400 --> 00:03:43.200]  但同時他心裏很掛心
[00:03:43.200 --> 00:03:45.400]  因為雖然是短短的時間
[00:03:45.400 --> 00:03:47.200]  已經有很多猶太人
[00:03:47.200 --> 00:03:50.400]  要逼迫這些初信主的教徒
[00:03:50.400 --> 00:03:52.400]  保羅很擔心會不會因為這樣
[00:03:52.400 --> 00:03:54.600]  他們放棄信仰
[00:03:54.600 --> 00:03:56.000]  因此經過幾個月之後
[00:03:56.000 --> 00:03:58.400]  他寫信去聯絡他們
[00:03:58.400 --> 00:04:00.400]  但開始的時候就提到
[00:04:00.400 --> 00:04:03.200]  為他們很感恩
[00:04:03.200 --> 00:04:04.600]  我們今天見到的
[00:04:04.600 --> 00:04:06.000]  用我們現在的字眼
[00:04:06.000 --> 00:04:09.000]  就是初信者幾個月
[00:04:09.000 --> 00:04:11.600]  但他們的生命表現出很寶貴的
[00:04:11.600 --> 00:04:13.600]  那種美善
[00:04:13.600 --> 00:04:15.200]  而且你看到下面的經文
[00:04:15.200 --> 00:04:17.000]  保羅說他們成為了
[00:04:17.000 --> 00:04:19.600]  眾處教會的榜樣
[00:04:19.600 --> 00:04:21.000]  在馬其頓省
[00:04:21.000 --> 00:04:22.800]  阿哥亞省的地方
[00:04:22.800 --> 00:04:25.600]  成為了很多人的激勵
[00:04:25.600 --> 00:04:28.600]  初信者都可以在神面前
[00:04:28.600 --> 00:04:31.400]  他們生命很堅定地去
[00:04:31.400 --> 00:04:33.000]  見證神
[00:04:33.000 --> 00:04:34.200]  去侍奉神
[00:04:34.200 --> 00:04:36.400]  成為了別人的榜樣
[00:04:36.400 --> 00:04:39.000]  因為神的聖靈在他們生命中
[00:04:39.000 --> 00:04:41.400]  有很奇妙的工作
